Actors,original_index,unique_index
"Nelson Eddy,Susanna Foster,Claude Rains",1913,1855
"Cedric Hardwicke,Vincent Price,Nan Grey",1914,1856
"Boris Karloff,Lon Chaney Jr.,J. Carrol Naish",1915,1857
"Boris Karloff,Melvyn Douglas,Charles Laughton",1916,1858
"Henry Hull,Warner Oland,Valerie Hobson",1917,1859
"Cedric Hardwicke,Lon Chaney Jr.,Ralph Bellamy",1918,1860
"Fredric March,Miriam Hopkins,Rose Hobart",1919,1861
"Nicolas Cage,Tye Sheridan,Gary Poulter",1920,1862
"Nick Stahl,Vera Farmiga,Rachel Black",1921,1863
"Kristen Stewart,Robert Pattinson,Taylor Lautner",1922,1864
"John Malkovich,Willem Dafoe,Udo Kier",1923,1865
"Seann William Scott,Randy Quaid,Brando Eaton",1924,1866
"Sean Cw Johnson,Kris Lemche,Stephen O'Reilly",1925,1867
"Adam Beach,Tantoo Cardinal,Bradley Cooper",1926,1868
"Rainn Wilson,Josh Gad,Christina Applegate",1927,1869
"Will Ferrell,Danny McBride,Anna Friel",1928,1870
"Bradley Cooper,Colleen Porch,David Gail",1929,1871
"John C. Reilly,Jenna Fischer,David Krumholtz",1930,1872
"Lon Chaney Jr.,Robert Paige,Louise Allbritton",1931,1873
"Otto Kruger,Gloria Holden,Marguerite Churchill",1932,1874
"Bud Abbott,Lou Costello,Lon Chaney Jr.",1933,1875
"Onslow Stevens,John Carradine,Lon Chaney Jr.",1934,1876
"Dick Foran,Peggy Moran,Wallace Ford",1935,1877
"Lon Chaney Jr.,Peter Coe,Virginia Christine",1936,1878
"James Whitmore,Edmund Gwenn,Joan Weldon",1937,1879
"Sylvia Kristel,Josef Sommer,Lenny von Dohlen",1938,1880
"Jeff Morrow,Rex Reason,Leigh Snowden",1939,1881
"John Agar,Lori Nelson,John Bromfield",1940,1882
"Seann William Scott,Johnny Knoxville,Jessica Simpson",1941,1883
"Lon Chaney Jr.,Dick Foran,John Hubbard",1942,1884
"Jeff Goldblum,Joseph Bologna,Ed Begley Jr.",1943,1885
"Lee Marvin,Mark Hamill,Robert Carradine",1944,1886
"Dax Shepard,Will Arnett,Chi McBride",1945,1887
"George Segal,Robert Vaughn,Ben Gazzara",1946,1888
"Cliff Robertson,George Chakiris,Maria Perschy",1947,1889
"Robert De Niro,Christopher Walken,John Cazale",1948,1890
"Drake Bell,Leslie Nielsen,Sara Paxton",1949,1891
"Clark Gable,Vivien Leigh,Thomas Mitchell",1950,1892
"Marlon Brando,Karl Malden,Lee J. Cobb",1951,1893
"Clint Eastwood,Andrew Robinson,Harry Guardino",1952,1894
"Clint Eastwood,Tyne Daly,Harry Guardino",1953,1895
"Clint Eastwood,Hal Holbrook,Mitchell Ryan",1954,1896
"Clint Eastwood,Shirley MacLaine,Manolo Fábregas",1955,1897
"Clint Eastwood,Marsha Mason,Everett McGill",1956,1898
"Clint Eastwood,Lee J. Cobb,Susan Clark",1957,1899
"Clint Eastwood,Inger Stevens,Pat Hingle",1958,1900
"Clint Eastwood,Robert Duvall,John Saxon",1959,1901
"Marlon Brando,Montgomery Clift,Dean Martin",1960,1902
"Van Johnson,Walter Pidgeon,Louis Calhern",1961,1903
"Jack Black,Michael Cera,Olivia Wilde",1962,1904
"Clint Orr,T.J. Rawls,Johnathan Gaddis",1963,1905
"Kevin Costner,Hailee Steinfeld,Connie Nielsen",1964,1906
"Jim Caviezel,Alexander Ludwig,Michael Chiklis",1965,1907
"Jon Hamm,Aasif Mandvi,Alan Arkin",1966,1908
"Denzel Washington,Milla Jovovich,Ray Allen",1967,1909
"Denzel Washington,Derek Luke,Joy Bryant",1968,1910
"Denzel Washington,Forest Whitaker,Kimberly Elise",1969,1911
"Denzel Washington,John Goodman,Donald Sutherland",1970,1912
"Denzel Washington,Sanaa Lathan,Eva Mendes",1971,1913
"Denzel Washington,Liev Schreiber,Meryl Streep",1972,1914
"Frank Sinatra,Trevor Howard,Raffaella Carrà",1973,1915
"Reese Witherspoon,Sally Field,Bob Newhart",1974,1916
"Matt Damon,James Cromwell,Daniel Studi",1975,1917
"D.B. Sweeney,Julianna Margulies,Samuel E. Wright",1976,1918
"Wallace Beery,Jackie Cooper,Lionel Barrymore",1977,1919
"Al Pacino,Robert De Niro,Robert Duvall",1978,1920
"Gene Tierney,Dana Andrews,Clifton Webb",1979,1921
"James Stewart,John Wayne,Vera Miles",1980,1922
"Farley Granger,Robert Walker,Ruth Roman",1981,1923
"Robert Mitchum,Shelley Winters,Lillian Gish",1982,1924
"James Stewart,Josephine Hull,Peggy Dow",1983,1925
"Cary Grant,Katharine Hepburn,James Stewart",1984,1926
"Paul Newman,Jackie Gleason,Piper Laurie",1985,1927
"Cary Grant,Ingrid Bergman,Claude Rains",1986,1928
"Spencer Tracy,Burt Lancaster,Richard Widmark",1987,1929
"Reese Witherspoon,Luke Wilson,Selma Blair",1988,1930
"James Stewart,Murray Hamilton,Patricia Smith",1989,1931
"Jack Lemmon,Walter Matthau,Ron Rich",1990,1932
"Bing Crosby,Joan Fontaine,Roland Culver",1991,1933
"Tom Hardy,Nick Nolte,Joel Edgerton",1992,1934
"Dean Martin,Kim Novak,Ray Walston",1993,1935
"Jack Lemmon,Walter Matthau,Susan Sarandon",1994,1936
"Jean Arthur,Marlene Dietrich,John Lund",1995,1937
"Isa Miranda,Ray Milland,Reginald Owen",1996,1938
"Jack Lemmon,Juliet Mills,Clive Revill",1997,1939
"Jack Lemmon,Walter Matthau,Paula Prentiss",1998,1940
"Ginger Rogers,Ray Milland,Rita Johnson",1999,1941
"Glenn Ford,Gloria Grahame,Jocelyn Brando",2000,1942
"Humphrey Bogart,Gloria Grahame,Frank Lovejoy",2001,1943
"James Cagney,Virginia Mayo,Edmond O'Brien",2002,1944
"Robert Mitchum,Jane Greer,Kirk Douglas",2003,1945
"Broderick Crawford,John Ireland,Joanne Dru",2004,1946
"Montgomery Clift,Elizabeth Taylor,Shelley Winters",2005,1947
"Gregory Peck,Dorothy McGuire,John Garfield",2006,1948
"Charles Laughton,Clark Gable,Franchot Tone",2007,1949
"Ernest Borgnine,Betsy Blair,Esther Minciotti",2008,1950
"Karl Urban,Rosamund Pike,Dwayne Johnson",2009,1951
"Mark Wahlberg,Dwayne Johnson,Anthony Mackie",2010,1952
"Charlton Heston,Orson Welles,Janet Leigh",2011,1953
"Dwayne Johnson,Channing Tatum,Adrianne Palicki",2012,1954
"Liam Hemsworth,Michael Angarano,Dwayne Johnson",2013,1955
"Steve Carell,Anne Hathaway,Alan Arkin",2014,1956
"Yun-Fat Chow,Seann William Scott,Jaime King",2015,1957
"Humphrey Bogart,Mary Astor,Gladys George",2016,1958
"Gary Cooper,Grace Kelly,Thomas Mitchell",2017,1959
"Robert Sacchi,Franco Nero,Michelle Phillips",2018,1960
"Humphrey Bogart,Lauren Bacall,Walter Brennan",2019,1961
"Humphrey Bogart,Edward G. Robinson,Lauren Bacall",2020,1962
"Marilyn Monroe,Tom Ewell,Evelyn Keyes",2021,1963
"Christian Slater,Daniel Stern,Cameron Diaz",2022,1964
"Harrison Ford,Julia Ormond,Greg Kinnear",2023,1965
"Audrey Hepburn,George Peppard,Patricia Neal",2024,1966
"William Holden,Audrey Hepburn,Grégoire Aslan",2025,1967
"Gregory Peck,Audrey Hepburn,Eddie Albert",2026,1968
"Gary Cooper,Audrey Hepburn,Maurice Chevalier",2027,1969
"Audrey Hepburn,Fred Astaire,Kay Thompson",2028,1970
"Audrey Hepburn,Alan Arkin,Richard Crenna",2029,1971
"Audrey Hepburn,Peter O'Toole,Eli Wallach",2030,1972
"Cary Grant,Audrey Hepburn,Walter Matthau",2031,1973
"Clark Gable,Claudette Colbert,Walter Connolly",2032,1974
"Bette Davis,Anne Baxter,George Sanders",2033,1975
"Henry Fonda,Lee J. Cobb,Martin Balsam",2034,1976
"Dennis Morgan,Irene Manning,Bruce Cabot",2035,1977
"Greer Garson,Walter Pidgeon,Teresa Wright",2036,1978
"Laurence Olivier,Joan Fontaine,George Sanders",2037,1979
"Robert Stephens,Christopher Lee,Colin Blakely",2038,1980
"Jack Lemmon,Shirley MacLaine,Lou Jacobi",2039,1981
"James Cagney,Pat O'Brien,Humphrey Bogart",2040,1982
"Kirk Douglas,Ralph Meeker,Adolphe Menjou",2041,1983
"Charles Chaplin,Virginia Cherrill,Florence Lee",2042,1984
"Arnold Schwarzenegger,John Leguizamo,Francesca Neri",2043,1985
"Claudette Colbert,Jennifer Jones,Joseph Cotten",2044,1986
"Jean Arthur,James Stewart,Lionel Barrymore",2045,1987
"Greta Garbo,John Barrymore,Joan Crawford",2046,1988
"Van Johnson,Elizabeth Taylor,Percy Waram",2047,1989
"Paul Muni,Gale Sondergaard,Joseph Schildkraut",2048,1990
"Bing Crosby,Barry Fitzgerald,Frank McHugh",2049,1991
"Bill Murray,Andie MacDowell,Chris Elliott",2050,1992
"Brad Pitt,David Thewlis,BD Wong",2051,1993
"Peter Elliott,Michael Gambon,Brian Abrahams",2052,1994
"Robert Redford,Will Geer,Delle Bolton",2053,1995
"Robert Redford,Yaphet Kotto,Morgan Freeman",2054,1996
"Robert Redford,Jane Fonda,Valerie Perrine",2055,1997
"Daryl Hannah,Pamela Reed,James Remar",2056,1998
"Robert Redford,Debra Winger,Daryl Hannah",2057,1999
"Ringo Starr,Dennis Quaid,Shelley Long",2058,2000
"Suraj Sharma,Irrfan Khan,Adil Hussain",2059,2001
"Jim Caviezel,Guy Pearce,Richard Harris",2060,2002
"Michael York,Jenny Agutter,Richard Jordan",2061,2003
"Adrien Brody,Keira Knightley,Daniel Craig",2062,2004
"Guy Pearce,Yancey Arias,Mark Addy",2063,2005
"Kevin Bacon,Elisabeth Shue,Josh Brolin",2064,2006
"Harley Jane Kozak,Jamey Sheridan,Ethan Embry",2065,2007
"Jean-Claude Van Damme,Joe Flanigan,Anna-Louise Plowman",2066,2008
"Roy Scheider,Bruno Cremer,Francisco Rabal",2067,2009
"William Petersen,Willem Dafoe,John Pankow",2068,2010
"Jason Clarke,Ang Phula Sherpa,Thomas M. Wright",2069,2011
"Michael Biehn,Alex McArthur,Nicholas Campbell",2070,2012
,2071,651
"Cary Grant,Priscilla Lane,Raymond Massey",2072,2013
"Katharine Hepburn,Cary Grant,Charles Ruggles",2073,2014
"Cary Grant,Jean Arthur,Rita Hayworth",2074,2015
"Barbara Stanwyck,Henry Fonda,Charles Coburn",2075,2016
"Margaret Sullavan,James Stewart,Frank Morgan",2076,2017
"Irene Dunne,Cary Grant,Ralph Bellamy",2077,2018
"Geena Davis,Stephen Rea,James Gandolfini",2078,2019
"William Powell,Carole Lombard,Alice Brady",2079,2020
"Katharine Hepburn,Cary Grant,Doris Nolan",2080,2021
"Tom Berenger,Martin Sheen,Stephen Lang",2081,2022
"Eric Bana,Jennifer Connelly,Sam Elliott",2082,2023
"Kurt Russell,James Spader,Jaye Davidson",2083,2024
"Lizzy Caplan,Ron Livingston,Joe Lo Truglio",2084,2025
"Charlie Hunnam,Terrence Howard,Patrick Wilson",2085,2026
"Katie Holmes,Benjamin Bratt,Charlie Hunnam",2086,2027
"Tom Courtenay,Michael Legge,Laura Fraser",2087,2028
"Elijah Wood,Charlie Hunnam,Claire Forlani",2088,2029
"Deborah Aquila,Risa Bramon Garcia,Ellen Chenoweth",2089,2030
"Charlie Hunnam,Jamie Bell,Christopher Plummer",2090,2031
"Eric Bana,Olivia Wilde,Charlie Hunnam",2091,2032
"Gerard Butler,Lena Headey,David Wenham",2092,2033
"Brad Pitt,Shia LaBeouf,Logan Lerman",2093,2034
"Johnny Depp,Penélope Cruz,Ian McShane",2094,2035
"Ian McKellen,Martin Freeman,Richard Armitage",2095,1172
"Groucho Marx,Chico Marx,Harpo Marx",2096,2036
"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",2097,1171
"Colin Farrell,Jamie Foxx,Li Gong",2098,2037
"Brad Pitt,Cate Blanchett,Tilda Swinton",2099,2038
"Leonardo DiCaprio,Tom Hanks,Christopher Walken",2100,2039
"Dev Patel,Freida Pinto,Saurabh Shukla",2101,2040
"Gena Rowlands,James Garner,Rachel McAdams",2102,2041
"Anna Kendrick,Brittany Snow,Rebel Wilson",2103,2042
"William Shatner,Leonard Nimoy,DeForest Kelley",2104,2043
Carl Ray Miller,2105,2044
"Rico E. Anderson,Marc Bowers,Callie Bussell",2106,2045
"Zachary Quinto,Charlotte Rampling,Pascal Lee",2107,2046
"Zoe Saldana,Idris Elba,Chris Pine",2108,2047
"Judith Hoag,Elias Koteas,Josh Pais",2109,2048
"Vin Diesel,Paul Walker,Dwayne Johnson",2110,2049
"Groucho Marx,Harpo Marx,The Marx Brothers",2111,2050
"John Wayne,Kim Darby,Glen Campbell",2112,2051
"John Wayne,Dean Martin,Ricky Nelson",2113,2052
"John Wayne,Kirk Douglas,Howard Keel",2114,2053
"John Wayne,Katharine Hepburn,Anthony Zerbe",2115,2054
"John Wayne,Jorge Rivero,Jennifer O'Neill",2116,2055
"Gene Hackman,Rene Russo,Danny DeVito",2117,2056
"John Wayne,Forrest Tucker,Christopher George",2118,2057
"John Wayne,Richard Boone,Maureen O'Hara",2119,2058
"Megan Fox,Will Arnett,William Fichtner",2120,2059
"Sullivan Stapleton,Eva Green,Lena Headey",2121,2060
"Sylvester Stallone,Jason Statham,Jet Li",2122,2061
"Will Smith,Martin Lawrence,Lisa Boyle",2123,2062
"Will Smith,Martin Lawrence,Gabrielle Union",2124,2063
"Tom Cruise,Jon Voight,Emmanuelle Béart",2125,2064
"Gene Barry,Ann Robinson,Les Tremayne",2126,2065
"Tom Cruise,Bill Nighy,Carice van Houten",2127,2066
"Tom Cruise,Michelle Monaghan,Ving Rhames",2128,2067
"Tim Robbins,Paul Newman,Jennifer Jason Leigh",2129,2068
"Casper Van Dien,Denise Richards,Dina Meyer",2130,2069
"Groucho Marx,Harpo Marx,Chico Marx",2131,2070
"Nicolas Cage,John Cusack,John Malkovich",2132,2071
"Ben Affleck,Kate Beckinsale,Josh Hartnett",2133,2072
"Hugh Jackman,Patrick Stewart",2134,2073
"Brendan Fraser,Jet Li,Maria Bello",2135,2074
"Wesley Snipes,Kris Kristofferson,Ron Perlman",2136,2075
"Dwayne Johnson,Steven Brand,Michael Clarke Duncan",2137,2076
"Ron Perlman,Doug Jones,Selma Blair",2138,2077
"Ron Perlman,Selma Blair,Doug Jones",2139,2078
"Tom Hanks,Audrey Tautou,Jean Reno",2140,2079
"Nicolas Cage,Julianne Moore,Jessica Biel",2141,2080
"Sean Connery,Nicolas Cage,Ed Harris",2142,2081
"Nicolas Cage,Jay Baruchel,Alfred Molina",2143,2082
"Donald Sutherland,Mark Wahlberg,Edward Norton",2144,2083
"Hayden Christensen,Samuel L. Jackson,Jamie Bell",2145,2084
"Jason Statham,Joan Allen,Tyrese Gibson",2146,2085
"Jason Statham,Qi Shu,Matt Schulze",2147,2086
"Johnny Depp,Maria Bello,John Turturro",2148,2087
"Johnny Depp,Helena Bonham Carter,Alan Rickman",2149,2088
"Johnny Depp,Michelle Pfeiffer,Eva Green",2150,2089
"Christian Bale,Johnny Depp,David Wenham",2151,2090
"Colin Firth,Geoffrey Rush,Helena Bonham Carter",2152,2091
"Johnny Depp,Winona Ryder,Dianne Wiest",2153,2092
"John Travolta,Hugh Jackman,Halle Berry",2154,2093
"Nicolas Cage,Ethan Hawke,Jared Leto",2155,2094
"Wesley Snipes,Kris Kristofferson,Parker Posey",2156,2095
"Rhona Mitra,Michael Sheen,Bill Nighy",2157,2096
"Gary Oldman,Winona Ryder,Anthony Hopkins",2158,2097
"Kate Beckinsale,Michael Ealy,India Eisley",2159,2098
"George Clooney,Brad Pitt,Julia Roberts",2160,2099
"George Clooney,Brad Pitt,Julia Roberts",2161,2099
"George Clooney,Brad Pitt,Matt Damon",2162,2100
"Robert Downey Jr.,Jude Law,Jared Harris",2163,2101
"Ronald Bailey,Sam Blackburn,Leo Daniels",2164,2102
"Tom Hanks,Ewan McGregor,Ayelet Zurer",2165,2103
"Nicolas Cage,Eva Mendes,Sam Elliott",2166,2104
"Angelina Jolie,Colm Feore,Amy Ryan",2167,2105
"Sylvester Stallone,Jason Statham,Jet Li",2168,2061
"Dakota Fanning,Teri Hatcher,John Hodgman",2169,2106
"Sam Worthington,Liam Neeson,Ralph Fiennes",2170,2107
"Elijah Wood,Jennifer Connelly,Crispin Glover",2171,2108
"Christopher Reeve,Richard Pryor,Margot Kidder",2172,2109
"Zach Galligan,Phoebe Cates,Hoyt Axton",2173,2110
"Bill Murray,Dan Aykroyd,Sigourney Weaver",2174,2111
"Val Kilmer,Tommy Lee Jones,Jim Carrey",2175,2112
"Arnold Schwarzenegger,George Clooney,Chris O'Donnell",2176,2113
"Brandon Routh,Kevin Spacey,Kate Bosworth",2177,2114
"Alec Baldwin,Geena Davis,Michael Keaton",2178,2115
"Gene Hackman,Christopher Reeve,Margot Kidder",2179,2116
"Michael Keaton,Jack Nicholson,Kim Basinger",2180,2117
"Bill Murray,Dan Aykroyd,Sigourney Weaver",2181,2111
"Will Arnett,Brendan Fraser,Liam Neeson",2182,2118
"Woody Harrelson,Owen Wilson,Dan Fogler",2183,2119
"Timothy Dalton,Robert Davi,Carey Lowell",2184,2120
"Groucho Marx,Chico Marx,Harpo Marx",2185,2036
"Ryan Reynolds,Blake Lively,Peter Sarsgaard",2186,2121
"Jeff Bridges,Bruce Boxleitner,David Warner",2187,2122
"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley",2188,2123
"Hugh Jackman,Evangeline Lilly,Dakota Goyo",2189,2124
"Taylor Kitsch,Lynn Collins,Willem Dafoe",2190,2125
"Alex Pettyfer,Timothy Olyphant,Dianna Agron",2191,2126
"Russell Crowe,Paul Bettany,Billy Boyd",2192,2127
"Groucho Marx,Harpo Marx,Chico Marx",2193,2070
"Gene Hackman,Al Pacino,Dorothy Tristan",2194,2128
"Warren Beatty,Madonna,Al Pacino",2195,2129
"Kevin Spacey,Russell Crowe,Guy Pearce",2196,2130
"Groucho Marx,Chico Marx,Harpo Marx",2197,2036
"Kevin Spacey,Gabriel Byrne,Chazz Palminteri",2198,2131
"Jason Statham,Brad Pitt,Benicio Del Toro",2199,2132
"Groucho Marx,Harpo Marx,Chico Marx",2200,2070
"Al Pacino,Diane Keaton,Andy Garcia",2201,2133
"Denzel Washington,Russell Crowe,Chiwetel Ejiofor",2202,2134
"Groucho Marx,Chico Marx,Harpo Marx",2203,2036
"Groucho Marx,Harpo Marx,Chico Marx",2204,2070
"Sean Penn,Tim Robbins,Kevin Bacon",2205,2135
"Morgan Freeman,Ed Harris,Casey Affleck",2206,2136
"Jodie Foster,Kristen Stewart,Forest Whitaker",2207,2137
"Will Smith,Gene Hackman,Jon Voight",2208,2138
"Will Smith,Eva Mendes,Kevin James",2209,2139
"Will Smith,Kevin Kline,Kenneth Branagh",2210,2140
"Will Smith,Rosario Dawson,Woody Harrelson",2211,2141
"Will Smith,Thandie Newton,Jaden Smith",2212,2142
"Will Smith,Matt Damon,Charlize Theron",2213,2143
"Daniel Day-Lewis,Winona Ryder,Paul Scofield",2214,2144
"Daniel Day-Lewis,Sally Field,David Strathairn",2215,2145
"Groucho Marx,Chico Marx,Harpo Marx",2216,2036
"Daniel Day-Lewis,Daragh Donnelly,Frank Coughlan",2217,2146
"Harry Carey,Hobart Bosworth,Frank Coghlan Jr.",2218,2147
"Daniel Day-Lewis,Catherine Keener,Camilla Belle",2219,2148
"Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder",2220,2149
"Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie",2221,2150
"Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis",2222,2151
"Michael Douglas,Kathleen Turner,Danny DeVito",2223,2152
"Michael Douglas,Kathleen Turner,Danny DeVito",2224,2152
"Michael Douglas,Kathleen Turner,Danny DeVito",2225,2152
"Michael Douglas,Andy Garcia,Ken Takakura",2226,2153
"Robert Redford,Demi Moore,Woody Harrelson",2227,2154
"Michael Douglas,Sean Bean,Brittany Murphy",2228,2155
"Zachary Quinto,Stanley Tucci,Kevin Spacey",2229,2156
"Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively",2230,2157
"Matt Damon,Jason Isaacs,Greg Kinnear",2231,2158
"Shia LaBeouf,Michelle Monaghan,Rosario Dawson",2232,2159
"Shia LaBeouf,David Morse,Carrie-Anne Moss",2233,2160
"Jim Sturgess,Kate Bosworth,Kevin Spacey",2234,2161
"Rock Hudson,Lauren Bacall,Robert Stack",2235,2162
"Mickey Rourke,Kim Basinger,Margaret Whitton",2236,2163
"Kevin Bacon,Matt Dillon,Neve Campbell",2237,2164
"Sharon Stone,David Morrissey,David Thewlis",2238,2165
"Sharon Stone,William Baldwin,Tom Berenger",2239,2166
"Elisabeth Shue,Maia Brewton,Keith Coogan",2240,2167
"Demi Moore,Burt Reynolds,Armand Assante",2241,2168
"Julia Ormond,Benicio Del Toro,Oscar Isaac",2242,2169
"Sean Penn,Benicio Del Toro,Naomi Watts",2243,2170
"Brad Pitt,Cate Blanchett,Gael García Bernal",2244,2171
"Denzel Washington,Ethan Hawke,Scott Glenn",2245,2172
"Edward Norton,Barry Pepper,Philip Seymour Hoffman",2246,2173
"James Stewart,Doris Day,Brenda de Banzie",2247,2174
"Tariq Ali,Raúl Castro,Hugo Chávez",2248,2175
"Michael Caine,Andrea Marcovicci,Annie McEnroe",2249,2176
"James Woods,James Belushi,Michael Murphy",2250,2177
"Fidel Castro,Oliver Stone,Juanita Vera",2251,2178
"Jonathan Frid,Martine Beswick,Joseph Sirola",2252,2179
"Sean Penn,Jennifer Lopez,Nick Nolte",2253,2180
"Frank Langella,Michael Sheen,Kevin Bacon",2254,2181
"Paul Giamatti,Shari Springer Berman,Harvey Pekar",2255,2182
"Michael Douglas,Annette Bening,Martin Sheen",2256,2183
"Bill Pullman,Patricia Arquette,John Roselius",2257,2184
"Jack Nance,Charlotte Stewart,Allen Joseph",2258,2185
"Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio",2259,2186
"Tom Cruise,Jack Nicholson,Demi Moore",2260,2187
"Dustin Hoffman,Tom Cruise,Valeria Golino",2261,2188
"Tom Cruise,Nicole Kidman,Robert Duvall",2262,2189
"Tom Cruise,Rebecca De Mornay,Joe Pantoliano",2263,2190
"George C. Scott,Timothy Hutton,Ronny Cox",2264,2191
"Tom Cruise,Bryan Brown,Elisabeth Shue",2265,2192
"Tom Cruise,Jeanne Tripplehorn,Gene Hackman",2266,2193
"Tom Cruise,Cuba Gooding Jr.,Renée Zellweger",2267,2194
"Dennis Quaid,Forest Whitaker,Matthew Fox",2268,2195
"Jodie Foster,Peter Sarsgaard,Sean Bean",2269,2196
"Bruce Willis,Yasiin Bey,David Morse",2270,2197
"Josh Hartnett,Ben Kingsley,Morgan Freeman",2271,2198
"Colin Farrell,Brendan Gleeson,Ciarán Hinds",2272,2199
"Jack Nicholson,Bruce Dern,Ellen Burstyn",2273,2200
"Vin Diesel,Asia Argento,Marton Csokas",2274,2201
"Ice Cube,Samuel L. Jackson,Willem Dafoe",2275,2202
"Kelly McCormick,Tiffany,Jeff Turner",2276,2203
"Bill Hader,John Waters,Gus Van Sant",2277,2204
"Jack Angstreich,Eric Chadbourne,Bill Heidbreder",2278,2205
"Kirby Dick,Kimberly Peirce,Darren Aronofsky",2279,2206
"Ray Lines,Allan Erb,Scott Nybo",2280,2207
"Laura Dern,Jeremy Irons,Justin Theroux",2281,2208
"Melik Malkasian,Denise Chanterelle DuBois,Loren Hoskins",2282,2209
"Katie O'Grady,John Keyser,Storm Large",2283,2210
"Jason Bateman,Kristen Wiig,Ben Affleck",2284,2211
"Devon Gummersall,Dylan Bruno,Gina Philips",2285,2212
Melik Malkasian,2286,2213
"Woody Allen,Diane Keaton,Georges Adet",2287,2214
"Alec Baldwin,Steve Buscemi,Ming-Na Wen",2288,2215
"Johnny Depp,John Densmore,Robby Krieger",2289,2216
"Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz",2290,2217
"Nicolas Cage,Laura Dern,Willem Dafoe",2291,2218
"Dennis Quaid,Sean Connery,Dina Meyer",2292,2219
"Russell Crowe,Cate Blanchett,Matthew Macfadyen",2293,2220
"Sean Connery,Catherine Zeta-Jones,Ving Rhames",2294,2221
"Sean Connery,Richard Gere,Julia Ormond",2295,2222
"Kevin Costner,Rene Russo,Don Johnson",2296,2223
"Kevin Costner,Dennis Quaid,Gene Hackman",2297,2224
"Kevin Costner,Will Patton,Larenz Tate",2298,2225
"Jack Lemmon,Sissy Spacek,Melanie Mayron",2299,2226
"Thomas Jane,Marcia Gay Harden,Laurie Holden",2300,2227
"Sissy Spacek,Piper Laurie,Amy Irving",2301,2228
"Patrick Fabian,Ashley Bell,Iris Bahr",2302,2229
"Dale Midkiff,Denise Crosby,Fred Gwynne",2303,2230
"Kathy Bates,Jennifer Jason Leigh,Christopher Plummer",2304,2231
"Kevin Spacey,Frank Whaley,Michelle Forbes",2305,2232
"Keith Gordon,John Stockwell,Alexandra Paul",2306,2233
"Fred Astaire,Ginger Rogers,Victor Moore",2307,2234
"Alessandro Nivola,Alicia Silverstone,Natascha McElhone",2308,2235
"James Cagney,Joan Blondell,Ruby Keeler",2309,2236
"Antonio Banderas,Salma Hayek,Joaquim de Almeida",2310,2237
"Rose McGowan,Freddy Rodríguez,Josh Brolin",2311,2238
"Gary Cooper,Walter Brennan,Joan Leslie",2312,2239
"Tim Roth,Amanda De Cadenet,David Proval",2313,2240
"Kurt Russell,Rose McGowan,Danny Trejo",2314,2241
"Danny Trejo,Michelle Rodriguez,Robert De Niro",2315,2242
"Harvey Keitel,George Clooney,Juliette Lewis",2316,2243
"Pam Grier,Samuel L. Jackson,Robert Forster",2317,2244
"Antonio Banderas,Salma Hayek,Johnny Depp",2318,2245
"Ralph Fiennes,Juliette Binoche,Willem Dafoe",2319,2246
"Don Cheadle,Sandra Bullock,Thandie Newton",2320,2247
"Kurt Russell,Kevin Costner,Courteney Cox",2321,2248
"Kevin Costner,Clint Eastwood,Laura Dern",2322,2249
"Kevin Costner,Gene Hackman,Sean Young",2323,2250
"Kevin Costner,Susanna Thompson,Joe Morton",2324,2251
"Kevin Costner,Ashton Kutcher,Sela Ward",2325,2252
