Year,Release Date,original_index,unique_index
2009,26 September 2009 (USA),2574,2178
1999,27 August 1999 (USA),2575,2179
1986,25 December 1986 (USA),2576,2180
2015,12 August 2015 (USA),2577,2181
2014,26 June 2014 (USA),2578,2182
1983,5 August 1983 (USA),2579,1338
2011,16 October 2013 (France),2580,2183
2009,2 October 2009 (USA),2581,391
2006,30 June 2006 (USA),2582,2184
2007,23 September 2008 (USA),2583,2185
1997,10 April 1998 (USA),2584,2186
1989,20 December 1989 (USA),2585,2187
2008,3 October 2008 (USA),2586,2188
2012,12 April 2013 (USA),2587,2189
2012,20 June 2013 (Netherlands),2588,2190
1978,15 February 1978 (USA),2589,2191
1978,6 January 1978 (USA),2590,2192
1983,27 January 1984 (USA),2591,2193
2010,1 September 2014 (Netherlands),2592,2194
1940,7 March 1941 (USA),2593,2195
1940,19 April 1940 (USA),2594,2196
1979,16 March 1979 (USA),2595,2041
1981,12 February 1982 (USA),2596,2197
1994,13 April 1994 (USA),2597,2198
1973,May 1975 (USA),2598,2199
1969,14 May 1969 (USA),2599,2200
1974,3 May 1974 (USA),2600,2201
1977,June 1977 (USA),2601,2202
1962,17 January 1963 (Norway),2602,2203
1978,17 March 1978 (USA),2603,2204
1976,March 1976 (USA),2604,2205
1955,3 October 1955 (USA),2605,2206
1998,16 October 1998 (USA),2606,2207
1964,22 July 1964 (USA),2607,2208
1966,January 1966 (USA),2608,2209
1993,25 June 1993 (USA),2609,2210
1994,1 July 1994 (USA),2610,2211
1996,13 December 1996 (USA),2611,1947
2004,10 November 2005 (Germany),2612,2212
1998,21 August 1998 (USA),2613,26
1999,19 March 1999 (USA),2614,1429
1996 1997 1998,"Nov 7, 1997 Wide",2615,2213
1992,28 August 1992 (USA),2616,719
1994,11 November 1994 (USA),2617,635
2006,28 April 2006 (USA),2618,287
2008,11 July 2008 (USA),2619,927
1973,26 December 1973 (USA),2620,2214
2001,22 June 2001 (USA),2621,2215
2000,22 November 2000 (USA),2622,2216
2010,13 August 2010 (USA),2623,201
2001,11 April 2001 (USA),2624,2217
1987,5 June 1987 (USA),2625,2218
1998,12 June 1998 (USA),2626,2219
2002,26 April 2002 (USA),2627,2220
1998,29 May 1998 (USA),2628,2221
1995,28 July 1995 (USA),2629,1439
2000,10 November 2000 (USA),2630,2034
1998,13 February 1998 (USA),2631,2222
1993,23 July 1993 (USA),2632,1558
1996,6 September 1996 (USA),2633,2223
1991,31 July 1991 (USA),2634,2224
1987,24 June 1987 (USA),2635,2225
1987,25 November 1987 (USA),2636,2226
1995,18 August 1995 (USA),2637,2227
1971,12 July 1971 (Sweden),2638,2228
1996,20 December 1996 (USA),2639,366
1998,16 January 1998 (USA),2640,1729
1993,30 August 1996 (USA),2641,2229
1995,26 August 1997 (USA),2642,2230
1999,19 November 1999 (USA),2643,2231
2002,22 November 2002 (USA),2644,2232
1995,17 November 1995 (USA),2645,1938
2003,21 February 2003 (USA),2646,2233
2005,19 August 2005 (USA),2647,343
2007,1 June 2007 (USA),2648,607
2013,7 June 2013 (USA),2649,2234
2000,14 April 2000 (USA),2650,2235
1988,14 December 1988 (USA),2651,2236
1921,1922 (Poland),2652,2237
2009,4 September 2009 (USA),2653,1958
2007,16 March 2007 (USA),2654,2238
1999,25 December 1999 (USA),2655,247
2009,5 June 2009 (USA),2656,1693
2008,6 August 2008 (USA),2657,2239
2010,5 November 2010 (USA),2658,783
2010,16 April 2010 (USA),2659,2240
2004,24 September 2004 (USA),2660,2241
2007,20 April 2007 (USA),2661,2017
2005 2006 2007,"Oct 6, 2006 Wide",2662,2242
2013,12 June 2013 (USA),2663,2243
2007,22 June 2007 (USA),2664,1311
2001,10 August 2001 (USA),2665,133
2001,4 July 2001 (USA),2666,1378
2003,24 October 2003 (USA),2667,2023
2013,12 April 2013 (USA),2668,1184
2004,30 July 2004 (USA),2669,452
2000,4 February 2000 (USA),2670,2244
2006,14 April 2006 (USA),2671,2245
2003,1 August 2003 (USA),2672,2246
2012,6 April 2012 (USA),2673,2247
2000,19 May 2000 (USA),2674,1731
1997,12 December 1997 (USA),2675,1261
1986,11 June 1986 (USA),2676,2248
1985,15 February 1985 (USA),2677,2249
2006,22 November 2006 (USA),2678,2250
2004,27 August 2004 (USA),2679,746
2004,16 January 2004 (USA),2680,2251
2011,4 November 2011 (USA),2681,2252
2011,21 October 2011 (USA),2682,2253
2003,18 July 2003 (USA),2683,1852
2012,2 March 2012 (USA),2684,1024
2005,5 August 2005 (USA),2685,733
2004,20 February 2004 (USA),2686,1235
1986,21 March 1986 (USA),2687,2254
1985,15 November 1985 (USA),2688,2255
2006,14 April 2006 (USA),2689,2245
2011,11 March 2011 (USA),2690,131
2011,29 April 2011 (USA),2691,1840
2008,19 September 2008 (USA),2692,1600
2015,10 May 2015 (Germany),2693,2256
1995,10 May 1995 (USA),2694,2257
2001,30 March 2001 (USA),2695,2258
2003,14 November 2003 (USA),2696,1643
2002,1 November 2002 (USA),2697,2259
2001,16 November 2001 (USA),2698,892
2005,5 March 2005 (USA),2699,2260
1925,16 November 1925 (USA),2700,2261
1994,,2701,2262
1924,26 January 1925 (USA),2702,2263
1925,8 November 1925 (USA),2703,2264
1928,23 November 1928 (USA),2704,2265
1989,15 April 1989 (USA),2705,2266
1986,20 June 1986 (USA),2706,1802
2004,15 October 2004 (UK),2707,2267
1988,30 September 1988 (Denmark),2708,2268
2002,21 January 2003 (Czech Republic),2709,2269
2008,19 December 2008 (USA),2710,944
1993,7 April 1993 (USA),2711,1918
1984,13 January 1984 (USA),2712,2270
1994 1995 1996,"Aug 18, 1995 Wide",2713,2271
1994,17 June 1994 (USA),2714,2272
1968,24 April 1968 (USA),2715,2273
2009,12 June 2009 (USA),2716,2274
2003,26 November 2003 (USA),2717,2275
2017,2017 (USA),2718,105
2004 2005 2006,"Jul 29, 2005 Wide",2719,2276
2006,11 August 2006 (USA),2720,1528
2005,10 June 2005 (USA),2721,1124
2003,25 July 2003 (USA),2722,16
2006,10 March 2006 (USA),2723,2013
2013,1 November 2013 (USA),2724,1890
1996,22 November 1996 (USA),2725,2277
2006,20 October 2006 (USA),2726,2278
2009,April 2009 (USA),2727,2279
2010,23 July 2010 (USA),2728,1126
2009,5 February 2009 (USA),2729,2280
2007,6 October 2007 (USA),2730,2281
2010,February 2011 (USA),2731,2282
2011,11 March 2011 (USA),2732,131
2013,5 July 2013 (China),2733,2283
1997,1 August 1997 (USA),2734,1509
2002,22 February 2002 (USA),2735,1988
1982,2 April 1982 (USA),2736,2284
2015,12 June 2015 (USA),2737,2285
2014 2015 2016,"Jun 3, 2015 Limited",2738,2286
2015,27 February 2015 (USA),2739,2287
2012,9 November 2012 (Germany),2740,2288
2015,1 July 2015 (USA),2741,2289
1997,26 November 1997 (USA),2742,110
2012,3 August 2012 (USA),2743,1243
1988,17 June 1988 (USA),2744,383
1990,21 December 1990 (USA),2745,2290
1996,21 June 1996 (USA),2746,1062
1988,9 December 1988 (USA),2747,2291
1984,29 June 1984 (USA),2748,2292
2012,24 February 2012 (USA),2749,2293
1993,18 June 1993 (USA),2750,1352
1999,24 November 1999 (USA),2751,22
2000,17 November 2000 (USA),2752,1295
2007,25 December 2007 (USA),2753,1728
2015,26 June 2015 (USA),2754,261
1993,5 November 1993 (USA),2755,2294
2014,12 February 2014 (USA),2756,2295
2013,31 October 2013 (Argentina),2757,2296
2006,26 January 2006 (Argentina),2758,2297
2015,15 May 2015 (USA),2759,2298
2015,29 May 2015 (USA),2760,2299
2007,11 January 2008 (USA),2761,2300
2006,5 January 2007 (USA),2762,2301
1994,11 February 1994 (USA),2763,1370
2006,7 July 2006 (South Korea),2764,2302
2008,18 July 2008 (USA),2765,1575
1991,25 October 1991 (USA),2766,418
2008 2009 2010,"Mar 24, 2009 Wide",2767,2303
1963,20 March 1964 (USA),2768,2304
1997,26 September 1997 (USA),2769,1550
2012,15 May 2012 (USA),2770,2305
1970,,2771,1326
1996,,2772,2306
1987,1 July 1987 (South Africa),2773,2307
1995,14 December 1995 (Germany),2774,2308
1994,23 November 1994 (USA),2775,70
1993,2 July 1993 (USA),2776,2309
2015,1 February 2015 (USA),2777,2310
1974,20 May 1975 (Sweden),2778,2311
1979,15 June 1979 (USA),2779,2312
2006,20 December 2006 (USA),2780,2313
1982,28 May 1982 (USA),2781,2314
1985,27 November 1985 (USA),2782,2315
1995,24 May 1995 (USA),2783,2316
1990,16 November 1990 (USA),2784,888
1984,2 March 1985 (USA),2785,2317
1992,14 October 1992 (USA),2786,2318
1988,5 October 1988 (USA),2787,2319
1988,27 May 1988 (USA),2788,2320
1991,24 January 1992 (Turkey),2789,2321
1988,29 April 1988 (USA),2790,2322
1997,24 October 1997 (USA),2791,2323
1995,,2792,2324
1963,7 July 1963 (USA),2793,2325
1992,,2794,2326
1993,,2795,1960
1991,,2796,2054
1997,11 April 1997 (USA),2797,2327
1999,12 February 1999 (USA),2798,540
1966,3 August 1966 (USA),2799,2328
1990,3 August 1990 (USA),2800,2329
2003,13 June 2003 (USA),2801,2330
2005,7 October 2005 (USA),2802,769
2001,23 February 2001 (Spain),2803,2331
1996,23 August 1996 (USA),2804,2332
1999,16 April 1999 (USA),2805,2333
1995 1996 1997,"Apr 5, 1996 Wide",2806,2334
2002,12 April 2002 (USA),2807,2335
2002,5 June 2002 (USA),2808,2336
1977,25 December 1977 (USA),2809,2337
1993,28 July 1993 (USA),2810,2338
2011,12 March 2011 (USA),2811,2339
1981,12 June 1981 (USA),2812,134
1995,22 December 1995 (USA),2813,1350
1974,7 February 1974 (USA),2814,2340
1983,1 February 1984 (France),2815,2341
1967,10 November 1968 (USA),2816,2342
2014,23 May 2014 (USA),2817,666
2013,12 July 2013 (USA),2818,854
1951,19 October 1951 (USA),2819,2343
1948,December 1948 (USA),2820,2344
1981,26 June 1981 (USA),2821,2345
1982,19 November 1982 (USA),2822,955
1976,1 July 1976 (USA),2823,2346
1992,10 January 1992 (USA),2824,2347
1996,3 January 1997 (USA),2825,2348
2005,March 2005 (USA),2826,2349
2006,1 December 2006 (USA),2827,2350
2014,6 June 2014 (USA),2828,1098
1992,18 September 1992 (USA),2829,1560
2001,21 December 2001 (USA),2830,999
1999,12 November 1999 (USA),2831,2135
1993 1994 1995,"Mar 9, 1994 Wide",2832,2351
2000,28 April 2000 (USA),2833,2025
1994,18 February 1994 (USA),2834,1460
2004,20 August 2004 (USA),2835,2352
1988,4 November 1988 (USA),2836,2353
2014,13 August 2014 (USA),2837,2354
2014,26 November 2014 (USA),2838,770
1983,8 June 1983 (USA),2839,2355
1982,3 September 1982 (USA),2840,2356
1979,14 December 1979 (USA),2841,2357
1980,20 June 1980 (USA),2842,935
1981,26 June 1981 (USA),2843,2345
1983,29 July 1983 (USA),2844,2358
1980,2 July 1980 (USA),2845,2359
1989,1 December 1989 (USA),2846,2360
2004,24 November 2004 (USA),2847,657
1997,30 May 1999 (USA),2848,2361
2014,28 March 2014 (USA),2849,2362
1997,25 December 1997 (USA),2850,276
1993,19 March 1993 (USA),2851,2363
1996 1997 1998,"Mar 7, 1997 Wide",2852,2364
1994,7 January 1994 (USA),2853,2365
1995,14 July 1995 (USA),2854,1459
2012,24 August 2012 (USA),2855,2366
1994,27 October 1994 (Germany),2856,2367
1995,22 December 1995 (USA),2857,1350
1991,27 November 1991 (USA),2858,2368
1986,,2859,586
1987,18 September 1987 (Brazil),2860,2369
1981,10 July 1981 (USA),2861,1347
1998,16 October 1998 (USA),2862,2207
2002,16 August 2002 (USA),2863,2370
1999,19 March 1999 (USA),2864,1429
1990,28 May 1993 (USA),2865,2371
2000,18 August 2000 (USA),2866,2372
1997,26 March 1997 (USA),2867,2373
1986,12 December 1986 (USA),2868,2374
1997,14 February 1997 (USA),2869,2375
1985,26 July 1985 (USA),2870,2376
1990,4 January 1991 (USA),2871,2377
1979,5 September 1980 (USA),2872,2378
1986,8 August 1986 (USA),2873,1108
1985,11 October 1985 (USA),2874,8
1994,2 December 1994 (USA),2875,2379
1995,22 November 1995 (USA),2876,933
1996,16 August 1996 (USA),2877,1969
1977,1 April 1977 (USA),2878,2380
1989,21 August 1992 (USA),2879,2381
2010,April 2010 (USA),2880,630
2011,1 July 2011 (USA),2881,202
2008,15 August 2008 (UK),2882,2382
2012,6 December 2012 (United Arab Emirates),2883,2383
2003,4 April 2003 (USA),2884,594
2012,1 March 2012 (Singapore),2885,2384
2010,31 March 2010 (USA),2886,2385
1999 2000 2001,"Jan 1, 2000 Wide",2887,2386
1998,25 December 1998 (Brazil),2888,2387
1995,17 November 1995 (USA),2889,1938
1994,9 December 1994 (USA),2890,1156
2012,11 September 2012 (USA),2891,2388
2014,7 August 2014 (Kuwait),2892,2389
2013,27 August 2013 (USA),2893,2088
2011,7 September 2012 (UK),2894,2390
2012,16 November 2012 (USA),2895,1909
2011,12 October 2011 (France),2896,2391
2010,4 June 2010 (USA),2897,1377
1993,1 October 1993 (USA),2898,519
1995,17 February 1995 (USA),2899,2392
1994,15 July 1994 (USA),2900,237
1994,29 June 1994 (USA),2901,2393
2002,29 March 2002 (USA),2902,604
2007,23 March 2007 (USA),2903,583
1989 1990 1991,"Jul 27, 1990 Wide",2904,2394
1997,22 August 1997 (USA),2905,321
2001,4 May 2001 (USA),2906,601
1989,28 April 1989 (USA),2907,2395
2001,2002 (Mexico),2908,2396
2002,25 January 2002 (USA),2909,292
1995,6 April 1995 (USA),2910,2397
2004,12 March 2004 (USA),2911,1868
2011,19 August 2011 (USA),2912,2398
1996,26 July 1996 (USA),2913,2399
2010,30 April 2010 (USA),2914,2400
1997,16 July 1997 (USA),2915,2401
1991,27 September 1991 (USA),2916,2402
1993,21 May 1993 (USA),2917,1925
1992,2 October 1992 (USA),2918,568
1998,10 April 1998 (USA),2919,437
1989,28 July 1989 (USA),2920,1474
2004,17 September 2004 (USA),2921,970
1986,26 March 1986 (USA),2922,2403
1984,29 June 1984 (USA),2923,2292
1987,26 June 1987 (USA),2924,2404
1984,9 March 1984 (USA),2925,2405
1989,17 February 1989 (USA),2926,2406
1981,23 September 1981 (USA),2927,2407
2015,9 May 2015 (USA),2928,2408
2015,15 September 2015 (USA),2929,58
2010,2010 (USA),2930,2409
1933,3 February 1933 (USA),2931,2410
2014,17 October 2014 (USA),2932,1831
2004,2004 (USA),2933,2411
2002 2003 2004,"Jul 7, 2003 Wide",2934,2412
1932,7 January 1933 (USA),2935,2413
2016,15 January 2016 (USA),2936,2414
1974,18 September 1974 (Netherlands),2937,2415
1946,2 August 1946 (USA),2938,2416
1943,2 August 1943 (USA),2939,2417
1930,23 February 1930 (USA),2940,2418
1933,24 February 1933 (USA),2941,2419
1930,16 August 1930 (USA),2942,2420
1998,30 October 1998 (USA),2943,2421
1946,12 September 1947 (Mexico),2944,2422
2003,31 January 2003 (USA),2945,871
2015,5 June 2015 (USA),2946,2050
2001,1 August 2001 (USA),2947,2423
2015,2 February 2015 (USA),2948,2424
2009,9 October 2009 (USA),2949,740
2009,4 January 2011 (USA),2950,2425
2013,5 November 2013 (Germany),2951,2426
2012,25 August 2015 (USA),2952,2427
2014,2014 (USA),2953,2159
2012,1 September 2014 (USA),2954,2428
2015,27 May 2015 (USA),2955,2429
2014,18 August 2014 (USA),2956,2430
2014,1 December 2014 (USA),2957,2431
2014,8 November 2014 (USA),2958,2432
2014,17 June 2014 (USA),2959,48
2009,2009 (USA),2960,2433
2015,6 January 2015 (USA),2961,2434
2013,1 October 2013 (USA),2962,2131
1983,25 March 1983 (USA),2963,197
2005,21 October 2005 (USA),2964,1652
2009,6 October 2009 (USA),2965,2435
1991,24 May 1991 (USA),2966,323
2013,22 October 2013 (USA),2967,2436
2014,24 August 2014 (USA),2968,2437
2014,4 November 2014 (USA),2969,2438
2012,6 July 2012 (Brazil),2970,2439
1999,2 June 2000 (USA),2971,2440
2015,30 June 2015 (USA),2972,2441
2014,2014 (USA),2973,2159
2015,15 May 2015 (USA),2974,2298
2015,,2975,1514
2014,11 November 2014 (Netherlands),2976,2442
2015,6 March 2015 (USA),2977,1590
1943,6 January 1944 (Australia),2978,2443
2014,1 April 2014 (USA),2979,2444
1977,,2980,2445
2012,30 October 2012 (USA),2981,2446
1987,23 October 1987 (USA),2982,2447
1980,8 February 1980 (USA),2983,2448
2009,July 2009 (USA),2984,2449
2012,15 August 2012 (Belgium),2985,2450
2008,29 August 2008 (USA),2986,2169
2012,12 January 2012 (South Korea),2987,2451
2012,20 October 2012 (USA),2988,2452
2014,15 March 2014 (USA),2989,963
1996,9 August 1996 (USA),2990,2453
1920,12 September 1920 (USA),2991,2454
1953,16 December 1953 (France),2992,2455
1966,2 April 1966 (USA),2993,2456
1948,9 June 1948 (USA),2994,2457
1980,19 November 1980 (USA),2995,2458
2015,7 July 2015 (USA),2996,2459
1947,2 June 1947 (USA),2997,2460
2012 2013 2014,"Dec 20, 2013 Wide",2998,2461
2010,29 March 2010 (USA),2999,2462
2014,15 May 2014 (USA),3000,2463
2008,10 October 2008 (USA),3001,283
2001,31 August 2001 (USA),3002,2464
2006,22 February 2007 (Germany),3003,2465
2008,6 February 2009 (UK),3004,2466
2002,27 June 2003 (Spain),3005,2467
2013,20 August 2013 (USA),3006,2468
2013,October 2013 (USA),3007,1450
2015,,3008,1514
2014,2 October 2014 (Netherlands),3009,2469
2010,23 April 2010 (Brazil),3010,2470
2011,4 August 2011 (Australia),3011,2471
2014,April 2014 (Canada),3012,2472
1935,22 February 1935 (USA),3013,2473
2006,,3014,2474
1997,20 February 1998 (USA),3015,2475
2005,10 June 2005 (USA),3016,1124
2014,2014 (USA),3017,2159
2010,22 September 2011 (Kuwait),3018,2476
1999,April 1999 (USA),3019,2477
2010,April 2010 (USA),3020,630
1946,25 December 1946 (USA),3021,2478
1931,1 July 1931 (USA),3022,2479
1954,28 July 1954 (France),3023,2480
1948,3 July 1948 (USA),3024,2481
1959,7 October 1959 (USA),3025,2482
1955,10 June 1955 (USA),3026,2483
1952,17 April 1953 (Denmark),3027,2484
1951,6 June 1952 (Finland),3028,2485
1964,14 October 1964 (USA),3029,2486
1961,3 March 1962 (USA),3030,2487
1959,14 July 1959 (Denmark),3031,2488
1951,26 December 1951 (Sweden),3032,2489
1950,2 September 1950 (USA),3033,2490
1958,20 April 1959 (Sweden),3034,2491
1945,13 August 1945 (Brazil),3035,2492
1948,8 July 1948 (USA),3036,2493
1957,26 December 1957 (Sweden),3037,2494
1948,11 June 1948 (USA),3038,2495
1949,April 1949 (USA),3039,2496
1950,22 January 1951 (Sweden),3040,2497
2012,1 November 2012 (USA),3041,2498
2013,16 December 2014 (USA),3042,2499
2012,10 May 2012 (USA),3043,2500
1954,24 December 1954 (USA),3044,2501
2010,10 September 2010 (USA),3045,2502
2011,2011 (USA),3046,45
2010,1 July 2010 (USA),3047,2503
1945,8 April 1946 (USA),3048,2504
1955,2 September 1955 (USA),3049,2505
1998,20 March 1998 (USA),3050,2506
2013,28 May 2013 (USA),3051,2507
2013,30 October 2013 (USA),3052,2508
2006,25 August 2006 (USA),3053,2509
1942,19 August 1943 (Australia),3054,2510
2010,2010 (USA),3055,2409
2010,6 May 2010 (USA),3056,2511
2003,18 December 2003 (USA),3057,2512
2009,14 January 2009 (USA),3058,2513
2015,,3059,1514
2015,2 October 2015 (USA),3060,2514
2015,,3061,1514
1974,20 December 1974 (USA),3062,1733
1957,19 June 1957 (USA),3063,2515
1960,21 December 1960 (USA),3064,2516
1953,23 July 1953 (USA),3065,2517
1955,25 May 1955 (USA),3066,2518
1956,20 December 1956 (USA),3067,2519
1960,21 January 1960 (USA),3068,2520
1958,8 July 1958 (USA),3069,2521
1953,27 February 1954 (USA),3070,2522
1956,8 June 1956 (USA),3071,2523
1956,18 July 1956 (USA),3072,2524
1959,10 November 1959 (USA),3073,2525
1957,28 August 1957 (USA),3074,2526
1959,23 March 1960 (Japan),3075,2527
1947,25 December 1947 (USA),3076,2528
1969,11 June 1969 (USA),3077,1842
1938,11 February 1938 (USA),3078,2529
1951,25 December 1951 (USA),3079,2530
1948,24 December 1948 (USA),3080,2531
1999,8 January 1999 (USA),3081,2532
1952,8 April 1953 (France),3082,2533
1941,11 April 1941 (USA),3083,2534
1952,14 July 1952 (USA),3084,2535
1951,2 April 1951 (USA),3085,2536
1991,,3086,2054
1944,20 April 1945 (Portugal),3087,2537
1940,21 June 1940 (USA),3088,2538
1942,30 October 1942 (Mexico),3089,2539
1988,24 September 1988 (USA),3090,2540
1948,25 December 1948 (USA),3091,2541
1950,7 July 1950 (USA),3092,2542
2006,24 February 2006 (USA),3093,2543
1953,19 June 1953 (USA),3094,2544
1947,16 February 1948 (USA),3095,2545
1966,29 June 1966 (USA),3096,2546
1939,29 September 1939 (USA),3097,2547
1952,10 January 1952 (USA),3098,2548
1943,28 May 1943 (USA),3099,2549
1938,17 June 1938 (USA),3100,2550
2007,23 March 2007 (USA),3101,583
1919,19 April 1919 (USA),3102,2551
1926,24 January 1926 (USA),3103,2552
1926,14 October 1926 (USA),3104,2553
1928,19 April 1929 (Ireland),3105,2554
1958,14 April 1958 (Brazil),3106,2555
1999,27 August 1999 (USA),3107,2179
1974,27 March 1974 (USA),3108,2556
1959,17 March 1959 (USA),3109,2557
1972,8 September 1973 (Italy),3110,2558
1953,15 January 1954 (USA),3111,2559
1966 1967 1968,"Jan 1, 1967 Wide",3112,2560
1970,May 1970 (USA),3113,2561
1962,19 June 1962 (USA),3114,177
1956,29 June 1956 (USA),3115,704
1966,10 October 1966 (USA),3116,2562
1947,15 December 1947 (USA),3117,2563
1950,28 July 1950 (USA),3118,2564
1954,6 March 1954 (USA),3119,2565
1949,26 December 1949 (Sweden),3120,2566
1952,14 November 1952 (USA),3121,2567
1949,25 November 1949 (USA),3122,2568
1937,3 September 1937 (USA),3123,2569
2014,24 October 2014 (USA),3124,2145
2014,31 October 2014 (USA),3125,257
2014,16 January 2015 (USA),3126,2570
2012,2 November 2012 (USA),3127,796
2013,2 August 2013 (USA),3128,2571
1949,23 March 1950 (USA),3129,2572
2013,10 January 2014 (USA),3130,1639
2013,11 July 2014 (USA),3131,2573
2007,13 November 2007 (USA),3132,2574
2009 2010 2011,"Jan 8, 2010 Wide",3133,2575
2013,4 October 2013 (USA),3134,2576
2013,6 August 2014 (USA),3135,2577
