Release Date,Country,original_index,unique_index
14 November 2003 (USA),"Germany,USA",2696,2407
1 November 2002 (USA),USA,2697,2408
16 November 2001 (USA),USA,2698,2409
5 March 2005 (USA),USA,2699,2410
16 November 1925 (USA),USA,2700,2411
,"UK,USA",2701,2412
26 January 1925 (USA),USA,2702,2413
8 November 1925 (USA),USA,2703,2414
23 November 1928 (USA),USA,2704,2415
15 April 1989 (USA),USA,2705,2416
20 June 1986 (USA),USA,2706,1884
15 October 2004 (UK),"France,UK,USA",2707,2417
30 September 1988 (Denmark),USA,2708,2418
21 January 2003 (Czech Republic),USA,2709,2419
19 December 2008 (USA),"UK,USA",2710,2420
7 April 1993 (USA),USA,2711,2027
13 January 1984 (USA),USA,2712,2421
"Aug 18, 1995 Wide",USA,2713,2422
17 June 1994 (USA),USA,2714,2423
24 April 1968 (USA),USA,2715,2424
12 June 2009 (USA),"USA,Germany",2716,2425
26 November 2003 (USA),USA,2717,2426
2017 (USA),USA,2718,2427
"Jul 29, 2005 Wide",USA,2719,2428
11 August 2006 (USA),USA,2720,1598
10 June 2005 (USA),USA,2721,1155
25 July 2003 (USA),USA,2722,2429
10 March 2006 (USA),USA,2723,2132
1 November 2013 (USA),USA,2724,1913
22 November 1996 (USA),USA,2725,2430
20 October 2006 (USA),"USA,UK",2726,2431
April 2009 (USA),USA,2727,2432
23 July 2010 (USA),USA,2728,1158
5 February 2009 (USA),USA,2729,2433
6 October 2007 (USA),"France,USA",2730,2434
February 2011 (USA),USA,2731,2435
11 March 2011 (USA),USA,2732,131
5 July 2013 (China),"USA,China,Hong Kong",2733,2436
1 August 1997 (USA),USA,2734,2437
22 February 2002 (USA),"USA,Australia",2735,2438
2 April 1982 (USA),"UK,USA",2736,2439
12 June 2015 (USA),"USA,China",2737,2440
"Jun 3, 2015 Limited",USA,2738,2441
27 February 2015 (USA),"USA,Argentina",2739,2442
9 November 2012 (Germany),"Germany,USA",2740,2443
1 July 2015 (USA),USA,2741,2444
26 November 1997 (USA),USA,2742,110
3 August 2012 (USA),"USA,Canada",2743,1284
17 June 1988 (USA),USA,2744,385
21 December 1990 (USA),USA,2745,2445
21 June 1996 (USA),USA,2746,1091
9 December 1988 (USA),USA,2747,2446
29 June 1984 (USA),USA,2748,2447
24 February 2012 (USA),USA,2749,2448
18 June 1993 (USA),USA,2750,2449
24 November 1999 (USA),USA,2751,22
17 November 2000 (USA),USA,2752,2450
25 December 2007 (USA),USA,2753,1805
26 June 2015 (USA),USA,2754,770
5 November 1993 (USA),USA,2755,2451
12 February 2014 (USA),USA,2756,2452
31 October 2013 (Argentina),USA,2757,2453
26 January 2006 (Argentina),USA,2758,2454
15 May 2015 (USA),"Australia,USA",2759,2455
29 May 2015 (USA),"USA,Australia,Canada",2760,2456
11 January 2008 (USA),USA,2761,2457
5 January 2007 (USA),"USA,Germany",2762,2458
11 February 1994 (USA),USA,2763,1426
7 July 2006 (South Korea),"USA,South Korea",2764,2459
18 July 2008 (USA),USA,2765,2301
25 October 1991 (USA),USA,2766,421
"Mar 24, 2009 Wide","USA,Germany",2767,2460
20 March 1964 (USA),USA,2768,2461
26 September 1997 (USA),USA,2769,1626
15 May 2012 (USA),USA,2770,2462
,USA,2771,47
,USA,2772,47
1 July 1987 (South Africa),"South Africa,UK,USA",2773,2463
14 December 1995 (Germany),USA,2774,2464
23 November 1994 (USA),USA,2775,70
2 July 1993 (USA),"UK,USA",2776,2465
1 February 2015 (USA),USA,2777,2466
20 May 1975 (Sweden),USA,2778,2467
15 June 1979 (USA),USA,2779,2468
20 December 2006 (USA),USA,2780,2469
28 May 1982 (USA),USA,2781,2470
27 November 1985 (USA),USA,2782,2471
24 May 1995 (USA),USA,2783,2472
16 November 1990 (USA),USA,2784,901
2 March 1985 (USA),USA,2785,2473
14 October 1992 (USA),USA,2786,2474
5 October 1988 (USA),USA,2787,2475
27 May 1988 (USA),USA,2788,2476
24 January 1992 (Turkey),USA,2789,2477
29 April 1988 (USA),USA,2790,2478
24 October 1997 (USA),"UK,USA",2791,2479
,USA,2792,47
7 July 1963 (USA),USA,2793,2480
,USA,2794,47
,USA,2795,47
,USA,2796,47
11 April 1997 (USA),USA,2797,2481
12 February 1999 (USA),USA,2798,543
3 August 1966 (USA),USA,2799,2482
3 August 1990 (USA),"France,USA",2800,2483
13 June 2003 (USA),USA,2801,2484
7 October 2005 (USA),"USA,Germany,UK",2802,2485
23 February 2001 (Spain),USA,2803,2486
23 August 1996 (USA),USA,2804,2487
16 April 1999 (USA),USA,2805,813
"Apr 5, 1996 Wide",USA,2806,2488
12 April 2002 (USA),USA,2807,2489
5 June 2002 (USA),USA,2808,2490
25 December 1977 (USA),USA,2809,2491
28 July 1993 (USA),"France,USA",2810,2492
12 March 2011 (USA),USA,2811,2493
12 June 1981 (USA),USA,2812,134
22 December 1995 (USA),"USA,France",2813,2494
7 February 1974 (USA),USA,2814,2495
1 February 1984 (France),USA,2815,2496
10 November 1968 (USA),USA,2816,2497
23 May 2014 (USA),USA,2817,2498
12 July 2013 (USA),USA,2818,864
19 October 1951 (USA),USA,2819,2499
December 1948 (USA),USA,2820,2500
26 June 1981 (USA),"UK,USA",2821,2501
19 November 1982 (USA),USA,2822,2502
1 July 1976 (USA),USA,2823,2503
10 January 1992 (USA),USA,2824,2504
3 January 1997 (USA),USA,2825,2505
March 2005 (USA),USA,2826,2506
1 December 2006 (USA),USA,2827,2507
6 June 2014 (USA),USA,2828,2508
18 September 1992 (USA),USA,2829,1636
21 December 2001 (USA),"USA,Australia",2830,2509
12 November 1999 (USA),USA,2831,2268
"Mar 9, 1994 Wide",USA,2832,2510
28 April 2000 (USA),USA,2833,2147
18 February 1994 (USA),USA,2834,1524
20 August 2004 (USA),USA,2835,2511
4 November 1988 (USA),USA,2836,2512
13 August 2014 (USA),USA,2837,2513
26 November 2014 (USA),USA,2838,774
8 June 1983 (USA),USA,2839,2514
3 September 1982 (USA),USA,2840,2515
14 December 1979 (USA),USA,2841,2516
20 June 1980 (USA),USA,2842,957
26 June 1981 (USA),USA,2843,2517
29 July 1983 (USA),USA,2844,2518
2 July 1980 (USA),USA,2845,2519
1 December 1989 (USA),USA,2846,2520
24 November 2004 (USA),USA,2847,2521
30 May 1999 (USA),USA,2848,2522
28 March 2014 (USA),USA,2849,758
25 December 1997 (USA),USA,2850,273
19 March 1993 (USA),"USA,Hong Kong",2851,2523
"Mar 7, 1997 Wide","USA,France",2852,2524
7 January 1994 (USA),USA,2853,2525
14 July 1995 (USA),USA,2854,1523
24 August 2012 (USA),USA,2855,2526
27 October 1994 (Germany),"Germany,USA",2856,2527
22 December 1995 (USA),USA,2857,1403
27 November 1991 (USA),USA,2858,2528
,USA,2859,47
18 September 1987 (Brazil),"USA,Taiwan,Japan",2860,2529
10 July 1981 (USA),"UK,USA",2861,2530
16 October 1998 (USA),"USA,Canada",2862,2531
16 August 2002 (USA),"USA,Hungary",2863,2532
19 March 1999 (USA),USA,2864,1489
28 May 1993 (USA),USA,2865,2533
18 August 2000 (USA),"USA,Germany",2866,2534
26 March 1997 (USA),USA,2867,2535
12 December 1986 (USA),USA,2868,2536
14 February 1997 (USA),USA,2869,2537
26 July 1985 (USA),USA,2870,2538
4 January 1991 (USA),"USA,Canada",2871,2539
5 September 1980 (USA),USA,2872,2540
8 August 1986 (USA),USA,2873,2541
11 October 1985 (USA),USA,2874,280
2 December 1994 (USA),USA,2875,2542
22 November 1995 (USA),USA,2876,955
16 August 1996 (USA),USA,2877,2086
1 April 1977 (USA),USA,2878,2543
21 August 1992 (USA),"Japan,USA",2879,2544
April 2010 (USA),USA,2880,633
1 July 2011 (USA),"Hungary,USA",2881,2545
15 August 2008 (UK),"USA,UK,France",2882,2546
6 December 2012 (United Arab Emirates),USA,2883,2547
4 April 2003 (USA),USA,2884,1199
1 March 2012 (Singapore),USA,2885,2548
31 March 2010 (USA),USA,2886,2549
"Jan 1, 2000 Wide","USA,Australia",2887,2550
25 December 1998 (Brazil),USA,2888,2551
17 November 1995 (USA),USA,2889,2053
9 December 1994 (USA),USA,2890,1192
11 September 2012 (USA),USA,2891,2552
7 August 2014 (Kuwait),USA,2892,2553
27 August 2013 (USA),"Canada,USA",2893,2554
7 September 2012 (UK),USA,2894,2555
16 November 2012 (USA),USA,2895,2556
12 October 2011 (France),USA,2896,2557
4 June 2010 (USA),USA,2897,1435
1 October 1993 (USA),USA,2898,523
17 February 1995 (USA),USA,2899,2558
15 July 1994 (USA),USA,2900,235
29 June 1994 (USA),USA,2901,2559
29 March 2002 (USA),USA,2902,2011
23 March 2007 (USA),"Hong Kong,USA",2903,2560
"Jul 27, 1990 Wide",USA,2904,2561
22 August 1997 (USA),USA,2905,333
4 May 2001 (USA),USA,2906,603
28 April 1989 (USA),USA,2907,2562
2002 (Mexico),USA,2908,2563
25 January 2002 (USA),"USA,Hong Kong",2909,2564
6 April 1995 (USA),"USA,France",2910,2565
12 March 2004 (USA),USA,2911,1963
19 August 2011 (USA),USA,2912,2566
26 July 1996 (USA),USA,2913,2567
30 April 2010 (USA),"USA,United Arab Emirates",2914,2568
16 July 1997 (USA),USA,2915,2569
27 September 1991 (USA),USA,2916,2570
21 May 1993 (USA),USA,2917,2037
2 October 1992 (USA),"USA,Japan",2918,2571
10 April 1998 (USA),USA,2919,440
28 July 1989 (USA),"USA,Canada",2920,2572
17 September 2004 (USA),USA,2921,2573
26 March 1986 (USA),USA,2922,2574
29 June 1984 (USA),USA,2923,2447
26 June 1987 (USA),USA,2924,2575
9 March 1984 (USA),USA,2925,2576
17 February 1989 (USA),USA,2926,2577
23 September 1981 (USA),USA,2927,2578
9 May 2015 (USA),USA,2928,2579
15 September 2015 (USA),USA,2929,58
2010 (USA),USA,2930,2580
3 February 1933 (USA),USA,2931,2581
17 October 2014 (USA),USA,2932,2582
2004 (USA),USA,2933,2583
"Jul 7, 2003 Wide",USA,2934,2584
7 January 1933 (USA),USA,2935,2585
15 January 2016 (USA),"USA,India",2936,2586
18 September 1974 (Netherlands),USA,2937,2587
2 August 1946 (USA),USA,2938,2588
2 August 1943 (USA),USA,2939,2589
23 February 1930 (USA),USA,2940,2590
24 February 1933 (USA),USA,2941,2591
16 August 1930 (USA),USA,2942,2592
30 October 1998 (USA),"USA,Japan",2943,2593
12 September 1947 (Mexico),USA,2944,2594
31 January 2003 (USA),USA,2945,881
5 June 2015 (USA),USA,2946,2177
1 August 2001 (USA),USA,2947,2595
2 February 2015 (USA),USA,2948,2596
9 October 2009 (USA),USA,2949,743
4 January 2011 (USA),USA,2950,2597
5 November 2013 (Germany),USA,2951,2598
25 August 2015 (USA),USA,2952,2599
2014 (USA),USA,2953,1609
1 September 2014 (USA),USA,2954,2600
27 May 2015 (USA),USA,2955,2601
18 August 2014 (USA),USA,2956,2602
1 December 2014 (USA),USA,2957,2603
8 November 2014 (USA),USA,2958,2604
17 June 2014 (USA),USA,2959,48
2009 (USA),USA,2960,2605
6 January 2015 (USA),USA,2961,2606
1 October 2013 (USA),USA,2962,2264
25 March 1983 (USA),USA,2963,195
21 October 2005 (USA),USA,2964,1730
6 October 2009 (USA),USA,2965,2607
24 May 1991 (USA),USA,2966,380
22 October 2013 (USA),USA,2967,2608
24 August 2014 (USA),USA,2968,2609
4 November 2014 (USA),USA,2969,2610
6 July 2012 (Brazil),USA,2970,2611
2 June 2000 (USA),"USA,France,South Africa",2971,2612
30 June 2015 (USA),USA,2972,2613
2014 (USA),USA,2973,1609
15 May 2015 (USA),USA,2974,2614
,USA,2975,47
11 November 2014 (Netherlands),USA,2976,2615
6 March 2015 (USA),USA,2977,2616
6 January 1944 (Australia),USA,2978,2617
1 April 2014 (USA),USA,2979,2618
,USA,2980,47
30 October 2012 (USA),"South Korea,USA",2981,2619
23 October 1987 (USA),USA,2982,2620
8 February 1980 (USA),USA,2983,2621
July 2009 (USA),USA,2984,2622
15 August 2012 (Belgium),"Belgium,USA,France",2985,2623
29 August 2008 (USA),"Belgium,USA",2986,2624
12 January 2012 (South Korea),"South Korea,USA",2987,2625
20 October 2012 (USA),USA,2988,2626
15 March 2014 (USA),USA,2989,988
9 August 1996 (USA),USA,2990,2627
12 September 1920 (USA),USA,2991,2628
16 December 1953 (France),USA,2992,2629
2 April 1966 (USA),USA,2993,2630
9 June 1948 (USA),USA,2994,2631
19 November 1980 (USA),USA,2995,2632
7 July 2015 (USA),USA,2996,2633
2 June 1947 (USA),USA,2997,2634
"Dec 20, 2013 Wide","USA,UK,Australia",2998,2635
29 March 2010 (USA),USA,2999,2636
15 May 2014 (USA),USA,3000,2637
10 October 2008 (USA),USA,3001,2638
31 August 2001 (USA),"Germany,USA",3002,2639
22 February 2007 (Germany),USA,3003,2640
6 February 2009 (UK),"Hungary,UK,France,Australia,USA,New Zealand",3004,2641
27 June 2003 (Spain),USA,3005,2642
20 August 2013 (USA),USA,3006,2643
October 2013 (USA),USA,3007,1513
,USA,3008,47
2 October 2014 (Netherlands),"Netherlands,USA",3009,2644
23 April 2010 (Brazil),USA,3010,2645
4 August 2011 (Australia),"Australia,USA",3011,2646
April 2014 (Canada),"USA,Guatemala,South Korea",3012,2647
22 February 1935 (USA),USA,3013,2648
,USA,3014,47
20 February 1998 (USA),USA,3015,2649
10 June 2005 (USA),USA,3016,1155
2014 (USA),USA,3017,1609
22 September 2011 (Kuwait),USA,3018,2650
April 1999 (USA),USA,3019,2651
April 2010 (USA),USA,3020,633
25 December 1946 (USA),USA,3021,2652
1 July 1931 (USA),USA,3022,2653
28 July 1954 (France),USA,3023,2654
3 July 1948 (USA),USA,3024,2655
7 October 1959 (USA),USA,3025,2656
10 June 1955 (USA),USA,3026,2657
17 April 1953 (Denmark),USA,3027,2658
6 June 1952 (Finland),USA,3028,2659
14 October 1964 (USA),USA,3029,2660
3 March 1962 (USA),USA,3030,2661
14 July 1959 (Denmark),USA,3031,2662
26 December 1951 (Sweden),USA,3032,2663
2 September 1950 (USA),USA,3033,2664
20 April 1959 (Sweden),USA,3034,2665
13 August 1945 (Brazil),USA,3035,2666
8 July 1948 (USA),USA,3036,2667
26 December 1957 (Sweden),USA,3037,2668
11 June 1948 (USA),USA,3038,2669
April 1949 (USA),USA,3039,2670
22 January 1951 (Sweden),USA,3040,2671
1 November 2012 (USA),USA,3041,2672
16 December 2014 (USA),USA,3042,2673
10 May 2012 (USA),USA,3043,2674
24 December 1954 (USA),USA,3044,2675
10 September 2010 (USA),USA,3045,2676
2011 (USA),USA,3046,45
1 July 2010 (USA),USA,3047,2677
8 April 1946 (USA),USA,3048,2678
2 September 1955 (USA),USA,3049,2679
20 March 1998 (USA),USA,3050,2680
28 May 2013 (USA),USA,3051,2681
30 October 2013 (USA),USA,3052,2682
25 August 2006 (USA),USA,3053,271
19 August 1943 (Australia),USA,3054,2683
2010 (USA),USA,3055,2580
6 May 2010 (USA),USA,3056,2684
18 December 2003 (USA),USA,3057,2685
14 January 2009 (USA),USA,3058,2686
,USA,3059,47
2 October 2015 (USA),USA,3060,2687
,USA,3061,47
20 December 1974 (USA),USA,3062,1812
19 June 1957 (USA),USA,3063,2688
21 December 1960 (USA),USA,3064,2689
23 July 1953 (USA),"USA,UK",3065,2690
25 May 1955 (USA),USA,3066,2691
20 December 1956 (USA),USA,3067,2692
21 January 1960 (USA),USA,3068,2693
8 July 1958 (USA),USA,3069,2694
27 February 1954 (USA),"UK,USA",3070,2695
8 June 1956 (USA),USA,3071,2696
18 July 1956 (USA),USA,3072,2697
10 November 1959 (USA),USA,3073,2698
28 August 1957 (USA),USA,3074,2699
23 March 1960 (Japan),USA,3075,2700
25 December 1947 (USA),USA,3076,2701
11 June 1969 (USA),USA,3077,1930
11 February 1938 (USA),USA,3078,2702
25 December 1951 (USA),USA,3079,2703
24 December 1948 (USA),USA,3080,2704
8 January 1999 (USA),USA,3081,2705
8 April 1953 (France),USA,3082,2706
11 April 1941 (USA),USA,3083,2707
14 July 1952 (USA),USA,3084,2708
2 April 1951 (USA),USA,3085,2709
,USA,3086,47
20 April 1945 (Portugal),USA,3087,2710
21 June 1940 (USA),USA,3088,2711
30 October 1942 (Mexico),USA,3089,2712
24 September 1988 (USA),USA,3090,2713
25 December 1948 (USA),USA,3091,2714
7 July 1950 (USA),USA,3092,2715
24 February 2006 (USA),USA,3093,2716
19 June 1953 (USA),USA,3094,2717
16 February 1948 (USA),USA,3095,2718
29 June 1966 (USA),USA,3096,2719
29 September 1939 (USA),USA,3097,2720
10 January 1952 (USA),USA,3098,2721
28 May 1943 (USA),USA,3099,2722
17 June 1938 (USA),USA,3100,2723
23 March 2007 (USA),USA,3101,586
19 April 1919 (USA),USA,3102,2724
24 January 1926 (USA),USA,3103,2725
14 October 1926 (USA),USA,3104,2726
19 April 1929 (Ireland),USA,3105,2727
14 April 1958 (Brazil),USA,3106,2728
27 August 1999 (USA),USA,3107,2315
27 March 1974 (USA),USA,3108,2729
17 March 1959 (USA),USA,3109,2730
8 September 1973 (Italy),"Italy,USA",3110,2731
15 January 1954 (USA),USA,3111,2732
"Jan 1, 1967 Wide",USA,3112,2733
May 1970 (USA),USA,3113,2734
19 June 1962 (USA),USA,3114,177
29 June 1956 (USA),USA,3115,710
10 October 1966 (USA),USA,3116,2735
15 December 1947 (USA),USA,3117,2736
28 July 1950 (USA),USA,3118,2737
6 March 1954 (USA),USA,3119,2738
26 December 1949 (Sweden),USA,3120,2739
14 November 1952 (USA),USA,3121,2740
25 November 1949 (USA),USA,3122,2741
3 September 1937 (USA),USA,3123,2742
24 October 2014 (USA),USA,3124,2279
31 October 2014 (USA),USA,3125,255
16 January 2015 (USA),USA,3126,1439
2 November 2012 (USA),USA,3127,803
2 August 2013 (USA),USA,3128,2743
23 March 1950 (USA),USA,3129,2744
10 January 2014 (USA),USA,3130,1717
11 July 2014 (USA),"South Korea,Czech Republic,USA,France",3131,2745
13 November 2007 (USA),USA,3132,2746
"Jan 8, 2010 Wide","Australia,USA",3133,2747
4 October 2013 (USA),"USA,UK",3134,2748
6 August 2014 (USA),"USA,UK",3135,2749
21 December 1948 (USA),USA,3136,2750
20 March 2015 (USA),USA,3137,2751
19 September 2014 (USA),USA,3138,369
"Jun 6, 2014 Wide",USA,3139,2752
16 March 1956 (France),USA,3140,2753
14 July 1950 (USA),USA,3141,2754
"Dec 1, 1950 Wide",USA,3142,2755
12 December 1951 (USA),USA,3143,2756
11 August 1995 (USA),"USA,Hungary,UK",3144,2757
29 July 1994 (USA),"USA,UK",3145,2758
17 October 1979 (USA),USA,3146,2759
25 August 1995 (USA),USA,3147,2760
26 November 1986 (USA),USA,3148,1532
18 August 1989 (USA),USA,3149,2761
29 June 1990 (USA),USA,3150,2762
12 November 1993 (USA),"Austria,UK,USA",3151,2763
1 November 1996 (USA),USA,3152,2764
5 May 1989 (USA),USA,3153,2765
12 July 2002 (USA),"Australia,USA",3154,2766
25 December 1998 (USA),USA,3155,1032
5 June 1981 (USA),USA,3156,2767
13 August 1993 (USA),USA,3157,2768
10 July 1996 (USA),USA,3158,2769
9 May 1957 (Australia),USA,3159,2770
26 May 1966 (West Germany),USA,3160,2771
June 1965 (USA),USA,3161,2772
30 June 1934 (USA),USA,3162,2773
25 September 1968 (Sweden),USA,3163,2774
17 July 1961 (USA),USA,3164,2775
12 July 1961 (USA),"USA,Canada",3165,2776
January 1960 (USA),USA,3166,2777
20 November 1963 (USA),"Canada,USA",3167,2778
9 November 1961 (USA),USA,3168,2779
21 August 1997 (USA),USA,3169,2780
27 September 1991 (USA),USA,3170,2570
28 September 1984 (USA),USA,3171,2781
11 February 1938 (USA),USA,3172,2702
20 April 1945 (USA),USA,3173,2782
"Apr 29, 1959 Wide",USA,3174,2783
4 March 1955 (USA),USA,3175,2784
24 August 1966 (USA),USA,3176,2785
14 June 1956 (USA),USA,3177,2786
8 March 1996 (USA),USA,3178,2787
17 April 1998 (USA),USA,3179,2202
17 August 1994 (USA),USA,3180,2788
16 December 2005 (USA),USA,3181,2247
3 November 1971 (USA),USA,3182,2789
18 October 1967 (USA),USA,3183,2790
16 February 1990 (USA),"USA,France",3184,2791
8 April 1943 (Mexico),USA,3185,2792
27 January 1956 (USA),USA,3186,2793
19 November 1958 (USA),USA,3187,2794
4 December 1942 (USA),USA,3188,2795
29 June 2018 (USA),USA,3189,2796
22 December 2017 (USA),USA,3190,2797
14 August 1953 (USA),USA,3191,2798
3 February 1995 (USA),"USA,Ireland",3192,2799
"Apr 4, 2007 Wide","Canada,USA",3193,2800
13 November 1998 (USA),"USA,Canada",3194,2801
22 November 2006 (USA),USA,3195,2802
3 July 2002 (USA),USA,3196,1147
10 June 2005 (USA),"USA,Germany",3197,2803
4 November 1955 (USA),USA,3198,2804
1 March 1991 (USA),"Norway,Sweden,USA",3199,2805
"Sep 1, 2006 Wide","USA,France,Ireland,UK",3200,2806
17 May 1950 (USA),USA,3201,1834
12 July 1950 (USA),USA,3202,2807
26 November 2003 (USA),USA,3203,2426
10 February 1995 (USA),"Japan,USA",3204,2808
22 January 1999 (USA),"UK,Germany,France,USA,Japan",3205,2809
1968 (USA),USA,3206,2810
21 July 2000 (USA),USA,3207,2811
12 August 2005 (USA),"USA,Germany",3208,2812
9 December 2008 (USA),"USA,Norway,Brazil",3209,2813
22 October 2010 (India),"India,USA",3210,2814
28 April 1989 (USA),USA,3211,2562
31 July 2008 (Germany),"USA,Germany,Canada",3212,2815
14 December 2007 (UK),"USA,UK",3213,2816
30 April 1993 (USA),USA,3214,2817
15 October 2011 (USA),USA,3215,2818
25 April 1979 (USA),USA,3216,2819
29 June 2012 (USA),USA,3217,2820
15 August 2008 (USA),"Spain,USA",3218,2821
20 January 2006 (USA),"UK,Russia,Ireland,Luxembourg,USA",3219,2822
17 December 2010 (USA),USA,3220,1177
6 July 2012 (USA),"USA,Italy,Spain",3221,2823
28 July 2006 (USA),"UK,USA",3222,2824
25 December 2012 (USA),USA,3223,1283
20 April 1977 (USA),USA,3224,2825
3 July 2009 (USA),"USA,France",3225,2826
23 August 2013 (USA),USA,3226,2827
12 October 2012 (USA),USA,3227,132
31 July 2009 (USA),USA,3228,1297
28 January 2005 (USA),USA,3229,1202
8 November 2013 (USA),"USA,UK",3230,2828
12 October 2007 (USA),USA,3231,2829
3 October 2003 (USA),"USA,Japan",3232,2830
18 August 2006 (USA),USA,3233,1418
25 December 2007 (USA),USA,3234,1805
29 October 2004 (USA),USA,3235,2831
11 January 2008 (USA),"UK,France,USA",3236,2832
4 November 2005 (USA),"USA,France,UK,Japan",3237,2833
21 January 2005 (USA),"USA,Hungary",3238,2834
13 January 2006 (USA),"USA,Canada",3239,2835
25 December 2011 (USA),"USA,UK",3240,2836
25 January 2008 (USA),USA,3241,2837
2 February 2007 (USA),USA,3242,1259
25 July 2003 (USA),USA,3243,2429
6 January 2006 (USA),"France,Canada,USA",3244,2838
3 February 2006 (USA),"Canada,USA",3245,2839
25 December 2004 (USA),"USA,Germany",3246,2840
7 October 2010 (USA),USA,3247,2841
24 September 1993 (USA),USA,3248,2842
29 April 1988 (USA),USA,3249,2478
27 September 1996 (USA),USA,3250,2843
6 September 2002 (USA),USA,3251,2844
20 September 2002 (USA),"USA,Germany",3252,2845
28 May 1993 (USA),"USA,Italy,France",3253,2846
6 October 2000 (USA),USA,3254,925
17 January 2002 (Germany),"USA,Germany",3255,2847
23 May 1986 (USA),USA,3256,2848
6 October 1995 (USA),"France,USA",3257,2849
13 February 1987 (USA),USA,3258,389
4 August 1989 (USA),USA,3259,2850
15 November 1935 (USA),USA,3260,2017
