article_title,author_list,original_index,unique_index,count
Cervical occupational hazards in ophthalmic plastic surgery,"{""A.D. Nimbarte"",""J.A. Sivak-Callcotta"",""C.A. Mancinelli""}",376,376,1.0
Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.,"{""Talal Ibrahim"",""Mohamad Al Tannir"",""Imad M Tleyjeh"",""Abed Allehibi"",""Musa A Garbati"",""Abdur Rahman Khan"",""Muhammad Riaz"",""Alex J Sutton"",""Larry M Baddour"",""Faisal A Alasmari"",""Mushabab AlGhamdi"",""Aref A Bin Abdulhak"",""Patricia J Erwin""}",377,377,1.0
Relationship between water hardness and coronary mortality in Taiwan,"{""C. Y. Yang"",""T. N. Wang"",""H. F. Chiu"",""C. H. Lee"",""J. F. Chiu"",""Y. C. Ko""}",378,378,1.0
Groundbreaking study links physical activity with lower costs in seniors,{NULL},379,379,1.0
Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.,"{""Michael J Paech"",""Stephan A Schug"",""Bhavesh Patel"",""Thomas Ledowski""}",380,380,1.0
The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.,"{""D N Levine""}",381,381,1.0
[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].,"{""Shinya Kondo"",""Tomoo Miyagawa""}",382,382,1.0
Abstracts from the ASENT 14th Annual Meeting,{NULL},383,383,1.0
Cost-effectiveness of interventions promoting physical activity.,"{""T Reinhold"",""F M�_ller-Riemenschneider"",""S N Willich""}",384,384,1.0
"Characterizing the sources, range, and environmental influences of radon 222 and its decay products","{""B. A. Moed"",""S. M. Doyle"",""A. V. Nero"",""K. L. Revzan"",""M. B. Schwehr"",""R. G. Sextro"",""W. W. Nazaroff""}",385,385,1.0
Spatial measures associated with stair use,"{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen"",""Gayle Nicoll""}",386,386,1.0
"Urban, rural, and regional variations in physical activity","{""Durstine JL"",""Mayo K"",""Martin SL"",""Kirkner GJ"",""Matthews CE"",""Hebert JR""}",387,387,1.0
Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review],{NULL},388,388,1.0
Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility,"{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}",389,389,1.0
Usefulness of US cost-of-illness studies in healthcare decision making.,"{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}",390,390,1.0
Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.,"{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}",391,391,1.0
[Laparoscopic appendectomy after the learning curve].,"{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Su̱ol"",""I Eizaguirre"",""J Garay""}",392,392,1.0
[The effect of shift work on the health of workers: a systematic review].,"{""Eunice Fabiani Hilleshein"",""Liana Lautert"",""Karine Kummer Gemelli""}",393,393,1.0
Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial,"{""S. Gouin"",""J. Gravel"",""M. Roy"",""D. Lebel"",""T.-T. Vo""}",394,394,1.0
Early and late mortality in hospitalised patients with raised cardiac troponin T.,"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}",395,395,1.0
Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.,"{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}",396,396,1.0
Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,"{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}",397,397,1.0
Coping with arthritis using safer herbal options,"{""Patwardhan S.K."",""Bodas K.S."",""Gundewar S.S.""}",398,398,1.0
Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,"{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}",399,399,1.0
"Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery","{""N. Wilson""}",400,400,1.0
Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,"{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}",401,401,1.0
Supply chain orientation in SMEs as an attitudinal construct,"{""Birgit Schulze-Ehlers"",""Achim Spiller"",""Nina Steffen"",""Gesa Busch""}",402,402,1.0
Pneumonia and encephalopathy in a patient with progressing Parkinson's disease and dementia,"{""S. Livesay"",""S.D. Ruppert""}",403,403,1.0
A meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,"{""R F Hofstein"",""J M Mott"",""T L Barrera"",""E J Teng""}",404,404,1.0
"Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793), a novel antimitotic peptide, given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.","{""H H Fiebig"",""K Mross"",""R Velagapudi"",""W E Berdel"",""C Unger"",""I M von Broen""}",405,405,1.0
Non-steroidal anti-inflammatory drugs and the risk of cardiovascular diseases: are we going to see the revival of cyclooxygenase-2 selective inhibitors?. [Review] [23 refs],"{""P. Gluszko"",""A. Bielinska""}",406,406,1.0
VY levator lengthening to treat upper eyelid retraction.,"{""Kenichi Kokubo"",""Taro Kamisasanuki"",""Kengo Hayashi"",""Kenichiro Kasai"",""Nobutada Katori""}",407,407,1.0
No need for routine closed suction drainage in elective arthroplasty of the hip: a prospective randomized trial in 104 operations,"{""A. G. Della Valle"",""M. Buttaro"",""G. Slullitel"",""R. Vestri"",""F. Comba"",""F. CN  - CINAHL_postop_care_150220 DB  - c8h DP  - EBSCOhost Piccaluga""}",408,408,1.0
[Glycosylated hemoglobin and glycosylated proteins for metabolic control of diabetes mellitus],"{""W. J. Schnedl"",""R. W. Lipp"",""G. Leitner""}",409,409,1.0
Continuation of metformin reduces early pregnancy loss in obese Pakistani women with polycystic ovarian syndrome,"{""J. DO  - 000268051 [pii] 10.1159/000268051 [doi] DP  - Nlm ET  - 2009/12/24 Rizvi"",""F. H. Nawaz""}",410,410,1.0
Critique that! Analytical Writing Assignments in Advanced Mathematics Courses,"{""Reva Kasman""}",411,411,1.0
Why What We Teach Depends on When: Grade and Reading Intervention Modality Moderate Effect Size.,"{""Sebastian Paul Suggate""}",412,412,1.0
Evaluation of an Internet Support Group for Women with Primary Breast Cancer,"{""Andrew J Winzelberg"",""Heidi Roberts"",""C Barr Taylor"",""Catherine Classen"",""Heidemarie Ernst"",""Cheryl Koopman"",""Robert E Adams"",""Georg W Alpers"",""Parvati Dev"",""D Ph""}",413,413,1.0
Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.,{NULL},414,414,1.0
Phase angle for prognostication of survival in patients with advanced cancer: Preliminary findings.,"{""Gary Chisholm"",""Eduardo Bruera"",""Swati Bansal"",""David Hui"",""Rony Dev"",""Margarita Morgado""}",415,415,1.0
Safety and efficacy of weekly nab���-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,"{""C J Langer"",""J Orsini"",""J K Hon"",""S R Dakhil"",""M F Renschler"",""R D Page"",""V Hirsh"",""H Zhang"",""I Okamoto"",""M A Socinski""}",416,416,1.0
Lessons learned and not learned from the SUPPORT project.,"{""J M Teno""}",417,417,1.0
Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,"{""Deepika and Leibowitz Keith and Gowda Ramesh M. and Shapiro Michael and Khan Ijaz A. Misra""}",418,418,1.0
Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.,{NULL},419,419,1.0
Clinical course of neuropathologically confirmed frontal-variant Alzheimer's disease,"{""A.U. Monsch"",""M. Tolnay"",""K.I. Taylor"",""A. Probst"",""A.R. Miserez""}",420,420,1.0
Smoking and oral cancer.,"{""J J SALLEY""}",421,421,1.0
Risk profiles among adolescent nonmedical opioid users in the United States,"{""B. E. Perron"",""Q. Fu"",""L. T. Wu"",""M. G. Vaughn""}",422,422,1.0
Prolonged early antibiotic use and bronchopulmonary dysplasia in very low birth weight infants,"{""D. A. Paul"",""R. G. Locke"",""L. Saiman"",""D. Tuttle"",""A. Novitsky"",""A. Mackley""}",423,423,1.0
Practicability and patients' subjective experiences of low-dose spinal anaesthesia using hyperbaric bupivacaine for transanal surgery,"{""M. D. Schmittner"",""A. Janke"",""D. G. Bussen"",""G. C. Beck"",""C. Weiss""}",424,424,1.0
Discontinuing penicillin prophylaxis in children with sickle cell anemia. Prophylactic Penicillin Study II,"{""R. V. Iyer"",""G. M. Woods"",""E. Vichinsky"",""T. R. Kinney"",""J. I. Verter"",""S. T. Miller"",""C. T. Holbrook"",""C. H. Pegelow"",""J. M. Falletta"",""G. R. Buchanan""}",425,425,1.0
Dose optimization of infliximab in patients with rheumatoid arthritis.,{NULL},426,426,1.0
[Autologous stem cell therapy with surgical myocardial revascularization].,"{""Serkan Durdu"",""Ahmet R���_���han Akar"",""G���_nseli Cubuk���uo����lu Deniz""}",427,427,1.0
THE BRITISH MEDICAL ASSOCIATION.: SEVENTY-EIGHTH ANNUAL MEETING IN LONDON,{NULL},428,428,1.0
Reproduction of excursive tooth contact in an articulator with computerized axiography data,"{""K. Tamaki"",""A. G. C��lar"",""S. Beyrer"",""H. Aoki""}",429,429,1.0
A conservative treatment protocol of acute lumbosacral radiculopathy syndrome for general practitioner and physical therapist [Dutch],"{""R F Castien"",""J van Wagenberg""}",430,430,1.0
Intraoperative stability testing of lateral-entry pin fixation of pediatric supracondylar humeral fractures,"{""N. Smith"",""B. Milne"",""M. Zenios"",""M. Ramachandran"",""D. Little""}",431,431,1.0
Myocardial scar differences between polymorphic and monomorphic ventricular events in ischemic cardiomyopathy: A contrast-enhanced magnetic resonance imaging,"{""W. Rottbauer"",""V. Hombach"",""S. Stiller"",""P. Bernhardt"",""D. Walcher""}",432,432,1.0
Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP),"{""W. Frehner"",""S. Aeschbacher"",""L. Risch"",""T. Schon"",""M. Risch"",""G. Pare"",""D. Conen""}",433,433,1.0
"gamma-tocopherol, the major form of vitamin E in the US diet, deserves more attention","{""S. Christen"",""Q. Jiang"",""B. N. Ames"",""M. K. Shigenaga""}",434,434,1.0
"Randomized, double-blind, placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome","{""J. Naesdal"",""M. Danilewitz"",""J. Adler"",""D. G. DA  - Oct DO  - 10.1111/j.1572-0241.2008.02115.x DP  - NLM ET  - 2008/09/09 Silberg"",""C. Hwang"",""D. A. Drossman""}",435,435,1.0
The impact of orthodontic treatment on the quality of life a systematic review.,"{""Yi Wang"",""Yu Zhou"",""RongDang Hu"",""XiuYing Wang"",""Gerald Voli̬re""}",436,436,1.0
Phenotypic analysis of misato function reveals roles of noncentrosomal microtubules in Drosophila spindle formation,"{""M. Gatti"",""S. Bonaccorsi"",""V. Mottier-Pavie"",""F. Verni"",""G. Cenci""}",437,437,1.0
Cost implications for missed malnutrition diagnoses in patients hospitalised with an exacerbation of chronic obstructive pulmonary disease (COPD),"{""I. Yang"",""J. Stonestreet"",""P. Collins"",""P. Masel""}",438,438,1.0
Effective combination chemotherapy with paclitaxel and cisplatin with or without human granulocyte colony-stimulating factor and/or erythropoietin in patients with advanced gastric cancer.,"{""M Raderer"",""C Gedlicka"",""A Lenauer"",""D Depisch"",""W Scheithauer"",""B Schneeweiss"",""W Fiebiger"",""F Lang"",""G V Kornek"",""B Sch���_ll""}",439,439,1.0
A case of delirium triggered by sub-clinical seizures,"{""Ahmad A.S.""}",440,440,1.0
Intra-mandibular adenoid cystic carcinoma.,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}",441,441,1.0
Why is functional capacity decreased in hypertensive patients? From mechanisms to clinical studies.,"{""Branislava Ivanovic"",""Marijana Tadic""}",442,442,1.0
Personality profile and exercise dependence,"{""A. Stumpo"",""G. Palmieri"",""M. F. Pantusa"",""M. Marasco"",""V. Fuoco""}",443,443,1.0
Say yes? Say no?,{NULL},444,444,1.0
Prevalence of Masked Hypertension in African Americans.,"{""Frances Williams"",""Alehegn Gelaye"",""Susan Steigerwalt"",""Yara Daloul"",""Hadeel Assad"",""Timothy R Larsen"",""Barryton Waanbah"",""Michael Williams""}",445,445,1.0
Differences of inter-tract correlations between neonates and children around puberty: a study based on microstructural measurements with DTI.,"{""Gaolang Gong"",""Hua Cheng"",""Yong He"",""Qi Dong"",""Hao Huang"",""Virendra Mishra""}",446,446,1.0
Electrocardiogram QRS detection using multiscale filtering based on mathematical morphology,"{""Department of Electrical F. Zhang"",""Electrical Department of"",""National Computer Engineering"",""Singapore Email elezf nus edu sg University of Singapore"",""Singapore National University of Singapore"",""F. Zhang"",""Engineering Computer"",""Address Correspondence"",""Y. Lian"",""Addresses Author""}",447,447,1.0
Barriers and facilitators to implementing electronic prescription: a systematic review of user groups' perceptions.,"{""Marie-Pierre Gagnon"",""Claude Sicotte"",""��dith-Romy Nsangou"",""Sonya Grenier"",""Julie Payne-Gagnon""}",448,448,1.0
Cystic fibrosis: cost of illness and considerations for the economic evaluation of potential therapies,"{""T. Welte"",""R. Busse"",""N. Jalilvand"",""C. Krauth""}",449,449,1.0
"Working memory, short-term memory, and reading disabilities: a selective meta-analysis of the literature.","{""H Lee Swanson"",""[Collective Name] Xinhua Zheng"",""Olga Jerman""}",450,450,1.0
Hypothalamic obesity in children.,"{""A Bereket"",""Z Hochberg"",""Y Yavuz"",""H L Muller"",""R H Lustig"",""R Weiss"",""W Kiess"",""A P Goldstone""}",451,451,1.0
"Health literacy, diabetes self-care, and glycemic control in adults with type 2 diabetes","{""Chandra Y. and Bains Sujeev S. and Egede Leonard E. Osborn""}",452,452,1.0
Central corneal melting associated with reformulated generic diclofenac in a patient with inferior fornix foreshortening.,"{""Cameron Campbell Johnson""}",453,453,1.0
Heart rate and blood pressure responses of left-handers and right-handers to autonomic stressors,"{""M.B. Dikshit"",""S. Raje"",""D.S. Jaju"",""V.R. Purandare""}",454,454,1.0
[The use of intravascular nitinol stents in the treatment of subclavian vein compression for thoracic outlet syndrome].,"{""Przemys��aw P Szyber"",""Artur Pupka"",""Piotr Szyber"",""Jerzy Garcarek""}",455,455,1.0
Primary head and neck cancers in North -Western Nigeria,"{""P. H. Jallo"",""E. C. Otoh"",""A. Mohammed"",""S. O. Ajike"",""N. W. Johnson"",""I. S. Danfillo""}",456,456,1.0
Vaginal incisional wound healing in a rabbit menopause model: a histologic analysis.,"{""Roger P Goldberg"",""Yoram Abramov"",""Barbara Golden"",""Peter K Sand"",""Megan Sullivan""}",457,457,1.0
Acute and Persistent Postoperative Pain after Breast Surgery,"{""N. Klauber-DeMore"",""K. Fecho"",""N. R. Miller"",""W. S. Blau"",""S. A. Merritt"",""C. S. Hultman""}",458,458,1.0
The role of transforming growth factor-beta-mediated tumor-stroma interactions in prostate cancer progression: An integrative approach,"{""G. E. Ayala"",""A. R. A. Anderson"",""D. Basanta"",""R. B. Lukner"",""O. E. Franco"",""S. W. Hayward"",""D. E. Cliffel"",""D. W. Strand""}",459,459,1.0
Process of construction of an educational booklet for health promotion of pregnant women,"{""Luiza Akiko Komura Hoga"",""Ana Luisa Zaniboni Gomes"",""Luciana Magnoni Reberte""}",460,460,1.0
