Actors,Cast,original_index,unique_index
"Kristen Stewart,Robert Pattinson,Taylor Lautner","Taylor Lautner,Gil Birmingham,Billy Burke,Sarah Clarke,Ty Olsson,Kristen Stewart,Ashley Greene,Jackson Rathbone,Peter Facinelli,Elizabeth Reaser,Kellan Lutz,Nikki Reed,Robert Pattinson,Christian Sloan,James Pizzinato",1922,1896
"John Malkovich,Willem Dafoe,Udo Kier","John Malkovich,Willem Dafoe,Udo Kier,Cary Elwes,Catherine McCormack,Eddie Izzard,Aden Gillett,Nicholas Elliott,Ronan Vibert,Sophie Langevin,Myriam Muller,Milos Hlavac,Marja-Leena Junker,Derek Kueter,Norman Golightly",1923,1897
"Seann William Scott,Randy Quaid,Brando Eaton","Seann William Scott,Randy Quaid,Brando Eaton,Emilee Wallace,A.D. Miles,Leonor Varela,Tim Williams,Ryan Simpkins,Conor Donovan,Allen Evangelista,Justin Chon,Vincent Coleman Taylor,Bryan Mitchell,Remington Dewan,Meredith Eaton",1924,1898
"Sean Cw Johnson,Kris Lemche,Stephen O'Reilly","Sean Cw Johnson,Kris Lemche,Stephen O'Reilly,Laura Regan,Jennifer Sky,Bradley Cooper,Nick Mennell",1925,1899
"Adam Beach,Tantoo Cardinal,Bradley Cooper","Adam Beach,Tantoo Cardinal,Bradley Cooper,Glen Gould,Dan Harrison,Georgina Lightning,Chris Mulkey,Wes Studi,Stephen Yoakam,Sarah Agnew,Joe App,Jeri Arredondo,Noah Kol Balfour,Dennis Banks,Raven Bellefleur",1926,1900
"Rainn Wilson,Josh Gad,Christina Applegate","Rainn Wilson,Christina Applegate,Teddy Geiger,Josh Gad,Emma Stone,Jeff Garlin,Jane Lynch,Jason Sudeikis,Will Arnett,Howard Hesseman,Fred Armisen,Bradley Cooper,Lonny Ross,Jon Glaser,Jane Krakowski",1927,1901
"Will Ferrell,Danny McBride,Anna Friel","Will Ferrell,Anna Friel,Danny McBride,Jorma Taccone,John Boylan,Matt Lauer,Bobb'e J. Thompson,Sierra McCormick,Shannon Lemke,Stevie Wash Jr.,Brian Huskey,Kevin Buitrago,Noah Crawford,Jon Kent Ethridge,Logan Manus",1928,1902
"Bradley Cooper,Colleen Porch,David Gail","Bradley Cooper,Colleen Porch,David Gail,Morgan Klein,Kurt McKinney,Shauna Vatovec,Andy Scott,James Martin Kelly,Jerry Alan,Ed Carine,Rossyln Hicks,Jeff Beltz,Ashlee Payne,Caree Davis,Rob Coleman",1929,1903
"John C. Reilly,Jenna Fischer,David Krumholtz","Nat Faxon,John C. Reilly,Tim Meadows,Conner Rayburn,Chip Hormess,Raymond J. Barry,Terrence Beasor,Margo Martindale,Honeyboy Edwards,Gerry Black,Aron Johnson,Jack Donovan Saperstein,Taylor Hubert,Christopher Hurt,Matt Price",1930,1904
"Lon Chaney Jr.,Robert Paige,Louise Allbritton","Robert Paige,Louise Allbritton,Evelyn Ankers,Frank Craven,J. Edward Bromberg,Samuel S. Hinds,Adeline De Walt Reynolds,Pat Moriarity,Etta McDaniel,George Irving,Lon Chaney Jr.",1931,1905
"Otto Kruger,Gloria Holden,Marguerite Churchill","Otto Kruger,Gloria Holden,Marguerite Churchill,Edward Van Sloan,Gilbert Emery,Irving Pichel,Halliwell Hobbes,Billy Bevan,Nan Grey,Hedda Hopper,Claud Allister,Edgar Norton,E.E. Clive",1932,1906
"Bud Abbott,Lou Costello,Lon Chaney Jr.","Bud Abbott,Lou Costello,Lon Chaney Jr.,Bela Lugosi,Glenn Strange,Lenore Aubert,Jane Randolph,Frank Ferguson,Charles Bradstreet",1933,1907
"Onslow Stevens,John Carradine,Lon Chaney Jr.","Lon Chaney Jr.,John Carradine,Martha O'Driscoll,Lionel Atwill,Onslow Stevens,Jane Adams,Ludwig Stössel,Glenn Strange,Skelton Knaggs",1934,1908
"Dick Foran,Peggy Moran,Wallace Ford","Dick Foran,Peggy Moran,Wallace Ford,Eduardo Ciannelli,George Zucco,Cecil Kellaway,Charles Trowbridge,Tom Tyler,Sig Arno,Eddie Foster,Harry Stubbs,Michael Mark,Mara Tartar,Leon Belasco",1935,1909
"Lon Chaney Jr.,Peter Coe,Virginia Christine","Lon Chaney Jr.,Peter Coe,Virginia Christine,Kay Harding,Dennis Moore,Martin Kosleck,Kurt Katch,Addison Richards,Holmes Herbert,Charles Stevens,William Farnum,Napoleon Simpson",1936,1910
"James Whitmore,Edmund Gwenn,Joan Weldon","James Whitmore,Edmund Gwenn,Joan Weldon,James Arness,Onslow Stevens,Sean McClory,Chris Drake,Sandy Descher,Mary Alan Hokanson,Don Shelton,Fess Parker,Olin Howland",1937,1911
"Sylvia Kristel,Josef Sommer,Lenny von Dohlen","Sylvia Kristel,Josef Sommer,Lenny von Dohlen,Marc Coppola,Stefan Schnabel,Rachel Jones,Duke Ernsberger,G.F. Rowe,Richard K. Olsen,Lucius Houghton,J. Michael Hunter,Traber Burns,Dick Langdon,Adrienne Stout,Tracy Tanen",1938,1912
"Jeff Morrow,Rex Reason,Leigh Snowden","Jeff Morrow,Rex Reason,Leigh Snowden,Gregg Palmer,Maurice Manson,James Rawley,David McMahon,Paul Fierro,Lillian Molieri,Larry Hudson,Frank Chase",1939,1913
"John Agar,Lori Nelson,John Bromfield","John Agar,Lori Nelson,John Bromfield,Nestor Paiva,Grandon Rhodes,Dave Willock,Robert Williams,Charles Cane",1940,1914
"Seann William Scott,Johnny Knoxville,Jessica Simpson","Johnny Knoxville,Seann William Scott,Alice Greczyn,Steve Lemme,Michael Weston,Mitch Braswell,Michael Roof,Jessica Simpson,Rusty Tennant,Dolan Wilson,James Roday,Heather Hemmens,David Leitch,A.J. Foyt IV,M.C. Gainey",1941,1915
"Lon Chaney Jr.,Dick Foran,John Hubbard","Lon Chaney Jr.,Dick Foran,John Hubbard,Elyse Knox,George Zucco,Wallace Ford,Turhan Bey,Virginia Brissac,Cliff Clark,Mary Gordon,Paul E. Burns,Frank Reicher,Emmett Vogan",1942,1916
"Jeff Goldblum,Joseph Bologna,Ed Begley Jr.","Jeff Goldblum,Joseph Bologna,Ed Begley Jr.,Carol Kane,Jeffrey Jones,John Byner,Geena Davis,Michael Richards,Donald Gibb,Norman Fell,Teresa Ganzel,Rudy De Luca,Inge Appelt,Bozidar Smiljanic,Petar Buntic",1943,1917
"Lee Marvin,Mark Hamill,Robert Carradine","Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Kelly Ward,Stéphane Audran,Siegfried Rauch,Serge Marquand,Charles Macaulay,Alain Doutey,Maurice Marsac,Colin Gilbert,Joseph Clark,Ken Campbell,Doug Werner",1944,1918
"Dax Shepard,Will Arnett,Chi McBride","Dax Shepard,Will Arnett,Chi McBride,David Koechner,Dylan Baker,Michael Shannon,Miguel Nino,Jay Whittaker,Amy Hill,David Darlow,Joseph Marcus,Nick Phalen,A.J. Balance,Jerry Minor,Mary Seibel",1945,1919
"George Segal,Robert Vaughn,Ben Gazzara","George Segal,Robert Vaughn,Ben Gazzara,Bradford Dillman,E.G. Marshall,Peter van Eyck,Hans Christian Blech,Heinz Reincke,Joachim Hansen,Sonja Ziemann,Anna Gaël,Vít Olmer,Bo Hopkins,Robert Logan,Matt Clark",1946,1920
"Cliff Robertson,George Chakiris,Maria Perschy","Cliff Robertson,George Chakiris,Maria Perschy,Harry Andrews,Donald Houston,Michael Goodliffe,John Meillon,John Bonney,Angus Lennie,Scott Finch,John Church,Barbara Archer,Sean Kelly,Julian Sherrier,Geoffrey Frederick",1947,1921
"Robert De Niro,Christopher Walken,John Cazale","Robert De Niro,John Cazale,John Savage,Christopher Walken,Meryl Streep,George Dzundza,Chuck Aspegren,Shirley Stoler,Rutanya Alda,Pierre Segui,Mady Kaplan,Amy Wright,Mary Ann Haenel,Richard Kuss,Joe Grifasi",1948,1922
"Drake Bell,Leslie Nielsen,Sara Paxton","Drake Bell,Sara Paxton,Christopher McDonald,Leslie Nielsen,Kevin Hart,Marion Ross,Ryan Hansen,Keith David,Brent Spiner,Robert Joy,Jeffrey Tambor,Robert Hays,Nicole Sullivan,Sam Cohen,Tracy Morgan",1949,1923
"Clark Gable,Vivien Leigh,Thomas Mitchell","Thomas Mitchell,Barbara O'Neil,Vivien Leigh,Evelyn Keyes,Ann Rutherford,George Reeves,Fred Crane,Hattie McDaniel,Oscar Polk,Butterfly McQueen,Victor Jory,Everett Brown,Howard C. Hickman,Alicia Rhett,Leslie Howard",1950,1924
"Marlon Brando,Karl Malden,Lee J. Cobb","Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning,Leif Erickson,James Westerfield,Tony Galento,Tami Mauriello,John F. Hamilton,John Heldabrand,Rudy Bond,Don Blackman,Arthur Keegan,Abe Simon",1951,1925
"Clint Eastwood,Andrew Robinson,Harry Guardino","Clint Eastwood,Harry Guardino,Reni Santoni,John Vernon,Andrew Robinson,John Larch,John Mitchum,Mae Mercer,Lyn Edgington,Ruth Kobart,Woodrow Parfrey,Josef Sommer,William Paterson,James Nolan,Maurice Argent",1952,1926
"Clint Eastwood,Tyne Daly,Harry Guardino","Clint Eastwood,Tyne Daly,Harry Guardino,Bradford Dillman,John Mitchum,DeVeren Bookwalter,John Crawford,Samantha Doane,Robert F. Hoy,Jocelyn Jones,M.G. Kelly,Nick Pellegrino,Albert Popwell,Rudy Ramos,Bill Ackridge",1953,1927
"Clint Eastwood,Hal Holbrook,Mitchell Ryan","Clint Eastwood,Hal Holbrook,Mitchell Ryan,David Soul,Tim Matheson,Kip Niven,Robert Urich,Felton Perry,Maurice Argent,Margaret Avery,Richard Devon,Tony Giorgio,Jack Kosslyn,Bob March,Bob McClurg",1954,1928
"Clint Eastwood,Shirley MacLaine,Manolo Fábregas","Shirley MacLaine,Clint Eastwood,Manolo Fábregas,Alberto Morin,Armando Silvestre,John Kelly,Enrique Lucero,David Povall,Ada Carrasco,Pancho Córdova,José Chávez,Pedro Galván,José Ángel Espinosa 'Ferrusquilla',Aurora Muñoz,Xavier Marc",1955,1929
"Clint Eastwood,Marsha Mason,Everett McGill","Clint Eastwood,Marsha Mason,Everett McGill,Moses Gunn,Eileen Heckart,Bo Svenson,Boyd Gaines,Mario Van Peebles,Arlen Dean Snyder,Vincent Irizarry,Ramón Franco,Tom Villard,Mike Gomez,Rodney Hill,Peter Koch",1956,1930
"Clint Eastwood,Lee J. Cobb,Susan Clark","Clint Eastwood,Lee J. Cobb,Susan Clark,Tisha Sterling,Don Stroud,Betty Field,Tom Tully,Melodie Johnson,James Edwards,Rudy Diaz,David Doyle,Louis Zorich,Meg Myles,Marjorie Bennett,Seymour Cassel",1957,1931
"Clint Eastwood,Inger Stevens,Pat Hingle","Clint Eastwood,Inger Stevens,Ed Begley,Pat Hingle,Ben Johnson,Charles McGraw,Ruth White,Bruce Dern,Alan Hale Jr.,Arlene Golonka,James Westerfield,Dennis Hopper,L.Q. Jones,Michael O'Sullivan,Joseph Sirola",1958,1932
"Clint Eastwood,Robert Duvall,John Saxon","Clint Eastwood,Robert Duvall,John Saxon,Don Stroud,Stella Garcia,James Wainwright,Paul Koslo,Gregory Walcott,Dick Van Patten,Lynne Marta,John Carter,Pepe Hern,Joaquín Martínez,Ron Soble,Pepe Callahan",1959,1933
"Marlon Brando,Montgomery Clift,Dean Martin","Marlon Brando,Montgomery Clift,Dean Martin,Hope Lange,Barbara Rush,May Britt,Maximilian Schell,Dora Doll,Lee Van Cleef,Liliane Montevecchi,Parley Baer,Arthur Franz,Hal Baylor,Richard Gardner,Herbert Rudley",1960,1934
"Van Johnson,Walter Pidgeon,Louis Calhern","Van Johnson,Walter Pidgeon,Louis Calhern,Dewey Martin,Keenan Wynn,Frank Lovejoy,Robert Horton,Bert Freed,Lewis Martin,George Cooper,Dick Simmons",1961,1935
"Jack Black,Michael Cera,Olivia Wilde","Jack Black,Michael Cera,Oliver Platt,David Cross,Christopher Mintz-Plasse,Vinnie Jones,Hank Azaria,Juno Temple,Olivia Wilde,June Diane Raphael,Xander Berkeley,Gia Carides,Horatio Sanz,David Pasquesi,Matthew Willig",1962,1936
"Clint Orr,T.J. Rawls,Johnathan Gaddis","Clint Orr,T.J. Rawls,Johnathan Gaddis,Caitlyn Hentenaar,Andy Hale,Ben Bradberry,Tomasz Oliwa,Clay Orr,Adam Palmer,Ryan Adkins,Julian Combs,Matt Perry,Nichole Snell",1963,1937
"Kevin Costner,Hailee Steinfeld,Connie Nielsen","Kevin Costner,Amber Heard,Hailee Steinfeld,Connie Nielsen,Tómas Lemarquis,Richard Sammel,Marc Andréoni,Bruno Ricci,Jonas Bloquet,Eriq Ebouaney,Joakhim Sigue,Alison Valence,Big John,Michaël Vander-Meiren,Paolo Calia",1964,1938
"Jim Caviezel,Alexander Ludwig,Michael Chiklis","Jim Caviezel,Michael Chiklis,Alexander Ludwig,Clancy Brown,Laura Dern,Matthew Daddario,Joe Massingill,Jessie Usher,Ser'Darius Blain,Stephan James,Richard Kohnke,Matthew Frias,Chase Boltin,Gavin Casalegno,Les Miles",1965,1939
"Jon Hamm,Aasif Mandvi,Alan Arkin","Jon Hamm,Pitobash,Suraj Sharma,Madhur Mittal,Aasif Mandvi,Darshan Jariwalla,Lake Bell,Alan Arkin,Bill Paxton,Gregory Alan Williams,Allyn Rachel,Tzi Ma,Rey Maualuga,Bar Paly,Jaspaul Sandhu",1966,1940
"Denzel Washington,Milla Jovovich,Ray Allen","Denzel Washington,Ray Allen,Milla Jovovich,Rosario Dawson,Hill Harper,Zelda Harris,Ned Beatty,Jim Brown,Joseph Lyle Taylor,Bill Nunn,Michele Shay,Thomas Jefferson Byrd,Roger Guenveur Smith,John Turturro,Lonette McKee",1967,1941
"Denzel Washington,Derek Luke,Joy Bryant","Derek Luke,Malcolm David Kelley,Cory Hodges,Denzel Washington,Joy Bryant,Salli Richardson-Whitfield,Leonard Earl Howze,Kente Scott,Kevin Connolly,Rainoldo Gooding,Novella Nelson,Stephen Snedden,Leo Nepomuceno,Sung Kang,Cordell Stokes",1968,1942
"Denzel Washington,Forest Whitaker,Kimberly Elise","Denzel Washington,Nate Parker,Jurnee Smollett-Bell,Denzel Whitaker,Jermaine Williams,Forest Whitaker,Gina Ravera,John Heard,Kimberly Elise,Devyn A. Tyler,Trenton McClain Boyd,Ritchie Montgomery,Jackson Walker,Tim Parati,Robert X. Golphin",1969,1943
"Denzel Washington,John Goodman,Donald Sutherland","Denzel Washington,John Goodman,Donald Sutherland,Embeth Davidtz,James Gandolfini,Elias Koteas,Gabriel Casseus,Michael J. Pagan,Robert Joy,Frank Medrano,Ronn Munro,Cynthia Hayden,Ray Xifo,Tony Michael Donnelly,Tara Carnes",1970,1944
"Denzel Washington,Sanaa Lathan,Eva Mendes","Denzel Washington,Eva Mendes,Sanaa Lathan,Dean Cain,John Billingsley,Robert Baker,Alex Carter,Antoni Corone,Terry Loughlin,Nora Dunn,James Murtaugh,Peggy Sheffield,Evelyn Brooks,Eric Hissom,Tom Hillmann",1971,1945
"Denzel Washington,Liev Schreiber,Meryl Streep","Jeffrey Wright,Pablo Schreiber,Anthony Mackie,Dorian Missick,Jose Pablo Cantillo,Teddy Dunn,Joaquin Perez-Campbell,Tim Artz,Denzel Washington,Robyn Hitchcock,Liev Schreiber,Antoine Taylor,Joseph Alessi,Raymond Anthony Thomas,Bill Irwin",1972,1946
"Frank Sinatra,Trevor Howard,Raffaella Carrà","Frank Sinatra,Trevor Howard,Raffaella Carrà,Brad Dexter,Sergio Fantoni,John Leyton,Edward Mulhare,Wolfgang Preiss,James Brolin,John Van Dreelen,Adolfo Celi,Vito Scotti,Richard Bakalyan,Michael Goodliffe,Michael St. Clair",1973,1947
"Reese Witherspoon,Sally Field,Bob Newhart","Reese Witherspoon,Sally Field,Regina King,Jennifer Coolidge,Bruce McGill,Dana Ivey,Mary Lynn Rajskub,Jessica Cauffiel,Alanna Ubach,J Barton,Stanley Anderson,Bruce Thomas,Bob Newhart,Luke Wilson,Ruth Williamson",1974,1948
"Matt Damon,James Cromwell,Daniel Studi","Matt Damon,James Cromwell,Daniel Studi,Chopper Bernet,Jeff LeBeau,John Rubano,Richard McGonagle,Matt Levin,Adam Paul,Robert Cait,Charles Napier,Meredith Wells,Zahn McClarnon,Michael Horse,Donald Fullilove",1975,1949
"D.B. Sweeney,Julianna Margulies,Samuel E. Wright","D.B. Sweeney,Alfre Woodard,Ossie Davis,Max Casella,Hayden Panettiere,Samuel E. Wright,Julianna Margulies,Peter Siragusa,Joan Plowright,Della Reese,Matt Adler,Sandina Bailo-Lape,Edie Lehmann,Zachary Bostrom,Cathy Cavadini",1976,1950
"Wallace Beery,Jackie Cooper,Lionel Barrymore","Wallace Beery,Jackie Cooper,Lionel Barrymore,Otto Kruger,Lewis Stone,Nigel Bruce,Charles 'Chic' Sale,William V. Mong,Charles McNaughton,Dorothy Peterson,Douglass Dumbrille,Edmund Breese,Olin Howland,Charles Irwin,Edward Pawley",1977,1951
"Al Pacino,Robert De Niro,Robert Duvall","Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro,John Cazale,Talia Shire,Lee Strasberg,Michael V. Gazzo,G.D. Spradlin,Richard Bright,Gastone Moschin,Tom Rosqui,Bruno Kirby,Frank Sivero,Francesca De Sapio",1978,1952
"Gene Tierney,Dana Andrews,Clifton Webb","Gene Tierney,Dana Andrews,Clifton Webb,Vincent Price,Judith Anderson,Grant Mitchell",1979,1953
"James Stewart,John Wayne,Vera Miles","John Wayne,James Stewart,Vera Miles,Lee Marvin,Edmond O'Brien,Andy Devine,Ken Murray,John Carradine,Jeanette Nolan,John Qualen,Willis Bouchey,Carleton Young,Woody Strode,Denver Pyle,Strother Martin",1980,1954
"Farley Granger,Robert Walker,Ruth Roman","Farley Granger,Ruth Roman,Robert Walker,Leo G. Carroll,Patricia Hitchcock,Kasey Rogers,Marion Lorne,Jonathan Hale,Howard St. John,John Brown,Norma Varden,Robert Gist",1981,1955
"Robert Mitchum,Shelley Winters,Lillian Gish","Robert Mitchum,Shelley Winters,Lillian Gish,James Gleason,Evelyn Varden,Peter Graves,Don Beddoe,Billy Chapin,Sally Jane Bruce,Gloria Castillo,Emmett Lynn",1982,1956
"James Stewart,Josephine Hull,Peggy Dow","James Stewart,Josephine Hull,Peggy Dow,Charles Drake,Cecil Kellaway,Victoria Horne,Jesse White,William H. Lynn,Wallace Ford,Nana Bryant,Grayce Mills,Clem Bevans,Harvey,Gino Corrado,Jack Curtis",1983,1957
"Cary Grant,Katharine Hepburn,James Stewart","Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,John Howard,Roland Young,John Halliday,Mary Nash,Virginia Weidler,Henry Daniell,Lionel Pape,Rex Evans",1984,1958
"Paul Newman,Jackie Gleason,Piper Laurie","Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Myron McCormick,Murray Hamilton,Michael Constantine,Stefan Gierasch,Clifford A. Pellow,Jake LaMotta,Gordon B. Clarke,Alexander Rose,Carolyn Coates,Carl York,Vincent Gardenia",1985,1959
"Cary Grant,Ingrid Bergman,Claude Rains","Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,Leopoldine Konstantin,Reinhold Schünzel,Moroni Olsen,Ivan Triesault,Alexis Minotis,Wally Brown,Charles Mendl,Ricardo Costa,E.A. Krumschmidt,Fay Baker",1986,1960
"Spencer Tracy,Burt Lancaster,Richard Widmark","Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Maximilian Schell,Judy Garland,Montgomery Clift,William Shatner,Werner Klemperer,Kenneth MacKenna,Torben Meyer,Joseph Bernard,Alan Baxter,Edward Binns,Virginia Christine",1987,1961
"Reese Witherspoon,Luke Wilson,Selma Blair","Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis,Victor Garber,Jennifer Coolidge,Holland Taylor,Ali Larter,Jessica Cauffiel,Alanna Ubach,Osgood Perkins,Linda Cardellini,Bruce Thomas,Meredith Scott Lynn,Raquel Welch",1988,1962
"James Stewart,Murray Hamilton,Patricia Smith","James Stewart,Murray Hamilton,Patricia Smith,Bartlett Robinson,Marc Connelly,Arthur Space,Charles Watts",1989,1963
"Jack Lemmon,Walter Matthau,Ron Rich","Jack Lemmon,Walter Matthau,Ron Rich,Judi West,Cliff Osmond,Lurene Tuttle,Harry Holcombe,Les Tremayne,Lauren Gilbert,Marge Redmond,Noam Pitlik,Harry Davis,Ann Shoemaker,Maryesther Denver,Ned Glass",1990,1964
"Bing Crosby,Joan Fontaine,Roland Culver","Bing Crosby,Joan Fontaine,Roland Culver,Lucile Watson,Richard Haydn,Harold Vermilyea,Sig Ruman,Julia Dean,Bert Prival,Alma Macrorie,Roberta Jonay,John Goldsworthy",1991,1965
"Tom Hardy,Nick Nolte,Joel Edgerton","Joel Edgerton,Tom Hardy,Nick Nolte,Jennifer Morrison,Frank Grillo,Kevin Dunn,Maximiliano Hernández,Bryan Callen,Sam Sheridan,Fernando Chien,Jake McLaughlin,Vanessa Martinez,Denzel Whitaker,Carlos Miranda,Manuel Espinosa",1992,1966
"Dean Martin,Kim Novak,Ray Walston","Dean Martin,Kim Novak,Ray Walston,Felicia Farr,Cliff Osmond,Barbara Pepper,Skip Ward,Doro Merande,Bobo Lewis,Tom Nolan,Alice Pearce,John Fiedler,Arlen Stuart,Howard McNear,Cliff Norton",1993,1967
"Jack Lemmon,Walter Matthau,Susan Sarandon","Jack Lemmon,Walter Matthau,Susan Sarandon,Vincent Gardenia,David Wayne,Allen Garfield,Austin Pendleton,Charles Durning,Herb Edelman,Martin Gabel,Harold Gould,Cliff Osmond,Dick O'Neill,Jon Korkes,Lou Frizzell",1994,1968
"Jean Arthur,Marlene Dietrich,John Lund","Jean Arthur,Marlene Dietrich,John Lund,Millard Mitchell,Peter von Zerneck,Stanley Prager,William Murphy,Raymond Bond,Boyd Davis,Robert Malcolm,Charles Meredith,Michael Raffetto,Damian O'Flynn,Frank Fenton,James Lorimer",1995,1969
"Isa Miranda,Ray Milland,Reginald Owen","Isa Miranda,Ray Milland,Reginald Owen,Gene Lockhart,J. Carrol Naish,Curt Bois,Henry Victor,Albert Dekker,Ernö Verebes,Robert Middlemass,Michel Werboff,Spencer Charters,Betty Compson,Bodil Rosing,Wolfgang Zilzer",1996,1970
"Jack Lemmon,Juliet Mills,Clive Revill","Jack Lemmon,Juliet Mills,Clive Revill,Edward Andrews,Gianfranco Barra,Franco Angrisano,Pippo Franco,Franco Acampora,Giselda Castrini,Raffaele Mottola,Lino Coletta,Harry Ray,Guidarino Guidi,Giacomo Rizzo,Antonino Faà di Bruno",1997,1971
"Jack Lemmon,Walter Matthau,Paula Prentiss","Jack Lemmon,Walter Matthau,Paula Prentiss,Klaus Kinski,Dana Elcar,Miles Chapin,Michael Ensign,Joan Shawlee,Fil Formicola,C.J. Hunt,Bette Raya,Ronnie Sperling,Suzie Galler,John Schubeck,Ed Begley Jr.",1998,1972
"Ginger Rogers,Ray Milland,Rita Johnson","Ginger Rogers,Ray Milland,Rita Johnson,Robert Benchley,Diana Lynn,Edward Fielding,Frankie Thomas,Raymond Roe,Charles Smith,Larry Nunn,Billy Dawson,Lela E. Rogers,Aldrich Bowker,Boyd Irwin,Byron Shores",1999,1973
"Glenn Ford,Gloria Grahame,Jocelyn Brando","Glenn Ford,Gloria Grahame,Jocelyn Brando,Alexander Scourby,Lee Marvin,Jeanette Nolan,Peter Whitney,Willis Bouchey,Robert Burton,Adam Williams,Howard Wendell,Chris Alcaide,Michael Granger,Dorothy Green,Carolyn Jones",2000,1974
"Humphrey Bogart,Gloria Grahame,Frank Lovejoy","Humphrey Bogart,Gloria Grahame,Frank Lovejoy,Carl Benton Reid,Art Smith,Jeff Donnell,Martha Stewart,Robert Warwick,Morris Ankrum,William Ching,Steven Geray,Hadda Brooks",2001,1975
"James Cagney,Virginia Mayo,Edmond O'Brien","James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly,Steve Cochran,John Archer,Wally Cassell,Fred Clark",2002,1976
"Robert Mitchum,Jane Greer,Kirk Douglas","Robert Mitchum,Jane Greer,Kirk Douglas,Rhonda Fleming,Richard Webb,Steve Brodie,Virginia Huston,Paul Valentine,Dickie Moore,Ken Niles",2003,1977
"Broderick Crawford,John Ireland,Joanne Dru","Broderick Crawford,John Ireland,Joanne Dru,John Derek,Mercedes McCambridge,Shepperd Strudwick,Ralph Dumke,Anne Seymour,Katherine Warren,Raymond Greenleaf,Walter Burke,Will Wright,Grandon Rhodes",2004,1978
"Montgomery Clift,Elizabeth Taylor,Shelley Winters","Montgomery Clift,Elizabeth Taylor,Shelley Winters,Anne Revere,Keefe Brasselle,Fred Clark,Raymond Burr,Herbert Heyes,Shepperd Strudwick,Frieda Inescort,Kathryn Givney,Walter Sande,Ted de Corsia,John Ridgely,Lois Chartrand",2005,1979
"Gregory Peck,Dorothy McGuire,John Garfield","Gregory Peck,Dorothy McGuire,John Garfield,Celeste Holm,Anne Revere,June Havoc,Albert Dekker,Jane Wyatt,Dean Stockwell,Nicholas Joy,Sam Jaffe,Harold Vermilyea,Ransom M. Sherman",2006,1980
"Charles Laughton,Clark Gable,Franchot Tone","Charles Laughton,Clark Gable,Franchot Tone,Herbert Mundin,Eddie Quillan,Dudley Digges,Donald Crisp,Henry Stephenson,Francis Lister,Spring Byington,Movita,Mamo Clark,Byron Russell,Percy Waram,David Torrence",2007,1981
"Ernest Borgnine,Betsy Blair,Esther Minciotti","Esther Minciotti,Augusta Ciolli,Joe Mantell,Karen Steele,Jerry Paris,Betsy Blair,Ernest Borgnine",2008,1982
"Karl Urban,Rosamund Pike,Dwayne Johnson","Karl Urban,Deobia Oparei,Rosamund Pike,Razaaq Adoti,Richard Brake,Al Weaver,Dexter Fletcher,Brian Steele,Ben Daniels,Dwayne Johnson,Yao Chin,Robert Russell,Daniel York,Ian Hughes,Sara Houghton",2009,1983
"Mark Wahlberg,Dwayne Johnson,Anthony Mackie","Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,Ed Harris,Rob Corddry,Bar Paly,Rebel Wilson,Ken Jeong,Michael Rispoli,Keili Lefkovitz,Emily Rutherfurd,Larry Hankin,Tony Plana,Peter Stormare",2010,1984
