Release Date,Language,original_index,unique_index
13 February 1957 (USA),"English,French",2028,1847
26 October 1967 (USA),English,2029,1848
19 August 1966 (UK),English,2030,1849
5 December 1963 (USA),"English,French,German,Italian",2031,1850
23 February 1934 (USA),English,2032,1851
15 January 1951 (Sweden),"English,French",2033,1852
April 1957 (USA),English,2034,700
22 September 1944 (Sweden),English,2035,1853
1 December 1942 (Sweden),"English,German",2036,1854
12 April 1940 (USA),"English,French",2037,1855
29 October 1970 (USA),"English,Russian,French,German",2038,1856
5 June 1963 (USA),English,2039,1857
26 November 1938 (USA),English,2040,1858
25 October 1957 (West Germany),"English,German,Latin",2041,1859
7 March 1931 (USA),English,2042,1860
8 February 2002 (USA),"English,Spanish",2043,1861
20 July 1944 (USA),"English,Yiddish",2044,1862
3 November 1938 (France),"English,Russian",2045,1863
11 September 1932 (USA),"English,Russian",2046,1864
26 May 1950 (USA),English,2047,1865
2 October 1937 (USA),English,2048,1866
2 October 1944 (Brazil),English,2049,1867
12 February 1993 (USA),"English,French,Italian",2050,1868
10 October 1997 (USA),"English,German,Mandarin,Tibetan,Hindi",2051,1869
November 1988 (USA),English,2052,1870
10 September 1972 (Sweden),"English,Crow,French",2053,1871
20 June 1980 (USA),English,2054,951
21 December 1979 (USA),English,2055,1872
17 January 1986 (USA),English,2056,1873
20 June 1986 (USA),English,2057,1874
"Apr 17, 1981 Limited",English,2058,1875
21 November 2012 (USA),"English,Tamil,French,Japanese,Hindi,Chinese",2059,1876
25 January 2002 (USA),English,2060,288
23 June 1976 (USA),English,2061,1877
4 March 2005 (USA),English,2062,1878
"Mar 8, 2002 Wide",English,2063,1879
4 August 2000 (USA),English,2064,1480
8 November 1991 (USA),English,2065,1880
17 November 2012 (Japan),English,2066,1881
24 June 1977 (USA),"English,Spanish,French,German",2067,1882
1 November 1985 (USA),"English,Arabic,Spanish",2068,1883
25 September 2015 (USA),English,2069,50
30 October 1992 (USA),English,2070,1884
4 May 2018 (USA),English,2071,1885
23 September 1944 (USA),"English,German",2072,1886
18 February 1938 (USA),English,2073,1887
15 May 1939 (USA),"English,Spanish",2074,1888
21 March 1941 (USA),English,2075,1889
12 January 1940 (USA),English,2076,1744
21 October 1937 (USA),"English,French,Italian",2077,1890
4 March 1994 (USA),English,2078,1891
17 September 1936 (USA),"English,Russian",2079,1892
15 June 1938 (USA),English,2080,1893
8 October 1993 (USA),English,2081,1894
20 June 2003 (USA),"English,Spanish",2082,1895
28 October 1994 (USA),"English,Norwegian,Swedish",2083,1896
2015 (USA),English,2084,258
26 May 2011 (Belarus),English,2085,1897
18 October 2002 (USA),"English,Italian",2086,1898
10 March 2000 (UK),English,2087,1899
9 September 2005 (UK),"English,Italian,German",2088,1900
1 November 2013 (USA),English,2089,1901
27 June 2003 (UK),English,2090,1902
9 November 2012 (Bulgaria),English,2091,1903
9 March 2007 (USA),English,2092,1904
17 October 2014 (USA),"English,German",2093,1905
20 May 2011 (USA),"English,Spanish",2094,1906
17 December 2014 (USA),English,2095,1907
20 October 1939 (USA),English,2096,1908
21 November 2014 (USA),English,2097,1527
28 July 2006 (USA),"English,Spanish",2098,1909
25 December 2008 (USA),"English,Russian,French",2099,1910
25 December 2002 (USA),"English,French",2100,1911
25 December 2008 (USA),"English,Hindi,French",2101,1912
25 June 2004 (USA),English,2102,1913
5 October 2012 (USA),English,2103,834
9 June 1989 (USA),"English,Klingon",2104,1914
28 May 2018 (USA),English,2105,1915
1 June 2015 (USA),English,2106,1916
2016 (USA),English,2107,442
22 July 2016 (USA),English,2108,1496
30 March 1990 (USA),"English,French",2109,1917
29 April 2011 (USA),"English,Portuguese,Spanish,Italian",2110,1918
19 September 1931 (USA),English,2111,1919
11 June 1969 (USA),English,2112,1920
4 April 1959 (USA),"English,Spanish",2113,1921
27 May 1967 (USA),"English,Spanish",2114,1922
November 1975 (USA),English,2115,1923
18 December 1970 (USA),"English,Spanish",2116,1924
20 October 1995 (USA),English,2117,1925
29 July 1970 (USA),"English,Spanish",2118,1926
26 May 1971 (USA),"English,Spanish",2119,1927
8 August 2014 (USA),"English,Japanese",2120,1928
7 March 2014 (USA),English,2121,1929
15 August 2014 (USA),"English,Spanish",2122,1930
7 April 1995 (USA),English,2123,979
18 July 2003 (USA),"English,Spanish",2124,1931
22 May 1996 (USA),"English,French,Czech",2125,1932
26 August 1953 (USA),"English,Spanish",2126,1933
25 December 2008 (USA),"English,German",2127,1934
5 May 2006 (USA),"English,Italian,Mandarin,Cantonese,German,Czech",2128,1935
11 March 1994 (USA),"English,Finnish",2129,1936
7 November 1997 (USA),English,2130,1937
3 August 1929 (USA),English,2131,1938
6 June 1997 (USA),English,2132,1939
25 May 2001 (USA),"English,Japanese,French",2133,1940
3 March 2017 (USA),English,2134,1941
1 August 2008 (USA),"English,Mandarin,Sanskrit",2135,1942
22 March 2002 (USA),"English,Romanian,Czech",2136,1943
19 April 2002 (USA),English,2137,1944
2 April 2004 (USA),"English,Russian",2138,1945
11 July 2008 (USA),English,2139,1946
19 May 2006 (USA),"English,French,Latin,Spanish",2140,1947
27 April 2007 (USA),"English,French,German",2141,1948
7 June 1996 (USA),English,2142,1949
"Jul 14, 2010 Wide","English,Cantonese",2143,1950
30 May 2003 (USA),"English,Russian,Italian",2144,1951
14 February 2008 (USA),"English,Italian,Japanese,Mandarin",2145,1952
22 August 2008 (USA),English,2146,1672
11 October 2002 (USA),"English,French,Mandarin",2147,1953
12 March 2004 (USA),English,2148,1954
21 December 2007 (USA),"English,Italian",2149,1955
11 May 2012 (USA),English,2150,1956
1 July 2009 (USA),English,2151,850
25 December 2010 (USA),English,2152,1957
14 December 1990 (USA),English,2153,1958
8 June 2001 (USA),"English,German",2154,1959
16 September 2005 (USA),"English,Ukrainian,German,Spanish,Russian,French,Arabic,Turkish",2155,1960
8 December 2004 (USA),"English,Esperanto",2156,1961
23 January 2009 (USA),English,2157,1343
13 November 1992 (USA),"English,Romanian,Greek,Bulgarian,Latin",2158,1962
20 January 2012 (USA),"English,Russian",2159,1963
10 December 2004 (USA),"English,Dutch,French,Italian,Mandarin",2160,1964
7 December 2001 (USA),"English,Italian,Cantonese",2161,1965
8 June 2007 (USA),"English,French,Spanish",2162,1966
16 December 2011 (USA),"English,French,Italian,German,Romany",2163,1967
19 January 2007 (USA),English,2164,1968
15 May 2009 (USA),"English,Italian,Latin,French,Swiss German,German,Chinese",2165,1969
16 February 2007 (USA),English,2166,1341
31 October 2008 (USA),English,2167,1970
13 August 2010 (USA),"English,Spanish",2168,1971
6 February 2009 (USA),"English,Russian",2169,1972
2 April 2010 (USA),English,2170,1973
9 September 2009 (USA),English,2171,1974
17 June 1983 (USA),"English,Italian,Spanish",2172,1975
8 June 1984 (USA),"English,Spanish",2173,1976
8 June 1984 (USA),English,2174,1977
16 June 1995 (USA),English,2175,180
20 June 1997 (USA),English,2176,1978
28 June 2006 (USA),"English,German,French",2177,1979
30 March 1988 (USA),English,2178,1980
19 June 1981 (USA),"English,French,Russian",2179,1981
23 June 1989 (USA),"English,French",2180,1982
16 June 1989 (USA),English,2181,1983
"Jan 17, 2014 Wide","English,Dutch",2182,1984
1 November 2013 (USA),English,2183,1901
14 July 1989 (USA),"English,Spanish",2184,1985
11 June 1937 (USA),"English,Italian",2185,1986
17 June 2011 (USA),English,2186,942
9 July 1982 (USA),English,2187,1987
28 May 2010 (USA),English,2188,1988
7 October 2011 (USA),English,2189,326
9 March 2012 (USA),English,2190,735
18 February 2011 (USA),"English,French",2191,1989
14 November 2003 (USA),"English,French,Portuguese",2192,1990
12 October 1946 (Sweden),"English,French,German",2193,1991
26 May 1973 (France),English,2194,1992
15 June 1990 (USA),English,2195,60
19 September 1997 (USA),English,2196,1993
20 June 1941 (USA),English,2197,1994
15 September 1995 (USA),"English,Hungarian,Spanish,French",2198,1995
19 January 2001 (USA),"English,Russian",2199,1996
28 August 1930 (USA),English,2200,1997
26 December 1990 (USA),"English,Italian,German,Latin",2201,1998
2 November 2007 (USA),English,2202,604
6 December 1940 (USA),English,2203,1999
30 September 1938 (USA),"English,Russian",2204,2000
15 October 2003 (USA),English,2205,2001
19 October 2007 (USA),English,2206,1443
29 March 2002 (USA),English,2207,605
20 November 1998 (USA),English,2208,1035
11 February 2005 (USA),English,2209,2002
30 June 1999 (USA),English,2210,912
19 December 2008 (USA),"English,Spanish",2211,2003
15 December 2006 (USA),"English,Cantonese",2212,2004
3 November 2000 (USA),English,2213,2005
27 November 1996 (USA),English,2214,2006
16 November 2012 (USA),English,2215,2007
15 November 1935 (USA),"English,Italian",2216,2008
31 December 1997 (USA),English,2217,2009
17 May 1932 (USA),English,2218,2010
8 April 2005 (USA),English,2219,2011
1 October 1993 (USA),"English,Italian",2220,2012
25 February 1994 (USA),English,2221,2013
20 December 2002 (USA),"English,Irish,Chinese,Latin",2222,2014
11 December 1985 (USA),"English,Arabic",2223,2015
8 December 1989 (USA),English,2224,2016
30 March 1984 (USA),"English,Spanish,French",2225,2017
22 September 1989 (USA),"English,Japanese",2226,2018
7 April 1993 (USA),English,2227,2019
28 September 2001 (USA),"English,Italian,Chinese",2228,2020
29 September 2011 (Germany),English,2229,2021
6 July 2012 (USA),English,2230,2022
12 March 2010 (USA),"English,Arabic",2231,2023
26 September 2008 (USA),English,2232,2024
13 April 2007 (USA),"English,Spanish",2233,2025
28 March 2008 (USA),English,2234,1570
December 1956 (USA),English,2235,640
21 February 1986 (USA),"English,Spanish",2236,2026
"Mar 20, 1998 Wide",English,2237,2027
31 March 2006 (USA),English,2238,854
21 May 1993 (USA),English,2239,2028
"Jul 3, 1987 Wide",English,2240,2029
28 June 1996 (USA),English,2241,2030
24 January 2009 (USA),"Spanish,English",2242,428
16 January 2004 (USA),English,2243,2031
"Oct 27, 2006 Wide","English,Arabic,Spanish,Japanese,Berber languages,French,Russian,Japanese Sign Language",2244,2032
5 October 2001 (USA),"English,Russian,Spanish,Korean",2245,2033
10 January 2003 (USA),English,2246,2034
1 June 1956 (USA),"English,French,Arabic",2247,2035
3 June 2010 (Argentina),"English,Spanish,Portuguese",2248,2036
24 April 1981 (USA),English,2249,2037
23 April 1986 (USA),"English,Spanish",2250,2038
6 June 2003 (Spain),"English,Spanish",2251,2039
1974 (USA),English,2252,2040
3 October 1997 (USA),English,2253,2041
23 January 2009 (USA),English,2254,1343
"Aug 15, 2003 Wide",English,2255,2042
17 November 1995 (USA),"English,French",2256,2043
21 February 1997 (USA),English,2257,628
31 December 1978 (Poland),English,2258,2044
17 October 1986 (USA),"English,Spanish",2259,2045
11 December 1992 (USA),English,2260,533
16 December 1988 (USA),"English,Italian",2261,2046
27 June 1990 (USA),"English,French",2262,2047
5 August 1983 (USA),"English,German",2263,2048
25 December 1981 (USA),English,2264,2049
29 July 1988 (USA),"English,Spanish Sign Language",2265,2050
30 June 1993 (USA),English,2266,2051
13 December 1996 (USA),"English,American Sign Language",2267,2052
22 February 2008 (USA),"English,Spanish",2268,2053
23 September 2005 (USA),"English,French,German,Arabic,Italian,Japanese",2269,2054
3 March 2006 (USA),English,2270,975
7 April 2006 (USA),English,2271,2055
29 February 2008 (USA),English,2272,399
12 October 1972 (USA),English,2273,2056
9 August 2002 (USA),"English,German,Spanish,Russian,Czech",2274,2057
29 April 2005 (USA),English,2275,2058
20 January 2008 (USA),English,2276,1751
2015 (USA),English,2277,258
10 April 2003 (Germany),English,2278,2059
1 September 2006 (UK),English,2279,2060
16 February 2010 (USA),English,2280,2061
7 February 2007 (France),"English,Polish",2281,2062
25 April 2008 (USA),"English,Italian",2282,2063
18 November 2011 (USA),English,2283,2064
4 September 2009 (USA),English,2284,2065
1 June 2002 (USA),English,2285,2066
,English,2286,47
10 September 1975 (France),English,2287,2067
11 July 2001 (USA),English,2288,2068
12 May 2010 (USA),English,2289,2069
3 November 1999 (France),English,2290,2070
17 August 1990 (USA),"English,Spanish",2291,2071
31 May 1996 (USA),English,2292,1677
14 May 2010 (USA),"English,French",2293,2072
30 April 1999 (USA),English,2294,2073
7 July 1995 (USA),English,2295,2074
16 August 1996 (USA),English,2296,2075
24 June 1994 (USA),"English,Spanish",2297,2076
25 December 1997 (USA),English,2298,2077
12 March 1982 (USA),"English,Spanish",2299,2078
21 November 2007 (USA),English,2300,873
"Nov 16, 1976 Wide",English,2301,2079
27 August 2010 (USA),English,2302,2080
21 April 1989 (USA),English,2303,2081
24 March 1995 (USA),English,2304,2082
21 April 1995 (USA),English,2305,2083
9 December 1983 (USA),English,2306,1653
12 October 1936 (Brazil),"English,French",2307,2084
31 March 2000 (UK),English,2308,2085
21 October 1933 (USA),"English,French",2309,2086
"Aug 25, 1995 Wide",English,2310,2087
21 June 2007 (Israel),English,2311,2088
27 September 1941 (USA),"English,French,German",2312,2089
25 December 1995 (USA),English,2313,2090
"Apr 6, 2007 Wide","English,Spanish",2314,2091
3 September 2010 (USA),"English,Spanish,Hungarian",2315,2092
19 January 1996 (USA),"English,Spanish",2316,2093
25 December 1997 (USA),English,2317,2077
12 September 2003 (USA),"English,Spanish",2318,2094
6 December 1996 (USA),"English,German,Italian,Arabic",2319,2095
6 May 2005 (USA),"English,Persian,Spanish,Mandarin,Korean",2320,2096
23 February 2001 (USA),English,2321,800
24 November 1993 (USA),English,2322,1256
14 August 1987 (USA),"English,Russian",2323,2097
22 February 2002 (USA),"English,Spanish",2324,2098
29 September 2006 (USA),English,2325,1047
1 August 2008 (USA),English,2326,278
15 August 2003 (USA),English,2327,2099
"Sep 17, 1999 Wide",English,2328,2100
2 March 1990 (USA),"English,Russian",2329,2101
6 March 1987 (USA),English,2330,2102
9 October 1992 (USA),"English,Italian",2331,2103
6 March 1998 (USA),English,2332,2104
27 July 1990 (USA),English,2333,2105
8 February 1985 (USA),"English,German",2334,2106
5 June 1992 (USA),English,2335,2107
3 August 1994 (USA),English,2336,2108
25 July 1997 (USA),"English,Russian",2337,2109
25 September 1998 (USA),"English,French,Russian",2338,2110
15 November 1991 (USA),English,2339,2111
12 July 2002 (USA),English,2340,1061
17 July 2008 (Greece),English,2341,2112
20 January 1978 (Finland),English,2342,2113
14 June 1972 (USA),English,2343,2114
2008 (USA),English,2344,193
28 April 2006 (USA),"English,Arabic,German",2345,2115
14 June 2002 (USA),"English,Navajo,Japanese",2346,2116
5 September 2008 (USA),"English,Thai",2347,2117
22 December 2000 (USA),"English,Italian",2348,2118
28 October 2005 (USA),English,2349,2119
24 April 2009 (USA),"English,Russian",2350,2120
21 September 2014 (UK),English,2351,2121
23 January 2015 (South Africa),English,2352,2122
10 April 2015 (USA),English,2353,2123
7 February 2003 (USA),English,2354,2124
8 February 2008 (USA),English,2355,2125
10 March 2006 (USA),English,2356,2126
17 July 1998 (USA),English,2357,2127
17 October 2012 (Belgium),English,2358,2128
29 June 2012 (UK),English,2359,2129
29 July 1998 (USA),English,2360,2130
22 November 2013 (USA),"English,Japanese",2361,2131
20 April 2007 (USA),English,2362,2132
10 May 2013 (USA),English,2363,2133
19 October 2007 (USA),English,2364,1443
27 February 1987 (USA),English,2365,385
11 April 2014 (USA),English,2366,1750
23 September 2011 (USA),English,2367,1021
14 January 2000 (USA),English,2368,53
22 December 2000 (USA),"English,Russian,French,Hawaiian,Spanish",2369,2134
17 December 2010 (USA),English,2370,807
1 October 2010 (USA),"English,French",2371,2135
19 June 2009 (USA),English,2372,1788
22 February 2013 (USA),"English,Spanish",2373,2136
26 September 2003 (USA),"English,Portuguese",2374,2137
2 April 2004 (USA),English,2375,2138
24 November 2010 (USA),English,2376,795
24 October 2003 (USA),English,2377,2139
11 May 1984 (USA),English,2378,483
30 September 2005 (USA),English,2379,2140
28 April 2000 (USA),English,2380,2141
15 February 1980 (USA),English,2381,2142
1 June 1971 (France),English,2382,2143
6 February 1970 (Norway),English,2383,2144
17 November 1933 (USA),English,2384,2145
10 October 1980 (USA),English,2385,1536
"Nov 30, 1990 Wide",English,2386,2146
6 June 1942 (USA),English,2387,2147
14 October 1973 (USA),"English,Italian",2388,2148
"Mar 5, 1999 Wide",English,2389,2149
18 October 1996 (USA),English,2390,2150
10 November 2000 (USA),English,2391,2151
21 December 1968 (Italy),"English,Spanish,Italian",2392,2152
22 November 1991 (USA),English,2393,967
20 June 1974 (USA),"English,Cantonese,Spanish",2394,2153
27 November 1976 (USA),English,2395,2154
