ReviewCount,Description,original_index,unique_index
"460 user,161 critic",Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the 'Ship of Death' in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.,1294,1287
"174 user,94 critic","When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",1295,1288
"200 user,270 critic",A defense attorney has a crisis of conscience when he represents a wealthy client who has a foolproof plan to beat the system.,1296,1289
"143 user,94 critic","In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",1297,1290
"197 user,211 critic",The story of Jackie Robinson from his signing with the Brooklyn Dodgers organization in 1945 to his historic 1947 rookie season when he broke the color barrier in Major League Baseball.,1298,1291
"394 user,154 critic",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,1299,1292
"139 user,118 critic","This is the true story of Vince Papale, who became a member of the Philadelphia Eagles football team as a 30-year-old in an open tryout. He is the oldest rookie to make an NFL team (excluding kickers) who never played college ball.",1300,1293
"405 user,259 critic","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",1301,1294
"118 user,85 critic","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",1302,1295
"151 user,30 critic","Since he was a little boy, Rudy Ruttinger (Sean Astin) has idolized the University of Notre Dame and its football team. However, he is a small boy who will inevitably grow up to be a small man. Not only that, but he is not an outstanding student or even a particularly good athlete. His blue-collar family is convinced that he is only asking for heartache by aspiring so far beyond his abilities. For a while Rudy grudgingly accepts this assessment and goes to work in the local steel mill. His dream,just won't die, and he eventually wins admission to the college of his dreams, In his junior year he tries out for the football team, but is able only to serve as a live tackle-dummy. Bruised and battered though he is, he is proud to have any connection with his team. By his senior year, the team has grown so fond of the boy that on the day of the final game, every member shows up at the coach's office and offers to give up his place on the squad in order to give Rudy one chance to suit up as a team member. The coach, moved and impressed, allows Rudy to suit up and lead the team to the benches. Then, once victory is assured, he lets Rudy participate in the final scrimmage of the game. Rudy acquits himself well, and his loving friends hoist him onto their shoulders and carry him off the field. This 'men's weepie' is based on the true story of Rudy Ruttinger.",1303,1296
"206 user,127 critic",Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,1304,1297
"287 user,127 critic","Miracle tells the true story of Herb Brooks (Russell), the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.",1305,1298
"44 user,85 critic","Finding Forrester star Rob Brown steps into the cleats of Heisman Trophy-winning gridiron giant Ernie Davis in director Gary Fleder's inspirational sports docudrama. As a young boy reared not far from the northern Pennsylvania state line, Davis dreamed of blasting through the end zone and scoring a triumphant touchdown while fans rose to their feet and cheered. When Davis later became a star running back for the Syracuse Orangemen, his dreams were finally on the way to becoming a reality. Under,the wing of coach Ben Schwartzwalder (Dennis Quaid), it seemed as if there is nothing that could stop Davis from entering into the annals of sports history; even during an era in which the civil rights movement was just gaining momentum, this fledgling gridiron giant never once doubted his ability to rise to the top. When Davis was diagnosed with leukemia shortly after being drafted into the NFL, however, his will to survive soon eclipsed his dreams of success. ~ Jason Buchanan, Rovi",1306,1299
"108 user,42 critic",A detective investigating a series of murders becomes involved with a woman who may be the culprit.,1307,1300
"30 user,9 critic","Bobby Deerfield, a famous American race car driver on the European circuit, falls in love with the enigmatic Lillian Morelli, who is terminally ill.",1308,1301
"22 user,11 critic","It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's ...",1309,1302
"7 user,3 critic",Two symbiotic sociopaths play obscurely deviant mind games with each other while engaging in perversely brutal acts of violence against victims apparently chosen at random.,1310,1303
"14 user,7 critic","Harry and Jake, two unsuccessful writers, spend a cathartic evening arguing about money, aesthetics, their friendship, and Harry's new manuscript.",1311,1304
"70 user,24 critic","Terrence McNally's stage play Frankie and Johnny in the Clair de Lune was a two-character piece, which starred Kathy Bates and F. Murray Abraham on Broadway. Garry Marshall's film version of the McNally play streamlines the title to Frankie and Johnny, expands the dramatis personae to include at least a dozen fascinating characters, and 'glamorizes' the decidedly unglamorous Frankie and Johnny in the forms of Michelle Pfeiffer and Al Pacino (their first co-starring stint since Scarface). Purists,carped at the changes, but overall the film is likeable enough to transcend these carps. While serving an 18-month sentence on a forgery charge, Johnny (Al Pacino) discovers the joys of cooking and classical literature. Upon his release, he is hired by gruff but good-hearted New York diner owner Nick (played by Garry Marshall 'regular' Hector Elizondo). Also working for Nick is a waitress named Frankie (Michelle Pfeiffer). When Johnny expresses interest in Frankie, she keeps him at arm's length, her mistrust of men stemming from an unmentioned but obviously traumatic experience in her past. Eventually, however, Frankie and Johnny do get together, their curious relationship setting the stage for a dramatic denouement wherein both lovers bare their souls. The bulk of the original McNally play is concentrated in the film's final 20 minutes; the rest of the picture is a kaleidoscope of comic and poignant vignettes and quick-sketch character studies. Of the newly minted characters, the standout is Nathan Lane in the traditional 'gay best friend/severest critic' role: he plays the character so effectively that one forgets he's essentially a cliché. As for the stars, Al Pacino is ideally cast as Johnny, but Michelle Pfeiffer, superb though she is, seems a bit ill at ease as the emotionally tattered Frankie; she totally wins the audience's hearts, however, in the film's memorable bowling-alley sequence. Smoothing over the rough spots in Frankie and Johnny is the evocative musical score by Marvin Hamlisch.",1312,1305
