Filming Locations,original_index,unique_index
"King City Secondary School, King City, Ontario, Canada",1876,1049
"Garrison, New York, USA",1877,1050
"Bell's Amusement Park - 3901 E. 21st Street, Tulsa, Oklahoma, USA",1878,1051
"Sapulpa, Oklahoma, USA",1879,1052
Argentina,1880,860
,1881,3
"Hamakua Coast, Hawaii, USA",1882,552
"Blue Island, Illinois, USA",1883,1053
"Columbia University - Broadway & 116th Street, Manhattan, New York City, New York, USA",1884,590
"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",1885,646
USA,1886,21
"Berlin, Germany",1887,12
"Huntington Beach, California, USA",1888,873
"Clifton, Arizona, USA",1889,1054
"Broadway & 20th Street, Chelsea, Manhattan, New York City, New York, USA",1890,1055
"Queensland, Australia",1891,1056
"Coalhouse Fort, East Tilbury, Essex, England, UK",1892,1057
"Canton, Mississippi, USA",1893,1058
"Boston, Massachusetts, USA",1894,174
"Baja California, Mexico",1895,1059
"England, UK",1896,45
"Martha's Vineyard, Massachusetts, USA",1897,1060
"Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA",1898,475
"Plainview, Nebraska, USA",1899,1061
"Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA",1900,475
"Alpena Airport, Alpena, Michigan, USA",1901,1062
"105 Freeway, Los Angeles, California, USA",1902,1063
"Champs Elysées, Paris 8, Paris, France",1903,1064
"Beach Road, Parnell, Auckland, New Zealand",1904,1065
"Front Sight Resorts, Nevada, USA",1905,1066
"Fremont, Wisconsin, USA",1906,1067
,1907,3
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1908,54
"Santa Catalina Island, Channel Islands, California, USA",1909,1068
"Los Angeles, California, USA",1910,10
"Minneapolis, Minnesota, USA",1911,1069
"Stage 32, Paramount Pictures - 5555 Melrose Ave. Los Angeles, California, USA",1912,1070
"Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1913,1071
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1914,271
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1915,271
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1916,271
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1917,271
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1918,271
"Busch Gardens - S. Grove Avenue, Pasadena, California, USA",1919,1072
"Austin, Texas, USA",1920,203
"La Conner, Washington, USA",1921,1073
"Angra dos Reis, Rio de Janeiro, Brazil",1922,1074
"Delux Productions, Contern, Luxembourg",1923,1075
"Lockhart, Texas, USA",1924,1028
"Clementsport, Nova Scotia, Canada",1925,1076
"Cloquet, Minnesota, USA",1926,1077
"Cinespace Film Studios, Toronto, Ontario, Canada",1927,835
"Dumont Dunes, California, USA",1928,1078
"Fort De Soto Park - 3500 Pinellas Bayway S., Tierra Verde, Florida, USA",1929,1079
"Los Angeles, California, USA",1930,10
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1931,271
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1932,271
"Benedict Castle, Riverside, California, USA",1933,1080
"Little Europe, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1934,1081
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1935,271
"Bayou, Louisiana, USA",1936,1082
"6th Street Bridge, Los Angeles, California, USA",1937,407
"Wilmington, North Carolina, USA",1938,249
,1939,3
"Jacksonville, Florida, USA",1940,1006
"Louisiana State University - Highland Road & Dalrymple Drive, Baton Rouge, Louisiana, USA",1941,1083
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1942,271
"Mokrice Castle, Catez ob Savi, Slovenia",1943,1084
Israel,1944,1085
"Chicago, Illinois, USA",1945,230
Italy,1946,1086
"Loch Morar, Highland, Scotland, UK",1947,1087
"Mingo Junction, Ohio, USA",1948,1088
"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",1949,362
"Agoura Hills, California, USA",1950,245
"Court Street, Hoboken, New Jersey, USA",1951,1089
"Alamo Square, Hayes Valley, San Francisco, California, USA",1952,1090
"1470 Pine Street, San Francisco, California, USA",1953,1091
"1501 Leavenworth Street, San Francisco, California, USA",1954,1092
"Bavispe, Sonora, Mexico",1955,718
"Santa Clarita, California, USA",1956,26
"Sedona, Arizona, USA",1957,498
"Dona Ana, New Mexico, USA",1958,1093
"Alabama Hills, Lone Pine, California, USA",1959,127
"Yuma, Arizona, USA",1960,95
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1961,54
"New Mexico, USA",1962,965
,1963,3
"Paris, France",1964,277
"New Orleans, Louisiana, USA",1965,48
India,1966,1094
"Charlotte Coliseum - 100 Paul Buck Boulevard, Charlotte, North Carolina, USA",1967,1095
"Cabrillo National Monument, Point Loma, San Diego, California, USA",1968,1096
"Boston, Massachusetts, USA",1969,174
"Holmesburg Prison - 8215 Torresdale Avenue, Philadelphia, Pennsylvania, USA",1970,243
"Boca Grande, Florida, USA",1971,1097
"Bronx, New York City, New York, USA",1972,315
"Villa Adriana, Tivoli, Rome, Lazio, Italy",1973,1098
"Los Angeles, California, USA",1974,10
,1975,3
"Santa Clarita, California, USA",1976,26
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1977,54
"2045 N. Hibiscus Drive, North Miami, Florida, USA",1978,1099
"Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",1979,1100
"California, USA",1980,27
"West Side Tennis Club - 1 Tennis Place, Forest Hills, Queens, New York City, New York, USA",1981,1101
"CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA",1982,1102
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1983,271
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1984,54
"Downtown, Los Angeles, California, USA",1985,94
"California, USA",1986,27
"Tower of London, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1987,1103
"All Saint's Episcopal Church - 132 N. Euclid Avenue, Pasadena, California, USA",1988,1104
"Guyancourt, Yvelines, France",1989,1105
"Municipal Stadium - 1085 W. Third Street, Cleveland, Ohio, USA",1990,1106
"Jasper National Park, Alberta, Canada",1991,1107
"Santa Clarita, California, USA",1992,26
"Aquarius Theater - 6230 Sunset Blvd., Hollywood, Los Angeles, California, USA",1993,272
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1994,271
"Berlin, Germany",1995,12
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",1996,58
"Faro di Carena, Capri Island, Italy",1997,1108
"Honolulu, O'ahu, Hawaii, USA",1998,1109
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",1999,58
"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",2000,70
"Beverly Hills, California, USA",2001,110
"2720 Winona Avenue, Burbank, California, USA",2002,1110
"Silver Lake, June Lake Loop, California, USA",2003,1111
"California, USA",2004,27
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",2005,58
"Darien, Connecticut, USA",2006,1112
French Polynesia,2007,1113
"The Grand Councourse, The Bronx, New York City, New York, USA",2008,1114
Czech Republic,2009,305
"Miami, Florida, USA",2010,354
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2011,271
"City Park, New Orleans, Louisiana, USA",2012,1115
"Queens, New York City, New York, USA",2013,1116
"Gorky Street, Moscow, Russia",2014,1117
"Loblaws Warehouse, Toronto, Ontario, Canada",2015,1118
"Bush Street, San Francisco, California, USA",2016,1119
"Brooks Ranch, Jamestown, California, USA",2017,1120
"Santa Catalina Island, Channel Islands, California, USA",2018,1068
"Stage 28, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",2019,470
"Key West, Florida Keys, Florida, USA",2020,1121
"Stage 10, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",2021,1122
"Santa Clarita, California, USA",2022,26
"399 Park Avenue, Manhattan, New York City, New York, USA",2023,1123
"167 East 71st Street, Manhattan, New York City, New York, USA",2024,1124
"Hôtel du Cap, Antibes, Alpes-Maritimes, France",2025,1125
"Viale del Policlinico, Rome, Lazio, Italy",2026,1126
"Château de Vitry, Gambais, Yvelines, France",2027,1127
"Champs Elysées, Paris 8, Paris, France",2028,1064
"5 St. Luke's Place, Manhattan, New York City, New York, USA",2029,1128
"Paris, France",2030,277
"24 Rue Censier, Paris, France",2031,1129
"Santa Anita Ave in Arcadia, California, USA",2032,1130
"242 West 45th Street, Manhattan, New York City, New York, USA",2033,1131
"New York County Courthouse - 60 Centre Street, New York City, New York, USA",2034,1132
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",2035,56
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2036,54
"Big Sur, California, USA",2037,1133
"Inverness, Highland, Scotland, UK",2038,1134
"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",2039,1135
"Sing Sing Penitentiary - 354 Hunter Street, Ossining, New York, USA",2040,1136
"Munich, Bavaria, Germany",2041,971
"Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA",2042,1137
"La Antigua, Veracruz, Mexico",2043,1138
"Church of the Angels - 1100 Avenue 64, Pasadena, California, USA",2044,1139
"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",2045,70
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2046,54
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2047,54
"Goff Island, Laguna Beach, California, USA",2048,1140
"Lakeside Country Club - 4500 W. Lakeside Drive, Toluca Lake, Los Angeles, California, USA",2049,1141
"344 Fremont St, Woodstock, Illinois, USA",2050,1142
"Campbell River, British Columbia, Canada",2051,1143
Namibia,2052,910
"Kayenta, Arizona, USA",2053,82
"Columbus, Ohio, USA",2054,1144
"Santa Clarita, California, USA",2055,26
"Cathedral Provincial Park, British Columbia, Canada",2056,1145
"New York City, New York, USA",2057,9
"Durango, Mexico",2058,167
"Montréal, Québec, Canada",2059,46
"Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",2060,145
"Dallas, Texas, USA",2061,1146
"Bangour Village Hospital, Dechmont, West Lothian, Scotland, UK",2062,1147
"Albany, New York, USA",2063,36
"Los Angeles, California, USA",2064,10
"New York City, New York, USA",2065,9
"Budapest, Hungary",2066,17
"66 Avenue Foch, Paris 16, Paris, France",2067,1148
"217 Figueroa Street, Los Angeles, California, USA",2068,1149
"Val Senales, Trentino-Alto Adige, Italy",2069,1150
"El Dorado Street, Stockton, California, USA",2070,1151
"Shepperton Studios, Shepperton, Surrey, England, UK",2071,32
"Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",2072,1152
"Arthur Ranch, Malibu, California, USA",2073,1153
"North Hollywood, Los Angeles, California, USA",2074,60
"Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA",2075,1154
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2076,54
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",2077,68
"Bensonhurst, Brooklyn, New York City, New York, USA",2078,1155
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2079,271
,2080,3
"Gettysburg, Pennsylvania, USA",2081,1156
"Universal City, California, USA",2082,1157
"Ballroom, Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA",2083,202
"Cave Creek, Arizona, USA",2084,1158
"Baton Rouge, Louisiana, USA",2085,229
"McGill University, Montréal, Québec, Canada",2086,1159
"Urban Road, Hexthorpe, Doncaster, England, UK",2087,1160
"Bank Underground Station, London, England, UK",2088,1161
"Connecticut, USA",2089,621
"Churchill College, Cambridge University, Cambridge, Cambridgeshire, England, UK",2090,1162
"Québec, Canada",2091,1163
"Montréal, Québec, Canada",2092,46
"London, England, UK",2093,22
"Knole, Sevenoaks, Kent, England, UK",2094,1164
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2095,357
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2096,54
"Atlanta, Georgia, USA",2097,154
"Mansion Nightclub - Washington Avenue, South Beach, Miami Beach, Florida, USA",2098,1165
"Burbank, California, USA",2099,49
"2186 East Crary Street, Altadena, California, USA",2100,1166
India,2101,1094
"Cypress Gardens - 3030 Cypress Gardens Road, Moncks Corner, South Carolina, USA",2102,1167
"Baton Rouge, Louisiana, USA",2103,229
"Alabama Hills, Lone Pine, California, USA",2104,127
,2105,3
,2106,3
Arctic Ocean,2107,1168
"Vancouver, British Columbia, Canada",2108,47
USA,2109,21
"Rice, California, USA",2110,1169
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",2111,58
"Bishop, California, USA",2112,1170
"Tucson, Arizona, USA",2113,168
"Durango, Mexico",2114,167
"Smith Rock State Park, Oregon, USA",2115,1171
"Tucson, Arizona, USA",2116,168
"The Vista Theatre - 4473 Sunset Drive, Los Angeles, California, USA",2117,474
"Century Ranch, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",2118,1172
"Rancho Marley, Durango, Mexico",2119,1173
"New York City, New York, USA",2120,9
"New Boyana Film Studios, Sofia, Bulgaria",2121,970
"New Boyana Film Studios, Sofia, Bulgaria",2122,970
"Anastasia Avenue, Coral Gables, Florida, USA",2123,1174
"Amsterdam, Noord-Holland, Netherlands",2124,366
"Old Town Square, Old Town, Prague, Czech Republic",2125,1175
"Westminster Presbyterian Church - 1757 North Lake Avenue, Pasadena, California, USA",2126,1176
"Beelitz-Heilstätten, Beelitz, Brandenburg, Germany",2127,1177
"Palm Springs, California, USA",2128,1178
"Chicago, Illinois, USA",2129,230
"The Henman House - 33583 Mulholland Highway, Malibu, California, USA",2130,1179
"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",2131,395
"Utah, USA",2132,350
"Santa Clarita, California, USA",2133,26
,2134,3
"Beijing, China",2135,843
"Barrandov Studios, Prague, Czech Republic",2136,477
"June Lake, California, USA",2137,1180
"Barrandov Studios, Prague, Czech Republic",2138,477
Hungary,2139,222
"Rue Saint-Georges, Paris 9, Paris, France",2140,1181
"Big Bear Valley, San Bernardino National Forest, California, USA",2141,1182
"Alcatraz Island, San Francisco Bay, California, USA",2142,1183
USA,2143,21
"Long Beach, California, USA",2144,23
"Ann Arbor, Michigan, USA",2145,351
"Cité du Cinéma, Montréal, Québec, Canada",2146,601
"Los Angeles, California, USA",2147,10
"Bromont Sur Le Lac, Québec, Canada",2148,1184
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2149,357
"Black Park, Iver Heath, Buckinghamshire, England, UK",2150,1185
"Indiana Dunes State Park, Chesterton, Indiana, USA",2151,1186
"Halton House, Halton, Wendover, Buckinghamshire, England, UK",2152,1187
"Dade City, Florida, USA",2153,1188
"Santa Clarita, California, USA",2154,26
"Cape Town, Western Cape, South Africa",2155,972
"Intersection of Granville and West Georgia Street, Vancouver, British Columbia, Canada",2156,1189
"Auckland, New Zealand",2157,1190
"Culver City, California, USA",2158,278
"Simon Fraser University, Burnaby, British Columbia, Canada",2159,1191
"Phyllis Morris - 8772 Beverly Blvd, West Hollywood, California, USA",2160,1192
"495 North Milwaukee Avenue, Chicago, Illinois, USA",2161,1193
"Moorgate, London, England, UK",2162,1194
"Richmond Park, Richmond, Surrey, England, UK",2163,1195
,2164,3
"UCLA, Westwood, Los Angeles, California, USA",2165,71
"Bacchus Marsh, Victoria, Australia",2166,1196
"All Saint's Episcopal Church - 132 N. Euclid Avenue, Pasadena, California, USA",2167,1104
"Fort McComb, Louisiana, USA",2168,1197
"Portland, Oregon, USA",2169,24
"Canary Islands, Spain",2170,1198
"Attitude Studios, Luxembourg, Luxembourg",2171,1199
"Glen Canyon, Arizona, USA",2172,1200
"Universal City, California, USA",2173,1157
"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",2174,362
"Los Angeles City Fire Station 6, 534 E. Edgeware Road, Los Angeles, California, USA",2175,1201
"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2176,301
"Cnr Auckland & King Streets Newcastle, NSW, Australia",2177,1202
"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",2178,209
"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2179,98
"Acton Lane Power Station, Acton Lane, Acton, London, England, UK",2180,845
"Val's Restaurant, 10130 Riverside Drive, Toluca Lake, California, USA",2181,1203
,2182,3
,2183,3
Mexico,2184,425
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2185,54
"San Diego, California, USA",2186,1204
"1150 S Olive St, Los Angeles, California, USA",2187,1205
"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2188,98
Yankee Air Museum,2189,1206
"Moab, Utah, USA",2190,179
"Beaver Falls, Pennsylvania, USA",2191,1207
