ReviewCount,original_index,unique_index
"1,282 user,646 critic",2759,2444
"371 user,311 critic",2760,2445
"303 user,204 critic",2761,2446
"68 user,92 critic",2762,2447
"39 user,15 critic",2763,2448
"27 user,22 critic",2764,2306
"45 user,84 critic",2765,2449
"31 user,14 critic",2766,1430
"11 user,8 critic",2767,2450
"145 user,62 critic",2768,2451
"5 user,4 critic",2769,45
"12 user,1 critic",2770,2452
"1 user,4 critic",2771,672
"4 user,3 critic",2772,27
"31 user,9 critic",2773,155
"42 user,25 critic",2774,2453
"42 user,16 critic",2775,2187
"161 user,40 critic",2776,2454
"17 user,1 critic",2777,2455
"39 user,10 critic",2778,2456
"153 user,56 critic",2779,2457
"951 user,278 critic",2780,2458
"176 user,60 critic",2781,2459
"299 user,73 critic",2782,2460
"1,045 user,128 critic",2783,2461
"234 user,54 critic",2784,2462
"66 user,51 critic",2785,2463
"46 user,28 critic",2786,2464
"60 user,37 critic",2787,512
"217 user,134 critic",2788,2465
"41 user,32 critic",2789,2466
"53 user,42 critic",2790,2467
"175 user,62 critic",2791,2468
"5 user,2 critic",2792,230
"35 user,6 critic",2793,2469
"3 user,2 critic",2794,972
3 user,2795,46
6 user,2796,372
"22 user,16 critic",2797,2470
"73 user,49 critic",2798,2471
"17 user,5 critic",2799,2472
"28 user,11 critic",2800,1702
"35 user,45 critic",2801,329
"156 user,163 critic",2802,2473
"50 user,48 critic",2803,2474
"98 user,42 critic",2804,2475
"1 user,1 critic",2805,717
"111 user,31 critic",2806,2476
"402 user,98 critic",2807,2477
"5 user,1 critic",2808,696
"102 user,51 critic",2809,2478
"181 user,45 critic",2810,2479
"13 user,28 critic",2811,2480
"130 user,44 critic",2812,2481
"126 user,49 critic",2813,2482
"355 user,116 critic",2814,2483
"33 user,25 critic",2815,2484
"238 user,83 critic",2816,2485
"172 user,171 critic",2817,2486
"251 user,138 critic",2818,2487
"25 user,14 critic",2819,2488
"13 user,8 critic",2820,2489
"44 user,24 critic",2821,2490
"8 user,6 critic",2822,937
"12 user,1 critic",2823,2452
"41 user,9 critic",2824,2491
"136 user,67 critic",2825,2492
,2826,29
"199 user,121 critic",2827,2493
"2 user,14 critic",2828,1536
"83 user,31 critic",2829,2494
"372 user,129 critic",2830,2495
"102 user,76 critic",2831,2496
"115 user,41 critic",2832,2497
"238 user,78 critic",2833,2498
"143 user,44 critic",2834,2499
"979 user,203 critic",2835,2500
"323 user,165 critic",2836,2501
"143 user,125 critic",2837,2502
"175 user,193 critic",2838,2503
"152 user,67 critic",2839,2504
"223 user,114 critic",2840,2505
"119 user,56 critic",2841,2506
"317 user,119 critic",2842,2507
"129 user,46 critic",2843,2508
"175 user,55 critic",2844,2509
"420 user,130 critic",2845,2510
"245 user,82 critic",2846,2511
"201 user,103 critic",2847,2512
"8 user,1 critic",2848,75
"204 user,230 critic",2849,2513
"44 user,26 critic",2850,2514
"82 user,55 critic",2851,2515
"46 user,33 critic",2852,529
"23 user,7 critic",2853,2516
"45 user,20 critic",2854,2517
"8 user,16 critic",2855,1348
"90 user,13 critic",2856,2518
"19 user,13 critic",2857,2519
"112 user,30 critic",2858,2520
"15 user,2 critic",2859,1359
"60 user,17 critic",2860,2211
"272 user,153 critic",2861,2521
"21 user,7 critic",2862,2522
"4 user,1 critic",2863,9
"55 user,35 critic",2864,2523
"30 user,6 critic",2865,2524
"673 user,221 critic",2866,2525
"49 user,18 critic",2867,2526
"137 user,42 critic",2868,2527
"89 user,36 critic",2869,2528
"99 user,36 critic",2870,2529
"89 user,53 critic",2871,2530
"37 user,20 critic",2872,2531
"61 user,21 critic",2873,2532
"177 user,40 critic",2874,2533
"52 user,18 critic",2875,2534
"59 user,38 critic",2876,2535
"83 user,47 critic",2877,2536
"33 user,4 critic",2878,2537
"27 user,18 critic",2879,2538
"21 user,1 critic",2880,66
"44 user,92 critic",2881,2539
"47 user,37 critic",2882,2540
"27 user,45 critic",2883,2541
"193 user,65 critic",2884,2542
"107 user,53 critic",2885,2543
"182 user,123 critic",2886,2544
"36 user,2 critic",2887,2545
"18 user,2 critic",2888,2546
"44 user,20 critic",2889,2547
"36 user,22 critic",2890,2548
"5 user,2 critic",2891,230
"6 user,4 critic",2892,2549
"1 user,3 critic",2893,673
"76 user,64 critic",2894,2550
"320 user,319 critic",2895,2551
"223 user,237 critic",2896,2552
"196 user,221 critic",2897,2553
"97 user,37 critic",2898,2554
"63 user,16 critic",2899,2555
"58 user,17 critic",2900,521
"25 user,6 critic",2901,2556
"172 user,90 critic",2902,2557
"209 user,189 critic",2903,2558
"97 user,7 critic",2904,2559
"21 user,24 critic",2905,2560
"22 user,2 critic",2906,2561
"6 user,1 critic",2907,73
"37 user,5 critic",2908,2562
"516 user,62 critic",2909,2563
"12 user,10 critic",2910,2564
"44 user,54 critic",2911,2565
"82 user,76 critic",2912,2566
"185 user,62 critic",2913,2567
"84 user,101 critic",2914,2568
"101 user,53 critic",2915,2569
"35 user,8 critic",2916,2570
"95 user,29 critic",2917,2571
"46 user,11 critic",2918,2572
"28 user,34 critic",2919,2573
"282 user,124 critic",2920,2574
"62 user,62 critic",2921,2575
"94 user,31 critic",2922,2576
"78 user,34 critic",2923,2577
"74 user,24 critic",2924,2432
"98 user,41 critic",2925,2578
"256 user,67 critic",2926,2579
"16 user,12 critic",2927,2231
"3 user,2 critic",2928,972
1 critic,2929,741
"1 user,1 critic",2930,717
"4 user,1 critic",2931,9
"1 user,3 critic",2932,673
,2933,29
"12 user,1 critic",2934,2452
"12 user,8 critic",2935,1465
,2936,29
"29 user,13 critic",2937,516
"36 user,16 critic",2938,1384
4 user,2939,437
"8 user,1 critic",2940,75
"20 user,3 critic",2941,2580
"1 user,2 critic",2942,48
"397 user,102 critic",2943,2581
"87 user,29 critic",2944,2582
"34 user,3 critic",2945,2583
"15 user,1 critic",2946,2584
"4 user,3 critic",2947,27
1 critic,2948,741
"3 user,3 critic",2949,2585
"4 user,1 critic",2950,9
"3 user,3 critic",2951,2585
"1 user,1 critic",2952,717
"10 user,17 critic",2953,2586
,2954,29
1 critic,2955,741
2 user,2956,267
"10 user,2 critic",2957,2587
,2958,29
"3 user,2 critic",2959,972
1 user,2960,185
4 critic,2961,2588
7 user,2962,568
"12 user,5 critic",2963,436
"108 user,75 critic",2964,2589
"4 user,5 critic",2965,2590
"32 user,8 critic",2966,2591
"1 user,5 critic",2967,193
"2 user,2 critic",2968,586
"2 user,1 critic",2969,524
"19 user,6 critic",2970,2592
"3 user,17 critic",2971,2593
6 critic,2972,2594
,2973,29
4 user,2974,437
,2975,29
"2 user,7 critic",2976,448
"14 user,6 critic",2977,2595
"11 user,6 critic",2978,2596
"1 user,6 critic",2979,1457
"7 user,2 critic",2980,2597
"2 user,9 critic",2981,306
"199 user,146 critic",2982,2598
"326 user,208 critic",2983,2599
3 user,2984,46
"4 user,29 critic",2985,2600
"29 user,72 critic",2986,2601
"6 user,6 critic",2987,2602
"1 user,5 critic",2988,193
,2989,29
"220 user,99 critic",2990,2603
2 user,2991,267
"28 user,42 critic",2992,2604
"16 user,2 critic",2993,2605
"6 user,3 critic",2994,704
"180 user,101 critic",2995,2606
"9 user,4 critic",2996,638
"9 user,3 critic",2997,445
"63 user,113 critic",2998,2607
,2999,29
,3000,29
"99 user,117 critic",3001,2608
"978 user,181 critic",3002,2609
"48 user,35 critic",3003,2610
"29 user,25 critic",3004,2611
"68 user,35 critic",3005,2612
"11 user,5 critic",3006,574
2 critic,3007,962
,3008,29
"1 user,3 critic",3009,673
"24 user,11 critic",3010,2613
"79 user,53 critic",3011,2614
"4 user,4 critic",3012,1534
"14 user,5 critic",3013,376
,3014,29
"11 user,11 critic",3015,594
"21 user,2 critic",3016,2615
"1 user,1 critic",3017,717
"14 user,8 critic",3018,723
"19 user,2 critic",3019,2616
"6 user,4 critic",3020,2549
"18 user,3 critic",3021,428
"2 user,1 critic",3022,524
"16 user,3 critic",3023,2158
"26 user,10 critic",3024,2617
"82 user,44 critic",3025,1712
"52 user,19 critic",3026,2618
"20 user,4 critic",3027,2619
"25 user,8 critic",3028,2620
"39 user,16 critic",3029,2621
"43 user,21 critic",3030,2178
"33 user,9 critic",3031,2622
"20 user,7 critic",3032,2623
"29 user,8 critic",3033,2624
"21 user,5 critic",3034,2625
"61 user,32 critic",3035,2626
"70 user,44 critic",3036,2627
"33 user,18 critic",3037,2628
"53 user,43 critic",3038,2629
"30 user,22 critic",3039,2630
"49 user,25 critic",3040,2631
"9 user,3 critic",3041,445
"3 user,5 critic",3042,2266
"10 user,3 critic",3043,2632
"27 user,3 critic",3044,2633
"5 user,1 critic",3045,696
"2 user,7 critic",3046,448
"1,349 user,274 critic",3047,2634
"45 user,25 critic",3048,154
"61 user,32 critic",3049,2626
"50 user,27 critic",3050,423
"5 user,10 critic",3051,49
"2 user,1 critic",3052,524
"31 user,44 critic",3053,2635
"37 user,22 critic",3054,2636
"5 user,3 critic",3055,519
1 user,3056,185
3 user,3057,46
1 user,3058,185
,3059,29
,3060,29
,3061,29
"32 user,12 critic",3062,2637
"28 user,6 critic",3063,2638
8 user,3064,1456
"9 user,5 critic",3065,2639
"28 user,5 critic",3066,2640
"5 user,1 critic",3067,696
"14 user,3 critic",3068,2641
"5 user,2 critic",3069,230
5 user,3070,670
"18 user,5 critic",3071,1622
"8 user,3 critic",3072,425
"16 user,4 critic",3073,691
"7 user,5 critic",3074,422
"51 user,22 critic",3075,2642
"15 user,17 critic",3076,2643
"8 user,2 critic",3077,2644
"23 user,10 critic",3078,2395
"14 user,14 critic",3079,2645
"34 user,22 critic",3080,2646
3 user,3081,46
"36 user,15 critic",3082,934
"13 user,12 critic",3083,84
"22 user,10 critic",3084,2647
"23 user,11 critic",3085,469
4 user,3086,437
"26 user,12 critic",3087,70
"59 user,27 critic",3088,2648
"18 user,9 critic",3089,652
"19 user,6 critic",3090,2592
"35 user,10 critic",3091,2649
"22 user,10 critic",3092,2647
,3093,29
"12 user,9 critic",3094,2650
"114 user,34 critic",3095,2651
"44 user,8 critic",3096,2652
"8 user,4 critic",3097,1493
"29 user,3 critic",3098,2653
"30 user,14 critic",3099,89
"6 user,1 critic",3100,73
"227 user,153 critic",3101,2654
4 user,3102,437
"1 user,2 critic",3103,48
"12 user,3 critic",3104,261
"11 user,2 critic",3105,492
"104 user,33 critic",3106,2655
"20 user,25 critic",3107,2656
"118 user,17 critic",3108,2657
"10 user,3 critic",3109,2632
"66 user,15 critic",3110,2658
"41 user,13 critic",3111,2659
"81 user,14 critic",3112,2660
"44 user,21 critic",3113,2661
"125 user,30 critic",3114,2662
"76 user,34 critic",3115,2663
"44 user,9 critic",3116,2664
"35 user,26 critic",3117,482
"47 user,20 critic",3118,1528
"48 user,38 critic",3119,2665
"52 user,29 critic",3120,2666
"39 user,7 critic",3121,2667
"53 user,18 critic",3122,2668
"41 user,7 critic",3123,2669
"563 user,342 critic",3124,2670
"507 user,509 critic",3125,2671
"868 user,465 critic",3126,2672
"478 user,445 critic",3127,2673
"169 user,260 critic",3128,2674
"31 user,24 critic",3129,2675
"402 user,312 critic",3130,2676
"476 user,469 critic",3131,2677
"613 user,62 critic",3132,2678
"277 user,290 critic",3133,2679
"1,835 user,717 critic",3134,2680
"106 user,169 critic",3135,2681
"50 user,22 critic",3136,2682
"228 user,251 critic",3137,2683
"475 user,286 critic",3138,2684
"524 user,318 critic",3139,2685
"32 user,13 critic",3140,2686
"41 user,17 critic",3141,2687
"14 user,6 critic",3142,2595
"40 user,18 critic",3143,2688
"16 user,10 critic",3144,2689
"56 user,19 critic",3145,2690
"89 user,32 critic",3146,2691
"12 user,9 critic",3147,2650
"18 user,7 critic",3148,976
"7 user,7 critic",3149,1408
"28 user,14 critic",3150,2232
"145 user,32 critic",3151,2692
"30 user,27 critic",3152,2693
"307 user,77 critic",3153,2694
"106 user,61 critic",3154,2695
"88 user,34 critic",3155,2696
"12 user,1 critic",3156,2452
"87 user,23 critic",3157,2697
"41 user,25 critic",3158,2698
"15 user,9 critic",3159,2699
14 user,3160,2700
13 user,3161,1393
"12 user,3 critic",3162,261
"10 user,6 critic",3163,2701
"14 user,5 critic",3164,376
"5 user,3 critic",3165,519
"25 user,4 critic",3166,2702
"20 user,4 critic",3167,2619
"45 user,4 critic",3168,2703
7 user,3169,568
"168 user,80 critic",3170,2704
"5 user,4 critic",3171,45
"20 user,2 critic",3172,2705
"8 user,10 critic",3173,531
"17 user,1 critic",3174,2455
"18 user,9 critic",3175,652
"84 user,63 critic",3176,2706
"37 user,9 critic",3177,2707
"28 user,22 critic",3178,2206
"58 user,36 critic",3179,2708
"25 user,19 critic",3180,2709
"224 user,107 critic",3181,2710
"145 user,64 critic",3182,2711
"9 user,4 critic",3183,638
"6 user,1 critic",3184,73
"33 user,24 critic",3185,2712
"102 user,32 critic",3186,2713
"32 user,18 critic",3187,2714
"46 user,26 critic",3188,2715
,3189,29
,3190,29
"15 user,2 critic",3191,1359
"64 user,23 critic",3192,2716
"57 user,65 critic",3193,2717
"46 user,38 critic",3194,2718
"103 user,71 critic",3195,2719
"72 user,39 critic",3196,2720
"68 user,44 critic",3197,2721
"30 user,11 critic",3198,2722
"14 user,6 critic",3199,2595
"26 user,44 critic",3200,2723
"89 user,19 critic",3201,2724
"32 user,9 critic",3202,708
"198 user,130 critic",3203,2725
"214 user,67 critic",3204,2726
"415 user,124 critic",3205,2727
"8 user,1 critic",3206,75
"680 user,182 critic",3207,2728
"367 user,190 critic",3208,2729
,3209,29
"22 user,26 critic",3210,2730
6 user,3211,372
"125 user,138 critic",3212,2731
"28 user,67 critic",3213,2732
"10 user,13 critic",3214,2733
,3215,29
"232 user,123 critic",3216,2734
"371 user,467 critic",3217,2735
"360 user,272 critic",3218,2736
"730 user,274 critic",3219,2737
"1,100 user,652 critic",3220,2738
"161 user,273 critic",3221,2739
"244 user,173 critic",3222,2740
"680 user,529 critic",3223,2741
"461 user,144 critic",3224,2742
"163 user,217 critic",3225,2743
"376 user,409 critic",3226,2744
"678 user,648 critic",3227,2745
"852 user,385 critic",3228,2746
"1,091 user,268 critic",3229,2747
"646 user,585 critic",3230,2748
"361 user,296 critic",3231,2749
"1,838 user,265 critic",3232,2750
"878 user,268 critic",3233,2751
"871 user,380 critic",3234,2752
"427 user,207 critic",3235,2753
"574 user,315 critic",3236,2754
"523 user,349 critic",3237,2755
"829 user,282 critic",3238,2756
"2,249 user,356 critic",3239,2757
"477 user,383 critic",3240,2758
"1,091 user,392 critic",3241,2759
"314 user,250 critic",3242,2760
"453 user,175 critic",3243,2761
"818 user,297 critic",3244,2762
"408 user,270 critic",3245,2763
"788 user,265 critic",3246,2764
"33 user,17 critic",3247,2765
"47 user,21 critic",3248,2766
"43 user,33 critic",3249,2767
"108 user,51 critic",3250,2768
"165 user,103 critic",3251,2769
"138 user,59 critic",3252,2770
"164 user,73 critic",3253,2771
"280 user,101 critic",3254,2772
"138 user,65 critic",3255,2773
"219 user,68 critic",3256,2774
"77 user,59 critic",3257,2775
"112 user,42 critic",3258,2776
"65 user,47 critic",3259,2777
"13 user,16 critic",3260,2778
"4 user,4 critic",3261,1534
"15 user,106 critic",3262,2779
"13 user,117 critic",3263,2780
"13 user,55 critic",3264,2781
4 user,3265,437
"37 user,13 critic",3266,2782
"137 user,90 critic",3267,2783
"258 user,147 critic",3268,2784
"106 user,65 critic",3269,2785
"265 user,656 critic",3270,2786
"2 user,3 critic",3271,28
"3 user,8 critic",3272,966
"62 user,76 critic",3273,2787
"1 user,5 critic",3274,193
"110 user,74 critic",3275,2788
"121 user,44 critic",3276,2789
"22 user,14 critic",3277,2790
"104 user,121 critic",3278,2791
"388 user,161 critic",3279,2792
"133 user,135 critic",3280,2793
"80 user,38 critic",3281,2794
"5 user,4 critic",3282,45
"53 user,5 critic",3283,2795
"27 user,15 critic",3284,2796
"110 user,68 critic",3285,2797
"489 user,230 critic",3286,2798
"94 user,57 critic",3287,2799
"116 user,44 critic",3288,2800
"181 user,73 critic",3289,2801
"135 user,82 critic",3290,2802
"125 user,44 critic",3291,2803
"61 user,25 critic",3292,2804
"182 user,90 critic",3293,2805
"158 user,46 critic",3294,2806
"31 user,21 critic",3295,195
"42 user,33 critic",3296,2807
2 critic,3297,962
"78 user,151 critic",3298,2808
"57 user,116 critic",3299,2809
"34 user,20 critic",3300,2810
"143 user,163 critic",3301,2811
"238 user,265 critic",3302,2812
"129 user,164 critic",3303,2813
"104 user,154 critic",3304,2814
"67 user,119 critic",3305,2815
"123 user,268 critic",3306,2816
"38 user,12 critic",3307,2817
"53 user,9 critic",3308,1549
"45 user,13 critic",3309,2209
"16 user,5 critic",3310,1767
"149 user,116 critic",3311,2818
"35 user,3 critic",3312,2819
"34 user,9 critic",3313,511
"44 user,14 critic",3314,2820
"15 user,9 critic",3315,2699
"26 user,17 critic",3316,2821
"18 user,12 critic",3317,2822
"12 user,4 critic",3318,957
,3319,29
,3320,29
,3321,29
"22 user,56 critic",3322,2823
,3323,29
"102 user,56 critic",3324,2824
"68 user,25 critic",3325,2825
12 user,3326,82
"26 user,17 critic",3327,2821
"26 user,11 critic",3328,2223
"25 user,15 critic",3329,103
"6 user,2 critic",3330,1437
"57 user,71 critic",3331,2826
"6 user,6 critic",3332,2602
"5 user,7 critic",3333,2249
,3334,29
,3335,29
"89 user,37 critic",3336,2827
"7 user,6 critic",3337,1683
"183 user,44 critic",3338,2828
"88 user,62 critic",3339,2829
"15 user,3 critic",3340,78
"33 user,38 critic",3341,2830
"38 user,44 critic",3342,2831
"66 user,34 critic",3343,1372
"117 user,134 critic",3344,2832
"105 user,77 critic",3345,2833
"2 user,2 critic",3346,586
,3347,29
"70 user,117 critic",3348,2834
"4 user,2 critic",3349,1405
"11 user,1 critic",3350,258
"86 user,21 critic",3351,2835
"22 user,9 critic",3352,2836
"88 user,34 critic",3353,2696
"108 user,39 critic",3354,2837
"85 user,78 critic",3355,2838
"100 user,32 critic",3356,2839
"532 user,130 critic",3357,2840
"249 user,393 critic",3358,2841
"73 user,139 critic",3359,2842
"109 user,273 critic",3360,2843
"77 user,79 critic",3361,2844
"15 user,22 critic",3362,2845
"11 user,7 critic",3363,2846
"14 user,10 critic",3364,2847
"51 user,16 critic",3365,2848
"128 user,60 critic",3366,2849
"154 user,59 critic",3367,2850
"173 user,111 critic",3368,2851
"390 user,74 critic",3369,2852
"130 user,57 critic",3370,2083
"312 user,129 critic",3371,2853
"566 user,175 critic",3372,2854
"332 user,129 critic",3373,2855
"92 user,38 critic",3374,2856
"149 user,79 critic",3375,2857
2 user,3376,267
"62 user,28 critic",3377,1347
"1 user,1 critic",3378,717
"132 user,69 critic",3379,2858
"92 user,64 critic",3380,2859
"6 user,4 critic",3381,2549
"14 user,2 critic",3382,2279
"20 user,28 critic",3383,2860
"4 user,8 critic",3384,2861
"90 user,58 critic",3385,2862
"53 user,67 critic",3386,2863
"40 user,52 critic",3387,2864
"19 user,47 critic",3388,2865
3 critic,3389,454
"81 user,165 critic",3390,2866
"94 user,47 critic",3391,2867
"226 user,89 critic",3392,2868
"119 user,80 critic",3393,2869
