Description,original_index,unique_index
A scatterbrained socialite hires a vagrant as a family butler...but there's more to Godfrey than meets the eye.,2079,2060
A young man falls in love with a girl from a rich family. His unorthodox plan to go on holiday for the early years of his life is met with skepticism by everyone except for his fiancée's eccentric sister and long suffering brother.,2080,2061
"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",2081,2062
"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",2082,2063
"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",2083,2064
"Living in a fantasy era long gone and obsessed with old time country stars, the prettiest girl in a small Arizona town finds a lost iPod filled with songs that speak to her sensitive heart....",2084,2065
"A police officer looks to talk down a young man lured by his lover's husband to the ledge of a high rise, where he has one hour to contemplate a fateful decision.",2085,2066
"A senior at an elite college, already under severe pressure to complete her thesis and land a prestigious job, must confront the sudden reappearance of her old boyfriend, after his two year...",2086,2067
"Harold Smith, a quiet middle-aged Englishman becomes an instant celebrity when he suddenly starts exhibiting psychic and telekinetic powers. After he is arrested for accidentally killing ...",2087,2068
"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",2088,2069
"The surprising, never-before-told tale of the indispensable yet unsung Casting Director - Iconoclasts whose keen eye, exquisite taste and gut instincts redefined Hollywood.",2089,2070
"A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.",2090,2071
"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",2091,2072
King Leonidas and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,2092,2073
"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened Army sergeant named Wardaddy commands a Sherman tank and his five-man crew on a deadly mission behind enemy lines. Outnumbered, out-gunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",2093,2074
"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",2094,2075
Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,2095,2076
The Marx Brothers try to help the owner of a circus recover some stolen funds before he finds himself out of a job.,2096,2077
"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",2097,2078
"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",2098,2079
"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",2099,2080
"A true story about Frank Abagnale Jr., who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",2100,2081
"A Mumbai teen, who grew up in the slums, becomes a contestant on the Indian version of 'Who Wants To Be A Millionaire?' He is arrested under suspicion of cheating, and while being interrogated, events from his life history are shown which explain why he knows the answers.",2101,2082
A poor and passionate young man falls in love with a rich young woman and gives her a sense of freedom. They soon are separated by their social differences.,2102,2083
"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",2103,2084
Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,2104,2085
"The USS Pan, the new flagship of the Federation. It is the year 3299, the dawn of a new century is about to begin. The Pan is a Desira class starship. There enemy are the Chatacrons.",2105,2086
"In a time prior to the United Federation of Planets, a young coalition of worlds led by Earth battle the Romulan Star Empire for their very survival.",2106,2087
A NASA Arctic expedition designed to be the first Martian road trip on Earth becomes an epic two-year odyssey of human adventure and survival.,2107,2088
The plot is unknown at this time.,2108,567
A group of mutated turtle warriors must emerge from the shadows to protect New York City from an uprising criminal gang of ninjas.,2109,2089
Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,2110,2090
"On a transatlantic crossing, the Marx brothers get up to their usual antics and manage to annoy just about everyone on board the ship.",2111,2091
