Name,Description,original_index,unique_index
Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",2315,2315
From Dusk Till Dawn,"Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",2316,2316
Jackie Brown,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her her life.,2317,2317
Once Upon a Time in Mexico,Hitman 'El Mariachi' becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.,2318,2318
The English Patient,"At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",2319,2319
Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2320,2320
3000 Miles to Graceland,A gang of ex-cons rob a casino during Elvis convention week.,2321,2321
A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",2322,2322
No Way Out,A coverup and witchhunt occur after a politician accidentally kills his mistress.,2323,2323
Dragonfly,A grieving doctor is being contacted by his late wife through his patients near death experiences.,2324,2324
The Guardian,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",2325,2325
Swing Vote,"In a remarkable turn-of-events, the result of the presidential election comes down to one man's vote.",2326,2326
Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,2327,2327
For Love of the Game,"This film takes a provocative look into the professional and personal passions of Billy Chapel, a legendary baseball pitcher nearing the end of his career who is forced to re-examine his priorities when confronted with unexpected circumstances: Not only is he about to be traded after 20 years with the same team, but the woman he has been with for several years, Jane Aubrey, is leaving him. In the midst of pitching a perfect game against the New York Yankees, Chapel, who has been the heart and,soul of the Detroit Tigers, thinks back upon his long career and his tempestuous relationship with Jane. Aware that the stakes in his life have increased dramatically, the veteran ballplayer knows that he has some serious decisions to make by the bottom of the ninth inning.",2328,2328
The Hunt for Red October,"In 1984, the USSR's best submarine captain in their newest sub violates orders and heads for the USA. Is he trying to deflect, or to start a war?",2329,2329
Lethal Weapon,"A veteran cop, Murtaugh, is partnered with a young suicidal cop, Riggs. Both having one thing in common; hating working in pairs. Now they must learn to work with one another to stop a gang of drug smugglers.",2330,2330
Under Siege,"A former S.E.A.L., now cook, is the only person who can stop a gang of terrorists when they seize control of a U.S. Navy battleship.",2331,2331
U.S. Marshals,"US Marshal Samuel Gerard (Jones) and his team of Marshals are assigned to track down Sheridan (Snipes), a murderer and robber.",2332,2332
Presumed Innocent,"When the female deputy prosecutor R.K. Sabich had an affair with is murdered, he is chosen to lead the investigation. However, when he digs too deeply, he finds himself framed for the murder.",2333,2333
Witness,A young Amish boy is sole witness to a murder; policeman John Book goes into hiding in Amish country to protect him until the trial.,2334,2334
Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",2335,2335
Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,2336,2336
Air Force One,"Hijackers seize the plane carrying the President of the United States and his family, but he - an ex-soldier - works from hiding to defeat them.",2337,2337
Ronin,A freelancing former US intelligence agent tries to track down a mysterious package that is wanted by both the Irish and the Russians.,2338,2338
Cape Fear,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",2339,2339
Road to Perdition,Bonds of loyalty are put to the test when a hitman's son witnesses what his father does for a living.,2340,2340
Fireflies in the Garden,The Taylor family is devastated by an accident that takes place on the day their matriarch is due to graduate from college -- decades after leaving to raise her children.,2341,2341
I Call First,A young man struggles with the fact that his girlfriend was once raped.,2342,2342
Boxcar Bertha,"During the depression, a union leader and a young woman become criminals to exact revenge on the management of a railroad.",2343,2343
Stories USA,"Ten individuals set out to find themselves in an alienating world, filled with heartbreak, deception and tragedy.",2344,2344
United 93,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",2345,2345
Windtalkers,Two U.S. Marines in WWII are assigned to protect Navajo Marines who use their native language as an unbreakable radio cypher.,2346,2346
Bangkok Dangerous,A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.,2347,2347
The Family Man,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",2348,2348
The Weather Man,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",2349,2349
Fighting,"In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit.",2350,2350
Salomé,"The Biblical story of Salome, a girl who agrees to perform the 'dance of the seven veils' in return for John the Baptist's head on a silver platter.",2351,2351
The Humbling,A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.,2352,2352
Danny Collins,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,2353,2353
How to Lose a Guy in 10 Days,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the 'How To' beat for 'Composure' magazine and is assigned to write an article on 'How to Lose a Guy in 10 days.' They meet in a bar shortly after the bet is made.",2354,2354
