Language,Duration,original_index,unique_index
"English,French,Latin,Scottish Gaelic",178 min,2783,833
"English,Italian",104 min,2784,587
English,81 min,2785,107
English,100 min,2786,9
English,89 min,2787,69
English,88 min,2788,37
English,86 min,2789,36
English,86 min,2790,36
English,103 min,2791,124
English,83 min,2792,131
English,110 min,2793,27
English,90 min,2794,40
English,99 min,2795,76
English,85 min,2796,42
English,113 min,2797,28
English,94 min,2798,39
English,89 min,2799,69
English,74 min,2800,73
English,80 min,2801,59
English,130 min,2802,175
English,93 min,2803,41
English,96 min,2804,1
English,95 min,2805,7
English,1 hr. 32 min.,2806,802
English,88 min,2807,37
English,,2808,8
English,94 min,2809,39
English,104 min,2810,19
English,85 min,2811,42
"English,Latin,French",92 min,2812,834
"English,German",88 min,2813,835
"English,Yiddish,German",93 min,2814,836
"English,Polish",107 min,2815,837
"English,German",88 min,2816,835
English,117 min,2817,223
"English,Spanish",101 min,2818,242
English,99 min,2819,76
English,97 min,2820,44
English,95 min,2821,7
English,94 min,2822,39
English,117 min,2823,223
English,102 min,2824,33
English,101 min,2825,51
English,86 min,2826,36
English,101 min,2827,51
English,105 min,2828,10
English,99 min,2829,76
English,152 min,2830,334
English,114 min,2831,50
English,1 hr. 33 min.,2832,521
English,120 min,2833,5
English,99 min,2834,76
"English,Klingon",102 min,2835,838
English,93 min,2836,41
English,104 min,2837,19
English,108 min,2838,61
English,116 min,2839,90
English,90 min,2840,40
English,94 min,2841,39
English,133 min,2842,439
"English,Russian,Polish",106 min,2843,839
English,98 min,2844,85
English,88 min,2845,37
English,97 min,2846,44
"English,Spanish",99 min,2847,728
English,95 min,2848,7
English,109 min,2849,0
English,87 min,2850,87
English,96 min,2851,1
English,1 hr. 45 min.,2852,53
English,107 min,2853,98
English,96 min,2854,1
English,94 min,2855,39
English,95 min,2856,7
English,97 min,2857,44
English,102 min,2858,33
English,97 min,2859,44
English,90 min,2860,40
English,99 min,2861,76
English,83 min,2862,131
English,75 min,2863,116
English,87 min,2864,87
English,75 min,2865,116
English,107 min,2866,98
English,75 min,2867,116
"English,Spanish,German",104 min,2868,840
English,93 min,2869,41
"English,Italian,German,French",95 min,2870,841
English,110 min,2871,27
English,104 min,2872,19
English,93 min,2873,41
English,97 min,2874,44
English,128 min,2875,206
English,110 min,2876,27
"English,Spanish",116 min,2877,64
English,84 min,2878,47
English,85 min,2879,42
English,90 min,2880,40
English,109 min,2881,0
English,124 min,2882,102
English,94 min,2883,39
English,105 min,2884,10
"English,French",97 min,2885,288
English,107 min,2886,98
English,1 hr. 30 min.,2887,599
English,92 min,2888,6
English,101 min,2889,51
English,101 min,2890,51
English,86 min,2891,36
English,81 min,2892,107
English,79 min,2893,38
English,84 min,2894,47
English,115 min,2895,68
English,92 min,2896,6
English,109 min,2897,0
"English,German,Russian",98 min,2898,842
English,100 min,2899,9
English,102 min,2900,33
English,119 min,2901,137
English,127 min,2902,13
English,87 min,2903,87
English,1 hr. 21 min.,2904,843
English,84 min,2905,47
English,74 min,2906,73
English,92 min,2907,6
English,101 min,2908,51
English,81 min,2909,107
English,92 min,2910,6
English,100 min,2911,9
English,89 min,2912,69
English,113 min,2913,28
English,92 min,2914,6
"English,Spanish",92 min,2915,374
English,108 min,2916,61
English,86 min,2917,36
"English,Japanese",108 min,2918,844
"English,Romanian",103 min,2919,845
English,100 min,2920,9
English,104 min,2921,19
"English,Spanish,Chinese",91 min,2922,846
"English,Japanese",105 min,2923,628
English,106 min,2924,49
"English,Swedish",111 min,2925,847
English,101 min,2926,51
English,117 min,2927,223
English,92 min,2928,6
English,85 min,2929,42
English,,2930,8
English,70 min,2931,279
English,87 min,2932,87
English,,2933,8
English,1 hr. 21 min.,2934,843
English,72 min,2935,70
English,86 min,2936,36
English,77 min,2937,266
English,81 min,2938,107
English,77 min,2939,266
English,90 min,2940,40
English,78 min,2941,96
English,70 min,2942,279
"English,Latin",108 min,2943,848
English,129 min,2944,83
English,101 min,2945,51
English,94 min,2946,39
English,84 min,2947,47
English,91 min,2948,21
English,90 min,2949,40
English,87 min,2950,87
English,86 min,2951,36
English,117 min,2952,223
English,83 min,2953,131
English,88 min,2954,37
English,90 min,2955,40
English,78 min,2956,96
English,89 min,2957,69
English,,2958,8
English,,2959,8
English,97 min,2960,44
English,96 min,2961,1
English,80 min,2962,59
"English,Berber languages,French",103 min,2963,849
English,106 min,2964,49
English,82 min,2965,86
English,88 min,2966,37
English,90 min,2967,40
English,102 min,2968,33
English,98 min,2969,85
English,92 min,2970,6
"English,Russian",81 min,2971,850
English,90 min,2972,40
English,88 min,2973,37
English,100 min,2974,9
English,,2975,8
English,88 min,2976,37
English,90 min,2977,40
English,89 min,2978,69
English,91 min,2979,21
English,90 min,2980,40
English,80 min,2981,59
"English,Latin",102 min,2982,851
English,89 min,2983,69
English,,2984,8
English,92 min,2985,6
English,84 min,2986,47
"English,Korean",85 min,2987,852
English,95 min,2988,7
English,,2989,8
English,101 min,2990,51
English,,2991,8
English,80 min,2992,59
"English,Latin",97 min,2993,853
English,70 min,2994,279
"English,Russian,French,Polish,German",325 min,2995,854
English,94 min,2996,39
English,87 min,2997,87
English,,2998,8
English,,2999,8
English,80 min,3000,59
English,90 min,3001,40
English,90 min,3002,40
"English,Spanish",112 min,3003,130
English,103 min,3004,124
English,93 min,3005,41
English,87 min,3006,87
"English,American Sign Language",79 min,3007,855
English,,3008,8
"English,Dutch",82 min,3009,856
English,111 min,3010,55
"English,Polish",92 min,3011,857
English,86 min,3012,36
English,81 min,3013,107
English,,3014,8
English,90 min,3015,40
English,91 min,3016,21
"English,Spanish",80 min,3017,858
English,99 min,3018,76
English,106 min,3019,49
English,91 min,3020,21
English,97 min,3021,44
English,84 min,3022,47
English,100 min,3023,9
"English,Spanish,Portuguese",99 min,3024,859
"English,French",102 min,3025,860
English,122 min,3026,63
"English,French",100 min,3027,633
English,95 min,3028,7
English,100 min,3029,9
English,107 min,3030,98
English,97 min,3031,44
English,92 min,3032,6
English,98 min,3033,85
English,98 min,3034,85
"English,Spanish",143 min,3035,861
"English,French,Italian",107 min,3036,862
English,114 min,3037,50
English,102 min,3038,33
English,93 min,3039,41
English,108 min,3040,61
English,100 min,3041,9
English,82 min,3042,86
English,94 min,3043,39
English,132 min,3044,214
English,94 min,3045,39
English,80 min,3046,59
English,103 min,3047,124
English,110 min,3048,27
"English,Italian",101 min,3049,510
English,88 min,3050,37
English,86 min,3051,36
English,,3052,8
English,98 min,3053,85
"English,French",104 min,3054,335
English,89 min,3055,69
English,,3056,8
English,85 min,3057,42
English,,3058,8
English,,3059,8
English,,3060,8
English,,3061,8
"English,Swedish,Norwegian,Danish,Icelandic,French",93 min,3062,863
English,80 min,3063,59
English,48 min,3064,864
English,92 min,3065,6
"English,Spanish",93 min,3066,176
English,90 min,3067,40
English,96 min,3068,1
English,83 min,3069,131
"English,Scottish Gaelic",81 min,3070,865
English,85 min,3071,42
English,81 min,3072,107
English,107 min,3073,98
English,75 min,3074,116
"English,Irish",93 min,3075,866
English,100 min,3076,9
English,85 min,3077,42
English,91 min,3078,21
English,93 min,3079,41
English,91 min,3080,21
English,119 min,3081,137
English,91 min,3082,21
"English,French",91 min,3083,867
English,95 min,3084,7
English,91 min,3085,21
English,51 min,3086,868
English,94 min,3087,39
English,85 min,3088,42
English,78 min,3089,96
English,72 min,3090,70
English,85 min,3091,42
"English,Spanish",95 min,3092,629
"English,German",162 min,3093,869
English,100 min,3094,9
"English,French",109 min,3095,110
"English,Japanese",114 min,3096,870
English,84 min,3097,47
"English,French",98 min,3098,871
English,100 min,3099,9
English,85 min,3100,42
English,124 min,3101,102
English,65 min,3102,371
English,,3103,8
"English,Spanish",89 min,3104,872
English,105 min,3105,10
"English,French",157 min,3106,446
English,100 min,3107,9
English,132 min,3108,214
English,96 min,3109,1
English,132 min,3110,214
English,115 min,3111,68
"English,Spanish,French,German,Italian",2 hr. 18 min.,3112,873
"English,Sioux,French",114 min,3113,874
English,151 min,3114,30
"English,Thai",133 min,3115,875
"English,Hawaiian",189 min,3116,876
"English,Italian",92 min,3117,877
English,93 min,3118,41
English,73 min,3119,57
"English,Spanish",71 min,3120,878
English,96 min,3121,1
English,95 min,3122,7
English,101 min,3123,51
"English,Russian,Hungarian",101 min,3124,879
English,117 min,3125,223
English,133 min,3126,439
English,138 min,3127,267
"English,Spanish",109 min,3128,254
"English,Turkish",83 min,3129,880
"English,Pushto",121 min,3130,881
"English,Korean,French,Japanese,Czech",126 min,3131,882
English,87 min,3132,87
English,,3133,8
"English,Greenlandic",91 min,3134,883
English,89 min,3135,69
"English,German",82 min,3136,884
English,119 min,3137,137
English,113 min,3138,28
English,,3139,8
English,88 min,3140,37
"English,Spanish",82 min,3141,885
English,,3142,8
English,88 min,3143,37
English,89 min,3144,69
English,88 min,3145,37
"English,Arabic,Italian",118 min,3146,886
English,84 min,3147,47
English,89 min,3148,69
English,83 min,3149,131
English,83 min,3150,131
English,105 min,3151,10
English,93 min,3152,41
English,107 min,3153,98
English,90 min,3154,40
"English,Swahili",114 min,3155,887
English,90 min,3156,40
English,101 min,3157,51
English,100 min,3158,9
English,89 min,3159,69
"English,Italian",91 min,3160,302
English,92 min,3161,6
English,76 min,3162,113
English,99 min,3163,76
English,87 min,3164,87
English,74 min,3165,73
English,100 min,3166,9
English,80 min,3167,59
"English,Cantonese",133 min,3168,888
English,95 min,3169,7
English,137 min,3170,117
English,110 min,3171,27
English,91 min,3172,21
"English,German",102 min,3173,607
English,1 hr. 36 min.,3174,602
English,112 min,3175,65
English,100 min,3176,9
English,92 min,3177,6
English,89 min,3178,69
"English,Spanish",91 min,3179,357
English,94 min,3180,39
English,81 min,3181,107
"English,Hebrew,Russian",181 min,3182,889
English,75 min,3183,116
English,94 min,3184,39
English,82 min,3185,86
English,101 min,3186,51
"English,Italian",110 min,3187,11
"English,Spanish",87 min,3188,890
English,,3189,8
English,,3190,8
English,72 min,3191,70
"English,Irish",103 min,3192,891
English,,3193,8
English,86 min,3194,36
English,93 min,3195,41
English,99 min,3196,76
English,90 min,3197,40
English,111 min,3198,55
English,92 min,3199,6
English,,3200,8
English,107 min,3201,98
English,102 min,3202,33
"English,Apache languages,Spanish",137 min,3203,892
"English,Spanish",107 min,3204,119
English,121 min,3205,17
English,60 min,3206,115
English,130 min,3207,175
"English,French",104 min,3208,335
"English,Norwegian,Portuguese",114 min,3209,893
"English,Hindi",98 min,3210,894
English,100 min,3211,9
English,97 min,3212,44
"English,Mandarin",82 min,3213,895
English,102 min,3214,33
English,75 min,3215,116
English,96 min,3216,1
English,94 min,3217,39
"English,Spanish",96 min,3218,668
English,124 min,3219,102
"English,French,Italian",108 min,3220,896
"English,Italian",112 min,3221,764
English,96 min,3222,1
English,122 min,3223,63
"English,German",93 min,3224,897
English,92 min,3225,6
English,98 min,3226,85
"English,Persian",120 min,3227,898
"English,Arabic",131 min,3228,899
"English,Irish",132 min,3229,900
English,134 min,3230,231
English,119 min,3231,137
"English,Japanese,German,French",101 min,3232,901
English,101 min,3233,51
English,96 min,3234,1
English,152 min,3235,334
"English,French",123 min,3236,265
English,93 min,3237,41
"English,Armenian",126 min,3238,902
English,134 min,3239,231
"English,German",146 min,3240,903
"English,American Sign Language",158 min,3241,904
"Japanese,English",141 min,3242,905
English,140 min,3243,105
"English,German,French,Hebrew,Arabic,Italian,Greek,Russian",164 min,3244,906
English,114 min,3245,50
English,170 min,3246,476
English,96 min,3247,1
English,98 min,3248,85
English,104 min,3249,19
"English,Vietnamese",104 min,3250,907
English,108 min,3251,61
English,106 min,3252,49
English,112 min,3253,65
English,102 min,3254,33
English,96 min,3255,1
English,87 min,3256,87
"English,Dutch,Spanish",132 min,3257,908
English,93 min,3258,41
English,109 min,3259,0
"English,Sioux",90 min,3260,909
English,70 min,3261,279
English,95 min,3262,7
English,106 min,3263,49
English,76 min,3264,113
English,131 min,3265,241
English,99 min,3266,76
English,135 min,3267,108
"English,Hebrew,Spanish",128 min,3268,910
"English,Arabic",116 min,3269,911
English,93 min,3270,41
"English,Mandarin,Kinyarwanda",83 min,3271,912
English,80 min,3272,59
"English,Latin",105 min,3273,913
"English,Spanish",56 min,3274,914
English,114 min,3275,50
"English,Italian",122 min,3276,915
English,58 min,3277,147
English,103 min,3278,124
"English,French,Hindi,Russian",92 min,3279,916
English,105 min,3280,10
English,85 min,3281,42
English,101 min,3282,51
English,102 min,3283,33
English,92 min,3284,6
English,68 min,3285,58
"English,French,German,Italian",118 min,3286,917
English,93 min,3287,41
"English,Spanish",110 min,3288,297
English,85 min,3289,42
English,90 min,3290,40
English,110 min,3291,27
"English,Zulu",98 min,3292,918
English,112 min,3293,65
English,129 min,3294,83
English,77 min,3295,266
English,76 min,3296,113
English,92 min,3297,6
English,97 min,3298,44
English,100 min,3299,9
English,92 min,3300,6
English,101 min,3301,51
English,86 min,3302,36
English,90 min,3303,40
English,90 min,3304,40
English,83 min,3305,131
"English,French",104 min,3306,335
English,92 min,3307,6
English,122 min,3308,63
"English,Hindi",93 min,3309,919
"English,Mandarin",87 min,3310,920
English,101 min,3311,51
English,119 min,3312,137
English,105 min,3313,10
"English,Spanish",117 min,3314,508
English,100 min,3315,9
English,86 min,3316,36
English,85 min,3317,42
English,75 min,3318,116
English,,3319,8
English,,3320,8
English,,3321,8
English,88 min,3322,37
English,112 min,3323,65
English,95 min,3324,7
English,69 min,3325,205
English,75 min,3326,116
English,90 min,3327,40
English,88 min,3328,37
English,89 min,3329,69
English,90 min,3330,40
"English,Spanish",82 min,3331,885
English,84 min,3332,47
English,101 min,3333,51
English,,3334,8
English,,3335,8
"English,Spanish",102 min,3336,747
English,100 min,3337,9
English,91 min,3338,21
"English,French",74 min,3339,921
English,87 min,3340,87
English,85 min,3341,42
English,82 min,3342,86
"English,American Sign Language,Dutch,Italian,Russian,Swahili",114 min,3343,922
English,116 min,3344,90
English,97 min,3345,44
English,87 min,3346,87
English,,3347,8
English,106 min,3348,49
English,91 min,3349,21
English,90 min,3350,40
English,100 min,3351,9
English,97 min,3352,44
English,135 min,3353,108
English,122 min,3354,63
English,104 min,3355,19
English,134 min,3356,231
"English,Italian,Latin,German",160 min,3357,923
English,103 min,3358,124
"English,French",90 min,3359,525
"English,German",107 min,3360,924
English,72 min,3361,70
English,81 min,3362,107
English,101 min,3363,51
English,92 min,3364,6
English,95 min,3365,7
"English,Korean,French",127 min,3366,925
"English,Italian,Spanish",110 min,3367,926
"English,Italian,Spanish",97 min,3368,927
English,118 min,3369,62
