Genre,Filming Locations,original_index,unique_index
"Animation,Adventure,Comedy","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",1131,965
"Crime,Drama","Beacon Rock, Oregon, USA",1132,966
"Animation,Adventure,Family",,1133,138
"Animation,Adventure,Comedy",,1134,99
"Animation,Adventure,Comedy",,1135,99
"Action,Adventure,Fantasy","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",1136,967
"Action,Sci-Fi","AON Tower, Kent Street, Sydney, New South Wales, Australia",1137,968
"Action,Adventure,Fantasy","Tikal National Park, Guatemala",1138,969
"Action,Thriller","Los Angeles International Airport - 1 World Way, Los Angeles, California, USA",1139,970
"Adventure,Comedy,Sci-Fi","161 N. Magnolia Avenue, Monrovia, California, USA",1140,971
"Action,Adventure,Comedy","161 N. Magnolia Avenue, Monrovia, California, USA",1141,972
"Drama,Horror,Sci-Fi","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1142,973
"Drama,Horror","Court of Miracles, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1143,974
"Horror,Sci-Fi","Vasquez Rocks, Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA",1144,975
"Horror,Sci-Fi","Court of Miracles, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1145,976
"Fantasy,Horror,Sci-Fi","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1146,977
"Adventure,Horror,Sci-Fi","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",1147,978
"Sci-Fi,Horror,Drama","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1148,979
Horror,"Mojave Desert, California, USA",1149,980
"Action,Adventure,Thriller","Aldbury, Hertfordshire, England, UK",1150,981
"Action,Drama,History","Bénouville, Calvados, France",1151,982
"Adventure,Drama,War","Kalugamuwa, Gelioya, Kandy, Sri Lanka",1152,983
"Action,Adventure,War","Festung Hohenwerfen, Salzburg, Austria",1153,984
"Adventure,Comedy,War","The coast South of Trieste, Yugoslavia",1154,985
"Action,Drama,History","Naval Air Station Point Mugu, Point Mugu, California, USA",1155,986
"Drama,History,War","Bemmel, Lingewaard, Gelderland, Netherlands",1156,987
"Action,Adventure,Drama","Cannon Elstree Studios, Borehamwood, Hertfordshire, England, UK",1157,988
"Adventure,Drama,Fantasy","Campo Imperatore, L'Aquila, Abruzzo, Italy",1158,989
"War,Action,Drama","Sierra de Guadarrama mountain range, Madrid, Spain",1159,990
"Action,Drama,War","Brigde on the River Tara near Djurdjevica Tara, Zabljak, Montenegro",1160,991
"Drama,History,War","Ashiya, Japan",1161,992
"Animation,Drama,Family",,1162,993
"Animation,Action,Adventure",,1163,142
"Animation,Adventure,Family",,1164,138
"Crime,Drama","485 West Matheson Drive, Key Biscayne, Florida, USA",1165,994
"Thriller,War","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",1166,995
"Drama,Film-Noir",USA,1167,996
"Drama,Romance,War","Diamond Head, O'ahu, Hawaii, USA",1168,997
"Crime,Film-Noir,Mystery","New York Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1169,998
"Comedy,Drama,Romance","George Lewis Mansion - Benedict Canyon Drive, Bel Air, Los Angeles, California, USA",1170,999
"Comedy,Drama,Romance","205 Columbus Avenue, New York City, New York, USA",1171,1000
"Drama,Romance,War","Walnut Hills High School - 3250 Victory Parkway, Cincinnati, Ohio, USA",1172,1001
Comedy,"Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany",1173,1002
"Drama,Film-Noir","Bel-Air Country Club - 10768 Bellagio Road, Los Angeles, California, USA",1174,1003
"Drama,Mystery,Thriller","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1175,1004
"Crime,Drama,Film-Noir","1825 N. Kingsley Drive, Hollywood, Los Angeles, California, USA",1176,1005
Drama,"Bellevue Hospital - 550 First Avenue, Manhattan, New York City, New York, USA",1177,1006
"Action,Adventure,Fantasy",Hungary,1178,1007
"Animation,Family,Fantasy",,1179,612
"Action,Adventure,Fantasy","Universal Studios Hollywood - 1000 Universal Studios Blvd, Universal City, California, USA",1180,1008
"Action,Adventure,Sci-Fi","Pittsburgh, Pennsylvania, USA",1181,1009
"Action,Adventure,Western",Mexico,1182,1010
"Action,Adventure,Sci-Fi","Showline Studios, Toronto, Ontario, Canada",1183,1011
"Action,Adventure,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK",1184,1012
"Action,Adventure","Valhalla, New York, USA",1185,1013
"Action,Adventure,Fantasy","Shepperton Studios, Shepperton, Surrey, England, UK",1186,1014
"Action,Adventure,Fantasy","Galisteo, New Mexico, USA",1187,1015
"Action,Adventure,Sci-Fi","Stanley Dock, Liverpool, Merseyside, England, UK",1188,1016
"Comedy,Drama,Romance","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1189,1017
"Action,Adventure,Sci-Fi","Burlington, Ontario, Canada",1190,1018
"Action,Adventure,Sci-Fi","Cherry Street Bridge, Toronto, Ontario, Canada",1191,1019
"Action,Drama,Sci-Fi","British Columbia, Canada",1192,1020
"Action,Crime,Sci-Fi","Thibodaux, Louisiana, USA",1193,1021
"Action,Adventure,Horror","Lulworth Cove, Weymouth, Dorset, England, UK",1194,1022
"Action,Adventure,Sci-Fi","Vancouver, British Columbia, Canada",1195,1023
Comedy,"Los Angeles, California, USA",1196,337
"Drama,Sci-Fi,Thriller","Brooklyn Bridge, New York City, New York, USA",1197,1024
"Action,Adventure,Mystery","New York City, New York, USA",1198,1025
"Action,Drama,Sci-Fi","New Orleans, Louisiana, USA",1199,1026
"Action,Adventure,Sci-Fi","Leavesden Studios, Leavesden, Hertfordshire, England, UK",1200,1027
"Adventure,Fantasy","Rock and Pillar Range, Otago, New Zealand",1201,1028
"Action,Adventure,Fantasy","Nipomo, California, USA",1202,1029
"Adventure,Drama,Sci-Fi","Black Mountain, North Carolina, USA",1203,1030
"Adventure,Fantasy","Stone Street Studios, Stone Street, Miramar, Wellington, New Zealand",1204,1031
"Action,Adventure,Fantasy","Bequia, St Vincent and the Grenadines",1205,1032
"Action,Adventure,Fantasy",Bahamas,1206,1033
"Drama,Romance","Santa Clarita, California, USA",1207,1034
"Adventure,Sci-Fi,Thriller","Atlanta, Georgia, USA",1208,1035
"Action,Adventure,Sci-Fi","Fox Studios, Moore Park, Sydney, New South Wales, Australia",1209,1036
"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",1210,1037
"Animation,Action,Adventure",,1211,142
"Action,Adventure,Sci-Fi","Old Post Office, Chicago, Illinois, USA",1212,1038
"Action,Adventure,Fantasy","Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",1213,1039
"Action,Adventure,Sci-Fi","Auburn, Sydney, New South Wales, Australia",1214,1040
"Action,Adventure,Sci-Fi","British Columbia, Canada",1215,1041
"Drama,Romance,Western","Kanab, Utah, USA",1216,1042
"Action,Adventure,Sci-Fi","Tucson International Airport, Tucson, Arizona, USA",1217,1043
"Action,Adventure,Sci-Fi","Austin, Texas, USA",1218,1044
"Adventure,Sci-Fi,Thriller","Athens, New York, USA",1219,1045
"Action,Adventure,Comedy","American Museum of Natural History - Central Park West at 79th Street, Manhattan, New York City, New York, USA",1220,832
"Action,Fantasy","Los Angeles, California, USA",1221,1046
"Action,Adventure,Sci-Fi","Las Vegas, Nevada, USA",1222,1047
"Action,Adventure,Sci-Fi","Los Angeles Theatre - 615 S. Broadway, Downtown, Los Angeles, California, USA",1223,1048
"Action,Adventure,Sci-Fi","Colton Street & N Edgeware Road, Los Angeles, California, USA",1224,1049
"Action,Romance,Thriller","Hotel Danieli, Venice, Veneto, Italy",1225,1050
"Action,Crime,Thriller","Southwest Marine - 985 South Seaside Avenue, Wilmington, Los Angeles, California, USA",1226,1051
"Action,Adventure,Fantasy","Downey Studios - 12214 Lakewood Boulevard, Downey, California, USA",1227,1052
"Action,Comedy,Crime","Vincent Thomas Bridge, San Pedro, Los Angeles, California, USA",1228,1053
"Action,Adventure,Fantasy",Iceland,1229,1054
"Action,Adventure,Mystery","Gallery Bar and Cognac Room, Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",1230,1055
"Action,Crime,Mystery","Makaryev Monastery, Lyskovo, Nizhny Novgorod, Russia",1231,1056
"Action,Drama,Sci-Fi","Barons , Alberta, Canada",1232,1057
"Animation,Adventure,Comedy",,1233,99
"Adventure,Fantasy","Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand",1234,1058
"Adventure,Fantasy","Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand",1235,1058
"Adventure,Fantasy","Arrowtown Recreational Reserve, Arrowtown, Otago, New Zealand",1236,1059
"Action,Adventure,Fantasy","CTV Services, Tunisia",1237,1060
"Action,Adventure,Fantasy","Chott el Djerid, Nefta, Tunisia",1238,1061
"Action,Adventure,Fantasy","Chott el Djerid, Nefta, Tunisia",1239,1061
"Action,Adventure","University of the Pacific, Stockton, California, USA",1240,1062
"Crime,Romance,Thriller","Reid Hall, Manhattanville College, Purchase, New York, USA",1241,1063
"Action,Adventure,Thriller","Realp, Uri, Switzerland",1242,1064
"Action,Crime,Drama","Abiquiu, New Mexico, USA",1243,1065
"Action,Adventure,Thriller","Agra Fort, Agra, Uttar Pradesh, India",1244,1066
"Drama,War","Pacific Southwest Railway Museum, Campo, California, USA",1245,1067
"Action,Drama,History","Patagonia, Arizona, USA",1246,1068
Western,"Bavispe, Sonora, Mexico",1247,1069
"Comedy,Family,Romance","1272 E Calaveras St. Altadena, California, USA",1248,1070
"Comedy,Family,Romance","1288 S Oakland Avenue, Pasadena, California, USA",1249,1071
"Comedy,Family,Fantasy","3rd Street Promenade, Santa Monica, California, USA",1250,1072
"Animation,Family,Fantasy",,1251,612
"Action,Adventure,Fantasy","9543 Culver Blvd, Culver City, California, USA",1252,1073
"Adventure,Family,Fantasy",UK,1253,1074
"Adventure,Family,Fantasy","Cleveland, Queensland, Australia",1254,1075
"Adventure,Family,Fantasy","Wales, UK",1255,1076
"Adventure,Family,Fantasy","Wiltshire, England, UK",1256,1077
"Adventure,Family,Fantasy","Highland, Scotland, UK",1257,1078
"Adventure,Family,Fantasy","Oxford, Oxfordshire, England, UK",1258,1079
"Action,Crime,Drama","Venice Boulevard at Georgia Street, Los Angeles, California, USA",1259,1080
Drama,"Brooklyn, New York City, New York, USA",1260,36
"Crime,Drama,Thriller","Baltimore, Maryland, USA",1261,1081
"Biography,Crime,Drama","Chambers Paper Fibers, Plymouth Street, Brooklyn, New York City, New York, USA",1262,1082
"Biography,Drama,Sport",Ghana,1263,1083
"Action,Adventure,Drama","Asheville, North Carolina, USA",1264,1084
"Crime,Drama,Thriller","New Jersey, USA",1265,241
Drama,"1 State Street Plaza, New York City, New York, USA",1266,1085
"Drama,Thriller","400 East 14th Street, Manhattan, New York City, New York, USA",1267,1086
"Drama,Thriller","Interurban Building - 102 Occidental Ave S, Seattle, Washington, USA",1268,1087
"Crime,Drama,Thriller","California, USA",1269,1088
"Crime,Thriller","Stage 20, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1270,1089
Drama,"Building One, Studios at Las Colinas - 6301 North O'Connor Road, Irving, Texas, USA",1271,1090
"Biography,Drama,History","Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",1272,1091
"Drama,Thriller","MacArthur Park, Los Angeles, California, USA",1273,1092
"Biography,Drama,War","Milo Butterfingers - Dallas, Texas, USA",1274,1093
Thriller,"Los Angeles, California, USA",1275,1094
"Crime,Drama","New York City, New York, USA",1276,367
"Mystery & Suspense,Action & Adventure","California, USA",1277,1095
Comedy,"Portland, Oregon, USA",1278,691
"Comedy,Drama,Fantasy","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",1279,483
"Crime,Drama,Mystery","Koerner Plaza, University of British Columbia, Robson Square Campus - 800 Robson Street, Vancouver, British Columbia, Canada",1280,1096
"Biography,Drama,Music","Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",1281,1097
"Action,Crime,Drama","Old Tucson Studios, Tucson, Arizona, USA",1282,1098
"Action,Biography,Drama","Bangkok, Thailand",1283,1099
"Crime,Drama,Romance","Las Vegas, New Mexico, USA",1284,1100
"Adventure,Drama,Western","Badlands National Park, Interior, South Dakota, USA",1285,1101
"Drama,History,Thriller","Alhambra, California, USA",1286,1102
"Action,Adventure,Crime","11219 S St Lawrence Ave, Chicago, Illinois, USA",1287,1103
"Crime,Drama,Thriller","40 miles south, Great Falls, Montana, USA",1288,1104
"Animation,Adventure",,1289,1105
"Biography,Drama","Tokyo, Japan",1290,1106
"Drama,History,Thriller","Clifton, New Jersey, USA",1291,1107
"Crime,Drama,Thriller","Astoria, Queens, New York City, New York, USA",1292,1108
"Comedy,Crime,Thriller","Three Clubs, 1123 VINE ST, Hollywood, California, USA",1293,1109
"Action,Adventure,Comedy",UK,1294,1110
"Drama,Sport","Atlanta, Georgia, USA",1295,1111
"Crime,Drama,Thriller","Los Angeles, California, USA",1296,1112
"Biography,Drama,Sport","Baton Rouge, Louisiana, USA",1297,1113
"Biography,Drama,Sport","Rickwood Field - 1137 2nd Avenue W, Birmingham, Alabama, USA",1298,1114
"Biography,Drama,Sport","Covington, Georgia, USA",1299,1115
"Sports & Fitness,Drama","Franklin Field - 235 S. 33rd Street, University of Pennsylvania, Philadelphia, Pennsylvania, USA",1300,1116
"Biography,Drama,Sport","Agnes Scott College - 141 E. College Avenue, Decatur, Georgia, USA",1301,1117
"Crime,Drama,Sport","Agoura High School - 28545 W. Driver Avenue, Agoura Hills, California, USA",1302,1118
"Drama,Kids & Family","St. Rita of Cascia High School 6310 S. Claremont Street, Chicago, Illinois, USA",1303,1119
"Drama,Sport","Safari Inn - 1911 W. Olive Avenue, Burbank, California, USA",1304,1120
"Biography,Drama,History","Abbotsford, British Columbia, Canada",1305,1121
Drama,"Berwyn, Illinois, USA",1306,1122
"Crime,Drama,Mystery",USA,1307,1123
"Drama,Romance","Circuit de Magny-Cours, Nevers, Nièvre, France",1308,1124
Drama,"Philadelphia, Pennsylvania, USA",1309,1125
Drama,"Atlanta, Georgia, USA",1310,1126
Drama,,1311,47
"Drama,Romance,Comedy","Glendale, California, USA",1312,1127
"Crime,Drama","Astoria, Queens, New York City, New York, USA",1313,1128
"Crime,Drama","Intersection of Washington Street and Water Street, Dumbo, Brooklyn, New York City, New York, USA",1314,1129
"Biography,Crime,Drama","357 Desert Inn Road, Las Vegas, Nevada, USA",1315,1130
"Drama,Mystery,Thriller","1 Bush Street, San Francisco, California, USA",1316,1131
"Action,Crime,Thriller","MTA Subway, Hollywood and Highland Terminal, Los Angeles, California, USA",1317,1132
"Action,Sci-Fi","16th Street, Oakland, California, USA",1318,1133
"Action,Sci-Fi","Alameda, California, USA",1319,1134
"Drama,Fantasy,Horror","St. Vincent Catholic Church - 621 W. Adams Blvd., Los Angeles, California, USA",1320,1135
"Action,Crime,Sci-Fi","Pacific Electric Building, Los Angeles, California, USA",1321,1136
"Drama,Romance","Napa, Napa Valley, California, USA",1322,1137
"Comedy,Crime,Drama","Warner Road, St. Paul, Minnesota, USA",1323,1138
"Comedy,Crime,Sport","El Camino College, Torrance, California, USA",1324,1139
"Action,Drama,Sci-Fi","53rd Street & Blackstone Avenue, Hyde Park, Chicago, Illinois, USA",1325,1140
"Drama,Sport","Chicago, Illinois, USA",1326,1141
"Comedy,Sport","Chicago, Illinois, USA",1327,1142
"Comedy,Musical,Sport","Stage 11, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1328,1143
"Action,Crime,Sci-Fi","Casa Loma - 1 Austin Terrace, Casa Loma, Toronto, Ontario, Canada",1329,1144
"Crime,Horror,Mystery","Chicago, Illinois, USA",1330,1145
"Drama,Romance","Thiene, Vicenza, Veneto, Italy",1331,1146
"Action,Crime,Romance","Kahnawake, Québec, Canada",1332,1147
"Drama,Family,Musical","Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1333,1148
"Adventure,Family,Fantasy","Culver City, California, USA",1334,1149
"Adventure,Comedy,Family","Dorset, England, UK",1335,1150
"Drama,Family","20th Century Fox Ranch, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",1336,1151
"Adventure,Comedy,Family","Yokohama, Kanagawa, Honshu, Japan",1337,1152
"Drama,Kids & Family,Romance,Classics","Cedar City, Utah, USA",1338,1153
"Animation,Comedy,Crime",USA,1339,1154
"Comedy,Romance","Downtown, Los Angeles, California, USA",1340,1155
"Comedy,Drama,Family","100 Embarcadero Street, San Francisco, California, USA",1341,1156
"Animation,Family,Fantasy",,1342,612
"Animation,Adventure,Comedy","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",1343,965
"Animation,Family,Musical","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",1344,1157
"Animation,Adventure,Comedy",,1345,99
"Animation,Family,Fantasy",,1346,612
"Animation,Adventure,Family","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",1347,827
"Animation,Adventure,Comedy",,1348,99
