Creator,original_index,unique_index
"Vardis Fisher,Raymond W. Thorp",2053,1822
"W.D. Richter,W.D. Richter",2054,1823
"Robert Garland,Paul Gaer",2055,1824
"Jean M. Auel,John Sayles",2056,1825
"Ivan Reitman,Jim Cash",2057,1826
"Rudy De Luca,Carl Gottlieb",2058,1827
"Yann Martel,David Magee",2059,1828
"Alexandre Dumas père,Jay Wolpert",2060,1829
"David Zelag Goodman,William F. Nolan",2061,1830
"Tom Bleecker,Marc Rocco",2062,1831
John Logan,2063,516
"Gary Scott Thompson,Andrew W. Marlowe",2064,1832
"Thom Eberhardt,Richard Kramer",2065,1833
"Chad Law,Evan Law",2066,1834
"Walon Green,Georges Arnaud",2067,1835
"Gerald Petievich,William Friedkin",2068,1836
"William Nicholson,Simon Beaufoy",2069,1837
"William P. Wood,William Friedkin",2070,1838
"Jack Kirby,Christopher Markus",2071,1839
"Julius J. Epstein,Philip G. Epstein",2072,35
"Dudley Nichols,Hagar Wilde",2073,1840
Jules Furthman,2074,1841
"Monckton Hoffe,Preston Sturges",2075,1842
"Samson Raphaelson,Miklós László",2076,1843
"Viña Delmar,Arthur Richman",2077,1844
"Avra Wing,Todd Graff",2078,1845
"Morrie Ryskind,Eric Hatch",2079,1846
"Donald Ogden Stewart,Sidney Buchman",2080,1847
"Michael Shaara,Ron Maxwell",2081,1848
"Stan Lee,Jack Kirby",2082,1849
"Dean Devlin,Roland Emmerich",2083,851
"Serene Dominic,Ryan Page",2084,1850
Matthew Chapman,2085,1851
Stephen Gaghan,2086,1852
Ben Steiner,2087,1853
"Lexi Alexander,Dougie Brimson",2088,1854
,2089,28
"Charles Dickens,Douglas McGrath",2090,1855
Zach Dean,2091,1856
"Zack Snyder,Kurt Johnstad",2092,1857
David Ayer,2093,1685
"Ted Elliott,Terry Rossio",2094,1080
"Fran Walsh,Philippa Boyens",2095,1079
Irving Brecher,2096,1858
"Peter Craig,Danny Strong",2097,1859
"Michael Mann,Anthony Yerkovich",2098,1860
"Eric Roth,Eric Roth",2099,1861
"Jeff Nathanson,Frank Abagnale Jr.",2100,1862
"Simon Beaufoy,Vikas Swarup",2101,1863
"Jeremy Leven,Jan Sardi",2102,1864
"Kay Cannon,Mickey Rapkin",2103,1865
"Gene Roddenberry,William Shatner",2104,1866
Gene Roddenberry,2105,1867
"Tommy Kraft,Gene Roddenberry",2106,1868
"Jean-Christophe Jeauffre,Pascal Lee",2107,1869
"Doug Jung,Simon Pegg",2108,1870
"Kevin Eastman,Peter Laird",2109,1358
"Chris Morgan,Gary Scott Thompson",2110,1871
"S.J. Perelman,Will B. Johnstone",2111,1872
"Charles Portis,Marguerite Roberts",2112,1873
"Jules Furthman,Leigh Brackett",2113,1874
"Clair Huffaker,Clair Huffaker",2114,1875
"Charles Portis,Martha Hyer",2115,1876
"Burton Wohl,Leigh Brackett",2116,1877
"Elmore Leonard,Scott Frank",2117,241
Andrew J. Fenady,2118,1878
"Harry Julian Fink,Rita M. Fink",2119,1734
"Josh Appelbaum,André Nemec",2120,1879
"Zack Snyder,Kurt Johnstad",2121,1857
"Sylvester Stallone,Creighton Rothenberger",2122,1880
"George Gallo,Michael Barrie",2123,1881
"George Gallo,Marianne Wibberley",2124,1882
"Bruce Geller,David Koepp",2125,1883
"H.G. Wells,Barré Lyndon",2126,1884
"Christopher McQuarrie,Nathan Alexander",2127,1885
"Alex Kurtzman,Roberto Orci",2128,308
"Ethan Coen,Joel Coen",2129,1542
"Edward Neumeier,Robert A. Heinlein",2130,1886
"George S. Kaufman,Morrie Ryskind",2131,1887
Scott Rosenberg,2132,1888
Randall Wallace,2133,1889
Michael Green,2134,1890
"Alfred Gough,Miles Millar",2135,1632
"Marv Wolfman,Gene Colan",2136,1891
"Stephen Sommers,Jonathan Hales",2137,1892
"Guillermo del Toro,Guillermo del Toro",2138,1893
"Guillermo del Toro,Guillermo del Toro",2139,1893
"Akiva Goldsman,Dan Brown",2140,1894
"Gary Goldman,Jonathan Hensleigh",2141,1895
"David Weisberg,Douglas Cook",2142,1896
"Lawrence Konner,Mark Rosenthal,Doug Miro,Matt Lopez,Carlo Bernard",2143,1897
"Troy Kennedy-Martin,Donna Powers",2144,1898
"David S. Goyer,Jim Uhls",2145,1899
"Paul W.S. Anderson,Paul W.S. Anderson",2146,1900
"Luc Besson,Robert Mark Kamen",2147,1901
"Stephen King,David Koepp",2148,1902
"John Logan,Hugh Wheeler",2149,1903
"Seth Grahame-Smith,John August",2150,1904
"Ronan Bennett,Michael Mann",2151,1905
David Seidler,2152,1906
"Tim Burton,Caroline Thompson",2153,1907
Skip Woods,2154,1908
Andrew Niccol,2155,1138
"David S. Goyer,Marv Wolfman",2156,1909
"Danny McBride,Dirk Blackman",2157,1910
"Bram Stoker,James V. Hart",2158,1911
"Len Wiseman,John Hlavin",2159,1912
"George Nolfi,George Clayton Johnson",2160,1913
"George Clayton Johnson,Jack Golden Russell",2161,1914
"Brian Koppelman,David Levien",2162,1915
"Michele Mulroney,Kieran Mulroney",2163,1916
,2164,28
"David Koepp,Akiva Goldsman",2165,1917
"Mark Steven Johnson,Mark Steven Johnson",2166,1500
J. Michael Straczynski,2167,1918
"Dave Callaham,Sylvester Stallone",2168,1919
"Henry Selick,Neil Gaiman",2169,1920
"Travis Beacham,Phil Hay",2170,1921
"Pamela Pettler,Shane Acker",2171,1922
"Joe Shuster,Jerry Siegel",2172,1923
Chris Columbus,2173,387
"Dan Aykroyd,Harold Ramis",2174,1924
"Bob Kane,Lee Batchler",2175,1925
"Bob Kane,Akiva Goldsman",2176,1926
"Michael Dougherty,Dan Harris",2177,548
"Michael McDowell,Larry Wilson",2178,1927
"Joe Shuster,Jerry Siegel",2179,1923
"Bob Kane,Sam Hamm",2180,1928
"Dan Aykroyd,Harold Ramis",2181,1924
"Lorne Cameron,Peter Lepeniotis",2182,1929
"Scott Mosier,Jimmy Hayward",2183,1930
"Michael G. Wilson,Richard Maibaum",2184,1931
"Robert Pirosh,George Seaton",2185,1932
"Greg Berlanti,Michael Green",2186,1933
"Steven Lisberger,Steven Lisberger",2187,1934
"Boaz Yakin,Doug Miro",2188,1935
"John Gatins,Dan Gilroy",2189,1936
"Andrew Stanton,Mark Andrews",2190,1937
"Alfred Gough,Miles Millar",2191,1632
"Patrick O'Brian,Peter Weir",2192,1938
"Joseph Fields,Roland Kibbee",2193,1939
Garry Michael White,2194,1940
"Chester Gould,Jim Cash",2195,1941
"James Ellroy,Brian Helgeland",2196,1942
"Sid Kuller,Hal Fimberg",2197,1943
Christopher McQuarrie,2198,1944
Guy Ritchie,2199,187
"George S. Kaufman,Morrie Ryskind",2200,1887
"Mario Puzo,Francis Ford Coppola",2201,1586
"Steven Zaillian,Mark Jacobson",2202,1945
Irving Brecher,2203,1858
"Morrie Ryskind,John Murray",2204,1946
"Brian Helgeland,Dennis Lehane",2205,1947
"Ben Affleck,Aaron Stockard",2206,1948
David Koepp,2207,1949
David Marconi,2208,1950
Kevin Bisch,2209,1951
"Jim Thomas,John Thomas",2210,932
Grant Nieporte,2211,1952
Steve Conrad,2212,1953
"Steven Pressfield,Jeremy Leven",2213,1954
"Arthur Miller,Arthur Miller",2214,1955
"Tony Kushner,Doris Kearns Goodwin",2215,1956
"George S. Kaufman,Morrie Ryskind",2216,1887
"Jim Sheridan,Terry George",2217,1957
"James Fenimore Cooper,Colbert Clark",2218,1958
Rebecca Miller,2219,1959
"Edith Wharton,Jay Cocks",2220,1960
"Gerry Conlon,Terry George",2221,1961
"Jay Cocks,Jay Cocks",2222,1962
"Mark Rosenthal,Lawrence Konner",2223,523
"Warren Adler,Michael Leeson",2224,1963
Diane Thomas,2225,1964
"Craig Bolotin,Warren Lewis",2226,1965
"Jack Engelhard,Amy Holden Jones",2227,1966
"Andrew Klavan,Anthony Peckham",2228,1967
J.C. Chandor,2229,333
"Shane Salerno,Don Winslow",2230,1968
"Brian Helgeland,Rajiv Chandrasekaran",2231,1969
"John Glenn,Travis Wright",2232,1970
"Christopher Landon,Carl Ellsworth",2233,1971
"Peter Steinfeld,Allan Loeb",2234,1972
"George Zuckerman,Robert Wilder",2235,1973
"Sarah Kernochan,Zalman King",2236,1974
Stephen Peters,2237,1975
"Leora Barish,Henry Bean",2238,1976
"Ira Levin,Joe Eszterhas",2239,1977
"David Simkins,Chris Columbus",2240,1978
"Carl Hiaasen,Andrew Bergman",2241,1979
"Peter Buchman,Ernesto 'Che' Guevara",2242,1980
Guillermo Arriaga,2243,1981
"Guillermo Arriaga Jordan,Guillermo Arriaga",2244,1982
David Ayer,2245,1685
"David Benioff,David Benioff",2246,1983
"John Michael Hayes,Charles Bennett",2247,1984
"Mark Weisbrot,Tariq Ali",2248,1985
"Marc Brandel,Oliver Stone",2249,1986
"Oliver Stone,Rick Boyle",2250,1987
Oliver Stone,2251,1049
"Edward Mann,Oliver Stone",2252,1988
"John Ridley,John Ridley",2253,1989
"Peter Morgan,Peter Morgan",2254,1990
"Harvey Pekar,Shari Springer Berman,Robert Pulcini",2255,1991
Aaron Sorkin,2256,1992
"David Lynch,Barry Gifford",2257,1993
David Lynch,2258,38
"Walter Tevis,Richard Price",2259,1994
"Aaron Sorkin,Aaron Sorkin",2260,1995
"Barry Morrow,Ronald Bass",2261,1996
"Robert Towne,Tom Cruise",2262,1997
Paul Brickman,2263,1998
"Darryl Ponicsan,Robert Mark Kamen",2264,1999
Heywood Gould,2265,2000
"John Grisham,David Rabe",2266,2001
Cameron Crowe,2267,1399
Barry L. Levy,2268,2002
"Peter A. Dowling,Billy Ray",2269,2003
Richard Wenk,2270,2004
Jason Smilovic,2271,2005
Martin McDonagh,2272,2006
"Jacob Brackman,Bob Rafelson",2273,2007
Rich Wilkes,2274,1246
"Rich Wilkes,Simon Kinberg",2275,2008
,2276,28
James Westby,2277,808
,2278,28
"Kirby Dick,Eddie Schmidt",2279,2009
"Andrew James,Joshua Ligairi",2280,2010
David Lynch,2281,38
James Westby,2282,808
James Westby,2283,808
Mike Judge,2284,2011
Jordan Susman,2285,2012
James Westby,2286,808
Woody Allen,2287,859
"Hironobu Sakaguchi,Al Reinert",2288,2013
Tom DiCillo,2289,2014
"John Roach,Mary Sweeney",2290,2015
"Barry Gifford,David Lynch",2291,2016
"Patrick Read Johnson,Charles Edward Pogue",2292,2017
"Brian Helgeland,Brian Helgeland",2293,2018
"Ronald Bass,Michael Hertzberg",2294,2019
"Lorne Cameron,David Hoselton",2295,2020
"John Norville,Ron Shelton",2296,2021
"Dan Gordon,Lawrence Kasdan",2297,2022
"David Brin,Eric Roth",2298,2023
"Costa-Gavras,Donald Stewart",2299,2024
"Frank Darabont,Stephen King",2300,2025
"Lawrence D. Cohen,Larry Cohen",2301,2026
"Huck Botko,Andrew Gurland",2302,2027
"Stephen King,Stephen King",2303,8
"Stephen King,Tony Gilroy",2304,2028
George Huang,2305,2029
"Stephen King,Bill Phillips",2306,2030
"Howard Lindsay,Allan Scott",2307,2031
"William Shakespeare,Kenneth Branagh",2308,2032
"Manuel Seff,James Seymour",2309,2033
Robert Rodriguez,2310,2034
Robert Rodriguez,2311,2034
"Abem Finkel,Harry Chandlee",2312,2035
"Allison Anders,Alexandre Rockwell",2313,2036
"Robert Rodriguez,Rob Zombie,Edgar Wright,Quentin Tarantino,Jeff Rendell",2314,2037
"Robert Rodriguez,Álvaro Rodríguez",2315,2038
"Robert Kurtzman,Quentin Tarantino",2316,2039
"Quentin Tarantino,Elmore Leonard",2317,2040
Robert Rodriguez,2318,2034
"Michael Ondaatje,Anthony Minghella",2319,2041
"Paul Haggis,Paul Haggis",2320,2042
"Richard Recco,Demian Lichtenstein",2321,2043
John Lee Hancock,2322,2044
"Kenneth Fearing,Robert Garland",2323,2045
"Brandon Camp,Mike Thompson",2324,2046
Ron L. Brinkerhoff,2325,2047
"Jason Richman,Joshua Michael Stern",2326,2048
"Lauran Paine,Craig Storper",2327,2049
Dana Stevens,2328,2050
"Tom Clancy,Larry Ferguson",2329,2051
Shane Black,2330,2052
J.F. Lawton,2331,2053
"Roy Huggins,John Pogue",2332,2054
"Scott Turow,Frank Pierson",2333,2055
"William Kelley,Pamela Wallace",2334,2056
"Tom Clancy,W. Peter Iliff",2335,2057
"Tom Clancy,Donald Stewart",2336,2058
Andrew W. Marlowe,2337,2059
"J.D. Zeik,J.D. Zeik",2338,2060
"John D. MacDonald,James R. Webb",2339,1482
"Max Allan Collins,Richard Piers Rayner",2340,2061
"Robert Frost,Dennis Lee",2341,2062
"Betzi Manoogian,Martin Scorsese",2342,2063
"Ben L. Reitman,Joyce Hooper Corrington",2343,2064
"David Brooks,Paul Carafotes",2344,2065
Paul Greengrass,2345,2066
"John Rice,Joe Batteer",2346,2067
"Jason Richman,Oxide Pang Chun",2347,2068
"David Diamond,David Weissman",2348,2069
Steve Conrad,2349,1953
"Robert Munic,Dito Montiel",2350,2070
Oscar Wilde,2351,2071
"Buck Henry,Michal Zebede",2352,2072
Dan Fogelman,2353,2073
"Michele Alexander,Jeannie Long",2354,2074
"John Claflin,Daniel Zelman",2355,2075
"Tom J. Astle,Matt Ember",2356,761
"Johnston McCulley,Ted Elliott",2357,2076
"Peter Dexter,Lee Daniels",2358,2077
"Tracy Letts,Tracy Letts",2359,1650
"James DeMonaco,Kevin Fox",2360,2078
"Craig Borten,Melisa Wallack",2361,2079
"Daniel Pyne,Glenn Gers",2362,2080
Jeff Nichols,2363,1658
"Ed Yeager,Joey Gutierrez",2364,2081
Angelo Pizzo,2365,2082
"Scott Rothman,Rajiv Joseph",2366,2083
"Steven Zaillian,Aaron Sorkin",2367,2084
"Rubin 'Hurricane' Carter,Sam Chaiton",2368,2085
"Marc Lawrence,Katie Ford",2369,2086
"Scott Silver,Paul Tamasy",2370,2087
"Aaron Sorkin,Ben Mezrich",2371,2088
Pete Chiarelli,2372,2089
"Justin Haythe,Ric Roman Waugh",2373,2090
"R.J. Stewart,R.J. Stewart",2374,2091
"Mort Briskin,David Klass",2375,2092
"Tony Gayton,Joe Gayton",2376,2093
Mike Rich,2377,2094
"Bernard Malamud,Roger Towne",2378,2095
"Mark Frost,Mark Frost",2379,2096
Toby Emmerich,2380,2097
"William Friedkin,Gerald Walker",2381,2098
"James Mills,Joan Didion",2382,2099
"A. Martin Zweiback,Stanley Shapiro",2383,2100
"Bert Kalmar,Harry Ruby",2384,2101
"Christopher De Vore,Eric Bergren",2385,2102
William Goldman,2386,1601
"Robert Buckner,Edmund Joseph",2387,2103
"Martin Scorsese,Mardik Martin",2388,2104
"Ken Lonergan,Phoef Sutton,Harold Ramis,Kenneth Lonergan,Peter Tolan",2389,2105
"Lorenzo Carcaterra,Barry Levinson",2390,2106
Scott Marshall Smith,2391,2107
"Sergio Donati,Sergio Leone",2392,2108
"Charles Addams,Caroline Thompson",2393,2109
Robert Towne,2394,2110
Paddy Chayefsky,2395,1782
"Charles Addams,Paul Rudnick",2396,2111
"Joel Coen,Ethan Coen",2397,108
"J. Mackye Gruber,Eric Bress",2398,2112
"Steven Zaillian,Stieg Larsson",2399,2113
Francis Ford Coppola,2400,2114
"Mike Gray,T.S. Cook",2401,2115
Scott Kosar,2402,2116
"William Diehl,Steve Shagan",2403,2117
"Neil Burger,Steven Millhauser",2404,2118
"Rick King,W. Peter Iliff",2405,2119
"Graham Yost,Jan de Bont",2406,2120
Neal Jimenez,2407,2121
"Jorge Saralegui,Keith Sharon",2408,2122
"Andy Wachowski,Lana Wachowski",2409,1024
"David Auburn,Eun-Jeong Kim",2410,2123
"Chris Morgan,Hossein Amini",2411,2124
"David Scarpa,Edmund H. North",2412,2125
Paul Feig,2413,2126
"Mario Vargas Llosa,William Boyd",2414,2127
"Herman Raucher,Paul Yurick",2415,2128
"Jarre Fees,Alice Liddle",2416,2129
"Sacha Gervasi,David N. White",2417,2130
Bruce Miller,2418,2131
"Neal Cassady,Stephen Kay",2419,2132
"Melissa Behr,Sherrie Rose",2420,2133
Ron Nyswaner,2421,1484
"Domonic Muir,Domonic Muir",2422,2134
"Eirik Ildahl,Geir Eriksen",2423,2135
"Gene Wilder,Mel Brooks",2424,2136
"Steve Franks,Steve Franks",2425,2137
"Tim Herlihy,Adam Sandler",2426,1249
David Dorfman,2427,2138
"Steve Koren,Mark O'Keefe",2428,938
"Allan Loeb,Timothy Dowling",2429,2139
"Barry Fanaro,Alexander Payne",2430,2140
George Wing,2431,2141
"Clarence Budington Kelland,Robert Riskin",2432,2142
"Adam Sandler,Robert Smigel",2433,2143
"Adam Sandler,Fred Wolf",2434,2144
Graham Yost,2435,1175
Scott Rosenberg,2436,1888
"James Ellroy,Kurt Wimmer",2437,2145
"Brian Doyle-Murray,Harold Ramis",2438,2146
"Eliot Asinof,John Sayles",2439,2147
Ron Shelton,2440,1425
Ron Shelton,2441,1425
"David S. Ward,R.J. Stewart",2442,2148
"David S. Ward,John Warren",2443,2149
"Lowell Ganz,Babaloo Mandel,Kim Wilson",2444,2150
"William K. Wells,James Gleason",2445,2151
Philip John Taylor,2446,2152
"Matty Simmons,William Dozier",2447,2153
"Frank Cavett,Edwards Roberts",2448,2154
"George Abbott,Richard Bissell",2449,2155
"Alan Jay Lerner,Alan Jay Lerner",2450,2156
"Don Hartman,Frank Butler",2451,2157
"William Bowers,Leo Townsend,Charles Hoffman,Jack Moffitt",2452,2158
"Frank R. Adams,Luther Reed",2453,2159
"Alan Jay Lerner,T.H. White",2454,2160
"Nedrick Young,Stanley Rubin",2455,2161
"Helen Deutsch,Richard Morris",2456,2162
"Billy Bob Thornton,Tom Epperson",2457,2163
"Philippe Caland,Jennifer Chambers Lynch",2458,2164
John Herzfeld,2459,2165
"Kenneth Lonergan,Peter Tolan",2460,2166
,2461,28
"David Levien,Brian Koppelman",2462,446
"Joe Carnahan,Gavin O'Connor",2463,2167
"Hugh Lofting,Leslie Bricusse",2464,2168
"William Goldman,William Goldman",2465,1692
"Frances Goodrich,Albert Hackett",2466,99
"Malcolm Marmorstein,Seton I. Miller",2467,2169
"DeWitt Bodeen,John Van Druten",2468,2170
"George Seaton,Valentine Davies",2469,2171
"Dudley Nichols,Leo McCarey",2470,2172
"Paul Osborn,Marjorie Kinnan Rawlings",2471,2173
"Jo Swerling,Herman J. Mankiewicz",2472,2174
"Irving Brecher,Fred F. Finklehoffe",2473,2175
"Sy Richardson,Dario Scardapane",2474,2176
"Walter Reisch,Charles Brackett",2475,2177
Earl Felton,2476,2178
"John Lee Mahin,Jerome Kern",2477,2179
"Louisa May Alcott,Sarah Y. Mason",2478,2180
"Jonathan Swift,Edmond Seward",2479,2181
"Enid Bagnold,Theodore Reeves",2480,2182
"Nunnally Johnson,Edward Streeter",2481,2183
Lance Smith,2482,2184
"Dick King-Smith,George Miller",2483,2185
"Daniel Waters,James Cappe",2484,2186
"Anouska Chydzik,Caprice Crane",2485,2187
"Patrick J. Clifton,Beth Rigazio",2486,2188
"Elizabeth Young,Dana Fox",2487,2189
"Adam Sztykiel,Deborah Kaplan",2488,2190
"David Diamond,David Weissman",2489,2069
"Kim Barker,Tim Rasmussen",2490,2191
"Tracey Jackson,Tim Firth",2491,2192
Thomas Bezucha,2492,2193
"A.A. Milne,Larry Clemmons",2493,2194
"Winston Hibler,Erdman Penner",2494,2195
"Eric Goldberg,Hans Christian Andersen",2495,2196
"Homer Brightman,Ernest Terrazas",2496,2197
"Dick Huemer,Elmer Plummer,Otto Englander,Webb Smith,Erdman Penner",2497,2198
"Homer Brightman,Dick Huemer",2498,2199
"Robert Skates,David Tybor",2499,2200
"Kenneth Grahame,Ted Sears",2500,2201
"Lawrence Edward Watkin,Robert Louis Stevenson",2501,2202
"John Tucker Battle,Maurice Rapf",2502,2203
"Scott Neustadter,Michael H. Weber",2503,677
"Roald Dahl,Nicholas Kazan",2504,2204
"Bill Walsh,Don DaGradi",2505,877
"Arthur Alsberg,Don Nelson",2506,2205
"Don Tait,Gordon Buford",2507,2206
"Bill Walsh,Gordon Buford",2508,2207
"John Hughes,Amy Holden Jones",2509,2208
"Sheila Burnford,Caroline Thompson",2510,2209
"John Hughes,Amy Holden Jones",2511,2208
Tom Schulman,2512,2210
"Joseph Oriolo,Sherri Stoner",2513,2211
"Deborah Foster,Richard Foster",2514,2212
"Leigh Brown,Bob Clark,Jean Shepherd",2515,2213
"John Infantino,Cosmo Segurson",2516,2214
Kevin Smith,2517,189
Kevin Smith,2518,189
Kevin Smith,2519,189
Kevin Smith,2520,189
Kevin Smith,2521,189
"John Hughes,Kevin Wade",2522,2215
Kevin Smith,2523,189
Kevin Smith,2524,189
"Roald Dahl,Allan Scott",2525,2216
"David J. Schow,John Shirley",2526,2217
"Neal Israel,Pat Proft",2527,2218
"Imani Shakur,Imani Shakur",2528,2219
Stephen Langford,2529,2220
"Marilyn Anderson,Richard Rossner",2530,2221
Evan Oppenheimer,2531,2222
Chuck Tately,2532,2223
"Ann Peacock,Valerie Tripp",2533,2224
"Bram Hoover,Toni Hoover",2534,2225
Robert Rodriguez,2535,2034
John Robert Moore,2536,2226
"Jacob Meszaros,Mya Stark",2537,2227
LeRoy McDonald,2538,2228
"Ethan Coen,Joel Coen",2539,1542
"Jo Kastner,Mark Twain",2540,2229
"John Frankenheimer,Michael D. Weiss",2541,2230
"Jackie Filgo,Jeff Filgo",2542,2231
"Gabe Sachs,Jeff Judah",2543,2232
"Jeff Lowell,Robert Schooley",2544,2233
"Joseph Kwong,Paula Mazur",2545,2234
"Scott Frank,Don Roos",2546,2235
David Berenbaum,2547,2236
"Kate DiCamillo,Joan Singleton",2548,2237
"E.B. White,Earl Hamner Jr.",2549,2238
"David Bowen,Michael O. Sajbel",2550,2239
C.S. Lewis,2551,2240
"Rick Stevenson,Icel Dobell Massey",2552,2241
"Johnny Gagnon,C.S. Lewis",2553,2242
"Mark Monroe,Jack Youngelson",2554,2243
,2555,28
Ronald Colby,2556,2244
Tim Huntley,2557,2245
"Neal Purvis,Robert Wade",2558,25
Werner Herzog,2559,602
Werner Herzog,2560,602
,2561,28
Terrence Malick,2562,2246
"Andy Lewis,David E. Lewis",2563,2247
Philippe Petit,2564,2248
,2565,28
Kurt Kuenne,2566,2249
,2567,28
Alex Ross Perry,2568,2250
Errol Morris,2569,2251
,2570,28
,2571,28
Marisa Miller Wolfson,2572,2252
,2573,28
,2574,28
"Jay Ward,Hugh Wilson",2575,2253
James Cresson,2576,2254
Shaun Monson,2577,1227
"Kip Andersen,Keegan Kuhn",2578,2255
"Roderick Taylor,Peter Hyams",2579,2256
Lee Fulkerson,2580,2257
Michael Moore,2581,1228
,2582,28
Michael Moore,2583,1228
Michael Moore,2584,1228
Michael Moore,2585,1228
,2586,28
"Antonio Campos,Antonio Campos",2587,2258
"Noah Baumbach,Greta Gerwig",2588,2259
"Waldo Salt,Robert C. Jones",2589,2260
"Michael Crichton,Robin Cook",2590,2261
"Nora Ephron,Alice Arlen",2591,2262
"Joe Cross,Kurt Engfehr",2592,2263
Charles Chaplin,2593,1811
"Robert E. Sherwood,Robert E. Sherwood",2594,2264
"David Schmoeller,J. Larry Carroll",2595,2265
"Ernest Thompson,Ernest Thompson",2596,2266
John Waters,2597,357
"Richard Blackburn,Robert Fern",2598,2267
Rex Carlton,2599,2268
"Frank Schaefer,Kerry Newcomb",2600,2269
"Greydon Clark,Alvin L. Fast",2601,2270
"Charles Beaumont,Charles Beaumont",2602,2271
"Stephen Bruce Rose,Nancy Larson",2603,2272
"William Dear,Thomas Van Dyke",2604,2273
"John Michael Hayes,Jack Trevor Story",2605,2274
"Alice Hoffman,Robin Swicord",2606,2275
"Winston Graham,Jay Presson Allen",2607,2276
"Al Dewlen,Andrew J. Fenady",2608,2277
"Hank Ketcham,John Hughes",2609,2278
John Hughes,2610,390
"Len Brown,Woody Gelman",2611,2279
Dan Harris,2612,2280
Neil LaBute,2613,2281
Marc Lawrence,2614,1532
"Robin Driscoll,Richard Curtis,Rowan Atkinson",2615,2282
Andrew Bergman,2616,2283
"Leo Benvenuti,Steve Rudnick",2617,617
Geoff Rodkey,2618,1290
"Rob Greenberg,Bill Corbett",2619,2284
"William Peter Blatty,William Peter Blatty",2620,2285
"Hugh Lofting,Larry Levin",2621,2286
"Dodie Smith,Kristen Buckley",2622,2287
"Michael Bacall,Edgar Wright",2623,2288
"David Spade,Fred Wolf",2624,2289
"William Dear,Bill Martin",2625,2290
"Frank Sebastiano,Norm MacDonald",2626,2291
"John Scott Shepherd,John Scott Shepherd",2627,2292
"Mark Nutter,Tom Wolfe",2628,2293
"John D. Brancato,Michael Ferris",2629,1174
"Tim Herlihy,Adam Sandler",2630,1249
Tim Herlihy,2631,2294
"Tom Davis,Dan Aykroyd",2632,2295
"Joe Gayton,Joe Gayton",2633,2296
"Jim Abrahams,Pat Proft",2634,2297
"Mel Brooks,Thomas Meehan",2635,2298
John Hughes,2636,390
"Ed Boon,John Tobias",2637,2299
"Gene Roddenberry,Francis Pollini",2638,2300
"Mike Judge,Joe Stillman",2639,2301
"Dave Chappelle,Neal Brennan",2640,2302
Trey Parker,2641,1260
"Brian DiMuccio,Dino Vindeni",2642,2303
"Neal Purvis,Robert Wade",2643,25
"Ian Fleming,Neal Purvis",2644,2304
"Ian Fleming,Michael France",2645,2305
"Court Crandall,Todd Phillips",2646,2306
