Creator,Actors,original_index,unique_index
"Stephen Singular,Eric Bogosian","Eric Bogosian,Ellen Greene,Leslie Hope",1271,1257
"Stephen J. Rivele,Christopher Wilkinson","Anthony Hopkins,Joan Allen,Powers Boothe",1272,1258
Ebbe Roe Smith,"Michael Douglas,Robert Duvall,Barbara Hershey",1273,1259
"Ron Kovic,Oliver Stone","Tom Cruise,Raymond J. Barry,Caroline Kava",1274,1260
Larry Cohen,"Colin Farrell,Kiefer Sutherland,Forest Whitaker",1275,1261
Jon Robin Baitz,"Al Pacino,Téa Leoni,Ryan O'Neal",1276,1262
"David Ayer,David McKenna,Ron Mita,Jim McClain","Samuel L. Jackson,Colin Farrell,Michelle Rodriguez",1277,1263
James Westby,"Melik Malkasian,Ritah Parrish,John Breen",1278,1264
Andrew Niccol,"Al Pacino,Catherine Keener,Rachel Roberts",1279,1265
Gary Scott Thompson,"Al Pacino,Alicia Witt,Ben McKenzie",1280,1266
"Randall Jahnson,Oliver Stone","Val Kilmer,Meg Ryan,Kyle MacLachlan",1281,1267
John Fusco,"Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips",1282,1268
"Le Ly Hayslip,Jay Wurts","Hiep Thi Le,Tommy Lee Jones,Haing S. Ngor",1283,1269
"Quentin Tarantino,David Veloz","Woody Harrelson,Juliette Lewis,Tom Sizemore",1284,1270
"Michael Blake,Michael Blake","Kevin Costner,Mary McDonnell,Graham Greene",1285,1271
"David Self,Ernest R. May","Kevin Costner,Bruce Greenwood,Shawn Driscoll",1286,1272
"Jeb Stuart,David Twohy","Harrison Ford,Tommy Lee Jones,Sela Ward",1287,1273
"Oscar Fraley,Eliot Ness","Kevin Costner,Sean Connery,Robert De Niro",1288,1274
"Barrie Robinson,Sean Robinson","Brian Blessed,Neve Campbell,Brian Cox",1289,1275
"Paul Schrader,Leonard Schrader","Ken Ogata,Masayuki Shionoya,Hiroshi Mikami",1290,1276
"Andrea Berloff,John McLoughlin","Nicolas Cage,Michael Peña,Maria Bello",1291,1277
Dito Montiel,"Channing Tatum,Al Pacino,Juliette Binoche",1292,1278
Noah Haidle,"Al Pacino,Christopher Walken,Alan Arkin",1293,1279
"Clive Cussler,Thomas Dean Donnelly","Matthew McConaughey,Penélope Cruz,Steve Zahn",1294,1280
"Jamie Linden,Cory Helms","Matthew McConaughey,Matthew Fox,Anthony Mackie",1295,1281
"John Romano,Michael Connelly","Matthew McConaughey,Marisa Tomei,Ryan Phillippe",1296,1282
"Christopher Cleveland,Bettina Gilois","Josh Lucas,Derek Luke,Austin Nichols",1297,1283
Brian Helgeland,"Chadwick Boseman,T.R. Knight,Harrison Ford",1298,1284
Gregory Allen Howard,"Denzel Washington,Will Patton,Wood Harris",1299,1285
Brad Gann,"Mark Wahlberg,Greg Kinnear,Elizabeth Banks",1300,1286
"John Lee Hancock,Michael Lewis","Quinton Aaron,Sandra Bullock,Tim McGraw",1301,1287
"Jeff Maguire,Jac Flanders","Dwayne Johnson,Xzibit,L. Scott Caldwell",1302,1288
,"Sean Astin,Jon Favreau,Ned Beatty",1303,1289
"Mark Schwahn,John Gatins","Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard",1304,1290
Eric Guggenheim,"Kurt Russell,Patricia Clarkson,Nathan West",1305,1291
"John Lee Hancock,Jeffrey Lieber,Scott Williams,Charles Leavitt","Rob Brown,Dennis Quaid,Clancy Brown",1306,1292
Richard Price,"Al Pacino,Ellen Barkin,John Goodman",1307,1293
"Alvin Sargent,Erich Maria Remarque","Al Pacino,Marthe Keller,Anny Duperey",1308,1294
Joseph Stefano,"Al Pacino,Mary Elizabeth Mastrantonio,Jerry Barone",1309,1295
Heathcote Williams,"Al Pacino,Paul Guilfoyle,Joseph Maher",1310,1296
"Ira Lewis,Ira Lewis","Al Pacino,Jerry Orbach,Susan Floyd",1311,1297
Terrence McNally,"Al Pacino,Michelle Pfeiffer,Hector Elizondo",1312,1298
"Chazz Palminteri,Chazz Palminteri","Robert De Niro,Chazz Palminteri,Lillo Brancato",1313,1299
"Harry Grey,Leonardo Benvenuti","Robert De Niro,James Woods,Elizabeth McGovern",1314,1300
"Nicholas Pileggi,Nicholas Pileggi","Robert De Niro,Sharon Stone,Joe Pesci",1315,1301
"John D. Brancato,Michael Ferris","Michael Douglas,Deborah Kara Unger,Sean Penn",1316,1302
Graham Yost,"Keanu Reeves,Dennis Hopper,Sandra Bullock",1317,1303
"Andy Wachowski,Lana Wachowski","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",1318,1127
"Andy Wachowski,Lana Wachowski","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",1319,1127
"Jamie Delano,Garth Ennis","Keanu Reeves,Rachel Weisz,Djimon Hounsou",1320,1304
"Mike Werb,Michael Colleary","John Travolta,Nicolas Cage,Joan Allen",1321,1305
"Robert Mark Kamen,Mark Miller","Keanu Reeves,Aitana Sánchez-Gijón,Anthony Quinn",1322,1306
Steven Baigelman,"Keanu Reeves,Vincent D'Onofrio,Cameron Diaz",1323,1307
"Albert S. Ruddy,Tracy Keenan Wynn","Adam Sandler,Burt Reynolds,Chris Rock",1324,1308
"Arne Schmidt,Rick Seaman","Keanu Reeves,Morgan Freeman,Rachel Weisz",1325,1309
"Daniel Coyle,John Gatins","Keanu Reeves,Diane Lane,John Hawkes",1326,1310
David S. Ward,"Tom Berenger,Charlie Sheen,Corbin Bernsen",1327,1311
"George Abbott,George Abbott","Tab Hunter,Gwen Verdon,Ray Walston",1328,1312
"William Gibson,William Gibson","Keanu Reeves,Dolph Lundgren,Dina Meyer",1329,1313
"Darcy Meyers,David Elliot","James Spader,Keanu Reeves,Marisa Tomei",1330,1314
"William Shakespeare,Michael Radford","Al Pacino,Joseph Fiennes,Lynn Collins",1331,1315
"Daniel E. Taylor,Kario Salem","Robert De Niro,Edward Norton,Marlon Brando",1332,1316
"Alan Jay Lerner,George Bernard Shaw","Audrey Hepburn,Rex Harrison,Stanley Holloway",1333,1317
"Noel Langley,Florence Ryerson","Judy Garland,Frank Morgan,Ray Bolger",1334,1318
"Ralph Wright,Ted Berman","Angela Lansbury,David Tomlinson,Roddy McDowall",1335,1319
"Philip Dunne,Richard Llewellyn","Walter Pidgeon,Maureen O'Hara,Anna Lee",1336,1320
"James Poe,John Farrow","David Niven,Cantinflas,Finlay Currie",1337,1321
"Fredric M. Frank,Barré Lyndon,Theodore St. John,Barré Lyndon,Theodore St. John","James Stewart,Charlton Heston,Betty Hutton",1338,1322
"Gary K. Wolf,Jeffrey Price","Bob Hoskins,Christopher Lloyd,Joanna Cassidy",1339,1323
"Karen Leigh Hopkins,Jessie Nelson","Diane Keaton,Mandy Moore,Gabriel Macht",1340,1324
"Anne Fine,Randi Mayem Singer","Robin Williams,Sally Field,Pierce Brosnan",1341,1325
"Washington Irving,Kenneth Grahame","Bing Crosby,Basil Rathbone,Eric Blore",1342,1326
"Larry Clemmons,Vance Gerry","Phil Harris,Eva Gabor,Sterling Holloway",1343,1327
"Joe Grant,Dick Huemer","Sterling Holloway,Edward Brophy,James Baskett",1344,1328
"Larry Clemmons,Ken Anderson","Brian Bedford,Phil Harris,Roger Miller",1345,1329
"Carlo Collodi,Ted Sears","Dickie Jones,Christian Rub,Mel Blanc",1346,1330
"Lewis Carroll,Winston Hibler","Kathryn Beaumont,Ed Wynn,Richard Haydn",1347,1331
"Ward Greene,Erdman Penner","Barbara Luddy,Larry Roberts,Peggy Lee",1348,1332
"Bill Peet,T.H. White","Rickie Sorensen,Sebastian Cabot,Karl Swenson",1349,1333
"Joel Chandler Harris,Dalton S. Reymond","Ruth Warrick,Bobby Driscoll,James Baskett",1350,1334
"Felix Salten,Perce Pearce","Hardie Albright,Stan Alexander,Bobette Audrey",1351,1335
"Charles Perrault,Bill Peet","Ilene Woods,James MacDonald,Eleanor Audley",1352,1336
"Erdman Penner,Charles Perrault","Mary Costa,Bill Shirley,Eleanor Audley",1353,1337
"Thomas Lennon,Robert Ben Garant","Lindsay Lohan,Michael Keaton,Cheryl Hines",1354,1338
"Dyan Sheldon,Gail Parent","Lindsay Lohan,Megan Fox,Adam Garcia",1355,1339
"Susan Estelle Jansen,Ed Decter","Hilary Duff,Adam Lamberg,Clayton Snyder",1356,1340
"Keith Walker,Keith Walker","Jason James Richter,Lori Petty,Michael Madsen",1357,1341
"Lou Berney,Turk Pipkin","Harry Connick Jr.,Connie Britton,Chandler Canterbury",1358,1342
"Henry Gayden,Henry Gayden","Teo Halm,Astro,Reese Hartwig",1359,1343
"Ron Kurz,Victor Miller","Betsy Palmer,Amy Steel,John Furey",1360,1344
"Michael Berlin,Mario Ponce","Logan Dondanville,Nick Fink,Zach Gibson",1361,1345
"Jessica O'Toole,Amy Rardin","Virginia Madsen,Eloise Webb,Caitlin Carmichael",1362,1346
Charlie Kaufman,"Philip Seymour Hoffman,Samantha Morton,Michelle Williams",1363,1347
Josh Chesler,"Toby Nichols,Tim Meadows,W. Earl Brown",1364,1348
"Lisa Addario,Joe Syracuse","Billy Crystal,Bette Midler,Marisa Tomei",1365,1349
"Maya Forbes,Wallace Wolodarsky","Zachary Gordon,Robert Capron,Devon Bostick",1366,1350
"Emma Thompson,Christianna Brand","Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes",1367,1351
"Aline Brosh McKenna,Cameron Crowe","Matt Damon,Scarlett Johansson,Thomas Haden Church",1368,1352
"Mitchell Kapner,David Lindsay-Abaire","James Franco,Michelle Williams,Rachel Weisz",1369,1353
"Matt Lopez,Tim Herlihy","Adam Sandler,Keri Russell,Courteney Cox",1370,1354
"Susannah Grant,Karey Kirkpatrick","Dakota Fanning,Julia Roberts,Oprah Winfrey",1371,1355
Chris Gerolmo,"Gene Hackman,Willem Dafoe,Frances McDormand",1372,1356
"Gabriela Cowperthwaite,Eli B. Despres","Tilikum,Dave Duffus,Samantha Berg",1373,1357
Joe Eszterhas,"Jessica Lange,Armin Mueller-Stahl,Frederic Forrest",1374,1358
Shaun Monson,Joaquin Phoenix,1375,1359
Michael Moore,"Michael Moore,Tucker Albrizzi,Tony Benn",1376,1360
Eli Roth,"Jay Hernandez,Derek Richardson,Eythor Gudjonsson",1377,1361
Michael Moore,"Michael Moore,Charlton Heston,Marilyn Manson",1378,1362
Michael Moore,"Michael Moore,George W. Bush,Ben Affleck",1379,1363
"Robert Kenner,Elise Pearlstein","Michael Pollan,Eric Schlosser,Richard Lobb",1380,1364
"John Michael Hayes,Cornell Woolrich","James Stewart,Grace Kelly,Wendell Corey",1381,1365
"Alec Coppel,Samuel A. Taylor","James Stewart,Kim Novak,Barbara Bel Geddes",1382,1366
"Herman J. Mankiewicz,Orson Welles","Orson Welles,Joseph Cotten,Dorothy Comingore",1383,1367
Allen Actor,"Linda Gillen,John Neilson,Arthur Space",1384,1368
"Daphne Du Maurier,Evan Hunter","Rod Taylor,Tippi Hedren,Suzanne Pleshette",1385,1369
"Lawrence Hauben,Bo Goldman","Jack Nicholson,Louise Fletcher,Michael Berryman",1386,1370
John Hughes,"Alex D. Linz,Olek Krupa,Rya Kihlstedt",1387,1371
"Bob Kane,Daniel Waters","Michael Keaton,Danny DeVito,Michelle Pfeiffer",1388,1372
"Wolfgang Petersen,Herman Weigel","Noah Hathaway,Barret Oliver,Tami Stronach",1389,1373
"Peter Baynham,Sarah Smith","James McAvoy,Jim Broadbent,Bill Nighy",1390,1374
William Shakespeare,"Paul Panzer,Florence Lawrence,John G. Adolfi",1391,1375
"Barry Reed,David Mamet","Paul Newman,Charlotte Rampling,Jack Warden",1392,1376
"Chris Van Allsburg,Robert Zemeckis","Tom Hanks,Chris Coppola,Michael Jeter",1393,1377
"Hugh Lofting,Nat Mauldin","Eddie Murphy,Peter Boyle,Ossie Davis",1394,1378
"Dodie Smith,John Hughes","Glenn Close,Jeff Daniels,Joely Richardson",1395,1379
Fred Wolf,"Chris Farley,David Spade,Tim Matheson",1396,1380
Rich Wilkes,"Brendan Fraser,Steve Buscemi,Adam Sandler",1397,1381
"Mark Feldberg,Mitchell Klebanoff","Chris Farley,Nicollette Sheridan,Robin Shou",1398,1382
"Chris Matheson,Ed Solomon","Keanu Reeves,Alex Winter,William Sadler",1399,1383
"Chris Matheson,Ed Solomon","Keanu Reeves,Alex Winter,George Carlin",1400,1384
"Tim Herlihy,Adam Sandler","Adam Sandler,Darren McGavin,Bridgette Wilson-Sampras",1401,1385
"Bonnie Turner,Terry Turner","Chris Farley,David Spade,Brian Dennehy",1402,1386
"David Zucker,Robert LoCash","Trey Parker,Matt Stone,Dian Bachar",1403,1387
"Richard Maibaum,Michael G. Wilson","Timothy Dalton,Maryam d'Abo,Jeroen Krabbé",1404,1388
Bruce Feirstein,"Pierce Brosnan,Jonathan Pryce,Michelle Yeoh",1405,1389
Steve Shagan,"Jack Lemmon,Jack Gilford,Laurie Heineman",1406,1390
"Steve Faber,Bob Fisher","Owen Wilson,Vince Vaughn,Rachel McAdams",1407,1391
"Nicolás López,Eli Roth","Eli Roth,Ariel Levy,Nicolás Martínez",1408,1392
Rawson Marshall Thurber,"Ben Stiller,Christine Taylor,Vince Vaughn",1409,1393
"Jeff Cox,Craig Cox","Will Ferrell,Jon Heder,Amy Poehler",1410,1394
"Will Ferrell,Adam McKay","Will Ferrell,Christina Applegate,Steve Carell",1411,1395
"Will Ferrell,Adam McKay","Will Ferrell,Christina Applegate,Paul Rudd",1412,1396
"Will Ferrell,Adam McKay","Will Ferrell,John C. Reilly,Sacha Baron Cohen",1413,1397
"Will Ferrell,Adam McKay","Will Ferrell,John C. Reilly,Mary Steenburgen",1414,1398
"Tim Herlihy,Adam Sandler","Adam Sandler,Christopher McDonald,Julie Bowen",1415,1399
Trey Parker,"Trey Parker,Dian Bachar,Robyn Lynne Raab",1416,1400
"Sacha Baron Cohen,Anthony Hines","Sacha Baron Cohen,Gustaf Hammarsten,Clifford Bañagale",1417,1401
Fernley Phillips,"Jim Carrey,Virginia Madsen,Logan Lerman",1418,1402
"Shawn Wayans,Marlon Wayans","Anna Faris,Jon Abrahams,Marlon Wayans",1419,1403
Mike White,"Jack Black,Mike White,Joan Cusack",1420,1404
"John Hamburg,Larry Stuckey","Ben Stiller,Teri Polo,Robert De Niro",1421,1405
"Sacha Baron Cohen,Alec Berg","Sacha Baron Cohen,Anna Faris,John C. Reilly",1422,1406
Adam Herz,"Jason Biggs,Chris Klein,Thomas Ian Nicholas",1423,1407
"Sacha Baron Cohen,Dan Mazer","Sacha Baron Cohen,Emilio Rivera,Gina La Piana",1424,1408
George Arthur Bloom,"Danny DeVito,Madeline Kahn,Cloris Leachman",1425,1409
"Chris Denk,Ben Gluck","Hayden Panettiere,Christina Ricci,Justin Long",1426,1410
"Eli Roth,Randy Pearlstein","Jordan Ladd,Rider Strong,James DeBello",1427,1411
"Eli Roth,Eli Roth","Lauren German,Heather Matarazzo,Bijou Phillips",1428,1412
"Corey Edwards,Cory Edwards,Todd Edwards,Tony Leech","Anne Hathaway,Glenn Close,Patrick Warburton",1429,1413
"William Hanna,Joseph Barbera","Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard",1430,1414
"Mark Burton,Adam F. Goldberg","Ashley Tisdale,Robert Hoffman,Carter Jenkins",1431,1415
"Dr. Seuss,Jeffrey Price","Jim Carrey,Taylor Momsen,Kelley",1432,1416
"Chris Weitz,Philip Pullman","Nicole Kidman,Daniel Craig,Dakota Blue Richards",1433,1417
"Charles Dickens,Robert Zemeckis","Jim Carrey,Gary Oldman,Colin Firth",1434,1418
"Allan Knee,David Magee","Johnny Depp,Kate Winslet,Julie Christie",1435,1419
Robert Mark Kamen,"Ralph Macchio,Pat Morita,Elisabeth Shue",1436,1420
"Steven Spielberg,Chris Columbus","Sean Astin,Josh Brolin,Jeff Cohen",1437,1421
"Peter Buchman,Christopher Paolini","Ed Speleers,Sienna Guillory,Jeremy Irons",1438,1422
"Jeff Stockwell,David Paterson","Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel",1439,1423
"Chris Van Allsburg,David Koepp","Josh Hutcherson,Jonah Bobo,Dax Shepard",1440,1424
"David Lindsay-Abaire,Cornelia Funke","Brendan Fraser,Andy Serkis,Eliza Bennett",1441,1425
"Philip LaZebnik,Nicholas Meyer","Val Kilmer,Ralph Fiennes,Michelle Pfeiffer",1442,1426
Zach Helm,"Natalie Portman,Dustin Hoffman,Jason Bateman",1443,1427
"Penelope Spheeris,Robert Wolterstorff","Travis Tedford,Bug Hall,Brittany Ashton Holmes",1444,1428
"Mitch Rotter,Sam Schreiber","Hilary Duff,John Corbett,Rebecca De Mornay",1445,1429
"Meg Cabot,Hadley Davis","Michelle Trachtenberg,Kim Cattrall,Trevor Blumas",1446,1430
"Ron Burch,David Kidd","Dennis Quaid,Rene Russo,Jerry O'Connell",1447,1431
Geoff Rodkey,"Eddie Murphy,Jeff Garlin,Anjelica Huston",1448,1432
"Marc Guggenheim,Rick Riordan","Logan Lerman,Alexandra Daddario,Brandon T. Jackson",1449,1433
"Brian Gunn,Mark Gunn","Dwayne Johnson,Josh Hutcherson,Anna Colwell",1450,1434
"Craig Titley,Rick Riordan","Logan Lerman,Kevin McKidd,Steve Coogan",1451,1435
"Adam Rifkin,Joe Piscatella","Peter Dinklage,Jason Lee,Amy Adams",1452,1436
Frederick Ayeroff,"Missi Pyle,Emily Osment,Dan Cortese",1453,1437
"Nick Bakay,Rock Reuben","Kevin James,Rosario Dawson,Leslie Bibb",1454,1438
"Steve Oedekerk,Steve Oedekerk","Steve Carell,Morgan Freeman,Lauren Graham",1455,1439
"Osamu Tezuka,David Bowers","Freddie Highmore,Nicolas Cage,Kristen Bell",1456,1440
"Bob Barlen,Cal Brunker","Brendan Fraser,Sarah Jessica Parker,Jessica Alba",1457,1441
"John A. Davis,John Nickle","Paul Giamatti,Nicolas Cage,Julia Roberts",1458,1442
"Christopher Murphey,Robert Mark Kamen","Jackie Chan,Jaden Smith,Taraji P. Henson",1459,1443
"John D. Brancato,Michael Ferris","Christian Bale,Sam Worthington,Anton Yelchin",1460,1444
"James Cameron,David Giler","Sigourney Weaver,Michael Biehn,Carrie Henn",1461,1445
"James Cameron,Gale Anne Hurd","Arnold Schwarzenegger,Nick Stahl,Kristanna Loken",1462,1446
"Dan O'Bannon,Ronald Shusett","Sigourney Weaver,Tom Skerritt,John Hurt",1463,1447
"Dan O'Bannon,Ronald Shusett","Sigourney Weaver,Charles S. Dutton,Charles Dance",1464,1448
"Philip K. Dick,Ronald Shusett","Arnold Schwarzenegger,Sharon Stone,Michael Ironside",1465,1449
"Jeph Loeb,Matthew Weisman","Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya",1466,1450
"Claude Zidi,Simon Michaël","Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold",1467,1451
"Dan O'Bannon,Ronald Shusett","Sanaa Lathan,Lance Henriksen,Raoul Bova",1468,1452
"Jim Thomas,John Thomas","Danny Glover,Gary Busey,Kevin Peter Hall",1469,1453
"Alex Litvak,Michael Finch","Adrien Brody,Laurence Fishburne,Topher Grace",1470,1454
"Edward Neumeier,Michael Miner","Peter Weller,Nancy Allen,Dan O'Herlihy",1471,1455
"Stephen King,Steven E. de Souza","Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto",1472,1456
"Kathy Borland,Kathy Pilon","Christopher Lloyd,Christopher Collet,Marc Thomson",1473,1457
"Melanie Simka,Mychal Simka","Jon Heder,Tom Arnold,Rebecca Black",1474,1458
Hans Christian Andersen,"Shay Garner,Pat Morrell,Bob O'Connell",1475,1459
"Lawrence Kasanoff,Joshua Wexler","Hilary Duff,Haylie Duff,Charlie Sheen",1476,1460
"Scott Stabile,Kenn Viselman","Jaime Pressly,Cloris Leachman,Christopher Lloyd",1477,1461
Sylvester Stallone,"Sylvester Stallone,Talia Shire,Burt Young",1478,1462
"Forrest S. Baker III,Ray Goldrup","Aaron Bybee,Laura Schulthies,Joey Lopez",1479,1463
"Don Oriolo,Pete Brown","Chris Phillips,Maureen O'Connell,Peter Newman",1480,1464
"James Marshall,Harry Allard","Tom Arnold,Jessica Lundy,Bug Hall",1481,1465
"Dan Aykroyd,Dave Thomas","Chevy Chase,Dan Aykroyd,Steve Forrest",1482,1466
Nae Caranfil,"Vera Farmiga,Mark Strong,Harry Lloyd",1483,1467
"Juan de Dios Garduño,Alberto Marini","Matthew Fox,Jeffrey Donovan,Quinn McColgan",1484,1468
Frank Hall Green,"Ella Purnell,Nolan Gerard Funk,Brian Geraghty",1485,1469
Lillie Hayward,"Sharyn Moffett,Jacqueline White,Walter Reed",1486,1470
"Eric Knight,Martin Berkeley","Donna Corcoran,Ward Bond,Frances Dee",1487,1471
"John Korty,Bill Couturié","Lorenzo Music,Judith Kahan,Marshall Efron",1488,1472
"Ed Turner,B. Kline","Jim Varney,Douglas Seale,Oliver Clark",1489,1473
"John Requa,Glenn Ficarra","Jim Carrey,Ewan McGregor,Leslie Mann",1490,1474
"Sean Anders,John Morris","Jim Carrey,Jeff Daniels,Rob Riggle",1491,1475
"Harold Ramis,Douglas Kenney","John Belushi,Karen Allen,Tom Hulce",1492,1476
Dan Gordon,"Ernie Reyes Sr.,Rob Schneider,Ernie Reyes Jr.",1493,1477
"Paul Michael Glaser,Christian Ford","Shaquille O'Neal,Francis Capra,Ally Walker",1494,1478
Rory Johnston,"Hulk Hogan,Matthew McCurley,Lesley-Anne Down",1495,1479
"Neil Tolkin,Tom S. Parker","Macaulay Culkin,Edward Herrmann,John Larroquette",1496,1480
"Coke Sams,Bruce Arntson","Jim Varney,Linda Kash,Bill Byrge",1497,1481
"John Patrick Shanley,Hudson Talbott","John Goodman,Charles Fleischer,Blaze Berdahl",1498,1482
"Daniel P. Mannix,Larry Clemmons","Mickey Rooney,Kurt Russell,Pearl Bailey",1499,1483
"Peter Young,Vance Gerry","Vincent Price,Barrie Ingham,Val Bettin",1500,1484
"Margery Sharp,Larry Clemmons","Bob Newhart,Eva Gabor,Geraldine Page",1501,1485
"Cliff Ruby,Elana Lesser","Kevin Bacon,Bob Hoskins,Bridget Fonda",1502,1486
"Brian Nissen,Richard Rich","Michelle Nicastro,Brian Nissen,Katja Zoch",1503,1487
"Rae Lambert,Mark Young","Michael Crawford,Ben Vereen,Ellen Blain",1504,1488
"Mark Young,Kelly Ward","Charlie Sheen,Sheena Easton,Dom DeLuise",1505,1489
"Richard Rich,Brian Nissen","Jack Palance,Howard McGillin,Michelle Nicastro",1506,1490
"Dennis Lee,Jim Henson","David Bowie,Jennifer Connelly,Toby Froud",1507,1491
"Karin Howard,Michael Ende","Jonathan Brandis,Kenny Morrison,Clarissa Burt",1508,1492
"Jim Cox,Diana Young","Samantha Mathis,Christian Slater,Robin Williams",1509,1493
"Vera Chapman,Kirk De Micco","Jessalyn Gilsig,Cary Elwes,Andrea Corr",1510,1494
"Brian Nissen,Brian Nissen","Michelle Nicastro,Douglas Sills,Jake Williamson",1511,1495
"Jim Cox,Tim Disney","Joey Lawrence,Billy Joel,Cheech Marin",1512,1496
"Skip Woods,Michael Finch","Rupert Friend,Hannah Ware,Zachary Quinto",1513,1497
"Max Joseph,Meaghan Oppenheimer","Zac Efron,Wes Bentley,Emily Ratajkowski",1514,1498
"Peter Dickinson,Gordon R. Dickson","Victor Buono,James Gregory,James Earl Jones",1515,1499
"Lloyd Alexander,David Jonas","Grant Bardsley,Freddie Jones,Susan Sheridan",1516,1500
"John Quaintance,Jessica O'Toole","Hilary Duff,Haylie Duff,Anjelica Huston",1517,1501
"Andrew Fleming,Tiffany Paulsen","Emma Roberts,Tate Donovan,Max Thieriot",1518,1502
"Michael McQuown,Heather Robinson","Hilary Duff,Heather Locklear,Aria Wallace",1519,1503
"Steven Brill,Kenneth Johnson","Emilio Estevez,Jeffrey Nordling,David Selby",1520,1504
Holly Goldberg Sloan,"Steve Guttenberg,Olivia d'Abo,Jay O. Sanders",1521,1505
Sam Harper,"Thomas Ian Nicholas,Gary Busey,Albert Hall",1522,1506
"James Ferguson,Robert Shallcross","Rick Moranis,Ed O'Neill,Shawna Waldron",1523,1507
"Kevin Eastman,Peter Laird","Paige Turco,David Warner,Michelan Sisti",1524,1508
"Steven Brill,Steven Brill","Emilio Estevez,Kathryn Erbe,Michael Tucker",1525,1509
Steven Brill,"Emilio Estevez,Joss Ackland,Lane Smith",1526,1510
"Blake Snyder,Colby Carr","Brian Bonsall,Karen Duffy,James Rebhorn",1527,1511
"Scot Lewis,Jeff Phillips","Jim Varney,Joey Zimmerman,Todd Bosley",1528,1512
"John R. Cherry III,Coke Sams","Jim Varney,Victoria Racimo,John Vernon",1529,1513
"Charles Gale,John Cherry,Coke Sams,Daniel Butler","Jim Varney,Eartha Kitt,Austin Nagler",1530,1514
"Paul Henning,Lawrence Konner","Diedrich Bader,Erika Eleniak,Jim Varney",1531,1515
"John R. Cherry III,William M. Akers","Jim Varney,Ron James,Tom Butler",1532,1516
John R. Cherry III,"Jim Varney,Linda Kash,Jamie Bartlett",1533,1517
Charlie Cohen,"Jim Varney,Gailard Sartain,Bill Byrge",1534,1518
"Robert Mark Kamen,Mark Lee","Pat Morita,Hilary Swank,Michael Ironside",1535,1519
Tim Kelleher,"Sinbad,Brock Pierce,Blake Boyd",1536,1520
