Duration,RatingValue,original_index,unique_index
91 min,5.9,5257,192
105 min,4.9,5258,1227
96 min,8.0,5259,1949
87 min,5.6,5260,1060
100 min,8.6,5261,2491
96 min,5.2,5262,1769
94 min,4.1,5263,1132
80 min,6.2,5264,724
,3.5,5265,2492
,4.9,5266,1767
109 min,7.6,5267,1136
,,5268,29
89 min,2.5,5269,2493
98 min,5.3,5270,287
95 min,5.7,5271,604
,7.6,5272,45
,7.8,5273,1290
90 min,6.6,5274,46
94 min,6.9,5275,491
95 min,4.8,5276,1815
79 min,7.1,5277,1517
75 min,6.9,5278,1825
86 min,7.1,5279,2336
,7.7,5280,1871
,,5281,29
,,5282,29
99 min,7.3,5283,1758
89 min,3.5,5284,2494
80 min,7.2,5285,2247
80 min,6.4,5286,530
88 min,5.4,5287,130
93 min,7.7,5288,244
82 min,6.9,5289,2495
90 min,7.2,5290,589
78 min,7.9,5291,2266
76 min,7.5,5292,2496
103 min,5.8,5293,1731
75 min,4.3,5294,2497
92 min,4.7,5295,2498
93 min,6.4,5296,748
80 min,6.7,5297,2228
92 min,6.9,5298,738
86 min,5.8,5299,707
107 min,5.3,5300,352
,4.2,5301,2499
100 min,7.1,5302,1225
88 min,5.2,5303,1732
80 min,5.9,5304,531
95 min,,5305,1281
85 min,5.3,5306,503
,4.7,5307,2015
89 min,3.3,5308,2500
88 min,4.2,5309,2501
,,5310,29
100 min,4.0,5311,1792
90 min,3.1,5312,2502
81 min,3.4,5313,2503
117 min,7.7,5314,867
131 min,7.7,5315,1459
124 min,7.0,5316,576
82 min,,5317,2504
97 min,5.6,5318,735
98 min,5.6,5319,2011
87 min,4.0,5320,1823
90 min,3.6,5321,2505
,,5322,29
,5.6,5323,1631
83 min,7.0,5324,1420
95 min,7.0,5325,925
106 min,5.4,5326,2506
89 min,4.9,5327,329
96 min,6.3,5328,808
101 min,5.6,5329,344
89 min,6.0,5330,1858
,"5.1/10,5/10",5331,2507
93 min,6.2,5332,565
93 min,5.1,5333,109
106 min,5.6,5334,2134
116 min,6.1,5335,1289
100 min,6.1,5336,1883
96 min,5.4,5337,1119
92 min,5.1,5338,1117
,,5339,29
99 min,4.0,5340,2508
82 min,3.5,5341,2509
83 min,2.7,5342,2510
90 min,3.9,5343,2511
85 min,3.8,5344,2512
93 min,7.4,5345,2513
70 min,6.1,5346,2514
94 min,4.7,5347,253
92 min,2.3,5348,2515
86 min,3.0,5349,2516
,4.7,5350,2015
85 min,2.2,5351,2517
86 min,4.3,5352,2518
88 min,6.7,5353,273
116 min,6.9,5354,84
,4.4,5355,2519
94 min,4.7,5356,253
89 min,4.9,5357,329
87 min,5.3,5358,183
123 min,7.2,5359,2520
103 min,6.3,5360,1667
101 min,7.0,5361,63
80 min,3.7,5362,2521
76 min,4.8,5363,2522
92 min,4.1,5364,1839
95 min,5.9,5365,538
78 min,4.1,5366,2523
89 min,6.5,5367,305
82 min,5.5,5368,1401
79 min,7.1,5369,1517
74 min,7.0,5370,1673
78 min,7.0,5371,1143
73 min,6.5,5372,2524
91 min,6.5,5373,119
97 min,7.2,5374,194
,6.9,5375,2525
89 min,4.6,5376,2146
98 min,5.2,5377,2526
90 min,4.1,5378,2091
90 min,3.8,5379,2527
,,5380,29
100 min,5.7,5381,281
89 min,5.0,5382,1147
,,5383,29
80 min,5.5,5384,1799
90 min,2.2,5385,2528
107 min,6.9,5386,476
89 min,6.0,5387,1858
98 min,6.2,5388,1571
91 min,4.4,5389,2296
91 min,5.9,5390,192
78 min,6.2,5391,1002
89 min,6.4,5392,652
74 min,5.7,5393,2529
88 min,6.8,5394,124
,5.3,5395,2530
107 min,6.4,5396,772
87 min,5.6,5397,1060
110 min,6.6,5398,580
87 min,5.0,5399,1062
92 min,5.5,5400,1116
94 min,4.4,5401,2531
92 min,5.0,5402,2334
84 min,6.1,5403,2456
76 min,2.7,5404,2532
98 min,6.3,5405,703
88 min,5.8,5406,42
94 min,,5407,2007
100 min,5.6,5408,412
93 min,5.8,5409,121
,,5410,29
90 min,,5411,1688
,4.8/10,5412,2533
86 min,6.0,5413,2534
79 min,7.1,5414,1517
90 min,5.4,5415,1178
77 min,,5416,2535
98 min,6.1,5417,1691
91 min,4.5,5418,2387
86 min,4.3,5419,2518
80 min,5.7,5420,424
90 min,6.6,5421,46
89 min,5.1,5422,2308
108 min,6.3,5423,80
119 min,8.4,5424,1078
,7.4,5425,2536
74 min,6.5,5426,911
90 min,6.3,5427,793
110 min,6.0,5428,1930
89 min,3.2,5429,1128
,,5430,29
85 min,5.0,5431,2537
105 min,5.7,5432,1341
110 min,6.1,5433,2460
113 min,4.9,5434,2538
98 min,6.1,5435,1691
101 min,5.2,5436,1262
67 min,6.4,5437,2539
84 min,4.0,5438,2540
75 min,4.3,5439,2497
95 min,5.1,5440,2073
90 min,5.6,5441,665
120 min,5.7,5442,2541
113 min,6.7,5443,2309
112 min,7.5,5444,1599
110 min,6.8,5445,1610
103 min,6.8,5446,2163
95 min,7.0,5447,925
110 min,5.4,5448,333
150 min,,5449,2542
71 min,6.7,5450,862
82 min,6.8,5451,2543
107 min,6.8,5452,1005
,,5453,29
90 min,7.7,5454,1435
98 min,6.9,5455,1100
84 min,6.4,5456,59
,,5457,29
89 min,6.7,5458,117
96 min,5.8,5459,1636
60 min,6.8,5460,2544
,,5461,29
95 min,5.9,5462,538
115 min,6.8,5463,242
89 min,4.9,5464,329
90 min,7.4,5465,1226
96 min,5.2,5466,1769
101 min,6.5,5467,400
85 min,5.3,5468,503
,3.5,5469,2492
1 hr. 44 min.,5.7/10,5470,2545
,5.9,5471,2546
84 min,6.0,5472,250
85 min,4.5,5473,2547
85 min,,5474,1196
,,5475,29
,,5476,29
,,5477,29
,,5478,29
,,5479,29
92 min,5.6,5480,2016
90 min,,5481,1688
,,5482,29
141 min,6.9,5483,1600
92 min,6.5,5484,483
100 min,6.0,5485,1681
84 min,6.5,5486,672
89 min,6.5,5487,305
96 min,3.7,5488,2548
118 min,7.3,5489,765
97 min,6.7,5490,1806
118 min,6.9,5491,132
91 min,7.0,5492,1897
98 min,3.1,5493,2156
90 min,6.0,5494,145
131 min,7.3,5495,582
98 min,6.5,5496,1613
92 min,5.9,5497,7
82 min,7.6,5498,719
87 min,8.0,5499,1915
69 min,8.3,5500,2549
70 min,8.0,5501,909
56 min,8.0,5502,2550
76 min,7.6,5503,2551
127 min,6.2,5504,1439
153 min,7.8,5505,2552
83 min,8.1,5506,1070
72 min,7.2,5507,1900
111 min,5.4,5508,1656
98 min,7.3,5509,694
61 min,6.0,5510,2553
93 min,6.5,5511,1412
128 min,8.0,5512,2554
123 min,6.6,5513,1992
94 min,5.5,5514,1723
89 min,6.5,5515,305
87 min,3.8,5516,1817
87 min,4.6,5517,1729
96 min,6.0,5518,628
99 min,5.8,5519,632
99 min,5.0,5520,1938
87 min,6.5,5521,1349
84 min,5.5,5522,2555
70 min,7.5,5523,2053
,,5524,29
105 min,6.6,5525,774
89 min,4.6,5526,2146
93 min,6.4,5527,748
77 min,4.6,5528,2556
,,5529,29
91 min,7.1,5530,678
73 min,5.8,5531,2557
80 min,6.8,5532,2254
98 min,6.1,5533,1691
82 min,6.1,5534,486
90 min,5.9,5535,350
,"5.2/10,4.9/10",5536,508
86 min,6.0,5537,2534
96 min,7.7,5538,622
84 min,7.7,5539,336
99 min,7.3,5540,1758
79 min,7.3,5541,1674
96 min,7.6,5542,2465
110 min,7.1,5543,403
96 min,7.5,5544,3
81 min,6.4,5545,162
110 min,6.1,5546,2460
105 min,7.5,5547,1239
88 min,5.9,5548,422
83 min,7.2,5549,731
106 min,7.4,5550,2353
90 min,5.6,5551,665
95 min,7.1,5552,358
100 min,7.5,5553,2558
90 min,6.8,5554,615
89 min,7.4,5555,1566
97 min,5.5,5556,1337
86 min,5.4,5557,1108
85 min,5.5,5558,1796
80 min,6.2,5559,724
94 min,5.6,5560,1933
75 min,4.9,5561,1824
119 min,6.7,5562,1630
83 min,5.5,5563,2149
108 min,6.4,5564,456
101 min,6.6,5565,1126
125 min,6.0,5566,2559
86 min,5.9,5567,1104
92 min,5.8,5568,1632
97 min,7.2,5569,194
92 min,5.5,5570,1116
91 min,6.7,5571,1213
91 min,3.6,5572,2560
115 min,7.7,5573,2561
108 min,5.0,5574,2562
103 min,6.9,5575,2563
,5.6,5576,1631
117 min,7.4,5577,2564
101 min,7.4,5578,278
111 min,6.6,5579,1882
95 min,6.8,5580,924
128 min,7.9,5581,2565
126 min,8.0,5582,1359
114 min,8.1,5583,929
149 min,8.2,5584,2566
119 min,7.8,5585,1080
114 min,6.5,5586,1968
114 min,6.6,5587,1944
109 min,6.9,5588,170
162 min,7.6,5589,1533
109 min,7.9,5590,349
87 min,5.7,5591,1633
113 min,6.6,5592,2360
100 min,5.2,5593,2125
99 min,6.8,5594,1569
104 min,6.4,5595,303
107 min,8.5,5596,2567
120 min,6.9,5597,2342
127 min,5.5,5598,2568
107 min,6.8,5599,1005
75 min,5.3,5600,2569
65 min,6.7,5601,2570
95 min,5.2,5602,1140
100 min,4.9,5603,2571
88 min,6.2,5604,302
102 min,6.1,5605,2380
74 min,5.9,5606,2572
108 min,6.6,5607,2113
100 min,6.7,5608,1195
93 min,5.1,5609,109
95 min,3.4,5610,2573
97 min,3.8,5611,2574
93 min,5.2,5612,2048
96 min,5.0,5613,1163
94 min,5.5,5614,1723
98 min,5.8,5615,813
111 min,6.0,5616,1773
91 min,5.5,5617,1159
86 min,5.3,5618,1937
82 min,6.6,5619,2359
93 min,6.7,5620,4
87 min,,5621,2022
86 min,6.0,5622,2534
103 min,7.3,5623,2242
100 min,5.9,5624,10
97 min,6.1,5625,363
101 min,7.5,5626,2267
68 min,6.3,5627,2575
90 min,7.0,5628,147
87 min,5.6,5629,1060
73 min,7.0,5630,2576
77 min,7.1,5631,2577
81 min,7.1,5632,999
79 min,6.7,5633,893
68 min,5.7,5634,2578
65 min,6.6,5635,2579
96 min,5.9,5636,1152
112 min,6.4,5637,675
106 min,5.3,5638,2580
109 min,5.7,5639,1816
130 min,5.9,5640,2581
81 min,6.4,5641,162
91 min,5.7,5642,647
165 min,8.0,5643,2582
85 min,5.8,5644,2082
86 min,6.1,5645,2155
128 min,7.5,5646,1015
91 min,4.4,5647,2296
81 min,5.8,5648,897
90 min,5.1,5649,1012
88 min,5.6,5650,472
121 min,7.3,5651,943
121 min,7.8,5652,1027
91 min,6.4,5653,1932
103 min,6.4,5654,1182
91 min,6.9,5655,255
107 min,6.3,5656,1157
73 min,5.9,5657,2583
94 min,5.8,5658,811
101 min,6.2,5659,343
103 min,6.6,5660,1090
95 min,6.4,5661,2033
150 min,6.4,5662,2584
104 min,4.1,5663,2585
97 min,5.7,5664,356
111 min,6.3,5665,650
90 min,5.2,5666,1079
98 min,6.4,5667,402
106 min,7.2,5668,203
113 min,7.2,5669,1325
91 min,6.1,5670,814
119 min,7.3,5671,1638
93 min,7.7,5672,244
141 min,7.6,5673,2586
113 min,6.3,5674,437
99 min,6.4,5675,2010
84 min,5.2,5676,2421
77 min,7.5,5677,2587
78 min,7.3,5678,143
83 min,5.3,5679,2588
93 min,6.8,5680,47
112 min,6.9,5681,948
2 hr. 14 min.,7.6/10,5682,2589
93 min,5.0,5683,2188
91 min,6.3,5684,23
113 min,6.6,5685,2360
237 min,7.2,5686,2590
82 min,7.0,5687,2252
106 min,6.6,5688,2187
99 min,6.5,5689,1505
84 min,3.4,5690,2591
109 min,6.8,5691,440
97 min,6.9,5692,1696
99 min,5.4,5693,1037
100 min,6.0,5694,1681
101 min,6.1,5695,574
88 min,5.5,5696,1088
87 min,6.2,5697,488
110 min,7.5,5698,1364
94 min,5.8,5699,811
,,5700,29
101 min,6.5,5701,400
99 min,5.8,5702,632
106 min,6.4,5703,1577
91 min,5.4,5704,320
109 min,6.0,5705,1066
82 min,6.2,5706,1114
169 min,8.7,5707,2592
101 min,6.6,5708,1126
83 min,5.4,5709,2593
115 min,6.0,5710,1635
88 min,6.4,5711,1189
115 min,6.7,5712,777
95 min,6.8,5713,924
113 min,5.7,5714,983
94 min,5.1,5715,1170
106 min,6.7,5716,216
125 min,6.2,5717,198
96 min,7.0,5718,697
102 min,5.7,5719,1063
52 min,8.0,5720,2594
104 min,7.4,5721,21
96 min,7.4,5722,50
95 min,7.4,5723,2111
95 min,7.1,5724,358
103 min,8.0,5725,2595
108 min,7.6,5726,1251
99 min,8.1,5727,1465
91 min,7.1,5728,678
91 min,7.2,5729,1649
124 min,7.6,5730,2596
90 min,6.5,5731,532
119 min,7.4,5732,224
117 min,7.0,5733,1046
108 min,7.4,5734,2597
150 min,8.0,5735,2598
106 min,6.9,5736,311
70 min,6.6,5737,2599
124 min,7.2,5738,149
116 min,7.4,5739,2221
115 min,7.4,5740,1659
130 min,6.8,5741,1411
108 min,6.7,5742,666
98 min,6.3,5743,703
116 min,7.4,5744,2221
94 min,6.7,5745,44
99 min,6.5,5746,1505
,"5.4/10,5.4/10",5747,2600
97 min,6.6,5748,1295
103 min,6.8,5749,2163
108 min,6.4,5750,456
135 min,7.5,5751,1022
100 min,7.2,5752,1902
110 min,6.9,5753,31
131 min,7.7,5754,1459
107 min,7.0,5755,368
115 min,6.7,5756,777
120 min,7.4,5757,317
129 min,7.8,5758,1030
105 min,7.3,5759,1223
100 min,7.3,5760,136
103 min,7.2,5761,1988
115 min,7.3,5762,245
105 min,6.1,5763,1529
133 min,7.5,5764,1910
154 min,7.8,5765,2601
94 min,7.8,5766,1950
131 min,7.6,5767,286
146 min,7.9,5768,2602
144 min,7.1,5769,288
3 hr. 8 min.,"7.5/10,6.8/10",5770,2603
135 min,7.1,5771,1966
137 min,7.2,5772,2604
136 min,6.6,5773,2605
107 min,7.4,5774,1236
124 min,7.5,5775,1283
110 min,7.5,5776,1364
122 min,6.4,5777,2606
89 min,6.7,5778,117
119 min,7.3,5779,1638
111 min,6.4,5780,1940
89 min,,5781,870
125 min,6.4,5782,1509
102 min,6.0,5783,361
93 min,6.3,5784,1096
88 min,4.6,5785,2607
84 min,5.0,5786,2608
83 min,5.9,5787,972
91 min,5.7,5788,647
87 min,6.4,5789,2310
92 min,5.9,5790,7
110 min,6.2,5791,816
91 min,5.5,5792,1159
113 min,5.3,5793,2179
104 min,5.5,5794,1175
86 min,6.2,5795,1149
86 min,5.3,5796,1937
100 min,6.3,5797,229
99 min,6.4,5798,2010
110 min,6.8,5799,1610
1 hr. 59 min.,5.1/10,5800,2609
120 min,6.5,5801,778
96 min,6.8,5802,689
95 min,6.2,5803,131
101 min,6.5,5804,400
118 min,6.7,5805,1221
107 min,7.0,5806,368
83 min,6.3,5807,1856
100 min,7.7,5808,167
99 min,8.3,5809,2610
87 min,8.3,5810,2611
99 min,5.6,5811,1214
137 min,6.6,5812,128
116 min,6.7,5813,2612
131 min,6.4,5814,2613
98 min,5.3,5815,287
94 min,3.4,5816,625
139 min,6.7,5817,2614
124 min,7.3,5818,1071
85 min,7.7,5819,489
,,5820,29
87 min,5.1,5821,2615
91 min,7.1,5822,678
1 hr. 44 min.,7.5/10,5823,2616
104 min,6.1,5824,396
116 min,7.6,5825,2394
106 min,6.6,5826,2187
105 min,6.5,5827,150
134 min,3.7,5828,2617
55 min,6.2,5829,2618
180 min,8.0,5830,2619
,7.4,5831,2536
70 min,8.4,5832,860
,6.2,5833,2295
112 min,6.4,5834,675
112 min,7.3,5835,2219
61 min,6.1,5836,2620
96 min,5.9,5837,1152
107 min,6.1,5838,1338
100 min,6.8,5839,357
94 min,5.3,5840,541
90 min,5.6,5841,665
104 min,6.5,5842,176
94 min,5.3,5843,541
96 min,5.6,5844,377
102 min,5.7,5845,1063
99 min,5.7,5846,873
,,5847,29
107 min,6.2,5848,1629
95 min,7.2,5849,627
97 min,7.0,5850,55
103 min,7.4,5851,775
91 min,7.1,5852,678
104 min,5.8,5853,179
101 min,6.7,5854,827
83 min,6.5,5855,2166
90 min,6.7,5856,892
82 min,4.6,5857,2621
107 min,6.8,5858,1005
,"7.6/10,7.8/10",5859,2622
82 min,5.6,5860,1345
79 min,6.2,5861,2623
85 min,5.2,5862,1981
109 min,7.5,5863,1474
90 min,6.4,5864,1146
111 min,7.3,5865,1493
76 min,5.3,5866,834
93 min,5.3,5867,644
90 min,5.6,5868,665
93 min,4.4,5869,626
87 min,3.3,5870,2143
101 min,6.8,5871,1360
72 min,2.7,5872,1129
103 min,5.7,5873,2624
75 min,6.0,5874,2058
99 min,5.9,5875,1155
73 min,5.5,5876,74
80 min,5.7,5877,424
104 min,5.9,5878,2625
82 min,6.8,5879,2543
90 min,7.4,5880,1226
90 min,4.4,5881,1828
84 min,7.0,5882,692
80 min,2.9,5883,2626
83 min,3.9,5884,2627
94 min,6.2,5885,796
100 min,6.4,5886,441
77 min,4.4,5887,2628
96 min,6.5,5888,279
98 min,5.3,5889,287
89 min,4.9,5890,329
85 min,3.3,5891,2629
84 min,3.8,5892,1854
85 min,5.1,5893,2122
86 min,5.4,5894,1108
81 min,2.4,5895,2630
85 min,5.9,5896,1845
86 min,3.7,5897,1400
72 min,4.1,5898,2631
129 min,4.7,5899,2632
90 min,4.3,5900,2127
95 min,6.3,5901,8
112 min,6.1,5902,1878
84 min,4.0,5903,2540
84 min,7.0,5904,692
,8.0,5905,2434
60 min,8.3,5906,2633
80 min,6.4,5907,530
88 min,5.9,5908,422
114 min,7.4,5909,62
50 min,7.4,5910,2634
120 min,7.4,5911,317
,4.7,5912,2015
83 min,6.4,5913,1103
85 min,5.7,5914,2168
110 min,5.3,5915,2635
88 min,3.9,5916,2636
90 min,4.5,5917,2637
90 min,6.6,5918,46
97 min,6.3,5919,1725
101 min,6.7,5920,827
109 min,6.6,5921,2164
113 min,5.9,5922,1507
99 min,6.5,5923,1505
92 min,5.1,5924,1117
118 min,6.1,5925,2428
110 min,6.3,5926,163
96 min,5.7,5927,568
,9.7,5928,2638
89 min,5.5,5929,2639
113 min,5.1,5930,1797
88 min,6.1,5931,378
129 min,7.0,5932,2640
123 min,6.2,5933,2641
124 min,5.9,5934,1024
90 min,3.8,5935,2527
90 min,5.5,5936,259
81 min,7.6,5937,747
97 min,7.0,5938,55
80 min,4.6,5939,2441
114 min,5.6,5940,1923
84 min,5.4,5941,1741
,5.7,5942,2017
94 min,3.7,5943,2642
85 min,4.3,5944,2326
82 min,3.8,5945,649
90 min,3.8,5946,2527
83 min,3.2,5947,2643
90 min,5.0,5948,1665
80 min,6.2,5949,724
81 min,4.2,5950,2644
82 min,4.1,5951,2645
118 min,5.0,5952,2646
104 min,6.0,5953,1109
92 min,3.9,5954,1211
,,5955,29
50 min,7.0,5956,2647
88 min,5.5,5957,1088
111 min,6.5,5958,71
114 min,5.8,5959,595
105 min,5.6,5960,1605
95 min,4.9,5961,2648
89 min,5.1,5962,2308
92 min,5.4,5963,1160
93 min,5.6,5964,1105
108 min,6.5,5965,137
93 min,5.7,5966,1801
93 min,5.9,5967,1826
87 min,3.8,5968,1817
100 min,5.5,5969,1000
95 min,4.2,5970,1363
102 min,6.6,5971,1036
80 min,7.3,5972,556
87 min,4.3,5973,2369
101 min,5.1,5974,529
86 min,7.0,5975,331
92 min,6.9,5976,738
90 min,9.0,5977,623
,"6.1/10,6.2/10",5978,2649
72 min,7.0,5979,227
71 min,7.4,5980,2650
90 min,7.2,5981,589
86 min,7.4,5982,1714
76 min,7.1,5983,1706
84 min,6.5,5984,672
62 min,5.7,5985,2651
70 min,6.5,5986,2652
103 min,6.2,5987,53
89 min,7.7,5988,335
73 min,6.6,5989,2653
103 min,6.5,5990,1515
95 min,5.2,5991,1140
91 min,4.5,5992,2387
88 min,4.9,5993,1763
85 min,5.4,5994,2654
85 min,5.7,5995,2168
81 min,5.6,5996,1862
88 min,5.3,5997,313
97 min,3.7,5998,2655
94 min,5.3,5999,541
96 min,4.6,6000,2391
100 min,6.1,6001,1883
,"5.8/10,5.5/10",6002,2656
92 min,3.9,6003,1211
92 min,3.9,6004,1211
126 min,1.9,6005,2657
90 min,5.1,6006,1012
102 min,5.7,6007,1063
109 min,6.2,6008,2658
96 min,4.3,6009,2415
89 min,5.5,6010,2639
108 min,6.5,6011,137
80 min,6.3,6012,2659
91 min,5.1,6013,2371
110 min,5.7,6014,1348
,"3.8/10,3.8/10",6015,2660
,7.2,6016,425
84 min,7.0,6017,692
86 min,7.3,6018,730
118 min,7.1,6019,2661
80 min,7.7,6020,1247
117 min,7.4,6021,2564
130 min,6.9,6022,2662
70 min,7.5,6023,2053
84 min,5.9,6024,782
93 min,5.0,6025,2188
101 min,6.1,6026,574
,7.6,6027,45
92 min,7.1,6028,243
110 min,5.4,6029,333
,6.2,6030,2295
120 min,8.4,6031,2663
96 min,6.2,6032,1427
74 min,1.9,6033,2664
93 min,5.8,6034,121
91 min,1.9,6035,2096
93 min,2.0,6036,2665
93 min,2.0,6037,2665
81 min,2.1,6038,2666
95 min,2.0,6039,2667
88 min,2.0,6040,2668
99 min,1.9,6041,2669
112 min,6.0,6042,2670
101 min,7.1,6043,89
103 min,5.1,6044,1995
,,6045,29
122 min,7.6,6046,1506
111 min,6.8,6047,2671
121 min,7.3,6048,943
123 min,6.4,6049,2271
114 min,6.9,6050,1908
,3.2,6051,2672
90 min,6.1,6052,621
112 min,5.7,6053,1461
109 min,6.0,6054,1066
89 min,6.9,6055,92
101 min,6.3,6056,1257
106 min,6.4,6057,1577
114 min,6.2,6058,1339
100 min,6.7,6059,1195
82 min,6.8,6060,2543
92 min,5.2,6061,1925
90 min,2.3,6062,2673
90 min,2.8,6063,2674
108 min,4.8,6064,2675
,3.8,6065,2676
87 min,4.7,6066,1847
86 min,6.3,6067,835
82 min,2.8,6068,2677
118 min,5.2,6069,82
77 min,4.8,6070,2678
89 min,5.4,6071,1765
92 min,4.3,6072,564
77 min,6.0,6073,833
70 min,4.7,6074,2679
92 min,4.8,6075,1162
88 min,4.7,6076,2680
66 min,6.8,6077,2681
91 min,4.6,6078,1733
90 min,2.6,6079,2682
90 min,7.5,6080,2683
104 min,2.7,6081,2684
85 min,5.1,6082,2122
100 min,6.0,6083,1681
86 min,7.1,6084,2336
82 min,2.3,6085,2685
,2.8,6086,2686
80 min,2.6,6087,2687
94 min,7.1,6088,804
101 min,5.6,6089,344
87 min,3.5,6090,2688
93 min,5.6,6091,1105
95 min,4.8,6092,1815
96 min,3.3,6093,1719
117 min,6.2,6094,1418
83 min,4.5,6095,2689
89 min,5.1,6096,2308
103 min,7.5,6097,100
131 min,6.8,6098,2690
136 min,7.1,6099,939
168 min,7.1,6100,2691
171 min,7.2,6101,2692
135 min,6.8,6102,2201
192 min,7.0,6103,2693
182 min,7.3,6104,2694
174 min,6.2,6105,2695
129 min,7.9,6106,1972
95 min,3.1,6107,1820
92 min,5.8,6108,1632
,"3.1/10,2.9/10",6109,2696
115 min,6.3,6110,271
93 min,5.9,6111,1826
122 min,7.5,6112,1074
121 min,7.4,6113,1463
122 min,7.4,6114,1625
90 min,6.8,6115,615
92 min,6.4,6116,877
128 min,7.0,6117,324
104 min,6.4,6118,303
87 min,7.4,6119,794
125 min,6.5,6120,2697
90 min,6.0,6121,145
95 min,5.7,6122,604
1 hr. 47 min.,"6.2/10,4.8/10",6123,2698
99 min,5.5,6124,1726
102 min,7.0,6125,205
182 min,7.7,6126,2699
82 min,8.0,6127,2700
98 min,7.2,6128,526
93 min,5.8,6129,121
111 min,6.3,6130,650
96 min,6.4,6131,260
124 min,7.7,6132,1558
132 min,6.9,6133,2701
100 min,5.7,6134,281
94 min,6.1,6135,364
98 min,4.8,6136,2259
96 min,6.5,6137,279
88 min,4.9,6138,1763
108 min,7.0,6139,795
92 min,4.6,6140,178
108 min,7.2,6141,484
97 min,6.0,6142,301
96 min,5.4,6143,1119
90 min,5.2,6144,1079
124 min,7.0,6145,576
1 hr. 52 min.,"5.4/10,5.4/10",6146,2702
103 min,6.5,6147,1515
107 min,6.6,6148,369
1 hr. 36 min.,,6149,1931
96 min,5.8,6150,1636
100 min,5.0,6151,2703
98 min,5.8,6152,813
1 hr. 39 min.,"6.8/10,7.1/10",6153,2704
95 min,4.6,6154,1419
105 min,5.1,6155,2705
91 min,4.4,6156,2296
108 min,5.1,6157,2706
118 min,4.9,6158,2707
1 hr. 38 min.,"3.4/10,3.6/10",6159,2708
94 min,6.8,6160,2709
115 min,7.1,6161,1695
110 min,6.1,6162,2460
140 min,7.4,6163,2710
105 min,6.8,6164,2070
96 min,7.5,6165,3
115 min,6.7,6166,777
90 min,4.9,6167,1727
122 min,6.3,6168,83
101 min,6.4,6169,505
105 min,5.8,6170,1830
91 min,5.6,6171,1768
91 min,7.1,6172,678
114 min,5.8,6173,595
134 min,7.2,6174,1557
1 hr. 59 min.,7.5/10,6175,2711
94 min,5.6,6176,1933
114 min,7.3,6177,182
115 min,7.2,6178,1783
111 min,7.3,6179,1493
3 hr. 15 min.,7.9/10,6180,2712
143 min,7.4,6181,2713
165 min,6.6,6182,2714
117 min,6.8,6183,2362
94 min,7.7,6184,1237
105 min,8.0,6185,1504
2 hr. 41 min.,6.8/10,6186,2715
150 min,7.3,6187,2716
111 min,7.0,6188,734
132 min,6.9,6189,2701
84 min,5.7,6190,2468
110 min,5.5,6191,1333
95 min,5.3,6192,2717
87 min,5.9,6193,2169
,"3.7/10,4.1/10",6194,2718
89 min,5.7,6195,2100
85 min,5.9,6196,1845
90 min,6.2,6197,159
111 min,7.8,6198,2402
102 min,7.3,6199,215
77 min,5.0,6200,2719
93 min,4.4,6201,626
134 min,6.5,6202,2720
132 min,6.2,6203,2721
108 min,5.5,6204,1451
107 min,6.2,6205,1629
90 min,4.4,6206,1828
92 min,6.6,6207,1508
85 min,6.2,6208,370
91 min,4.3,6209,2722
93 min,4.5,6210,1879
90 min,6.6,6211,46
86 min,4.2,6212,1794
92 min,5.4,6213,1160
89 min,5.8,6214,123
1 hr. 33 min.,"7.1/10,6.9/10",6215,2723
96 min,6.1,6216,480
2 hr. 5 min.,6.1/10,6217,2724
116 min,5.8,6218,129
97 min,6.7,6219,1806
90 min,5.0,6220,1665
94 min,5.5,6221,1723
93 min,6.3,6222,1096
105 min,7.2,6223,11
85 min,6.3,6224,1025
101 min,5.5,6225,1232
65 min,6.8,6226,2725
76 min,7.0,6227,1964
68 min,6.8,6228,2726
85 min,7.6,6229,134
65 min,7.2,6230,1248
71 min,7.0,6231,2727
63 min,7.4,6232,2728
68 min,6.9,6233,2729
69 min,7.6,6234,2730
69 min,7.5,6235,1200
74 min,7.6,6236,1668
1 hr. 38 min.,2.4/10,6237,2731
90 min,4.4,6238,1828
,8.9,6239,1752
96 min,6.1,6240,480
114 min,7.2,6241,105
119 min,5.7,6242,2732
105 min,5.8,6243,1830
90 min,5.8,6244,1276
81 min,5.2,6245,1690
89 min,5.1,6246,2308
90 min,6.4,6247,1146
110 min,6.4,6248,1208
100 min,6.2,6249,2003
102 min,6.3,6250,479
82 min,6.1,6251,486
97 min,5.9,6252,297
123 min,8.2,6253,2733
87 min,4.2,6254,1984
93 min,3.9,6255,2734
99 min,4.7,6256,2735
82 min,3.5,6257,2509
85 min,5.3,6258,503
84 min,4.6,6259,1869
90 min,4.8,6260,1173
95 min,4.7,6261,2736
1 hr. 30 min.,6/10,6262,2737
81 min,5.8,6263,897
84 min,6.8,6264,535
87 min,7.1,6265,561
88 min,7.5,6266,901
96 min,7.0,6267,697
80 min,6.4,6268,530
130 min,7.9,6269,2738
108 min,8.9,6270,2739
101 min,5.5,6271,1232
142 min,7.4,6272,2740
97 min,6.5,6273,2281
142 min,6.7,6274,802
93 min,6.2,6275,565
80 min,4.8,6276,2741
80 min,4.9,6277,788
90 min,5.7,6278,362
,"7.7/10,8.1/10",6279,2742
95 min,7.0,6280,925
110 min,6.5,6281,1437
