Country,Filming Locations,original_index,unique_index
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2456,54
USA,"Effingham County, Georgia, USA",2457,1588
USA,"822 Lullwater Road, Druid Hills, Atlanta, Georgia, USA",2458,1589
"USA,Germany","Los Angeles, California, USA",2459,1329
"USA,Australia","East River, New York City, New York, USA",2460,1590
USA,"Austin, Texas, USA",2461,216
USA,"25 Henry Street, NY, NY",2462,1591
"USA,Germany","Broadway Stages, Brooklyn, New York City, New York, USA",2463,1592
USA,"20th Century Fox Ranch, Malibu Creek State Park - 1925 Las Virgenes Road, Calabasas, California, USA",2464,885
USA,"Penshurst Place, Penshurst, Kent, England, UK",2465,1593
USA,"California, USA",2466,27
USA,"Santa Clarita, California, USA",2467,70
USA,"San Francisco, California, USA",2468,363
USA,"19 East 61st Street, Manhattan, New York City, New York, USA",2469,1594
USA,"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",2470,494
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",2471,69
USA,"Pelham Parkway, Bronx, New York City, New York, USA",2472,1595
USA,"La Grande Station, Downtown, Los Angeles, California, USA",2473,1596
"UK,USA","Florence, Arizona, USA",2474,1597
USA,"Carlsbad Caverns National Park - 3225 National Parks Highway, Carlsbad, New Mexico, USA",2475,1598
USA,"Negril, Jamaica",2476,1599
USA,"Backlot, Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2477,1600
USA,"Lancaster's Lake, Sunland, Los Angeles, California, USA",2478,1601
USA,,2479,3
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",2480,54
USA,"Laguna Beach, California, USA",2481,1602
USA,"Los Angeles, California, USA",2482,10
"Australia,USA","Illawarra Highway, Albion Park, New South Wales, Australia",2483,1603
USA,"Hollywood, Los Angeles, California, USA",2484,659
USA,"Houmas House Plantation - 40136 Highway 942, Burnside, Louisiana, USA",2485,1604
USA,"Forest Hills, Queens, New York City, New York, USA",2486,257
USA,"Chilworth Manor, Chilworth, Guildford, Surrey, England, UK",2487,1605
"USA,UK","Berkhamsted, Hertfordshire, England, UK",2488,1606
USA,"Guggenheim Museum, New York City, New York, USA",2489,1607
"USA,Australia","Chicago, Illinois, USA",2490,1608
USA,"Bridgeport, Connecticut, USA",2491,1178
USA,"Connecticut, USA",2492,707
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",2493,380
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",2494,380
USA,,2495,3
USA,"Acapulco, Guerrero, Mexico",2496,1485
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",2497,380
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",2498,380
USA,"Detroit, Michigan, USA",2499,481
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",2500,380
"UK,USA","Denham Studios, Denham, Buckinghamshire, England, UK",2501,1609
USA,"Porterville, California, USA",2502,1610
USA,"Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",2503,254
USA,"2186 East Crary Street, Altadena, California, USA",2504,1611
USA,"1000 block of Lombard Street, Lombard Street, San Francisco, California, USA",2505,1612
USA,"Laguna Seca Raceway - 1021 Monterey Salinas Highway, Monterey, California, USA",2506,1613
USA,"Guadalajara, Jalisco, Mexico",2507,1614
USA,"Castagnola's Restaurant - 286 Jefferson Street, San Francisco, California, USA",2508,1615
USA,"Eddie's Cafe & Gifts, 1 Fish Creek Campground Rd, West Glacier, Montana, USA",2509,1616
USA,"San Francisco, California, USA",2510,363
USA,"1405 Milan Avenue, South Pasadena, California, USA",2511,1617
USA,"Miami, Florida, USA",2512,379
USA,"Colonial Mansion, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2513,1442
USA,"Tulsa, Oklahoma, USA",2514,1618
"USA,Canada","232 Queen St W, Toronto, Ontario, Canada",2515,1619
USA,"Glendale, California, USA",2516,97
USA,"Monroeville Mall - Business Route 22, Monroeville, Pennsylvania, USA",2517,1620
USA,"New York City, New York, USA",2518,9
USA,"Buena Park, California, USA",2519,539
USA,"600 Grant Street, Pittsburgh, Pennsylvania, USA",2520,1621
USA,"Los Angeles, California, USA",2521,10
USA,"Bronx Community College - University Avenue at West 181 Street, Bronx, New York City, New York, USA",2522,1622
USA,"Eden Prairie Center Mall - 8251 Flying Cloud Drive, Eden Prairie, Minnesota, USA",2523,1623
USA,USA,2524,21
"UK,USA","Cookham Dean, Berkshire, England, UK",2525,1624
USA,"Los Angeles, California, USA",2526,10
USA,"Simcoe Place, Simcoe Street, Toronto, Ontario, Canada",2527,1625
USA,"Palmdale, California, USA",2528,1626
USA,,2529,3
USA,,2530,3
USA,,2531,3
USA,,2532,3
"USA,Canada","Toronto, Ontario, Canada",2533,91
USA,"Corbin, Kentucky, USA",2534,1627
USA,"Pedernales Falls State Park, Johnson City, Texas, USA",2535,1628
USA,,2536,3
USA,"Echo, Utah, USA",2537,1629
USA,"San Antonio, Texas, USA",2538,1630
"USA,UK","Chanhassen Dinner Theatre, Chanhassen, Minnesota, USA",2539,1631
"Germany,USA",Bulgaria,2540,1632
USA,"Vancouver, British Columbia, Canada",2541,47
USA,"New Westminster, British Columbia, Canada",2542,1633
USA,"Vancouver, British Columbia, Canada",2543,47
"USA,Germany","Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2544,1634
USA,"Bowen, Queensland, Australia",2545,1635
USA,"Fort Lauderdale, Florida, USA",2546,299
"USA,Germany","55 Central Park West, Manhattan, New York City, New York, USA",2547,1636
USA,"Louisiana, USA",2548,25
USA,,2549,3
USA,"Chicago, Illinois, USA",2550,244
USA,,2551,3
"Canada,USA","Kaslo, British Columbia, Canada",2552,1637
USA,,2553,3
"USA,Bermuda,Ecuador",,2554,1638
USA,"Portland, Oregon, USA",2555,24
USA,Australia,2556,1205
USA,,2557,3
"UK,Czech Republic,USA,Germany,Bahamas","Palackého Street, Mladá Boleslav, Czech Republic",2558,1639
USA,"McMurdo Station, Antarctica",2559,1640
"Canada,USA,France,Germany,UK","Pont d'Arc, Ardèche, France",2560,1641
USA,"Dannemora, New York, USA",2561,1642
USA,"Bloom Mansion - 312 E Main Street, Trinidad, Colorado, USA",2562,1643
USA,"Filmways Studios - 246 East 127th Street, East Harlem, Manhattan, New York City, New York, USA",2563,1644
"UK,USA","Paris, France",2564,1645
USA,"Ishpeming, Michigan, USA",2565,1646
USA,"Latrobe, Pennsylvania, USA",2566,1647
USA,"Colorado Springs, Colorado, USA",2567,1648
"USA,Greece",,2568,1649
USA,,2569,3
USA,"West Memphis, Arkansas, USA",2570,1650
USA,"Watkins Glen, New York, USA",2571,1651
USA,,2572,3
USA,,2573,3
USA,,2574,3
USA,"Santa Clarita, California, USA",2575,70
USA,"Nate Starkman & Son Building - 544 Mateo St, Los Angeles, California, USA",2576,1652
USA,,2577,3
USA,,2578,3
USA,"Long Beach, Los Angeles, California, USA",2579,1653
USA,,2580,3
USA,"Chevrolet Plants, Flint, Michigan, USA",2581,1654
USA,,2582,3
USA,"Akron, Ohio, USA",2583,1655
"USA,UK","Bryn Mawr, Pennsylvania, USA",2584,1656
USA,"Detroit, Michigan, USA",2585,481
USA,"'s-Gravenhage, Zuid-Holland, Netherlands",2586,1657
"USA,France","Paris, France",2587,1269
USA,"New York City, New York, USA",2588,9
USA,"Manhattan Beach, California, USA",2589,100
USA,"Beacon Hill, Boston, Massachusetts, USA",2590,1658
USA,"Albuquerque, New Mexico, USA",2591,241
"Australia,USA","Atlanta, Georgia, USA",2592,1659
USA,"Agoura Hills, California, USA",2593,261
USA,"Eugene, Oregon, USA",2594,461
USA,"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",2595,251
"UK,USA","Squam Lake, New Hampshire, USA",2596,1660
USA,"Baltimore, Maryland, USA",2597,38
USA,"Pomona, California, USA",2598,1661
USA,"Movieland Wax Museum - 7711 Beach Blvd., Buena Park, California, USA",2599,1662
USA,"Jefferson, Texas, USA",2600,1663
USA,,2601,3
USA,"Charleston, Missouri, USA",2602,1664
USA,,2603,3
USA,"Jolly Roger Drive-In Theatre, Taylor, Michigan, USA",2604,1665
USA,"Morrisville, Vermont, USA",2605,1666
"USA,Australia","San Juan Park Rd, Friday Harbor, Washington, USA",2606,1667
USA,"San Jose, California, USA",2607,711
USA,,2608,3
USA,"1624 Ashland Avenue, Evanston, Illinois, USA",2609,1668
USA,"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",2610,71
USA,"Randy's Donuts - 805 W. Manchester Avenue, Inglewood, California, USA",2611,1669
"USA,Germany,Belgium","Chatham, New Jersey, USA",2612,1670
USA,"Los Angeles, California, USA",2613,10
USA,"Executive Motor Hotel - 5215 W. Broad Street, Richmond, Virginia, USA",2614,1671
"UK,USA","Hollywood, Los Angeles, California, USA",2615,1672
USA,"Bally's Casino Resort - 3645 Las Vegas Boulevard South, Las Vegas, Nevada, USA",2616,1100
USA,"Oakville, Ontario, Canada",2617,1673
"UK,Germany,USA","Chilliwack, British Columbia, Canada",2618,1674
USA,"Los Angeles, California, USA",2619,10
USA,"3600 Prospect Street, Georgetown, Washington, District of Columbia, USA",2620,1675
USA,"Alpine Lake, California, USA",2621,1676
"USA,UK","St. Pancras Station, St. Pancras, London, England, UK",2622,1677
"USA,UK,Canada,Japan","Bloor Street West, Toronto, Ontario, Canada",2623,1678
USA,"Santa Clarita, California, USA",2624,70
USA,USA,2625,21
"Canada,USA","Toronto, Ontario, Canada",2626,1679
USA,USA,2627,21
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",2628,69
USA,"Los Angeles Convention Center - 1201 S. Figueroa Street, Downtown, Los Angeles, California, USA",2629,1680
USA,"Long Beach, California, USA",2630,23
USA,"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",2631,122
USA,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",2632,325
USA,"Malibu, California, USA",2633,1681
USA,"300 S Hope St, Los Angeles, California, USA",2634,1682
USA,"Imperial County, California, USA",2635,1683
USA,"Batavia, New York, USA",2636,1684
USA,"Santa Monica, California, USA",2637,340
USA,"Santa Monica Pier, Santa Monica, California, USA",2638,1685
USA,"Butte, Montana, USA",2639,1686
USA,"R.C. Harris Water Filtration Plant, Scarborough, Toronto, Ontario, Canada",2640,1687
USA,"Lake City, Colorado, USA",2641,1688
"Canada,USA","Metropolitan State Hospital - 11400 S. Norwalk Boulevard, Norwalk, California, USA",2642,1689
"UK,USA","Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2643,1690
"UK,USA","Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2644,1690
"UK,USA","The Langham Hotel, Regent Street, Marylebone London, England, UK",2645,1691
USA,"UCLA, Westwood, Los Angeles, California, USA",2646,73
USA,"12016 Moorpark Street, Studio City, Los Angeles, California, USA",2647,1692
USA,"Planet Hollywood Resort and Casino - 3667 Las Vegas Boulevard South, Las Vegas, Nevada, USA",2648,681
USA,"Atlanta, Georgia, USA",2649,161
USA,"Asheville, North Carolina, USA",2650,608
USA,"Denville, New Jersey, USA",2651,1693
USA,"Florence, Tuscany, Italy",2652,1694
USA,"Santa Clarita, California, USA",2653,70
USA,"Minden, Louisiana, USA",2654,1486
USA,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",2655,222
"USA,Germany","Jean, Nevada, USA",2656,1695
USA,"Glendale, California, USA",2657,97
USA,"Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA",2658,1696
"UK,USA","Capri Pizza, John St. North, Hamilton, Ontario, Canada",2659,1697
"UK,France,USA","37 Abbots Gardens, East Finchley, London, England, UK",2660,1698
"UK,France,USA","Barn Theatre, Welwyn Garden City, Hertfordshire, England, UK",2661,1699
"UK,USA,France,Italy","Blairquhan Castle, Blairquhan, South Ayrshire, Scotland, UK",2662,1700
USA,"New Orleans, Louisiana, USA",2663,171
USA,"The Reform Club, Pall Mall, St. James's, London, England, UK",2664,1701
USA,"Mary Andrews Clark Memorial Home - 306 S. Loma Dr, Los Angeles, California, USA",2665,1702
"USA,Canada","380 South San Rafael Avenue, Pasadena, California, USA",2666,1703
"USA,Canada","Lions Gate Film Studios, Vancouver, British Columbia, Canada",2667,1704
USA,"Atlanta, Georgia, USA",2668,161
"USA,Canada,Germany",Canada,2669,1705
USA,"Gold Stone Road, Topanga, California, USA",2670,1706
USA,"Lion's Gate Studios, North Vancouver, British Columbia, Canada",2671,1707
"USA,Germany","101 South Glassell, Orange, California, USA",2672,1708
USA,"Atlanta, Georgia, USA",2673,161
USA,"5th Avenue and Broadway, Nashville, Tennessee, USA",2674,1709
USA,"Santa Clarita, California, USA",2675,70
USA,"22 West Schiller Street, Chicago, Illinois, USA",2676,1710
USA,"Maine North High School - 9511 Harrison Street, Des Plaines, Illinois, USA",2677,1711
"USA,Germany","Halfway House Café - 15564 Sierra Highway, Santa Clarita, California, USA",2678,1712
USA,"Sykesville, Pennsylvania, USA",2679,1713
USA,"Hawaii, USA",2680,582
USA,"Astoria, Queens, New York City, New York, USA",2681,854
"USA,France,UK",France,2682,1714
"UK,France,USA","Abingdon Street Car Park, Westminster, London, England, UK",2683,1715
USA,"Los Angeles, California, USA",2684,10
"Canada,USA",Jamaica,2685,1716
"USA,Czech Republic",Czech Republic,2686,1717
"Canada,USA",,2687,665
"USA,Japan,France",,2688,1718
"Canada,USA",,2689,665
"USA,Canada","Canadian Motion Picture Park Studios, Burnaby, British Columbia, Canada",2690,1719
USA,,2691,3
"USA,France",,2692,605
USA,,2693,3
USA,"Chicago, Illinois, USA",2694,244
USA,"Atacama Desert, Chile",2695,1720
"Germany,USA","Paris, France",2696,1721
USA,"British Columbia, Canada",2697,783
USA,"Austin, Texas, USA",2698,216
USA,,2699,3
USA,"Fine Arts Studios - 4516 Sunset Blvd., Hollywood, Los Angeles, California, USA",2700,1722
"UK,USA",,2701,531
USA,"16th Street, Oakland, California, USA",2702,1723
USA,,2703,3
USA,"Bakersfield, California, USA",2704,1724
USA,"130 N. Avenue 50, Los Angeles, California, USA",2705,1725
USA,"20924 Gault St, Canoga Park, Los Angeles, California, USA",2706,1726
"France,UK,USA","England, UK",2707,1727
USA,"Berlin, Germany",2708,1224
USA,"Michigan Central Depot - W. Vernor and W. Michigan Avenues, Detroit, Michigan, USA",2709,1728
"UK,USA",,2710,531
USA,"1388 Glenrose Drive, Salt Lake City, Utah, USA",2711,1729
USA,"7000 Hollywood Blvd., Hollywood, Los Angeles, California, USA",2712,1730
USA,"Cadillac Jack's Cafe, 9457 San Fernando Road, Los Angeles, California, USA",2713,1731
USA,"Candlestick Park - 602 Jamestown Avenue, San Francisco, California, USA",2714,1732
USA,"Alameda, California, USA",2715,80
"USA,Germany","Denver, Colorado, USA",2716,1733
USA,"Los Angeles, California, USA",2717,10
USA,,2718,3
USA,"410 Prospect Cir, South Pasadena, California, USA",2719,1734
USA,"Kingman, Arizona, USA",2720,1735
USA,"Austin, Texas, USA",2721,216
USA,"Comal County, Texas, USA",2722,1736
USA,"Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",2723,1737
USA,"Michoud Assembly Facility - 13800 Old Gentilly Road, New Orleans, Louisiana, USA",2724,1738
USA,"Pasadena, California, USA",2725,1739
"USA,UK","Los Angeles, California, USA",2726,162
USA,"Pittsburgh, Pennsylvania, USA",2727,776
USA,"Vancouver, British Columbia, Canada",2728,47
USA,"Utah, USA",2729,375
"France,USA","St. Louis, Missouri, USA",2730,1740
USA,,2731,3
USA,,2732,3
"USA,China,Hong Kong","Beijing, China",2733,1741
USA,"Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",2734,1742
"USA,Australia","Duckboard Place, Melbourne, Victoria, Australia",2735,1743
"UK,USA","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",2736,382
"USA,China","Baton Rouge, Louisiana, USA",2737,1744
USA,"Hollywood, California, USA",2738,356
"USA,Argentina","New Orleans, Louisiana, USA",2739,1745
"Germany,USA","Ehlen, Habichtswald, Hessen, Germany",2740,1746
USA,"New Orleans, Louisiana, USA",2741,171
USA,"California, USA",2742,27
"USA,Canada","CFB Borden, Borden, Ontario, Canada",2743,1747
USA,"1579 N Milwaukee Avenue, Wicker Park, West Town, Chicago, Illinois, USA",2744,1748
USA,"Astoria, Oregon, USA",2745,1749
USA,"Santa Clarita, California, USA",2746,70
USA,"Marineland of the Pacific - 6610 Palos Verdes Drive South, Rancho Palos Verdes, California, USA",2747,1750
USA,"Yuma, Arizona, USA",2748,99
USA,"Portland, Oregon, USA",2749,24
USA,"1100 block of Angelina Street, Downtown, Los Angeles, California, USA",2750,1751
USA,"Altadena, California, USA",2751,526
USA,"BC Place, Vancouver, British Columbia, Canada",2752,1752
USA,"2285 McAllister Avenue, Port Coquitlam, British Columbia, Canada",2753,1753
USA,"Boston, Massachusetts, USA",2754,184
USA,"Georgia, USA",2755,572
USA,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",2756,618
USA,"Hammond, Louisiana, USA",2757,1754
USA,,2758,3
"Australia,USA","Namib Desert, Namibia",2759,1755
"USA,Australia,Canada","Village Roadshow Studios, Oxenford, Queensland, Australia",2760,1756
USA,"Alpes-Maritimes, France",2761,1430
"USA,Germany","Las Vegas, Nevada, USA",2762,1757
USA,"Kelly Gulch - 1801 North Topanga Canyon Boulevard, Topanga Canyon, Woodland Hills, Los Angeles, California, USA",2763,1758
"USA,South Korea",,2764,1759
USA,,2765,3
USA,"Chicago, Illinois, USA",2766,244
"USA,Germany",,2767,1760
USA,"Hotel Cristallo, Cortina d'Ampezzo, Italy",2768,1761
USA,,2769,3
USA,"Los Angeles, California, USA",2770,10
USA,"Pirates World Amusement Park - Sheridan Street, Dania, Florida, USA",2771,688
USA,"Los Angeles, California, USA",2772,10
"South Africa,UK,USA",Namibia,2773,1762
USA,,2774,3
USA,"Los Angeles, California, USA",2775,10
"UK,USA","Villa Vignamaggio, Greve in Chianti, Florence, Tuscany, Italy",2776,1763
USA,,2777,3
USA,"Bay Ridge, Brooklyn, New York City, New York, USA",2778,1764
USA,"Pennsylvania, USA",2779,1464
USA,"Pennsylvania, USA",2780,1464
USA,USA,2781,21
USA,"Wyoming, USA",2782,1765
USA,"Arizona, USA",2783,359
USA,"Pennsylvania, USA",2784,1464
USA,"Wattles Mansion - 1824 N. Curson Avenue, Hollywood, Los Angeles, California, USA",2785,1766
USA,"Los Angeles, California, USA",2786,10
USA,"Empire Studios, Rome, Lazio, Italy",2787,96
USA,"Santa Cruz County, California, USA",2788,1767
USA,"Los Angeles, California, USA",2789,10
USA,"Santa Clarita, California, USA",2790,70
"UK,USA","Salt Lake City, Utah, USA",2791,1768
