Director,original_index,unique_index
Cameron Crowe,2829,911
Frank Darabont,2830,1140
Wayne Wang,2831,1400
Ted Demme,2832,545
Matt Williams,2833,1552
Ben Stiller,2834,332
Zach Braff,2835,1553
John Carpenter,2836,1327
Luke Greenfield,2837,1554
Sean Anders,2838,1555
John Landis,2839,960
Amy Heckerling,2840,1556
Carl Reiner,2841,1017
John Landis,2842,960
Ivan Reitman,2843,62
Harold Ramis,2844,1223
"Jim Abrahams,David Zucker",2845,1557
Jeremiah S. Chechik,2846,318
Joe Roth,2847,1107
Fred Gerber,2848,1558
David Ayer,2849,1184
Stanley Tong,2850,1559
Stuart Gillard,2851,1560
John Pasquin,2852,1456
Paul Michael Glaser,2853,952
Frank Oz,2854,431
John Whitesell,2855,1561
Peter MacDonald,2856,1562
Peter Hewitt,2857,710
Howard Zieff,2858,1074
John R. Cherry III,2859,744
Jerry Rees,2860,1563
John Carpenter,2861,1327
William R. Kowalchuk Jr.,2862,1564
Mark Swan,2863,1565
Richard Rich,2864,975
John Howley,2865,1566
Tarsem Singh,2866,385
Mark Dindal,2867,125
John Landis,2868,960
Stephen Kessler,2869,1567
Amy Heckerling,2870,1556
Stephen Frears,2871,238
John Sayles,2872,1365
Savage Steve Holland,2873,1568
Savage Steve Holland,2874,1568
Ron Shelton,2875,1035
Joseph Ruben,2876,176
Tony Scott,2877,25
Richard Williams,2878,1569
"Masami Hata,William T. Hurtz",2879,1570
"John Dunson,Sean Dunson",2880,1571
Thomas Bezucha,2881,1387
Nick Moore,2882,1572
Tom Vaughan,2883,1573
Dennie Gordon,2884,1458
Lisa Azuelos,2885,1574
Julie Anne Robinson,2886,1575
"Ashley Olsen,Mary-Kate Olsen,Craig Shapiro",2887,1576
Alan Metter,2888,1577
Andy Tennant,2889,1032
John Badham,2890,100
Ezekiel Norton,2891,1578
Karen J. Lloyd,2892,1579
William Lau,2893,1580
William Eubank,2894,1581
Bill Condon,2895,1199
Mike Cahill,2896,1582
Nicholas Stoller,2897,543
Jon Turteltaub,2898,398
Steven Brill,2899,1363
William Dear,2900,1013
Andrew Scheinman,2901,1583
John Lee Hancock,2902,871
Kevin Munroe,2903,1584
"Robert Simonds,Dennis Dugan",2904,1585
Andy Cadiff,2905,1586
Hector Barron,2906,1587
Michael A. Simpson,2907,376
Billy Bob Thornton,2908,1588
Steve Oedekerk,2909,714
"Rick Avery,William Lustig",2910,1589
Kevin Allen,2911,1590
Robert Rodriguez,2912,1328
"Bobby Farrelly,Peter Farrelly",2913,112
Roger Kumble,2914,308
Sam Weisman,2915,989
Stan Dragoti,2916,1591
Jim Abrahams,2917,1462
Fred Schepisi,2918,1592
Michael Lehmann,2919,892
Rob Hedden,2920,1593
Charles Stone III,2921,1594
Richard Benjamin,2922,1595
Neal Israel,2923,968
Tom Mankiewicz,2924,1596
Ron Howard,2925,174
Joe Dante,2926,52
George Cukor,2927,889
Brian T. Jaynes,2928,1597
Guy Distad,2929,1598
Joel Souza,2930,905
Lothar Mendes,2931,1599
Stephen Shimek,2932,1003
Christopher N. Rowley,2933,1600
"Rafe M. Portilo,Ralph Portillo,Ralph E. Portillo",2934,1601
William Dieterle,2935,411
Trevor Wall,2936,1602
Robert Taylor,2937,1549
Roy William Neill,2938,815
Jules Dassin,2939,1603
Charles Reisner,2940,1301
Harry d'Abbadie d'Arrast,2941,1604
Archie Mayo,2942,410
John Carpenter,2943,1327
"King Vidor,Otto Brower",2944,1605
Kurt Hale,2945,1606
T.C. Christensen,2946,1538
T.C. Christensen,2947,1538
Shaun Maki,2948,1607
Christian Vuissa,2949,1608
Tom Whitus,2950,1609
Benjamin Gourley,2951,1610
Cornelia Moore,2952,1611
"Sophia Cacciola,Michael J. Epstein",2953,1612
Lionel Chew,2954,1613
Howard Klausner,2955,1614
Dusty Saunders,2956,1615
Michael Crum,2957,1616
Rob Diamond,2958,1617
Stephen Langford,2959,1618
Ralph E. Portillo,2960,1619
Nancy Criss,2961,1620
"Dave Moody,Josh Moody",2962,1621
Robert Dalva,2963,1622
John Gatins,2964,1623
Craig Clyde,2965,1624
Steve Miner,2966,416
Craig Clyde,2967,1624
Steve Franke,2968,1625
Jeremy Culver,2969,1626
Timothy Armstrong,2970,1627
Sergey Bodrov,2971,1628
Matthew Ladensack,2972,1629
Lawrence Jordan,2973,1630
Nancy Criss,2974,1620
Joel Paul Reisig,2975,1010
Jesse Baget,2976,1631
Tii Ricks,2977,1632
Harold D. Schuster,2978,1633
Timothy Armstrong,2979,1627
Gene Feldman,2980,1634
"Mark A.Z. Dippé,Taedong Park",2981,1635
John Carpenter,2982,1327
John Carpenter,2983,1327
Rustam Branaman,2984,1636
"Vincent Kesteloot,Ben Stassen",2985,1637
Ben Stassen,2986,1638
Kyung Ho Lee,2987,1639
Brian Kosisky,2988,1640
Tom Marshall,2989,1641
John Carpenter,2990,1327
"Leon D'Usseau,Robert Z. Leonard",2991,1642
"Ray Ashley,Morris Engel",2992,1643
Henry Koster,2993,359
Jean Yarbrough,2994,69
Michael Cimino,2995,1219
Phillip Rhee,2996,1644
Henry Levin,2997,1379
"Neil Nightingale,Pierre De Lespinios,Barry Cook",2998,1645
Courtney Everette,2999,1646
Berenika Maciejewicz,3000,1647
Gil Kenan,3001,797
Victor Salva,3002,1648
Gregory Nava,3003,848
Gabor Csupo,3004,939
Tommy Lee Wallace,3005,1649
John Ward,3006,1650
Troy Kotsur,3007,1651
Chuck Williams,3008,1652
Rozemyn Afman,3009,1653
Dallas Jenkins,3010,1654
Kriv Stenders,3011,1655
"Daniel Chuba,Mark A.Z. Dippé",3012,1656
David Butler,3013,1657
Aaron Pope,3014,1658
Roberto Benabib,3015,1659
Charles Matthau,3016,1660
Corbin Billings,3017,1661
Qasim Basir,3018,1662
Sollace Mitchell,3019,1663
Tamara Tunie,3020,1664
Robert Z. Leonard,3021,1665
James Cruze,3022,201
Jack Donohue,3023,1666
"Michael Curtiz,Busby Berkeley",3024,1667
Michael Gordon,3025,1668
Charles Vidor,3026,1176
David Butler,3027,1657
Roy Del Ruth,3028,1669
Norman Jewison,3029,192
Delbert Mann,3030,1239
Richard Quine,3031,1243
David Butler,3032,1657
David Butler,3033,1657
Gene Kelly,3034,27
George Sidney,3035,1380
Charles Walters,3036,1373
George Cukor,3037,889
Vincente Minnelli,3038,164
Busby Berkeley,3039,1670
Charles Walters,3040,1373
Sue Corcoran,3041,1671
Kevan Peterson,3042,1672
Harold Cronk,3043,1096
Stanley Donen,3044,1244
"Kyle Lawrence,Caleb Doyle",3045,1673
"Joel Fendelman,Patrick Daly",3046,1674
M. Night Shyamalan,3047,208
"Lemuel Ayers,Roy Del Ruth",3048,1675
"Stanley Donen,Gene Kelly",3049,256
M. Night Shyamalan,3050,208
Sean McNamara,3051,590
Fred Olen Ray,3052,1676
Bob Dolman,3053,1677
Busby Berkeley,3054,1670
Rob Diamond,3055,1617
Dave Moody,3056,1678
Clayton Miller,3057,1679
Drew Nudi,3058,1680
Brad Keller,3059,1681
Mark Cartier,3060,1682
Michael J. Sarna,3061,1683
Robert Stevenson,3062,702
Robert Stevenson,3063,702
Larry Lansburgh,3064,1684
Ken Annakin,3065,822
Norman Foster,3066,1685
William Beaudine,3067,1686
Charles Barton,3068,563
Herschel Daugherty,3069,1687
Harold French,3070,1688
Francis D. Lyon,3071,1689
Norman Foster,3072,1685
Ken Annakin,3073,822
"Paul Kenworthy,Ralph Wright",3074,1690
Robert Stevenson,3075,702
Norman Z. McLeod,3076,1277
Norman Tokar,3077,1691
Mitchell Leisen,3078,1692
Norman Z. McLeod,3079,1277
Norman Z. McLeod,3080,1277
David Heeley,3081,1693
Hal Walker,3082,1694
Victor Schertzinger,3083,1369
Frank Tashlin,3084,1695
"Sidney Lanfield,Frank Tashlin",3085,1696
John Needham,3086,1697
"David Butler,Sidney Lanfield",3087,1698
George Marshall,3088,1699
Sidney Lanfield,3089,550
"Greg Ford,Friz Freleng",3090,1700
Don Hartman,3091,1701
Richard Brooks,3092,1702
"Shane Acker,Mark Andrews",3093,1703
Sidney Sheldon,3094,1704
Henry Koster,3095,359
Charles Walters,3096,1373
S. Sylvan Simon,3097,1705
Norman Taurog,3098,1706
H.C. Potter,3099,1707
Sam Wood,3100,1297
Mike Binder,3101,1048
Allan Dwan,3102,1708
Leo McCarey,3103,1251
Henry King,3104,1709
Lloyd Bacon,3105,232
Joshua Logan,3106,1371
Kevin Brodie,3107,1710
Gene Saks,3108,362
James B. Clark,3109,1711
Arthur Hiller,3110,144
Richard Thorpe,3111,65
George Roy Hill,3112,1143
Elliot Silverstein,3113,1712
Morton DaCosta,3114,1713
Walter Lang,3115,67
George Roy Hill,3116,1143
Anthony Mann,3117,551
John Sturges,3118,795
André De Toth,3119,197
Don Siegel,3120,152
Richard Thorpe,3121,65
John Berry,3122,1714
"John Cromwell,W.S. Van Dyke",3123,1715
"Chad Stahelski,David Leitch",3124,1716
Dan Gilroy,3125,1717
Clint Eastwood,3126,293
Robert Zemeckis,3127,242
Baltasar Kormákur,3128,1258
Anthony Mann,3129,551
Peter Berg,3130,344
Joon-ho Bong,3131,1718
Richard Schenkman,3132,1719
"Peter Spierig,Michael Spierig",3133,1720
Alfonso Cuarón,3134,120
James Ward Byrkit,3135,1721
Fred Zinnemann,3136,480
Robert Schwentke,3137,342
Wes Ball,3138,1722
Josh Boone,3139,541
Lewis Allen,3140,1723
John Farrow,3141,1724
Andrew L. Stone,3142,1725
"John Cromwell,Mel Ferrer",3143,1726
Michael Gottlieb,3144,327
Caroline Thompson,3145,1727
Carroll Ballard,3146,1039
Christopher Cain,3147,859
Carroll Ballard,3148,1039
Jeff Blyth,3149,1728
Sidney Poitier,3150,1729
Stephen Herek,3151,326
Howard Franklin,3152,1730
Phil Alden Robinson,3153,1731
John Stainton,3154,1732
Ron Underwood,3155,1733
Frederick King Keller,3156,1734
Agnieszka Holland,3157,1735
Bronwen Hughes,3158,1454
Joseph Pevney,3159,1736
John Berry,3160,1714
Ivan Tors,3161,1737
Harry Lachman,3162,1738
Jerry Paris,3163,1739
Don Chaffey,3164,368
"Jack Couffer,Don Haldane",3165,1740
George Marshall,3166,1699
Fletcher Markle,3167,1741
Henry Koster,3168,359
Craig Clyde,3169,1624
Terry Gilliam,3170,340
Richard C. Sarafian,3171,1742
"Norman Taurog,George Cukor",3172,1743
S. Sylvan Simon,3173,1705
George Marshall,3174,1699
Roy Rowland,3175,1744
Richard Fleischer,3176,964
Richard Brooks,3177,1702
David R. Ellis,3178,104
John Roberts,3179,1745
George Miller,3180,979
Noah Baumbach,3181,1124
Norman Jewison,3182,192
Winston Hibler,3183,1746
Christopher Leitch,3184,1747
David Butler,3185,1657
"Melvin Frank,Norman Panama",3186,1748
Melville Shavelson,3187,1498
Henry King,3188,1709
Dean DeBlois,3189,676
"Kirk De Micco,Chris Sanders",3190,613
Don Weis,3191,1749
John Sayles,3192,1365
Steve Carr,3193,943
Arlene Sanford,3194,1750
John Whitesell,3195,1561
John Schultz,3196,596
John Schultz,3197,596
Charles Walters,3198,1373
Nils Gaup,3199,1751
Charles Sturridge,3200,1752
"George Sidney,Busby Berkeley",3201,1753
Richard Thorpe,3202,65
Ron Howard,3203,174
Sam Raimi,3204,829
Sam Raimi,3205,829
Ralph C. Bluemke,3206,1754
Robert Zemeckis,3207,242
Iain Softley,3208,285
"Soman Chainani,Lisa Marie Gamlem",3209,1755
Jennifer Chambers Lynch,3210,1374
Frank Kerr,3211,1756
Jennifer Chambers Lynch,3212,1374
Amir Bar-Lev,3213,1757
Yurek Bogayevicz,3214,1758
"Shana Betz,Beth Grant",3215,1759
Woody Allen,3216,694
Wes Anderson,3217,9
Woody Allen,3218,694
Woody Allen,3219,694
Darren Aronofsky,3220,31
Woody Allen,3221,694
Woody Allen,3222,694
David O. Russell,3223,205
Woody Allen,3224,694
Woody Allen,3225,694
Woody Allen,3226,694
Ben Affleck,3227,206
Kathryn Bigelow,3228,222
Clint Eastwood,3229,293
Steve McQueen,3230,1760
Tony Gilroy,3231,179
Sofia Coppola,3232,1761
"Jonathan Dayton,Valerie Faris",3233,1762
Jason Reitman,3234,1763
Taylor Hackford,3235,502
Joe Wright,3236,589
George Clooney,3237,279
Alexander Payne,3238,423
Ang Lee,3239,1254
Steven Spielberg,3240,413
Paul Thomas Anderson,3241,1024
Clint Eastwood,3242,293
Gary Ross,3243,839
Steven Spielberg,3244,413
Bennett Miller,3245,1341
Martin Scorsese,3246,236
Marilyn Agrelo,3247,1061
Anthony Hickox,3248,527
Zalman King,3249,304
John Herzfeld,3250,1375
Michael Caton-Jones,3251,424
Luis Mandoki,3252,439
Renny Harlin,3253,1185
Stephen Kay,3254,1358
Jim Gillespie,3255,307
George P. Cosmatos,3256,804
Richard Donner,3257,54
Menahem Golan,3258,87
John Flynn,3259,182
George Stevens,3260,408
Brian Stillman,3261,1764
Alex Stapleton,3262,1765
Mark Hartley,3263,1766
Rob Kuhns,3264,1767
Michael Robert Wolf,3265,1768
Simon Wincer,3266,902
Francis Ford Coppola,3267,1093
Edward Norton,3268,1769
Edward Zwick,3269,24
Benh Zeitlin,3270,1770
"Glenn Holsten,Daniel Traub",3271,1771
Chico Colvard,3272,1772
Tim Blake Nelson,3273,1773
"Marcia Jarmel,Ken Schneider",3274,1774
David Jacobson,3275,1775
Mike Nichols,3276,456
Lee Sholem,3277,1776
William Monahan,3278,1777
Robert Wise,3279,699
John Curran,3280,380
David Zucker,3281,925
Andrew V. McLaglen,3282,422
Kurt Hale,3283,1606
Robert Stevenson,3284,702
Charles Chaplin,3285,1247
Terry Gilliam,3286,340
"Fred Schepisi,Robert Young",3287,1778
Ivan Reitman,3288,62
David Zucker,3289,925
Frank Oz,3290,431
Frank Oz,3291,431
Douglas Hickox,3292,1779
Mike Hodges,3293,1780
John Huston,3294,565
Janice Karman,3295,1781
Tuck Tucker,3296,1782
Lee Toland Krieger,3297,1073
Josh Radnor,3298,1783
Gia Coppola,3299,1784
Lee Toland Krieger,3300,1073
"Anna Boden,Ryan Fleck",3301,1785
Colin Trevorrow,3302,1507
Peter Sollett,3303,1786
Joe Swanberg,3304,1787
Gavin Wiesen,3305,1788
"Jonathan Dayton,Valerie Faris",3306,1762
Fred M. Wilcox,3307,579
Mervyn LeRoy,3308,82
"Walter Lang,William A. Seiter",3309,1789
William A. Seiter,3310,148
Dave McKean,3311,1790
Henry Koster,3312,359
Roy Rowland,3313,1744
Clarence Brown,3314,1378
John Ford,3315,97
King Vidor,3316,1791
David Butler,3317,1657
Edwin L. Marin,3318,568
Steve 'Spaz' Williams,3319,1483
"Tony Bancroft,Scott Christian Sava",3320,1792
"Mike Mitchell,Walt Dohrn",3321,1793
Ben Stassen,3322,1638
Tony Goss,3323,1794
Edward Dmytryk,3324,63
Edwin L. Marin,3325,568
Duncan Pace,3326,1795
Hal Walker,3327,1694
Allan Dwan,3328,1708
Fred M. Wilcox,3329,579
Graeme Campbell,3330,1796
Brad Silberling,3331,721
Ted Nicolaou,3332,1797
Leigh Scott,3333,1798
Chris Miller,3334,798
Steven Spielberg,3335,413
Michael Ritchie,3336,136
Mark Rappaport,3337,1799
Tim Burton,3338,119
Richard Elfman,3339,1800
Hal Sutherland,3340,1801
"Cathy Malkasian,Jeff McGrath",3341,1802
Chuck Sheetz,3342,1803
Les Mayfield,3343,92
David Dobkin,3344,586
Michael Lembeck,3345,628
Sean Olson,3346,1804
Robert Davi,3347,1805
Menno Meyjes,3348,1806
Dustin Rikert,3349,1807
Bob Clark,3350,584
Peter Medak,3351,1808
Mick Jackson,3352,143
Roland Joffé,3353,1809
Marc Rocco,3354,1810
Agnieszka Holland,3355,1735
Phil Joanou,3356,272
Milos Forman,3357,337
James Bobin,3358,659
Randy Moore,3359,1811
James Bobin,3360,659
"Robin Budd,Donovan Cook",3361,1812
Klay Hall,3362,691
Edward Montagne,3363,1813
Emile Ardolino,3364,1814
Gary Nelson,3365,1815
Wolfgang Petersen,3366,920
Stephen Hopkins,3367,950
Philip Kaufman,3368,221
Phillip Noyce,3369,845
Jon Amiel,3370,1322
Lee Tamahori,3371,1284
Phil Alden Robinson,3372,1731
Bruce Beresford,3373,497
Joel Schumacher,3374,175
Jay Russell,3375,1040
Christopher R. Watson,3376,1816
Cy Endfield,3377,1817
Linda Shayne,3378,1091
Don Chaffey,3379,368
Nathan Juran,3380,578
Jim Wynorski,3381,1818
Linda Shayne,3382,1091
Richard Martin,3383,1819
Robert Vince,3384,1487
Joel Zwick,3385,1820
Roger Kumble,3386,308
Steve Carr,3387,943
Fred Durst,3388,1821
Everything Is Terrible,3389,1822
Scott Sanders,3390,1823
Rudolph Maté,3391,1824
Gary Nelson,3392,1815
Alejandro Jodorowsky,3393,1825
Ken Annakin,3394,822
Harald Zwart,3395,278
Shawn Levy,3396,601
Lasse Hallström,3397,1826
Steve Boyum,3398,1827
Robert Vince,3399,1487
Daniel Zirilli,3400,1828
"Shinichirô Watanabe,Hiroyuki Okiura",3401,1829
Rob Reiner,3402,239
Bryan Michael Stoller,3403,1830
"Bud Friedgen,Michael J. Sheridan",3404,1831
Tay Garnett,3405,198
David Butler,3406,1657
Charles Walters,3407,1373
Gene Kelly,3408,27
Garry Marshall,3409,253
Garry Marshall,3410,253
Garry Marshall,3411,253
Garry Marshall,3412,253
Greg Kwedar,3413,1832
Jeremiah Jones,3414,1833
Jonathan Keevil,3415,1834
Xavier Manrique,3416,1835
Marianna Palka,3417,1836
Bob Byington,3418,1837
Michael Ritchie,3419,136
Michael Ritchie,3420,136
Sean Mewshaw,3421,1838
Jared Hess,3422,1475
Jack Haley Jr.,3423,1839
Brian Robbins,3424,883
Charles Reisner,3425,1301
Tim McCann,3426,1840
Alex Ranarivelo,3427,1841
Klaus Menzel,3428,1842
Harley Knoles,3429,1843
David Hackl,3430,1844
Gary Winick,3431,912
Tom Vaughan,3432,1573
Robert Luketic,3433,249
Burr Steers,3434,1845
Greg Berlanti,3435,1846
Gary Winick,3436,912
Edward Zwick,3437,24
Ivan Reitman,3438,62
Gary Oldman,3439,1847
Ariel Vromen,3440,1848
Bart Freundlich,3441,1849
Rob Letterman,3442,1850
Burr Steers,3443,1845
Scott Hicks,3444,1851
Rawson Marshall Thurber,3445,928
Mark Waters,3446,252
Daniel Schechter,3447,1852
Peter Bogdanovich,3448,1853
David Wain,3449,1854
Nicole Holofcener,3450,1855
Daniel Barnz,3451,1856
Sean Anders,3452,1555
Danny Perez,3453,1857
Jacob Brown,3454,1858
Charles Burmeister,3455,1859
Vivi Friedman,3456,1860
Allison Burnett,3457,1861
Jack Sher,3458,1862
Rusty Gorman,3459,1863
Yurek Bogayevicz,3460,1758
David Burris,3461,1864
D.G. Brock,3462,1865
Elliott Lester,3463,1866
Jake Goldberger,3464,1867
Isaac Feder,3465,1868
Afonso Poyart,3466,1869
David Riker,3467,1870
Matthew M. Ross,3468,1871
Ian Pfaff,3469,1872
"Dave Fleischer,Shamus Culhane",3470,1873
Zoltan Korda,3471,1874
Bryan Forbes,3472,1875
Dan Walker,3473,1876
Fred M. Wilcox,3474,579
Jason Hull,3475,1877
Melvin Frank,3476,1878
Jason Hull,3477,1877
Gustavo Ron,3478,1879
Jonathan Hua Lang Lim,3479,1880
Kirk Sullivan,3480,1881
Sean Hanish,3481,1882
Sean Linezo,3482,1883
Kevin Smith,3483,168
Norman Tokar,3484,1691
Mathew Cullen,3485,1884
"Joachim Rønning,Espen Sandberg",3486,1885
Joaquin Perea,3487,1886
Henry Koster,3488,359
Matt Johnson,3489,1887
Rebecca Zlotowski,3490,1888
Curtis Hanson,3491,438
Barbet Schroeder,3492,1889
Lasse Hallström,3493,1826
Alan J. Pakula,3494,135
Nora Ephron,3495,1890
Nancy Meyers,3496,474
Mike Nichols,3497,456
Gary Winick,3498,912
Andrew Fleming,3499,306
Nora Ephron,3500,1890
Sharon Maguire,3501,1891
Jon Turteltaub,3502,398
Beeban Kidron,3503,1892
Marc Lawrence,3504,1105
Daisy von Scherler Mayer,3505,1893
John Pasquin,3506,1456
Jon Avnet,3507,276
Garry Marshall,3508,253
Donald Petrie,3509,969
Colin Higgins,3510,1894
Delmer Daves,3511,510
Richard Curtis,3512,1895
"Chris Weitz,Paul Weitz",3513,1896
David Frankel,3514,1415
Emile Ardolino,3515,1814
James Dodson,3516,1897
John Hamburg,3517,1476
Gary David Goldberg,3518,1178
"Daniel Myrick,Eduardo Sánchez",3519,1898
Peter Chelsom,3520,266
Stephen Frears,3521,238
Charles Shyer,3522,142
Justin Kurzel,3523,1899
David Swift,3524,1900
Howard Morris,3525,1901
Joseph Ellison,3526,1902
Douglas McKeown,3527,1903
Dan Rush,3528,1904
Deborah Brock,3529,1905
Jodie Foster,3530,788
Jodie Foster,3531,788
Jodie Foster,3532,788
William Bartman,3533,1906
Charles Band,3534,372
John Carl Buechler,3535,1907
Terrence Malick,3536,1425
Fred Olen Ray,3537,1676
Burr Steers,3538,1845
Brian Levant,3539,728
Renny Harlin,3540,1185
Jay Dubin,3541,1908
Renny Harlin,3542,1185
Renny Harlin,3543,1185
Brian T. Jaynes,3544,1597
Michael Lehmann,3545,892
Nikolaj Arcel,3546,1909
Joe Carnahan,3547,576
George Clooney,3548,279
"Keith Fulton,Louis Pepe",3549,1910
Justin Zackham,3550,1911
Andy Fickman,3551,441
Angel Gracia,3552,1912
Clare Kilner,3553,1385
Jason Lew,3554,1913
Pablo Larraín,3555,1914
"Mark Columbus,Lauren Hoekstra",3556,1915
Boaz Yakin,3557,663
Rob Reiner,3558,239
Jeff Nichols,3559,1175
Terrence Malick,3560,1425
Don Cheadle,3561,1916
A. Edward Sutherland,3562,1917
Max Winkler,3563,1918
Phil Morrison,3564,1919
"Joel Bergvall,Simon Sandquist",3565,1920
Anand Tucker,3566,1921
Luke Greenfield,3567,1554
Tarsem Singh,3568,385
Christine Jeffs,3569,1922
Matt Byrne,3570,1923
Scott Hicks,3571,1851
Caryn Waechter,3572,1127
"Shari Springer Berman,Robert Pulcini",3573,389
Tony Aloupis,3574,1924
Nicole Kassell,3575,1925
Jon Kasdan,3576,1926
Naomi Foner,3577,1927
Max Nichols,3578,1928
Spike Lee,3579,181
Liza Johnson,3580,1929
Mark Waters,3581,252
A.B. Stone,3582,1930
Rachel Talalay,3583,1931
Mike Mills,3584,1932
Laurie Collyer,3585,1933
Rebecca Miller,3586,1308
Mark Mylod,3587,933
Rodrigo García,3588,1934
Barry Levinson,3589,139
Mark Mann,3590,1935
Ivan Reitman,3591,62
Wayne Ewing,3592,1936
Peter Markle,3593,1009
Tom Shadyac,3594,336
Chris Columbus,3595,321
Dennis Donnelly,3596,1937
Barbara Peeters,3597,1938
Chris Columbus,3598,321
Jack Speirs,3599,1939
Francis Ford Coppola,3600,1093
Roger Michell,3601,1106
Reginald Hudlin,3602,1940
Eric Meza,3603,1941
"Doug McHenry,George Jackson",3604,1942
Randall Miller,3605,1943
Cody Duckworth,3606,1944
Rob Reiner,3607,239
Ira Sachs,3608,1945
Neil Burger,3609,1038
Robert Schwentke,3610,342
Nick Hurran,3611,1946
Rick Ramage,3612,1947
Jon Favreau,3613,260
Ericson Core,3614,870
Ondi Timoner,3615,1948
Michael Dougherty,3616,1949
Robert Schwentke,3617,342
Ron Howard,3618,174
J Blakeson,3619,1950
Robert Eggers,3620,1951
Kyle Patrick Alvarez,3621,1952
Joe Swanberg,3622,1787
Rodrigo García,3623,1934
Leslye Headland,3624,1953
Daniel Barber,3625,1954
James Ponsoldt,3626,542
Andrew Bujalski,3627,1955
"Stephen J. Anderson,Don Hall",3628,1956
Jun Falkenstein,3629,1957
"Duke Johnson,Charlie Kaufman",3630,1958
Francis Glebas,3631,1959
Jeremy Saulnier,3632,1960
Woody Allen,3633,694
Amy Rice,3634,1961
Roland Emmerich,3635,263
J.A. Bayona,3636,1962
David Michôd,3637,1963
Jack Kinney,3638,1964
"William Cooke,Paul Talbot",3639,1965
"William Cooke,Paul Talbot",3640,1965
Breck Eisner,3641,865
Danny Boyle,3642,209
Cary Joji Fukunaga,3643,1966
Tom Hooper,3644,226
"Bobby Farrelly,Peter Farrelly",3645,112
Jean-Marc Vallée,3646,1339
Todd Haynes,3647,1967
David Gordon Green,3648,1110
Nick Lyon,3649,1968
Michael Moore,3650,916
James Vanderbilt,3651,1969
Jason Bateman,3652,591
Kent Jones,3653,1970
Rob Letterman,3654,1850
"Alex Holdridge,Linnea Saasen",3655,1971
Michael Bay,3656,259
Steven Spielberg,3657,413
"David Rountree,David Tybor",3658,1972
Jack Kinney,3659,1964
Wes Ball,3660,1722
Olivier Dahan,3661,1973
Eli Roth,3662,43
Antoine Fuqua,3663,517
Mario Van Peebles,3664,1136
Rhys Thomas,3665,1974
Werner Herzog,3666,19
Lawrence Roeck,3667,1975
John Lee Hancock,3668,871
Stephen Daldry,3669,1976
Tom Hanks,3670,178
Nora Ephron,3671,1890
Mike Nichols,3672,456
Sean McGinly,3673,1977
Steven Spielberg,3674,413
Brad Anderson,3675,1349
James Foley,3676,161
Víctor García,3677,1978
Luis Prieto,3678,1979
Luca Bercovici,3679,1530
David R. Ellis,3680,104
Susanne Bier,3681,1980
Amy Holden Jones,3682,1161
