Director,Creator,original_index,unique_index
Carl Reiner,"Carl Reiner,George Gipe",1570,1499
Steve Royall,Steve Royall,1571,1500
John K.D. Graham,"Alexandra Boylan,John K.D. Graham",1572,1501
Darnell Martin,"David Baldacci,David Baldacci",1573,1502
Carl Reiner,"Edwin Davis,Henry Olek",1574,1503
"Andrew Droz Palermo,Tracy Droz Tragos",,1575,1504
Jennifer Phang,"Jacqueline Kim,Jennifer Phang",1576,1505
Carl Reiner,"George Gipe,Steve Martin",1577,1506
James Signorelli,"Rodney Dangerfield,Michael Endler",1578,1507
John Landis,"Dan Aykroyd,John Landis",1579,1508
David Lean,"Boris Pasternak,Robert Bolt",1580,1509
Paul Thomas Anderson,Paul Thomas Anderson,1581,1510
"Peter Lord,Jeff Newitt","Gideon Defoe,Gideon Defoe",1582,1511
David M. Evans,Michael Baumgarten,1583,1512
Clara Mamet,Clara Mamet,1584,1513
Sean McNamara,"Jeff Phillips,Sean McNamara",1585,1514
Tamar Halpern,"Tamar Halpern,Wendy Mass",1586,1515
Paul Jarrett,Gina O'Brien,1587,1516
Demetrius Navarro,"Jerry Bryant,Jerry Bryant",1588,1517
James Algar,James Algar,1589,1518
Roberto Gavaldón,"Larry Lansburgh,Bill Walsh",1590,1519
James Algar,"James Algar,Winston Hibler",1591,1025
James Algar,James Algar,1592,1518
James Algar,James Algar,1593,1518
James Algar,"James Algar,Winston Hibler",1594,1025
Sam Raimi,"Sam Raimi,Scott Spiegel",1595,1520
Christopher Kenneally,Christopher Kenneally,1596,1521
Andy Tennant,"Anna Leonowens,Steve Meerson",1597,1522
Damien Dante Wayans,"Keenen Ivory Wayans,Shawn Wayans",1598,1523
"Tony Oliver,Ryuichi Yagi","Fujio F. Fujiko,Takashi Yamazaki",1599,1524
Ron Shelton,Ron Shelton,1600,1525
Clint Eastwood,"Clancy Carlile,Clancy Carlile",1601,1526
Clint Eastwood,"Andrew Klavan,Larry Gross",1602,1527
Clint Eastwood,"Michael Connelly,Brian Helgeland",1603,1528
Clint Eastwood,"Ken Kaufman,Howard Klausner",1604,1529
Clint Eastwood,"Richard LaGravenese,Robert James Waller",1605,1530
Wally Pfister,Jack Paglen,1606,1531
Antoine Fuqua,"Richard Wenk,Michael Sloan",1607,1532
Nardo Castillo,Arnie Gelbart,1608,1533
Neil Burger,"Evan Daugherty,Vanessa Taylor",1609,1534
Kevin Reynolds,Kevin Reynolds,1610,1535
John Badham,Steve Tesich,1611,1536
Simon Wincer,"Walter Farley,Steven Farley",1612,1537
Carroll Ballard,"Carol Cawthra Hopcraft,Xan Hopcraft",1613,1538
Simon Wincer,"James Morris,Gene Quintano",1614,1539
Jay Russell,"Natalie Babbitt,Jeffrey Lieber",1615,1540
Tony Scott,"Jim Harrison,Jim Harrison",1616,1541
Andrew Marton,"Art Arthur,Alan Caillou",1617,1542
Jean-Jacques Annaud,"James Oliver Curwood,Gérard Brach",1618,1543
"James Hill,Tom McGowan","Joy Adamson,Lester Cole",1619,1544
Carroll Ballard,"Bill Lishman,Robert Rodat",1620,1545
Luiso Berdejo,"John Travis,John Connolly",1621,1546
Blake Edwards,"Arthur A. Ross,Blake Edwards",1622,1547
"Mike Thurmeier,Galen T. Chu",Michael J. Wilson,1623,1548
Lance Rivera,"Lance Rivera,Marc Calixte",1624,1549
Bruce A. Evans,"Bruce A. Evans,Raynold Gideon",1625,1550
Mike Binder,Mike Binder,1626,1551
Nancy Meyers,"Josh Goldsmith,Cathy Yuspa",1627,1552
Richard Donner,"Jeffrey Boam,Jeffrey Boam",1628,1553
Richard Donner,Brian Helgeland,1629,1554
Martin Brest,"Daniel Petrie Jr.,Danilo Bach",1630,1555
Dan Steadman,Dan Steadman,1631,1556
Helene Klodawsky,"Helene Klodawsky,Helene Klodawsky",1632,1557
Brian Helgeland,"Donald E. Westlake,Brian Helgeland",1633,1558
Richard Donner,"Shane Black,Jonathan Lemkin",1634,1559
Shlomi Eldar,Shlomi Eldar,1635,1560
Andrew Davis,"Andrew Davis,Steven Seagal",1636,1561
Félix Enríquez Alcalá,"Jeb Stuart,Jeb Stuart",1637,1562
Keith Hartman,Keith Hartman,1638,1563
John Flynn,David Lee Henry,1639,1564
Richard LeMay,Richard LeMay,1640,1565
Peter Richardson,,1641,1566
Andrzej Bartkowiak,"Ed Horowitz,Richard D'Ovidio",1642,1567
Geoff Murphy,"Richard Hatem,Matt Reeves",1643,1568
Steven Seagal,"Ed Horowitz,Robin U. Russin",1644,1569
mink,"Steven Seagal,Joe Halpin",1645,1570
Martin Scorsese,"John Logan,Brian Selznick",1646,1571
Steven Spielberg,"Steven Moffat,Edgar Wright",1647,1572
Woody Allen,Woody Allen,1648,906
Bruce Malmuth,Steven McKay,1649,1573
John Gray,Kevin Brodbin,1650,1574
Marilyn Agrelo,Amy Sewell,1651,1575
Stuart Baird,"Jim Thomas,John Thomas",1652,1576
Dwight H. Little,"Wayne Beach,David Hodgin",1653,1577
Peter Weir,"Paul Theroux,Paul Schrader",1654,1578
Bobbi Jo Hart,Bobbi Jo Hart,1655,1579
Mitch Dickman,,1656,1580
Angela Sun,Angela Sun,1657,1581
"Jose Antonio Vargas,Ann Raffaela Lupo",Jose Antonio Vargas,1658,1582
David Sampliner,David Sampliner,1659,1583
Petra Costa,"Petra Costa,Carolina Ziskind",1660,1584
"Lacey Schwartz,James Adolphus","Mehret Mandefro,Lacey Schwartz",1661,1585
J. Lee Thompson,"John D. MacDonald,James R. Webb",1662,1586
Roger Spottiswoode,"Dennis Shryack,Michael Blodgett",1663,1587
Jonathan Demme,Ron Nyswaner,1664,1588
"Charles Crichton,John Cleese","John Cleese,Charles Crichton",1665,1589
Marcos Siega,Daniel Taplitz,1666,1590
Lee Toland Krieger,"Rashida Jones,Will McCormack",1667,1591
Michael Apted,Steven Knight,1668,1592
Paul Greengrass,"Billy Ray,Richard Phillips",1669,1593
Howard Zieff,"Nancy Meyers,Charles Shyer",1670,1594
"Ricardo Arnaiz,Mike Kunkel","Ricardo Arnaiz,Dulce Belchez",1671,1595
Frank Oz,"Alvin Sargent,Laura Ziskin",1672,1596
Tony Bancroft,"Michael A. Nickles,Julia Wall",1673,1597
Carlos Saldanha,,1674,1598
Brian De Palma,"Brian De Palma,David Koepp",1675,1599
Joel Schumacher,Karl Gajdusek,1676,1600
David Lister,Paul Matthews,1677,1601
Josh Cooley,,1678,1602
Simon West,David Guggenheim,1679,1603
Andrew Bergman,Jane Anderson,1680,1604
Brad Silberling,"Wim Wenders,Peter Handke",1681,1605
"Igor Kovalyov,Norton Virgien","David N. Weiss,J. David Stem",1682,1606
"Stig Bergqvist,Paul Demeyer","J. David Stem,David N. Weiss",1683,1607
Zachary Wyman,Zachary Wyman,1684,1608
Troy Miller,"Mark Steven Johnson,Mark Steven Johnson",1685,1609
Robert Kirbyson,Robert Kirbyson,1686,1610
Robert Shallcross,Robert Shallcross,1687,1611
Mike Figgis,"John O'Brien,Mike Figgis",1688,1612
Bernard Rose,Bernard Rose,1689,1613
"Roberts Gannaway,Peggy Holmes","Roberts Gannaway,Peggy Holmes",1690,1614
Isaac Florentine,"Boaz Davidson,James Townsend",1691,1615
Carl Franklin,"Joseph Finder,Yuri Zeltser",1692,1616
Jim Fitzpatrick,Jim Fitzpatrick,1693,1617
Ron Howard,Allan Loeb,1694,1618
Linda Shayne,"Timothy Michaels,Jamie McLaughlin",1695,1619
Gary Fleder,"James Patterson,David Klass",1696,1620
James R. Gorrie,James R. Gorrie,1697,1621
Francis Ford Coppola,"John Milius,Francis Ford Coppola",1698,1622
Brian Levant,"Steven Gary Banks,Claudia Grazioso",1699,1623
Frederik Du Chau,"David Schmidt,Steven P. Wegner",1700,1624
Frank Marshall,"David DiGilio,Toshirô Ishidô",1701,1625
Fred Savage,"Geoff Rodkey,J. David Stem",1702,1626
Charles Martin Smith,"Kevin DiCicco,Paul Tamasy",1703,1627
Harold Cronk,"Harold Cronk,Eric Machiela",1704,1628
Dito Montiel,"Dito Montiel,Dito Montiel",1705,1629
Chuck Powers,"Amir Hafizi,Chuck Powers",1706,1630
Kimberly Peirce,"Mark Richard,Kimberly Peirce",1707,1631
Robert Schwartzman,"Benjamin Font,Robert Schwartzman",1708,1632
Bruce Beresford,Susan McMartin,1709,1633
"Paul Duddridge,Nigel Levy","Paige Cameron,Paul Duddridge",1710,1634
Isaac Florentine,David N. White,1711,1635
Garry Marshall,Katherine Fugate,1712,1636
Michael Jai White,Chris Hauty,1713,1637
Ed Gass-Donnelly,"Colin Frizzell,Ed Gass-Donnelly",1714,1638
Susan Dynner,Scott 'Smitty' Smith,1715,1639
Kevin Smith,Kevin Smith,1716,194
Kevin Smith,Kevin Smith,1717,194
Ben Ramsey,Michael Andrews,1718,1640
Kevin Smith,Kevin Smith,1719,194
Marc Lawrence,Marc Lawrence,1720,1641
Herbert Ross,"Robert Harling,Robert Harling",1721,1642
Mike Newell,"Lawrence Konner,Mark Rosenthal",1722,1643
Roger Michell,Richard Curtis,1723,1644
P.J. Hogan,Ronald Bass,1724,1645
Garry Marshall,"J.F. Lawton,Stephen Metcalfe",1725,1646
Garry Marshall,"Josann McGibbon,Sara Parriott",1726,1647
Joe Roth,"Billy Crystal,Peter Tolan",1727,1648
Joel Schumacher,"Marti Leimbach,Richard Friedenberg",1728,1649
Anne Fletcher,"Duane Adler,Melissa Rosenberg",1729,1650
"Ethan Coen,Joel Coen","Ethan Coen,Joel Coen",1730,1651
Justin Chadwick,"Deborah Moggach,Tom Stoppard",1731,1652
David Gordon Green,Paul Logan,1732,1653
Gavin O'Connor,"Brian Duffield,Anthony Tambakis",1733,1654
Bharat Nalluri,"David Magee,Simon Beaufoy",1734,1655
Liv Ullmann,"August Strindberg,Liv Ullmann",1735,1656
Scott Coffey,"Ali Eagle,Dominique Roberts",1736,1657
Scott Coffey,Scott Coffey,1737,1658
Noel Nosseck,Paul Carter Harrison,1738,1659
Ryan Coogler,"Ryan Coogler,Aaron Covington",1739,1660
Bryan Buckley,"Melissa Rauch,Winston Rauch",1740,1661
Al Pacino,"Al Pacino,Oscar Wilde",1741,1662
Angelina Jolie,Angelina Jolie,1742,1663
Tom McCarthy,"Tom McCarthy,Josh Singer",1743,1664
Jay Roach,"Bruce Cook,John McNamara",1744,1665
Craig Gillespie,Eric Johnson,1745,1666
Michael Cuesta,"Peter Landesman,Gary Webb",1746,1667
Patricia Riggen,"Mikko Alanne,Craig Borten",1747,1668
Babak Najafi,"Creighton Rothenberger,Katrin Benedikt",1748,1669
Oliver Stone,"Kieran Fitzgerald,Luke Harding",1749,1670
John Stockwell,"Ronnie Christensen,Amy Sorlie",1750,1671
Tim Burton,"Scott Alexander,Larry Karaszewski",1751,1672
Niki Caro,"Christopher Cleveland,Bettina Gilois",1752,1673
Thomas Vinterberg,"Thomas Hardy,David Nicholls",1753,1674
Noah Baumbach,Noah Baumbach,1754,1675
George A. Pappy Jr.,George A. Pappy Jr.,1755,1676
P.J. Hogan,P.J. Hogan,1756,1677
Shawn Ku,"Michael Armbruster,Shawn Ku",1757,1678
Caryn Waechter,Dennis Lee,1758,1679
Daniel Espinosa,"Richard Price,Tom Rob Smith",1759,1680
Megan Griffiths,"Huck Botko,Caroline Sherman",1760,1681
Ernest R. Dickerson,"Ernest R. Dickerson,Gerard Brown",1761,1682
George Tillman Jr.,George Tillman Jr.,1762,1683
Doug McHenry,Bobby Smith Jr.,1763,1684
John Singleton,John Singleton,1764,1685
F. Gary Gray,"Ice Cube,DJ Pooh",1765,1686
"Albert Hughes,Allen Hughes","Allen Hughes,Albert Hughes",1766,1687
Jeff Pollack,"Jeff Pollack,Benny Medina",1767,1688
"Leslie Small,Tim Story","Kevin Hart,Na'im Lynn",1768,1689
Theodore Witcher,Theodore Witcher,1769,1690
John Singleton,John Singleton,1770,1685
Mario Van Peebles,"Thomas Lee Wright,Thomas Lee Wright",1771,1691
Stephen Milburn Anderson,"Stephen Milburn Anderson,Donald Bakeer",1772,1692
"Albert Hughes,Allen Hughes","Allen Hughes,Albert Hughes",1773,1687
Peter Weir,Andrew Niccol,1774,1693
David Fincher,"Chuck Palahniuk,Jim Uhls",1775,1694
Christopher Nolan,"Christopher Nolan,Jonathan Nolan",1776,1695
Stanley Kubrick,"Stanley Kubrick,Terry Southern",1777,1696
Ridley Scott,"Hampton Fancher,David Webb Peoples",1778,1697
Francis Ford Coppola,"Mario Puzo,Francis Ford Coppola",1779,1698
Steven Spielberg,Robert Rodat,1780,1699
Steven Spielberg,"Thomas Keneally,Steven Zaillian",1781,1700
Jack Messitt,"Sean Hood,Mark Garbett",1782,1701
Christopher Nolan,Christopher Nolan,1783,1702
Oliver Stone,Oliver Stone,1784,1703
Martin Scorsese,"Nicholas Pileggi,Nicholas Pileggi",1785,1254
Clint Eastwood,"Nick Schenk,Dave Johannson",1786,1704
Martin Scorsese,"Terence Winter,Jordan Belfort",1787,1705
Wolfgang Petersen,"Homer,David Benioff",1788,1706
Quentin Tarantino,Quentin Tarantino,1789,294
Christopher Nolan,"Jonathan Nolan,Christopher Nolan",1790,130
Quentin Tarantino,"Quentin Tarantino,Quentin Tarantino",1791,1707
Bill Pohlad,"Oren Moverman,Michael A. Lerner",1792,1708
Frank Darabont,"Stephen King,Frank Darabont",1793,1709
Quentin Tarantino,"Quentin Tarantino,Quentin Tarantino",1794,1707
Derek Lee Nixon,Andrew Pozza,1795,1710
Ron Howard,"Akiva Goldsman,Sylvia Nasar",1796,1711
Robert Redford,"Judith Guest,Alvin Sargent",1797,1712
Martin Scorsese,"Jake LaMotta,Joseph Carter",1798,1713
George Roy Hill,David S. Ward,1799,1714
George Roy Hill,William Goldman,1800,1715
Stuart Rosenberg,"Donn Pearce,Frank Pierson",1801,1716
John Sturges,William Roberts,1802,1717
Clint Eastwood,David Webb Peoples,1803,1718
Frank Capra,"Sidney Buchman,Lewis R. Foster",1804,1719
Franklin J. Schaffner,"Dalton Trumbo,Lorenzo Semple Jr.",1805,1720
Rupert Goold,"Rupert Goold,David Kajganich",1806,1721
Norman Jewison,"Stirling Silliphant,John Ball",1807,1722
Vincente Minnelli,Alan Jay Lerner,1808,1723
"Corinne Marchand,Charles Walters,Edwin Jerome,Eva Gabor,Hermione Gingold,Isabel Jeans,Jacques Bergerac,John Abbott,Leslie Caron,Louis Jourdan,Maurice Chevalier,Vincente Minnelli","Alan Jay Lerner,Frederick Loewe",1809,1724
James L. Brooks,"Larry McMurtry,James L. Brooks",1810,1725
John Madden,"John Madden,Ol Parker",1811,1726
Rob Marshall,"Bill Condon,Bob Fosse",1812,1727
Franklin J. Schaffner,"Francis Ford Coppola,Edmund H. North",1813,1728
Sydney Pollack,"Karen Blixen,Judith Thurman",1814,1729
John Schlesinger,"Waldo Salt,James Leo Herlihy",1815,1730
Steven Spielberg,"David Koepp,George Lucas",1816,1731
Richard Loncraine,"Charlie Peters,Jill Ciment",1817,1732
Kevin Lima,"Jymn Magon,Jymn Magon",1818,1733
Brad Bird,"Tim McCanlies,Brad Bird",1819,1734
Robert Luketic,Anya Kochoff,1820,1735
Alan Poul,Kate Angelo,1821,1736
Andy Tennant,"Douglas J. Eboch,C. Jay Cox",1822,1737
Howard Deutch,Jordan Cahan,1823,1738
Andy Tennant,Sarah Thorp,1824,1739
"Anthony Russo,Joe Russo",Michael LeSieur,1825,1740
Jerry Zucker,Bruce Joel Rubin,1826,1741
Mimi Leder,"Bruce Joel Rubin,Michael Tolkin",1827,1742
"Matthew O'Callaghan,Todd Wilderman",David I. Stern,1828,1743
Cody Cameron,David I. Stern,1829,1744
Fred Wolf,"Karen McCullah,Kirsten Smith",1830,1745
Terry Gilliam,"Pat Rushin,Terry Gilliam",1831,1746
David Dobkin,"Alfred Gough,Miles Millar",1832,1747
John Suits,Dan Schaffer,1833,1748
Steven Spielberg,"Philip K. Dick,Scott Frank",1834,1749
John Woo,"Philip K. Dick,Dean Georgaris",1835,1750
David Twohy,David Twohy,1836,1751
Ramin Bahrani,"Ramin Bahrani,Hallie Elizabeth Newton",1837,1752
"Garin Hovannisian,Alec Mouhibian","Garin Hovannisian,Alec Mouhibian",1838,1753
Mark Rosman,"Mark Rosman,Bobby Fine",1839,1754
Michael A. Simpson,"Fritz Gordon,Robert Hiltzik",1840,469
Mark Bedrosian,Mark Bedrosian,1841,1755
Amy Holden Jones,Rita Mae Brown,1842,1756
Sean S. Cunningham,"Lewis Abernathy,Lewis Abernathy",1843,1757
Steve Miner,David E. Kelley,1844,1758
Stephen Sommers,Stephen Sommers,1845,622
Richard Linklater,"Skip Hollandsworth,Richard Linklater",1846,1759
John Bruno,"Chuck Pfarrer,Chuck Pfarrer",1847,1760
George P. Cosmatos,"Chauncey G. Parker III,Brian Taggert",1848,1761
Peter Hyams,"Douglas Preston,Lincoln Child",1849,1762
"Lucien Castaing-Taylor,Verena Paravel",,1850,1763
James Cameron,James Cameron,1851,893
Tobe Hooper,"Colin Wilson,Dan O'Bannon",1852,1764
Irvin Kershner,"Edward Neumeier,Michael Miner",1853,1765
Lewis Teague,Broderick Miller,1854,1766
William Friedkin,"Tracy Letts,Tracy Letts",1855,1767
John Badham,"Dan O'Bannon,Don Jakoby",1856,1768
Gary Sherman,"Jeff Millar,Alex Stern",1857,1769
Daniel Haller,"Curtis Hanson,Henry Rosenbaum",1858,1770
Ansel Faraj,"Oscar Wilde,H.P. Lovecraft",1859,1771
C. Courtney Joyner,"H.P. Lovecraft,C. Courtney Joyner",1860,1772
David McCormick,,1861,1773
S.R. Bindler,"S.R. Bindler,Mark Gustawes",1862,1774
Andrew Dominik,"Andrew Dominik,George V. Higgins",1863,1775
Jeff Nichols,Jeff Nichols,1864,1776
Charles Vidor,"E.A. Ellington,Jo Eisinger",1865,1777
Bill Paxton,Brent Hanley,1866,1778
Gary David Goldberg,"William Wharton,Gary David Goldberg",1867,1779
Spike Jonze,Spike Jonze,1868,1780
Jonas Åkerlund,"Will De Los Santos,Creighton Vero",1869,1781
Gus Van Sant,"Walt Curtis,Gus Van Sant",1870,1782
Gus Van Sant,"William Shakespeare,Gus Van Sant",1871,1783
Gus Van Sant,Gus Van Sant,1872,1784
Gus Van Sant,"Tom Robbins,Gus Van Sant",1873,1785
Gus Van Sant,"Gus Van Sant,Blake Nelson",1874,1786
Vincent Gallo,"Vincent Gallo,Vincent Gallo",1875,1787
Gus Van Sant,"Joyce Maynard,Buck Henry",1876,1788
Gus Van Sant,Gus Van Sant,1877,1784
Tim Hunter,"S.E. Hinton,Charles S. Haas",1878,1789
Francis Ford Coppola,"S.E. Hinton,S.E. Hinton",1879,1790
Gus Van Sant,"Casey Affleck,Matt Damon",1880,1791
Roger Paradiso,,1881,1792
Harry Hook,"William Golding,Jay Presson Allen",1882,1793
Mikael Håfström,"Michael Petroni,Matt Baglio",1883,1794
Marc Forster,David Benioff,1884,1795
Jonathan Mostow,"Jonathan Mostow,Jonathan Mostow",1885,1796
Werner Herzog,Werner Herzog,1886,621
Kurt Wimmer,Kurt Wimmer,1887,1797
Kevin Reynolds,"Peter Rader,David Twohy",1888,1798
James Mangold,"Halsted Welles,Michael Brandt",1889,1799
John Singleton,"Ernest Tidyman,John Singleton",1890,1800
David Twohy,"Jim Wheat,Ken Wheat",1891,1801
Christopher Nolan,"Bob Kane,David S. Goyer",1892,1802
Joel Schumacher,"John Grisham,Akiva Goldsman",1893,1803
Jonathan Mostow,"Michael Ferris,John D. Brancato",1894,1804
David Ayer,David Ayer,1895,1805
David Yates,"Steve Kloves,J.K. Rowling",1896,1197
Steven Spielberg,"Peter Benchley,Carl Gottlieb",1897,1806
Steven Spielberg,"Michael Crichton,David Koepp",1898,1807
Alexander Payne,Bob Nelson,1899,1808
Joe Johnston,"Michael Crichton,Peter Buchman",1900,1809
Renny Harlin,"Walter Wager,Steven E. de Souza",1901,1810
Len Wiseman,"Mark Bomback,Mark Bomback",1902,1811
John Schlesinger,"William Goldman,William Goldman",1903,1812
Peter Jackson,"Fran Walsh,Philippa Boyens",1904,1156
J. Neil Schulman,J. Neil Schulman,1905,1813
Steve Goltz,Kevin Sommerfield,1906,1814
Jim McBride,,1907,1815
Tod Browning,Clarence Aaron 'Tod' Robbins,1908,1816
Ernest B. Schoedsack,Ruth Rose,1909,1817
Eric Nicholas,Eric Nicholas,1910,1818
Paul von Stoetzel,,1911,1819
John Guillermin,"James Ashmore Creelman,Ruth Rose",1912,1820
"Anthony D.P. Mann,Arthur Lubin","John Jacoby,Samuel Hoffenstein,John Jacolby,Eric Taylor,Hans Jacoby",1913,1821
Joe May,"H.G. Wells,Joe May",1914,1822
Erle C. Kenton,"Edward T. Lowe Jr.,Curt Siodmak",1915,1823
James Whale,"J.B. Priestley,Benn W. Levy",1916,1824
Stuart Walker,"John Colton,Robert Harris",1917,1825
Erle C. Kenton,"Scott Darling,Eric Taylor",1918,1826
Rouben Mamoulian,"Samuel Hoffenstein,Percy Heath",1919,1827
David Gordon Green,"Gary Hawkins,Larry Brown",1920,1828
Carlos Brooks,Carlos Brooks,1921,1829
Bill Condon,"Melissa Rosenberg,Stephenie Meyer",1922,1830
E. Elias Merhige,Steven Katz,1923,1831
Danny Leiner,"Andy Stock,Rick Stempson",1924,1832
Marc Evans,"James Watkins,David Hilton",1925,1833
Georgina Lightning,"Georgina Lightning,Christine K. Walker",1926,1834
Peter Cattaneo,"Maya Forbes,Wallace Wolodarsky",1927,1835
Brad Silberling,"Chris Henchy,Dennis McNicholas",1928,1836
"Morgan Klein,Peter Knight","Morgan Klein,Peter Knight",1929,1837
Jake Kasdan,"Judd Apatow,Jake Kasdan",1930,1838
Robert Siodmak,"Eric Taylor,Curt Siodmak",1931,1839
Lambert Hillyer,"Garrett Fort,Bram Stoker",1932,1840
Charles Barton,"Robert Lees,Frederic I. Rinaldo",1933,1841
Erle C. Kenton,Edward T. Lowe Jr.,1934,1842
Christy Cabanne,"Griffin Jay,Griffin Jay",1935,1843
Leslie Goodwins,"Bernard Schubert,Leon Abrams",1936,1844
Gordon Douglas,"Ted Sherdeman,Russell S. Hughes",1937,1845
Christopher Coppola,"Kathryn Ann Thomas,Christopher Coppola",1938,1846
John Sherwood,"Arthur A. Ross,Arthur A. Ross",1939,1847
Jack Arnold,"Martin Berkeley,William Alland",1940,1848
Jay Chandrasekhar,"John O'Brien,John O'Brien",1941,1849
Harold Young,"Neil P. Varnick,Griffin Jay",1942,1850
Rudy De Luca,Rudy De Luca,1943,1851
Samuel Fuller,Samuel Fuller,1944,1852
Bob Odenkirk,"Robert Ben Garant,Thomas Lennon",1945,1853
John Guillermin,"Richard Yates,William Roberts",1946,1854
Walter Grauman,"James Clavell,Howard Koch",1947,1855
Michael Cimino,"Louis Garfinkle,Deric Washburn",1948,1856
Craig Mazin,Craig Mazin,1949,1857
"Victor Fleming,George Cukor","Margaret Mitchell,Sidney Howard",1950,1858
Elia Kazan,"Budd Schulberg,Budd Schulberg",1951,1859
Don Siegel,"Harry Julian Fink,Rita M. Fink",1952,1860
James Fargo,"Harry Julian Fink,Rita M. Fink",1953,1861
Ted Post,"Harry Julian Fink,Rita M. Fink",1954,1862
Don Siegel,"Budd Boetticher,Albert Maltz",1955,1863
Clint Eastwood,James Carabatsos,1956,1864
Don Siegel,"Herman Miller,Dean Riesner",1957,1865
Ted Post,"Leonard Freeman,Mel Goldberg",1958,1866
John Sturges,Elmore Leonard,1959,1867
Edward Dmytryk,"Edward Anhalt,Irwin Shaw",1960,1868
Andrew Marton,"James A. Michener,Harry A. Burns",1961,1869
Harold Ramis,"Harold Ramis,Gene Stupnitsky",1962,1870
Clint Orr,Clint Orr,1963,1871
McG,"Adi Hasak,Luc Besson",1964,1872
Thomas Carter,"Scott Marshall Smith,Scott Marshall Smith",1965,1873
Craig Gillespie,Tom McCarthy,1966,1874
Spike Lee,Spike Lee,1967,476
Denzel Washington,Antwone Fisher,1968,1875
Denzel Washington,"Robert Eisele,Robert Eisele",1969,1876
Gregory Hoblit,Nicholas Kazan,1970,1877
Carl Franklin,David Collard,1971,1878
Jonathan Demme,"Richard Condon,George Axelrod",1972,1879
Mark Robson,"David Westheimer,Wendell Mayes",1973,1880
Charles Herman-Wurmfeld,"Amanda Brown,Eve Ahlert",1974,1881
"Kelly Asbury,Lorna Cook",John Fusco,1975,1882
"Eric Leighton,Ralph Zondag","Thom Enriquez,John Harrison",1976,1883
Victor Fleming,"Robert Louis Stevenson,John Lee Mahin",1977,1884
Francis Ford Coppola,"Francis Ford Coppola,Mario Puzo",1978,1885
Otto Preminger,"Vera Caspary,Jay Dratler",1979,1886
John Ford,"James Warner Bellah,Willis Goldbeck",1980,1887
Alfred Hitchcock,"Raymond Chandler,Czenzi Ormonde",1981,1888
"Charles Laughton,Robert Mitchum","Davis Grubb,James Agee",1982,1889
Henry Koster,"Mary Chase,Mary Chase",1983,1890
George Cukor,"Donald Ogden Stewart,Philip Barry",1984,1891
Robert Rossen,"Sidney Carroll,Robert Rossen",1985,1892
Alfred Hitchcock,Ben Hecht,1986,1893
Stanley Kramer,"Abby Mann,Abby Mann",1987,1894
