beer_name,brewery_name,original_index,unique_index,count
Ambitious Lager,Wildwood Brewing Company,2376,2293,1
Wyoming Pale Ale,Wind River Brewing Company,2377,2294,1
Wind River Blonde Ale,Wind River Brewing Company,2378,2295,1
Ace IPA,Wingman Brewers,2379,2296,1
P-51 Porter,Wingman Brewers,2380,2297,1
#001 Golden Amber Lager,Wisconsin Brewing Company,2381,2298,1
#002 American I.P.A.,Wisconsin Brewing Company,2382,2299,1
#003 Brown & Robust Porter,Wisconsin Brewing Company,2383,2300,1
#004 Session I.P.A.,Wisconsin Brewing Company,2384,2301,1
Tarasque,Wiseacre Brewing Company,2385,2302,1
Ananda India Pale Ale,Wiseacre Brewing Company,2386,2303,1
Tiny Bomb,Wiseacre Brewing Company,2387,2304,1
Train Hopper,Witch's Hat Brewing Company,2388,2305,1
Edward’s Portly Brown,Witch's Hat Brewing Company,2389,2306,1
Troopers Alley IPA,Wolf Hills Brewing Company,2390,2307,1
Wolverine Premium Lager,Wolverine State Brewing Company,2391,2308,1
Woodchuck Amber Hard Cider,Woodchuck Hard Cider,2392,2309,1
4000 Footer IPA,"Woodstock Inn, Station & Brewery",2393,2310,1
Summer Brew,"Woodstock Inn, Station & Brewery",2394,2311,1
Be Hoppy IPA,Wormtown Brewery,2395,2312,1
Worthy IPA,Worthy Brewing Company,2396,2313,1
Easy Day Kolsch,Worthy Brewing Company,2397,2314,1
Lights Out Vanilla Cream Extra Stout,Worthy Brewing Company,2398,2315,1
Worthy IPA (2013),Worthy Brewing Company,2399,2316,1
Worthy Pale,Worthy Brewing Company,2400,2317,1
Patty's Chile Beer,Wynkoop Brewing Company,2401,2318,1
Colorojo Imperial Red Ale,Wynkoop Brewing Company,2402,2319,1
Wynkoop Pumpkin Ale,Wynkoop Brewing Company,2403,2320,1
Rocky Mountain Oyster Stout,Wynkoop Brewing Company,2404,2321,1
Belgorado,Wynkoop Brewing Company,2405,2322,1
Rail Yard Ale,Wynkoop Brewing Company,2406,2323,1
B3K Black Lager,Wynkoop Brewing Company,2407,2324,1
Silverback Pale Ale,Wynkoop Brewing Company,2408,2325,1
Rail Yard Ale (2009),Wynkoop Brewing Company,2409,2326,1
