Year,Filming Locations,original_index,unique_index
1970,"Pirates World Amusement Park - Sheridan Street, Dania, Florida, USA",1475,1238
2012,,1476,47
2012,,1477,47
1976,"2822-2824 Rosehill St, Philadelphia, Pensylvannia, USA",1478,1239
1997,,1479,937
1988,,1480,578
1996,"Toronto, Ontario, Canada",1481,1240
1985,"Lancaster, California, USA",1482,1241
2014,Romania,1483,1242
2015,,1484,49
2014,"Anchorage, Alaska, USA",1485,1243
1947,,1486,1244
1954,,1487,1245
1983,"Main Post Office - 2000 Allston Way, Berkeley, California, USA",1488,1246
1988,"Disney's Hollywood Studios, Walt Disney World, Lake Buena Vista, Florida, USA",1489,1247
2009,USA,1490,24
2014,"Atlanta, Georgia, USA",1491,1248
1978,"729 East 11th Street, Eugene, Oregon, USA",1492,1249
1993,"Chiang Mai, Thailand",1493,1250
1996,"Brooklyn, New York City, New York, USA",1494,1251
1996,"Arizona, USA",1495,1252
1994,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",1496,1253
1994,Canada,1497,244
1993,,1498,503
1981,,1499,677
1986,,1500,876
1977,,1501,900
1995,"Central Park, Manhattan, New York City, New York, USA",1502,1254
1998,,1503,763
1993,,1504,503
1996,,1505,963
1994,,1506,137
1986,"West Wycombe Park, West Wycombe, Buckinghamshire, England, UK",1507,1255
1990,Argentina,1508,1256
1992,,1509,936
1998,"Austin, Texas, USA",1510,1257
1997,,1511,937
1988,"New York City, New York, USA",1512,62
2015,"Berlin, Germany",1513,1258
2015,"Los Angeles, California, USA",1514,56
1982,,1515,741
1985,"Llechwedd Slate Caverns, Llechwedd Slate Mine, Blaenau Ffestiniog, Gwynedd, Wales, UK",1516,1259
2006,"Barwick Studios - 4585 Electronics Place, Los Angeles, California, USA",1517,1260
2007,"1102 Del Rey Avenue, Pasadena, California, USA",1518,1261
2005,"Brooklyn Bridge, New York City, New York, USA",1519,1262
1996,"Columbia Arena 7011 University Ave NE Fridley, Minnesota, USA",1520,1263
1995,"Austin, Texas, USA",1521,1264
1993,"Chicago, Illinois, USA",1522,831
1994,"Arroyo Grande, California, USA",1523,1265
1991,"Brooklyn, New York City, New York, USA",1524,1266
1994,"Kramarczuk's Sausage Company, 215 E Hennepin Avenue, Minneapolis, Minnesota, USA",1525,1267
1992,"Cook Memorial Arena - 11091 Mississippi Boulevard, Coon Rapids, Minnesota, USA",1526,1268
1994,"Texas, USA",1527,1269
1999,"Los Angeles, California, USA",1528,711
1987,USA,1529,1270
1990 1991 1992,USA,1530,1271
1993,"1400 Tower Grove Drive, Beverly Hills, California, USA",1531,1272
1993,Canada,1532,1273
1997,"Johannesburg, Gauteng, South Africa",1533,1274
1990,"Tennessee, USA",1534,1275
1994,"59 Hyde Avenue, Newton, Massachusetts, USA",1535,1276
1996,"Richmond, Virginia, USA",1536,1277
2010,"Huntington Beach, California, USA",1537,1278
2009,"992 S Oakland Avenue, Pasadena, California, USA",1538,1279
2001,"Craigdarroch Castle, Victoria, British Columbia, Canada",1539,1280
2014,"Tufts University - 169 Holland Street, Somerville, Massachusetts, USA",1540,1281
2014,"Atlanta, Georgia, USA",1541,1248
2014,"Vancouver, British Columbia, Canada",1542,993
2015,,1543,49
2015,"Los Angeles, California, USA",1544,56
1982,"California, USA",1545,1282
2015,,1546,49
1987,"635 South Mateo Street, Los Angeles, California, USA",1547,1283
1987,"Condon, Oregon, USA",1548,1284
1994,"Knott's Berry Farm, Buena Park, California, USA",1549,1285
2015,,1550,49
2014,,1551,245
2015,"Ridgefield, Connecticut, USA",1552,1286
2014,,1553,245
2015,,1554,49
2015,"New Orleans, Louisiana, USA",1555,1287
2015,,1556,49
1985,"Alpine, Texas, USA",1557,1288
2015,"Jackson, Mississippi, USA",1558,1289
2002,"Jordan Bay, Nova Scotia, Canada",1559,1290
2014,"Black River Farm and Ranch 5040 Sheridan Line, Croswell, Michigan, USA",1560,1291
1988,"Big Sky Ranch - 4927 Bennett Road, Simi Valley, California, USA",1561,1292
2007,"Alberta, Canada",1562,1293
2008,"Germanton, North Carolina, USA",1563,1294
2013,Canada,1564,1140
2008,"Kansas City, Missouri, USA",1565,1295
2015,"Benson, Arizona, USA",1566,1296
1989,"Los Angeles, California, USA",1567,1297
2000,"Roosevelt Hotel, Hollywood, California, USA",1568,1298
2014,,1569,245
1982,"Downtown, Los Angeles, California, USA",1570,1299
2014,,1571,245
2015,"Chippewa Falls, Wisconsin, USA",1572,1300
2013,,1573,45
1984,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",1574,1301
2014,"Rich Hill, Missouri, USA",1575,1302
2015,"New York City, New York, USA",1576,365
1983,"Castle Green Apartments - 99 S. Raymond, Pasadena, California, USA",1577,1303
1983,"Abraham & Straus Department Store, 422 Fulton St., Brooklyn, New York City, New York, USA",1578,1304
1998,"Palatine, Illinois, USA",1579,1305
1965,"Alberta, Canada",1580,1306
1997,"16801 Encino Hills Dr., Encino, California, USA",1581,1307
2012,"Aardman Animation Studios, Bradley Stoke, Bristol, England, UK",1582,1308
2012,"Dallas Center, Iowa, USA",1583,1309
2014,,1584,245
2013,"Huntsville, Alabama, USA",1585,1310
2011,"Manhattan, New York City, New York, USA",1586,1311
2015,"Long Island, New York, USA",1587,1312
2016,,1588,429
1958,"Alberta, Canada",1589,1313
1955,"Guanajuato, Guanajuato, Mexico",1590,1314
1954,,1591,1245
1956,,1592,1315
1959,Brazil,1593,1316
1953,"Mt. Whitney, California, USA",1594,1317
1987,"De Laurentiis Studios, Wilmington, North Carolina, USA",1595,1318
2012,,1596,47
1999,"Santa Clarita, California, USA",1597,1319
2009,,1598,126
2014,,1599,245
1999,"Baker, California, USA",1600,1320
1982,"Gardnerville, Nevada, USA",1601,1321
1999,"Cotati, California, USA",1602,1322
2002,"Acton, California, USA",1603,1323
2000,"Santa Clarita, California, USA",1604,1324
1995,"Adel, Iowa, USA",1605,1325
2014,"Los Angeles, California, USA",1606,41
2014,"Haverhill, Massachusetts, USA",1607,1326
1989,Canada,1608,1327
2014,"Chicago, Illinois, USA",1609,1328
1985,"Alpine, Texas, USA",1610,1288
1985,"Laclede's Landing, St. Louis, Missouri, USA",1611,1329
2003,Namibia,1612,1330
2005,Botswana,1613,1331
1995,"Chiang Mai, Thailand",1614,1332
2002,"Baltimore, Maryland, USA",1615,1333
1990,"Sierra de Organos, Sombrerete, Zacatecas, Mexico",1616,1334
1965,"Greenwich Studios - 12100 Ivan Tors Boulevard, Miami, Florida, USA",1617,1335
1988,Austria,1618,1336
1966,Kenya,1619,1337
1996,"Main Street, St. Helena, Napa Valley, California, USA",1620,1338
2009,"Charleston, South Carolina, USA",1621,1339
1965,"Salzburg Cathedral, Salzburg, Austria",1622,1340
2016,,1623,429
2007,"Bergenfield, New Jersey, USA",1624,1341
2007,"Portland, Oregon, USA",1625,1342
2005,"Ann Arbor, Michigan, USA",1626,1343
2000,"Dresden Room Restaurant - 1760 N. Vermont Avenue, Los Feliz, Los Angeles, California, USA",1627,1344
1992,"Burbank, California, USA",1628,1168
1997,"Orpheum Theater 842 S. Broadway, Los Angeles, California, USA",1629,1345
1984,"2720 Grand River Avenue, Detroit, Michigan, USA",1630,1346
2013,"ThiaMedia Studios, Glendale, California, USA",1631,1347
2013,,1632,45
1999,"186 South LaSalle Street, Chicago, Illinois, USA",1633,1348
1998,"Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA",1634,1349
2010,,1635,20
1988,"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1636,1350
1997,"Agua Dulce Air Park - 33638 Agua Dulce Canyon Road, Agua Dulce, California, USA",1637,1351
2010,"Akbar - 4356 Sunset Boulevard, Silver Lake, Los Angeles, California, USA",1638,1352
1991,"Coney Island Boardwalk, Brooklyn, New York City, New York, USA",1639,1353
2013,,1640,45
2011,,1641,144
2001,"Calgary, Alberta, Canada",1642,1354
1995,"Chatsworth, Los Angeles, California, USA",1643,1355
1994,"Carson, California, USA",1644,1356
2005,"Bangkok, Thailand",1645,1357
2011,"Théâtre de l'Athénée, Paris, France",1646,1358
2011,"Wellington, New Zealand",1647,781
2011,"Arc de Triomphe, Paris 8, Paris, France",1648,1359
1990,"Saddle Rock Ranch - 31727 Mullholland Highway, Malibu, California, USA",1649,1360
1996,"310 Loma Dr, Los Angeles, California, USA",1650,1361
2005,"New York City, New York, USA",1651,1362
1996,"Alverno High School - 200 North Michillinda Avenue, Sierra Madre, California, USA",1652,1363
1997,"36-42 Maitland Street, Toronto, Ontario, Canada",1653,1364
1986,"Baltimore, Maryland, USA",1654,1365
2012,,1655,47
2014,"Colorado, USA",1656,1366
2013,,1657,45
2013 2014 2015,,1658,760
2014,,1659,245
2012,,1660,47
2014,,1661,245
1962,"Armstrong jr.college, Savannah, Georgia, USA",1662,1367
1989,"Los Angeles, California, USA",1663,1297
1993,"City Hall - Broad and 15th Streets, Philadelphia, Pennsylvania, USA",1664,1368
1988,"Roehampton Church School, Wandsworth, London, England, UK",1665,1369
2008,"Coquitlam, British Columbia, Canada",1666,1370
2012,"Providence, Rhode Island, USA",1667,1371
2006,"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK",1668,1372
2013,Malta,1669,1373
1980,"Riviera Country Club - 1250 Capri Drive, Pacific Palisades, Los Angeles, California, USA",1670,1374
2015,,1671,49
1991,"Los Angeles, California, USA",1672,1178
2016,,1673,429
2017,,1674,99
1998,"Atlantic City, New Jersey, USA",1675,1375
2011,"Millennium Studios- 300 Douglas Street, Shreveport, Louisiana, USA",1676,1376
1998,South Africa,1677,883
2015,,1678,49
2012,"Six Flags New Orleans: Abandoned Amusement Park, Michoud Boulevard, New Orleans, Louisiana, USA",1679,1377
1994,"Plaza Hotel - 750 Fifth Avenue, Manhattan, New York City, New York, USA",1680,1378
1998,"Grand Central Market, 317 S. Broadway, Los Angeles, California, USA",1681,1379
1998,,1682,763
2000,,1683,140
2012,,1684,47
1998,"Los Angeles, California, USA",1685,428
2010,"Park City, Utah, USA",1686,1380
2003,"Arlington Heights, Illinois, USA",1687,1381
1995,"Bally's Casino Resort - 3645 Las Vegas Boulevard South, Las Vegas, Nevada, USA",1688,1382
1994,"Kromeríz, Czech Republic",1689,1383
2012,,1690,47
2006,Bulgaria,1691,1384
2002,"Alameda, California, USA",1692,1385
2010,"Brandon, Florida, USA",1693,1386
2011,"2000 Naperville Wheaton Rd., Naperville, Illinois, USA",1694,1387
1997,"Castel Film Studios, Bucharest, Romania",1695,1388
1997,"McClure Tunnel, Santa Monica, California, USA",1696,1389
2007,"Granada Hills, Los Angeles, California, USA",1697,1390
1979,Philippines,1698,1391
2005,"Pacific Central Station, 1150 Station Street, Vancouver, British Columbia, Canada",1699,1392
2005,"Hollywood, Los Angeles, California, USA",1700,1393
2006,Canada,1701,1394
2007,"Heber City, Utah, USA",1702,1395
1997,"Lord Kitchener Elementary School, Vancouver, British Columbia, Canada",1703,1396
2014,,1704,245
2006,"Astoria, Queens, New York City, New York, USA",1705,1397
2014,,1706,245
2008,"Austin, Texas, USA",1707,1398
2015,,1708,49
2015,,1709,49
2016,"Pullman Kitchen - 205 5th Street, Santa Rosa, California, USA",1710,1399
2010,Bulgaria,1711,1400
2011,"Statue of Liberty, Liberty Island, New York Harbor, New York City, New York, USA",1712,331
2011,"Baton Rouge, Louisiana, USA",1713,1401
2016,,1714,429
2016,"Los Angeles, California, USA",1715,1402
2016,,1716,429
2015,"Los Angeles, California, USA",1717,56
2009,"837 Beacon Ave, Los Angeles, California, USA",1718,1403
2016,,1719,429
2002,"Muttontown Country Club, East Norwich, New York, USA",1720,1404
1989,"Natchitoches, Louisiana, USA",1721,1405
2003,"Massachusetts, USA",1722,1406
1999,"280 Westbourne Park Road, Notting Hill, London, England, UK",1723,1407
1997,"Chicago, Illinois, USA",1724,1408
1989 1990 1991,"Giorgio Beverly Hills - 273 North Rodeo Drive, Beverly Hills, California, USA",1725,1409
1999,"Waugh United Methodist Church - 11453 Long Green Pike, Glen Arm, Maryland, USA",1726,1410
2001,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",1727,1411
1991,"Filoli Estate - 86 Cañada Road, Woodside, California, USA",1728,1412
2006,"Baltimore, Maryland, USA",1729,46
2016,"Los Angeles, California, USA",1730,1402
2016,"Norwich Cathedral, Norwich, Norfolk, England, UK",1731,1413
2014,,1732,245
2015,"New Mexico, USA",1733,1414
2008,"Ealing Studios, Ealing, London, England, UK",1734,1415
2014,"Castle Coole, Northern Ireland, UK",1735,1416
2016,"Dublin, Ireland",1736,521
2005,"Brentwood, Los Angeles, California, USA",1737,1417
1978,"Los Angeles, California, USA",1738,1418
2015,"Philadelphia, Pennsylvania, USA",1739,1419
2015,,1740,49
2011,,1741,144
2015,Malta,1742,1420
2015,"Toronto, Ontario, Canada",1743,1421
2015,,1744,49
2015 2016 2017,"Quincy, Massachusetts, USA",1745,1422
2014,"Atlanta, Georgia, USA",1746,1248
2015,"Nemocón, Colombia",1747,1423
2016,"New Boyana Film Studios, Sofia, Bulgaria",1748,1424
2016,"Munich, Bavaria, Germany",1749,1425
2012,"Cape Town, Western Cape, South Africa",1750,1426
2014,"Vancouver, British Columbia, Canada",1751,993
2015,"Kern County, California, USA",1752,1427
2015,"Claydon House, Middle Claydon, Buckinghamshire, England, UK",1753,1428
2014,"Jackson Hole Restaurant, Manhattan, New York City, New York, USA",1754,1429
2011,"Terminal Island, Wilmington, Los Angeles, California, USA",1755,1430
2012,"Mt. Warning National Park, Murwillumbah, New South Wales, Australia",1756,1431
2010,"Los Angeles, California, USA",1757,735
2004,"Goshen, New York, USA",1758,1432
2015,"Prague, Czech Republic",1759,1433
2013,"Seattle, Washington, USA",1760,1434
1992,"Saint Nicholas Terrace & 135th. Street, Harlem, New York City, New York, USA",1761,1435
1997,"Chicago, Illinois, USA",1762,1408
1994,"2817 Sauer St, Houston, Texas, USA",1763,1436
2000 2001 2002,"11th Avenue / Vernon Avenue, Leimert Park, Los Angeles, California, USA",1764,1437
1995,"126th Street, Los Angeles, California, USA",1765,1438
1993,USA,1766,1439
1994,"New York City, New York, USA",1767,485
2011,,1768,144
1997,"Chicago, Illinois, USA",1769,1408
1993,"Simi Valley Drive-In, Simi Valley, California, USA",1770,1440
1991,"Grant's Tomb - 122th Street & Riverside Drive, Manhattan, New York City, New York, USA",1771,1441
1992,"Los Angeles, California, USA",1772,1442
1995,"Mount Vernon, New York, USA",1773,1443
1998,"Falls Lake, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1774,1444
1999,"421 W. Eighth Street, Los Angeles, California, USA",1775,1445
2000,"Hill Crest Inn, 9111 Sepulveda Blvd, North Hills, California, USA",1776,1446
1964,"Okaloosa County, Florida, USA",1777,1447
1982,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",1778,1448
1972,"NY Eye and Ear Infirmary, 2nd Avenue & East 13th Street, New York City, New York, USA",1779,1449
1998,"Calvados, France",1780,1450
1993,"Józefa, Kraków, Malopolskie, Poland",1781,1451
2008,"Santa Clarita, California, USA",1782,384
2010,"Bedfordshire, England, UK",1783,1452
1986,Philippines,1784,1453
1990,"2409 Thirty Second Street, Astoria, Queens, New York City, New York, USA",1785,1454
2008,"13140 Charlevoix St, Detroit, Michigan, USA",1786,1455
2013,"New York City, New York, USA",1787,995
2004,"Blue Lagoon, Comino, Malta",1788,1456
2012,"Jackson Hole, Wyoming, USA",1789,1457
2008,"Times Square, Causeway Bay, Hong Kong",1790,1458
2003,"5506 Atlas St, Los Angeles, California, USA",1791,1459
2014,"Los Angeles, California, USA",1792,41
1994,"St. Croix, U.S. Virgin Islands",1793,1460
2004,"Barstow, California, USA",1794,1461
2012,"Columbus, Texas, USA",1795,1462
2001,"Bayonne, New Jersey, USA",1796,1463
1980,"Apple Valley, California, USA",1797,1464
1980,"Downtown, Los Angeles, California, USA",1798,1465
1973,"Hugus Alley, Pasadena, California, USA",1799,1466
1969,"Lake Sherwood, California, USA",1800,1467
1967,"Jacksonville, Florida, USA",1801,1468
1960,"State of Morelos, Mexico",1802,1469
1992,"Alberta, Canada",1803,1470
1939,"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",1804,1471
1973,"Higuerote, Estado Miranda, Venezuela",1805,1472
2015,"Warwick, New York, USA",1806,1473
1967,"Belleville, Illinois, USA",1807,1474
1951,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",1808,73
1957 1958 1959,"Auberge de la Moutière - 14 Rue Moutière, Montfort-l'Amaury, Yvelines, France",1809,1475
1983,"Lincoln International Airport, Lincoln, Nebraska, USA",1810,1476
2015,"London, England, UK",1811,746
2002,"Danforth Music Hall - 147 Danforth Ave., Toronto, Ontario, Canada",1812,1477
1970,"Almería, Andalucía, Spain",1813,1478
1985,"England, UK",1814,1479
1969,"Holy Name Cemetery, Jersey City, New Jersey, USA",1815,1480
2008,"Bridgeport, Connecticut, USA",1816,1481
2014,"Manhattan, New York City, New York, USA",1817,380
1995,,1818,172
1999,,1819,139
2005,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",1820,1218
2010,"21 W Dayton St, Pasadena, California, USA",1821,1482
2002,"Atlanta, Georgia, USA",1822,1483
2008,"Massachusetts, USA",1823,1484
2010,"60-15 Eliot Avenue, Middle Village, Queens, New York City, New York, USA",1824,1485
2006,"Kaua'i, Hawaii, USA",1825,1486
1990,"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",1826,1487
1998,"Washington, DC, USA",1827,1488
2008,,1828,43
2010,,1829,20
2008,"Playboy Mansion - 10236 Charing Cross Road, Holmby Hills, Los Angeles, California, USA",1830,1489
2013,"Bucharest, Romania",1831,1490
2003,"Action Under Water Studios, Hertford Road, Waltham Cross, Hertfordshire, England, UK",1832,1491
2014,"Los Angeles, California, USA",1833,41
2002,"Butter Island, Penobscot Bay, Maine, USA",1834,1492
2003,"Burrard SkyTrain Station, Vancouver, British Columbia, Canada",1835,1493
1996,"Grove Street, Bishop, California, USA",1836,1494
2012,"DeKalb, Illinois, USA",1837,1495
2015,"Los Angeles, California, USA",1838,56
1983,"Baltimore, Maryland, USA",1839,1496
1989,"Atlanta, Georgia, USA",1840,1497
2010,,1841,20
1982,"3662 Mountain View Avenue, Los Angeles, California, USA",1842,1498
1989,,1843,606
1999,"Buntzen Lake, Anmore, British Columbia, Canada",1844,1499
