Name,Director,original_index,unique_index
The Truman Show,Peter Weir,1774,1774
Fight Club,David Fincher,1775,1775
Memento,Christopher Nolan,1776,1776
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1777,1777
Blade Runner,Ridley Scott,1778,1778
The Godfather,Francis Ford Coppola,1779,1779
Saving Private Ryan,Steven Spielberg,1780,1780
Schindler's List,Steven Spielberg,1781,1781
Midnight Movie,Jack Messitt,1782,1782
Inception,Christopher Nolan,1783,1783
Platoon,Oliver Stone,1784,1784
Goodfellas,Martin Scorsese,1785,1785
Gran Torino,Clint Eastwood,1786,1786
The Wolf of Wall Street,Martin Scorsese,1787,1787
Troy,Wolfgang Petersen,1788,1788
Django Unchained,Quentin Tarantino,1789,1789
The Dark Knight,Christopher Nolan,1790,1790
Kill Bill: Vol. 1,Quentin Tarantino,1791,1791
Love & Mercy,Bill Pohlad,1792,1792
The Shawshank Redemption,Frank Darabont,1793,1793
Kill Bill: Vol. 2,Quentin Tarantino,1794,1794
Supernatural Activity,Derek Lee Nixon,1795,1795
A Beautiful Mind,Ron Howard,1796,1796
Ordinary People,Robert Redford,1797,1797
Raging Bull,Martin Scorsese,1798,1798
The Sting,George Roy Hill,1799,1799
Butch Cassidy and the Sundance Kid,George Roy Hill,1800,1800
Cool Hand Luke,Stuart Rosenberg,1801,1801
The Magnificent Seven,John Sturges,1802,1802
Unforgiven,Clint Eastwood,1803,1803
Mr. Smith Goes to Washington,Frank Capra,1804,1804
Papillon,Franklin J. Schaffner,1805,1805
True Story,Rupert Goold,1806,1806
In the Heat of the Night,Norman Jewison,1807,1807
An American in Paris,Vincente Minnelli,1808,1808
Gigi,"Corinne Marchand,Charles Walters,Edwin Jerome,Eva Gabor,Hermione Gingold,Isabel Jeans,Jacques Bergerac,John Abbott,Leslie Caron,Louis Jourdan,Maurice Chevalier,Vincente Minnelli",1809,1809
Terms of Endearment,James L. Brooks,1810,1810
The Second Best Exotic Marigold Hotel,John Madden,1811,1811
Chicago,Rob Marshall,1812,1812
Patton,Franklin J. Schaffner,1813,1813
Out of Africa,Sydney Pollack,1814,1814
Midnight Cowboy,John Schlesinger,1815,1815
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,1816,1816
5 Flights Up,Richard Loncraine,1817,1817
A Goofy Movie,Kevin Lima,1818,1818
The Iron Giant,Brad Bird,1819,1819
Monster-in-Law,Robert Luketic,1820,1820
The Back-up Plan,Alan Poul,1821,1821
Sweet Home Alabama,Andy Tennant,1822,1822
My Best Friend's Girl,Howard Deutch,1823,1823
The Bounty Hunter,Andy Tennant,1824,1824
"You, Me and Dupree","Anthony Russo,Joe Russo",1825,1825
Ghost,Jerry Zucker,1826,1826
Deep Impact,Mimi Leder,1827,1827
Open Season 2,"Matthew O'Callaghan,Todd Wilderman",1828,1828
Open Season 3,Cody Cameron,1829,1829
The House Bunny,Fred Wolf,1830,1830
The Zero Theorem,Terry Gilliam,1831,1831
Shanghai Knights,David Dobkin,1832,1832
The Scribbler,John Suits,1833,1833
Minority Report,Steven Spielberg,1834,1834
Paycheck,John Woo,1835,1835
The Arrival,David Twohy,1836,1836
At Any Price,Ramin Bahrani,1837,1837
1915,"Garin Hovannisian,Alec Mouhibian",1838,1838
The House on Sorority Row,Mark Rosman,1839,1839
Sleepaway Camp III: Teenage Wasteland,Michael A. Simpson,1840,1840
1915 Armenian Genocide,Mark Bedrosian,1841,1841
The Slumber Party Massacre,Amy Holden Jones,1842,1842
DeepStar Six,Sean S. Cunningham,1843,1843
Lake Placid,Steve Miner,1844,1844
Deep Rising,Stephen Sommers,1845,1845
Bernie,Richard Linklater,1846,1846
Virus,John Bruno,1847,1847
Of Unknown Origin,George P. Cosmatos,1848,1848
The Relic,Peter Hyams,1849,1849
Leviathan,"Lucien Castaing-Taylor,Verena Paravel",1850,1850
The Abyss,James Cameron,1851,1851
Lifeforce,Tobe Hooper,1852,1852
RoboCop 2,Irvin Kershner,1853,1853
Wedlock,Lewis Teague,1854,1854
Bug,William Friedkin,1855,1855
Blue Thunder,John Badham,1856,1856
Dead & Buried,Gary Sherman,1857,1857
The Dunwich Horror,Daniel Haller,1858,1858
Three Shadows,Ansel Faraj,1859,1859
Lurking Fear,C. Courtney Joyner,1860,1860
Dark Heritage,David McCormick,1861,1861
"Surfer, Dude",S.R. Bindler,1862,1862
Killing Them Softly,Andrew Dominik,1863,1863
Take Shelter,Jeff Nichols,1864,1864
Gilda,Charles Vidor,1865,1865
Frailty,Bill Paxton,1866,1866
Dad,Gary David Goldberg,1867,1867
Her,Spike Jonze,1868,1868
Spun,Jonas Åkerlund,1869,1869
Mala Noche,Gus Van Sant,1870,1870
My Own Private Idaho,Gus Van Sant,1871,1871
Elephant,Gus Van Sant,1872,1872
Even Cowgirls Get the Blues,Gus Van Sant,1873,1873
Paranoid Park,Gus Van Sant,1874,1874
Buffalo '66,Vincent Gallo,1875,1875
To Die For,Gus Van Sant,1876,1876
Last Days,Gus Van Sant,1877,1877
Tex,Tim Hunter,1878,1878
Rumble Fish,Francis Ford Coppola,1879,1879
Gerry,Gus Van Sant,1880,1880
Searching for Camelot,Roger Paradiso,1881,1881
Lord of the Flies,Harry Hook,1882,1882
The Rite,Mikael Håfström,1883,1883
Stay,Marc Forster,1884,1884
U-571,Jonathan Mostow,1885,1885
Rescue Dawn,Werner Herzog,1886,1886
Equilibrium,Kurt Wimmer,1887,1887
Waterworld,Kevin Reynolds,1888,1888
3:10 to Yuma,James Mangold,1889,1889
Shaft,John Singleton,1890,1890
Pitch Black,David Twohy,1891,1891
Batman Begins,Christopher Nolan,1892,1892
A Time to Kill,Joel Schumacher,1893,1893
Surrogates,Jonathan Mostow,1894,1894
Harsh Times,David Ayer,1895,1895
Harry Potter and the Deathly Hallows: Part 2,David Yates,1896,1896
Jaws,Steven Spielberg,1897,1897
The Lost World: Jurassic Park,Steven Spielberg,1898,1898
Nebraska,Alexander Payne,1899,1899
Jurassic Park III,Joe Johnston,1900,1900
Die Hard 2,Renny Harlin,1901,1901
Live Free or Die Hard,Len Wiseman,1902,1902
Marathon Man,John Schlesinger,1903,1903
King Kong,Peter Jackson,1904,1904
Lady Magdalene's,J. Neil Schulman,1905,1905
Don't Go to the Reunion,Steve Goltz,1906,1906
David Holzman's Diary,Jim McBride,1907,1907
Freaks,Tod Browning,1908,1908
The Son of Kong,Ernest B. Schoedsack,1909,1909
Alone with Her,Eric Nicholas,1910,1910
Snuff: A Documentary About Killing on Camera,Paul von Stoetzel,1911,1911
King Kong,John Guillermin,1912,1912
Phantom of the Opera,"Anthony D.P. Mann,Arthur Lubin",1913,1913
The Invisible Man Returns,Joe May,1914,1914
House of Frankenstein,Erle C. Kenton,1915,1915
The Old Dark House,James Whale,1916,1916
Werewolf of London,Stuart Walker,1917,1917
The Ghost of Frankenstein,Erle C. Kenton,1918,1918
Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,1919,1919
Joe,David Gordon Green,1920,1920
Quid Pro Quo,Carlos Brooks,1921,1921
The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,1922,1922
Shadow of the Vampire,E. Elias Merhige,1923,1923
Balls Out: Gary the Tennis Coach,Danny Leiner,1924,1924
My Little Eye,Marc Evans,1925,1925
Older Than America,Georgina Lightning,1926,1926
The Rocker,Peter Cattaneo,1927,1927
Land of the Lost,Brad Silberling,1928,1928
Bending All the Rules,"Morgan Klein,Peter Knight",1929,1929
Walk Hard: The Dewey Cox Story,Jake Kasdan,1930,1930
Son of Dracula,Robert Siodmak,1931,1931
Dracula's Daughter,Lambert Hillyer,1932,1932
Abbott and Costello Meet Frankenstein,Charles Barton,1933,1933
House of Dracula,Erle C. Kenton,1934,1934
The Mummy's Hand,Christy Cabanne,1935,1935
The Mummy's Curse,Leslie Goodwins,1936,1936
Them!,Gordon Douglas,1937,1937
Dracula's Widow,Christopher Coppola,1938,1938
The Creature Walks Among Us,John Sherwood,1939,1939
Revenge of the Creature,Jack Arnold,1940,1940
The Dukes of Hazzard,Jay Chandrasekhar,1941,1941
The Mummy's Tomb,Harold Young,1942,1942
Transylvania 6-5000,Rudy De Luca,1943,1943
The Big Red One,Samuel Fuller,1944,1944
Let's Go to Prison,Bob Odenkirk,1945,1945
The Bridge at Remagen,John Guillermin,1946,1946
633 Squadron,Walter Grauman,1947,1947
The Deer Hunter,Michael Cimino,1948,1948
Superhero Movie,Craig Mazin,1949,1949
Gone with the Wind,"Victor Fleming,George Cukor",1950,1950
On the Waterfront,Elia Kazan,1951,1951
Dirty Harry,Don Siegel,1952,1952
The Enforcer,James Fargo,1953,1953
Magnum Force,Ted Post,1954,1954
Two Mules for Sister Sara,Don Siegel,1955,1955
Heartbreak Ridge,Clint Eastwood,1956,1956
Coogan's Bluff,Don Siegel,1957,1957
Hang 'Em High,Ted Post,1958,1958
Joe Kidd,John Sturges,1959,1959
The Young Lions,Edward Dmytryk,1960,1960
Men of the Fighting Lady,Andrew Marton,1961,1961
Year One,Harold Ramis,1962,1962
Jellyscream!,Clint Orr,1963,1963
3 Days to Kill,McG,1964,1964
When the Game Stands Tall,Thomas Carter,1965,1965
Million Dollar Arm,Craig Gillespie,1966,1966
He Got Game,Spike Lee,1967,1967
Antwone Fisher,Denzel Washington,1968,1968
The Great Debaters,Denzel Washington,1969,1969
Fallen,Gregory Hoblit,1970,1970
Out of Time,Carl Franklin,1971,1971
The Manchurian Candidate,Jonathan Demme,1972,1972
Von Ryan's Express,Mark Robson,1973,1973
"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,1974,1974
Spirit: Stallion of the Cimarron,"Kelly Asbury,Lorna Cook",1975,1975
Dinosaur,"Eric Leighton,Ralph Zondag",1976,1976
Treasure Island,Victor Fleming,1977,1977
The Godfather: Part II,Francis Ford Coppola,1978,1978
Laura,Otto Preminger,1979,1979
The Man Who Shot Liberty Valance,John Ford,1980,1980
Strangers on a Train,Alfred Hitchcock,1981,1981
The Night of the Hunter,"Charles Laughton,Robert Mitchum",1982,1982
Harvey,Henry Koster,1983,1983
The Philadelphia Story,George Cukor,1984,1984
The Hustler,Robert Rossen,1985,1985
Notorious,Alfred Hitchcock,1986,1986
Judgment at Nuremberg,Stanley Kramer,1987,1987
Legally Blonde,Robert Luketic,1988,1988
The Spirit of St. Louis,Billy Wilder,1989,1989
The Fortune Cookie,Billy Wilder,1990,1990
The Emperor Waltz,Billy Wilder,1991,1991
Warrior,Gavin O'Connor,1992,1992
"Kiss Me, Stupid",Billy Wilder,1993,1993
The Front Page,Billy Wilder,1994,1994
A Foreign Affair,Billy Wilder,1995,1995
Hotel Imperial,Robert Florey,1996,1996
Avanti!,Billy Wilder,1997,1997
Buddy Buddy,Billy Wilder,1998,1998
The Major and the Minor,Billy Wilder,1999,1999
The Big Heat,Fritz Lang,2000,2000
In a Lonely Place,Nicholas Ray,2001,2001
White Heat,Raoul Walsh,2002,2002
Out of the Past,Jacques Tourneur,2003,2003
All the King's Men,Robert Rossen,2004,2004
A Place in the Sun,"George Stevens,George Stevens Jr.",2005,2005
Gentleman's Agreement,Elia Kazan,2006,2006
Mutiny on the Bounty,Frank Lloyd,2007,2007
Marty,Delbert Mann,2008,2008
Doom,Andrzej Bartkowiak,2009,2009
Pain & Gain,Michael Bay,2010,2010
Touch of Evil,Orson Welles,2011,2011
G.I. Joe: Retaliation,Jon M. Chu,2012,2012
Empire State,Dito Montiel,2013,2013
Get Smart,Peter Segal,2014,2014
Bulletproof Monk,Paul Hunter,2015,2015
The Maltese Falcon,John Huston,2016,2016
High Noon,Fred Zinnemann,2017,2017
The Man with Bogart's Face,Robert Day,2018,2018
To Have and Have Not,Howard Hawks,2019,2019
Key Largo,John Huston,2020,2020
The Seven Year Itch,Billy Wilder,2021,2021
Very Bad Things,Peter Berg,2022,2022
Sabrina,Sydney Pollack,2023,2023
Breakfast at Tiffany's,Blake Edwards,2024,2024
Paris When It Sizzles,Richard Quine,2025,2025
Roman Holiday,William Wyler,2026,2026
Love in the Afternoon,Billy Wilder,2027,2027
Funny Face,Stanley Donen,2028,2028
Wait Until Dark,Terence Young,2029,2029
How to Steal a Million,William Wyler,2030,2030
Charade,Stanley Donen,2031,2031
It Happened One Night,Frank Capra,2032,2032
All About Eve,Joseph L. Mankiewicz,2033,2033
12 Angry Men,Sidney Lumet,2034,2034
The Desert Song,Robert Florey,2035,2035
Mrs. Miniver,William Wyler,2036,2036
Rebecca,Alfred Hitchcock,2037,2037
The Private Life of Sherlock Holmes,Billy Wilder,2038,2038
Irma la Douce,Billy Wilder,2039,2039
Angels with Dirty Faces,Michael Curtiz,2040,2040
Paths of Glory,Stanley Kubrick,2041,2041
City Lights,Charles Chaplin,2042,2042
Collateral Damage,Andrew Davis,2043,2043
Since You Went Away,"John Cromwell,Edward F. Cline",2044,2044
You Can't Take It With You,Frank Capra,2045,2045
Grand Hotel,Edmund Goulding,2046,2046
The Big Hangover,Norman Krasna,2047,2047
The Life of Emile Zola,William Dieterle,2048,2048
Going My Way,Leo McCarey,2049,2049
Groundhog Day,Harold Ramis,2050,2050
Seven Years in Tibet,Jean-Jacques Annaud,2051,2051
Missing Link,"Carol Hughes,David Hughes",2052,2052
Jeremiah Johnson,Sydney Pollack,2053,2053
Brubaker,Stuart Rosenberg,2054,2054
The Electric Horseman,Sydney Pollack,2055,2055
The Clan of the Cave Bear,Michael Chapman,2056,2056
Legal Eagles,Ivan Reitman,2057,2057
Caveman,Carl Gottlieb,2058,2058
Life of Pi,Ang Lee,2059,2059
The Count of Monte Cristo,Kevin Reynolds,2060,2060
Logan's Run,Michael Anderson,2061,2061
The Jacket,John Maybury,2062,2062
The Time Machine,"Simon Wells,Gore Verbinski",2063,2063
Hollow Man,Paul Verhoeven,2064,2064
All I Want for Christmas,Robert Lieberman,2065,2065
6 Bullets,Ernie Barbarash,2066,2066
Sorcerer,William Friedkin,2067,2067
To Live and Die in L.A.,William Friedkin,2068,2068
Everest,Baltasar Kormákur,2069,2069
Rampage,William Friedkin,2070,2070
Avengers: Infinity War - Part I,"Anthony Russo,Joe Russo",2071,2071
Arsenic and Old Lace,Frank Capra,2072,2072
Bringing Up Baby,Howard Hawks,2073,2073
Only Angels Have Wings,Howard Hawks,2074,2074
The Lady Eve,Preston Sturges,2075,2075
The Shop Around the Corner,Ernst Lubitsch,2076,2076
The Awful Truth,Leo McCarey,2077,2077
Angie,Martha Coolidge,2078,2078
My Man Godfrey,Gregory La Cava,2079,2079
Holiday,George Cukor,2080,2080
Gettysburg,Ron Maxwell,2081,2081
Hulk,Ang Lee,2082,2082
Stargate,Roland Emmerich,2083,2083
Queens of Country,"Ryan Page,Christopher Pomerenke",2084,2084
The Ledge,Matthew Chapman,2085,2085
Abandon,Stephen Gaghan,2086,2086
Whatever Happened to Harold Smith?,Peter Hewitt,2087,2087
Green Street Hooligans,Lexi Alexander,2088,2088
Casting By,Tom Donahue,2089,2089
Nicholas Nickleby,Douglas McGrath,2090,2090
Deadfall,Stefan Ruzowitzky,2091,2091
300,Zack Snyder,2092,2092
Fury,David Ayer,2093,2093
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,2094,2094
The Hobbit: The Battle of the Five Armies,Peter Jackson,2095,2095
At the Circus,Edward Buzzell,2096,2096
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,2097,2097
Miami Vice,Michael Mann,2098,2098
The Curious Case of Benjamin Button,David Fincher,2099,2099
Catch Me If You Can,Steven Spielberg,2100,2100
Slumdog Millionaire,"Danny Boyle,Loveleen Tandan",2101,2101
The Notebook,Nick Cassavetes,2102,2102
Pitch Perfect,Jason Moore,2103,2103
Star Trek V: The Final Frontier,William Shatner,2104,2104
Star Trek: USS PAN,Carl Miller,2105,2105
Star Trek: Horizon,Tommy Kraft,2106,2106
Passage to Mars,Jean-Christophe Jeauffre,2107,2107
Star Trek Beyond,Justin Lin,2108,2108
Teenage Mutant Ninja Turtles,Steve Barron,2109,2109
Fast Five,Justin Lin,2110,2110
Monkey Business,Norman Z. McLeod,2111,2111
True Grit,Henry Hathaway,2112,2112
Rio Bravo,Howard Hawks,2113,2113
The War Wagon,Burt Kennedy,2114,2114
Rooster Cogburn,Stuart Millar,2115,2115
Rio Lobo,Howard Hawks,2116,2116
Get Shorty,Barry Sonnenfeld,2117,2117
Chisum,Andrew V. McLaglen,2118,2118
Big Jake,"George Sherman,John Wayne",2119,2119
Teenage Mutant Ninja Turtles,Jonathan Liebesman,2120,2120
300: Rise of an Empire,Noam Murro,2121,2121
The Expendables 3,Patrick Hughes,2122,2122
Bad Boys,Michael Bay,2123,2123
Bad Boys II,Michael Bay,2124,2124
Mission: Impossible,Brian De Palma,2125,2125
The War of the Worlds,Byron Haskin,2126,2126
Valkyrie,Bryan Singer,2127,2127
Mission: Impossible III,J.J. Abrams,2128,2128
The Hudsucker Proxy,"Joel Coen,Ethan Coen",2129,2129
Starship Troopers,Paul Verhoeven,2130,2130
The Cocoanuts,"Robert Florey,Joseph Santley",2131,2131
Con Air,Simon West,2132,2132
Pearl Harbor,Michael Bay,2133,2133
Untitled Wolverine Sequel,James Mangold,2134,2134
The Mummy: Tomb of the Dragon Emperor,Rob Cohen,2135,2135
Blade II,Guillermo del Toro,2136,2136
The Scorpion King,Chuck Russell,2137,2137
Hellboy,Guillermo del Toro,2138,2138
Hellboy II: The Golden Army,Guillermo del Toro,2139,2139
The Da Vinci Code,Ron Howard,2140,2140
Next,Lee Tamahori,2141,2141
The Rock,Michael Bay,2142,2142
The Sorcerer's Apprentice,"Jon Turtletaub,Jon Turteltaub",2143,2143
The Italian Job,F. Gary Gray,2144,2144
Jumper,Doug Liman,2145,2145
Death Race,Paul W.S. Anderson,2146,2146
The Transporter,"Louis Leterrier,Corey Yuen",2147,2147
Secret Window,David Koepp,2148,2148
Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2149,2149
Dark Shadows,Tim Burton,2150,2150
Public Enemies,Michael Mann,2151,2151
The King's Speech,Tom Hooper,2152,2152
Edward Scissorhands,Tim Burton,2153,2153
Swordfish,Dominic Sena,2154,2154
Lord of War,Andrew Niccol,2155,2155
Blade: Trinity,David S. Goyer,2156,2156
Underworld: Rise of the Lycans,Patrick Tatopoulos,2157,2157
Dracula,Francis Ford Coppola,2158,2158
Underworld: Awakening,"Måns Mårlind,Björn Stein",2159,2159
Ocean's Twelve,Steven Soderbergh,2160,2160
Ocean's Eleven,Steven Soderbergh,2161,2161
Ocean's Thirteen,Steven Soderbergh,2162,2162
Sherlock Holmes: A Game of Shadows,Guy Ritchie,2163,2163
Chasing Ghosts: Beyond the Arcade,Lincoln Ruchti,2164,2164
Angels & Demons,Ron Howard,2165,2165
Ghost Rider,Mark Steven Johnson,2166,2166
Changeling,Clint Eastwood,2167,2167
The Expendables,Sylvester Stallone,2168,2168
Coraline,Henry Selick,2169,2169
Clash of the Titans,Louis Leterrier,2170,2170
9,Shane Acker,2171,2171
Superman III,Richard Lester,2172,2172
Gremlins,Joe Dante,2173,2173
Ghostbusters,Ivan Reitman,2174,2174
Batman Forever,Joel Schumacher,2175,2175
Batman & Robin,Joel Schumacher,2176,2176
Superman Returns,Bryan Singer,2177,2177
Beetlejuice,Tim Burton,2178,2178
Superman II,"Richard Lester,Richard Donner",2179,2179
Batman,Tim Burton,2180,2180
Ghostbusters II,Ivan Reitman,2181,2181
The Nut Job,Peter Lepeniotis,2182,2182
Free Birds,Jimmy Hayward,2183,2183
Licence to Kill,John Glen,2184,2184
A Day at the Races,Sam Wood,2185,2185
Green Lantern,Martin Campbell,2186,2186
TRON,Steven Lisberger,2187,2187
Prince of Persia: The Sands of Time,Mike Newell,2188,2188
Real Steel,Shawn Levy,2189,2189
John Carter,Andrew Stanton,2190,2190
I Am Number Four,D.J. Caruso,2191,2191
Master and Commander: The Far Side of the World,Peter Weir,2192,2192
A Night in Casablanca,Archie Mayo,2193,2193
Scarecrow,Jerry Schatzberg,2194,2194
Dick Tracy,Warren Beatty,2195,2195
L.A. Confidential,Curtis Hanson,2196,2196
The Big Store,Charles Reisner,2197,2197
The Usual Suspects,Bryan Singer,2198,2198
Snatch.,Guy Ritchie,2199,2199
Animal Crackers,Victor Heerman,2200,2200
The Godfather: Part III,Francis Ford Coppola,2201,2201
American Gangster,Ridley Scott,2202,2202
Go West,Edward Buzzell,2203,2203
Room Service,William A. Seiter,2204,2204
Mystic River,Clint Eastwood,2205,2205
Gone Baby Gone,Ben Affleck,2206,2206
Panic Room,David Fincher,2207,2207
Enemy of the State,Tony Scott,2208,2208
Hitch,Andy Tennant,2209,2209
Wild Wild West,Barry Sonnenfeld,2210,2210
Seven Pounds,Gabriele Muccino,2211,2211
The Pursuit of Happyness,Gabriele Muccino,2212,2212
The Legend of Bagger Vance,Robert Redford,2213,2213
The Crucible,Nicholas Hytner,2214,2214
Lincoln,Steven Spielberg,2215,2215
A Night at the Opera,"Sam Wood,Edmund Goulding",2216,2216
The Boxer,Jim Sheridan,2217,2217
The Last of the Mohicans,"Ford Beebe,B. Reeves Eason",2218,2218
The Ballad of Jack and Rose,Rebecca Miller,2219,2219
The Age of Innocence,Martin Scorsese,2220,2220
In the Name of the Father,Jim Sheridan,2221,2221
Gangs of New York,Martin Scorsese,2222,2222
The Jewel of the Nile,Lewis Teague,2223,2223
The War of the Roses,Danny DeVito,2224,2224
Romancing the Stone,Robert Zemeckis,2225,2225
Black Rain,Ridley Scott,2226,2226
Indecent Proposal,Adrian Lyne,2227,2227
Don't Say a Word,Gary Fleder,2228,2228
Margin Call,J.C. Chandor,2229,2229
Savages,Oliver Stone,2230,2230
Green Zone,Paul Greengrass,2231,2231
Eagle Eye,D.J. Caruso,2232,2232
Disturbia,D.J. Caruso,2233,2233
21,Robert Luketic,2234,2234
Written on the Wind,Douglas Sirk,2235,2235
Nine 1/2 Weeks,Adrian Lyne,2236,2236
Wild Things,John McNaughton,2237,2237
Basic Instinct 2,Michael Caton-Jones,2238,2238
Sliver,Phillip Noyce,2239,2239
Adventures in Babysitting,Chris Columbus,2240,2240
Striptease,Andrew Bergman,2241,2241
Che: Part One,Steven Soderbergh,2242,2242
21 Grams,Alejandro González Iñárritu,2243,2243
Babel,Alejandro González Iñárritu,2244,2244
Training Day,Antoine Fuqua,2245,2245
25th Hour,Spike Lee,2246,2246
The Man Who Knew Too Much,Alfred Hitchcock,2247,2247
South of the Border,Oliver Stone,2248,2248
The Hand,Oliver Stone,2249,2249
Salvador,Oliver Stone,2250,2250
Comandante,Oliver Stone,2251,2251
Seizure,Oliver Stone,2252,2252
U Turn,Oliver Stone,2253,2253
Frost/Nixon,Ron Howard,2254,2254
American Splendor,"Robert Pulcini,Shari Springer Berman",2255,2255
The American President,Rob Reiner,2256,2256
