Director,Actors,original_index,unique_index
Al Pacino,"Kevin Anderson,Jessica Chastain,Ralph Guzzo",2351,2324
Barry Levinson,"Al Pacino,Greta Gerwig,Nina Arianda",2352,2325
Dan Fogelman,"Al Pacino,Annette Bening,Jennifer Garner",2353,2326
Donald Petrie,"Kate Hudson,Matthew McConaughey,Adam Goldberg",2354,2327
Andy Tennant,"Matthew McConaughey,Kate Hudson,Donald Sutherland",2355,2328
Tom Dey,"Matthew McConaughey,Sarah Jessica Parker,Kathy Bates",2356,2329
Martin Campbell,"Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones",2357,2330
Lee Daniels,"Matthew McConaughey,Nicole Kidman,John Cusack",2358,2331
William Friedkin,"Matthew McConaughey,Emile Hirsch,Juno Temple",2359,2332
F. Gary Gray,"Samuel L. Jackson,Kevin Spacey,David Morse",2360,2333
Jean-Marc Vallée,"Matthew McConaughey,Jennifer Garner,Jared Leto",2361,2334
Gregory Hoblit,"Anthony Hopkins,Ryan Gosling,David Strathairn",2362,2335
Jeff Nichols,"Matthew McConaughey,Tye Sheridan,Jacob Lofland",2363,2336
Tom Brady,"David Koechner,Robert Ri'chard,Carl Weathers",2364,2337
David Anspaugh,"Gene Hackman,Barbara Hershey,Dennis Hopper",2365,2338
Ivan Reitman,"Kevin Costner,Chadwick Boseman,Jennifer Garner",2366,2339
Bennett Miller,"Brad Pitt,Robin Wright,Jonah Hill",2367,2340
Norman Jewison,"Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger",2368,2341
Donald Petrie,"Sandra Bullock,Michael Caine,Benjamin Bratt",2369,2342
David O. Russell,"Mark Wahlberg,Christian Bale,Amy Adams",2370,2343
David Fincher,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake",2371,2344
Anne Fletcher,"Sandra Bullock,Ryan Reynolds,Mary Steenburgen",2372,2345
Ric Roman Waugh,"Dwayne Johnson,Susan Sarandon,Jon Bernthal",2373,2346
Peter Berg,"Dwayne Johnson,Seann William Scott,Christopher Walken",2374,2347
Kevin Bray,"Dwayne Johnson,Ashley Scott,Johnny Knoxville",2375,2348
George Tillman Jr.,"Dwayne Johnson,Billy Bob Thornton,Maggie Grace",2376,2349
Michael Tollin,"Cuba Gooding Jr.,Ed Harris,Debra Winger",2377,2350
Barry Levinson,"Robert Redford,Robert Duvall,Glenn Close",2378,2351
Bill Paxton,"Shia LaBeouf,Stephen Dillane,Elias Koteas",2379,2352
Gregory Hoblit,"Dennis Quaid,Jim Caviezel,Shawn Doyle",2380,2353
William Friedkin,"Al Pacino,Paul Sorvino,Karen Allen",2381,2354
Jerry Schatzberg,"Al Pacino,Kitty Winn,Alan Vint",2382,2355
Fred Coe,"Patty Duke,James Farentino,Martin Balsam",2383,2356
Leo McCarey,"Groucho Marx,Harpo Marx,Chico Marx",2384,2357
David Lynch,"Anthony Hopkins,John Hurt,Anne Bancroft",2385,2358
Rob Reiner,"James Caan,Kathy Bates,Richard Farnsworth",2386,2359
Michael Curtiz,"James Cagney,Joan Leslie,Walter Huston",2387,2360
Martin Scorsese,"Robert De Niro,Harvey Keitel,David Proval",2388,2361
Harold Ramis,"Robert De Niro,Billy Crystal,Lisa Kudrow",2389,2362
Barry Levinson,"Robert De Niro,Kevin Bacon,Brad Pitt",2390,2363
George Tillman Jr.,"Cuba Gooding Jr.,Robert De Niro,Charlize Theron",2391,2364
Sergio Leone,"Henry Fonda,Charles Bronson,Claudia Cardinale",2392,2365
Barry Sonnenfeld,"Anjelica Huston,Raul Julia,Christopher Lloyd",2393,2366
Roman Polanski,"Jack Nicholson,Faye Dunaway,John Huston",2394,2367
Sidney Lumet,"Faye Dunaway,William Holden,Peter Finch",2395,2368
Barry Sonnenfeld,"Anjelica Huston,Raul Julia,Christopher Lloyd",2396,2366
"Ethan Coen,Joel Coen","Tommy Lee Jones,Javier Bardem,Josh Brolin",2397,2369
"Eric Bress,J. Mackye Gruber","Ashton Kutcher,Amy Smart,Melora Walters",2398,2370
David Fincher,"Daniel Craig,Rooney Mara,Christopher Plummer",2399,2371
Francis Ford Coppola,"Gene Hackman,John Cazale,Allen Garfield",2400,2372
James Bridges,"Jane Fonda,Jack Lemmon,Michael Douglas",2401,2373
Brad Anderson,"Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón",2402,2374
Gregory Hoblit,"Richard Gere,Laura Linney,Edward Norton",2403,2375
Neil Burger,"Edward Norton,Jessica Biel,Paul Giamatti",2404,2376
Kathryn Bigelow,"Patrick Swayze,Keanu Reeves,Gary Busey",2405,2377
Jan de Bont,"Sandra Bullock,Jason Patric,Willem Dafoe",2406,2378
Tim Hunter,"Crispin Glover,Keanu Reeves,Ione Skye",2407,2379
Tom Dey,"Robert De Niro,Eddie Murphy,Rene Russo",2408,2380
"Peter Chung,Andrew R. Jones","Clayton Watson,Akio Ôtsuka,Pamela Adlon",2409,2381
Alejandro Agresti,"Keanu Reeves,Sandra Bullock,Christopher Plummer",2410,2382
Carl Rinsch,"Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki",2411,2383
Scott Derrickson,"Keanu Reeves,Jennifer Connelly,Kathy Bates",2412,2384
Paul Feig,"Melissa McCarthy,Rose Byrne,Jude Law",2413,2385
Jon Amiel,"Barbara Hershey,Keanu Reeves,Peter Falk",2414,2386
Pat O'Connor,"Keanu Reeves,Charlize Theron,Jason Isaacs",2415,2387
Marisa Silver,"Alan Boyce,Keanu Reeves,Pamela Gidley",2416,2388
Malcolm Venville,"Keanu Reeves,Vera Farmiga,James Caan",2417,2389
David Mackay,"JD Cullum,Yvonne de la Vega,David Greenlee",2418,2390
Stephen Kay,"Thomas Jane,Keanu Reeves,Adrien Brody",2419,2391
"Melissa Behr,Sherrie Rose","Sherrie Rose,Jason Hall,Bret Domrose",2420,2392
Ron Nyswaner,"Fred Ward,Keanu Reeves,Bonnie Bedelia",2421,2393
Stephen Herek,"Dee Wallace,M. Emmet Walsh,Billy Green Bush",2422,2394
Jim Wilson,"Harvey Keitel,Cameron Diaz,Craig Sheffer",2423,2395
Mel Brooks,"Gene Wilder,Madeline Kahn,Marty Feldman",2424,2396
Dennis Dugan,"Adam Sandler,Joey Lauren Adams,Jon Stewart",2425,2397
Frank Coraci,"Adam Sandler,Kathy Bates,Henry Winkler",2426,2398
Peter Segal,"Jack Nicholson,Adam Sandler,Marisa Tomei",2427,2399
Frank Coraci,"Adam Sandler,Kate Beckinsale,Christopher Walken",2428,2400
Dennis Dugan,"Adam Sandler,Jennifer Aniston,Brooklyn Decker",2429,2401
Dennis Dugan,"Adam Sandler,Kevin James,Jessica Biel",2430,2402
Peter Segal,"Adam Sandler,Drew Barrymore,Rob Schneider",2431,2403
Steven Brill,"Adam Sandler,Winona Ryder,John Turturro",2432,2404
Dennis Dugan,"Adam Sandler,John Turturro,Emmanuelle Chriqui",2433,2405
Dennis Dugan,"Adam Sandler,Salma Hayek,Kevin James",2434,2406
Mikael Salomon,"Morgan Freeman,Christian Slater,Randy Quaid",2435,2407
Ted Demme,"Matt Dillon,Timothy Hutton,Noah Emmerich",2436,2408
David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie",2437,2409
Harold Ramis,"Chevy Chase,Rodney Dangerfield,Bill Murray",2438,2410
John Sayles,"John Cusack,Clifton James,Michael Lerner",2439,2411
Ron Shelton,"Kevin Costner,Susan Sarandon,Tim Robbins",2440,2412
Ron Shelton,"Wesley Snipes,Woody Harrelson,Rosie Perez",2441,2413
David S. Ward,"Charlie Sheen,Tom Berenger,Corbin Bernsen",2442,2414
John Warren,"Scott Bakula,Corbin Bernsen,Dennis Haysbert",2443,2415
Penny Marshall,"Tom Hanks,Geena Davis,Lori Petty",2444,2416
Edward Sloman,"Harry Richman,Joan Bennett,James Gleason",2445,2417
Paul Bartel,"Tab Hunter,Divine,Lainie Kazan",2446,2418
Arthur Hiller,"Jon Bon Jovi,Estella Warren,David Faustino",2447,2419
Nick Grinde,"Charles Bickford,Helen Chandler,Mayo Methot",2448,2420
"George Abbott,Stanley Donen","Doris Day,John Raitt,Carol Haney",2449,2421
Vincente Minnelli,"Gene Kelly,Van Johnson,Cyd Charisse",2450,2422
Victor Schertzinger,"Bing Crosby,Bob Hope,Dorothy Lamour",2451,2423
Michael Curtiz,"Cary Grant,Alexis Smith,Monty Woolley",2452,2424
Robert G. Vignola,"Marion Davies,Forrest Stanley,Edith Shayne",2453,2425
Joshua Logan,"Richard Harris,Vanessa Redgrave,Franco Nero",2454,2426
Jack Bernhard,"Jean Gillie,Edward Norris,Robert Armstrong",2455,2427
Charles Walters,"Debbie Reynolds,Harve Presnell,Ed Begley",2456,2428
Sam Raimi,"Cate Blanchett,Katie Holmes,Keanu Reeves",2457,2429
Jennifer Chambers Lynch,"Julian Sands,Sherilyn Fenn,Bill Paxton",2458,2430
John Herzfeld,"Robert De Niro,Edward Burns,Kelsey Grammer",2459,2431
Harold Ramis,"Robert De Niro,Billy Crystal,Lisa Kudrow",2460,2362
Josh Johnson,"Ben Jousan,David Gregory,Micah Matthews",2461,2432
John Dahl,"Matt Damon,Edward Norton,Gretchen Mol",2462,2433
Gavin O'Connor,"Edward Norton,Colin Farrell,Noah Emmerich",2463,2434
Richard Fleischer,"Rex Harrison,Samantha Eggar,Anthony Newley",2464,2435
Rob Reiner,"Cary Elwes,Mandy Patinkin,Robin Wright",2465,2436
Frank Capra,"James Stewart,Donna Reed,Lionel Barrymore",2466,2437
Don Chaffey,"Sean Marshall,Helen Reddy,Jim Dale",2467,2438
George Stevens,"Irene Dunne,Barbara Bel Geddes,Oskar Homolka",2468,2439
George Seaton,"Edmund Gwenn,Maureen O'Hara,John Payne",2469,2440
Leo McCarey,"Bing Crosby,Ingrid Bergman,Henry Travers",2470,2441
Clarence Brown,"Gregory Peck,Jane Wyman,Claude Jarman Jr.",2471,2442
Sam Wood,"Gary Cooper,Teresa Wright,Babe Ruth",2472,2443
Vincente Minnelli,"Judy Garland,Margaret O'Brien,Mary Astor",2473,2444
Mario Van Peebles,"Mario Van Peebles,Stephen Baldwin,Charles Lane",2474,2445
Henry Levin,"James Mason,Pat Boone,Arlene Dahl",2475,2446
Richard Fleischer,"Kirk Douglas,James Mason,Paul Lukas",2476,2447
George Sidney,"Kathryn Grayson,Ava Gardner,Howard Keel",2477,2448
George Cukor,"Katharine Hepburn,Joan Bennett,Paul Lukas",2478,2449
Dave Fleischer,"Jessica Dragonette,Lanny Ross,Pinto Colvig",2479,2450
Clarence Brown,"Mickey Rooney,Elizabeth Taylor,Donald Crisp",2480,2451
Henry Koster,"James Stewart,Maureen O'Hara,Fabian",2481,2452
Tina Hirsch,"Harvey Korman,Charlie Stratton,Nadine Van der Velde",2482,2453
Chris Noonan,"James Cromwell,Magda Szubanski,Christine Cavanaugh",2483,2454
Renny Harlin,"Andrew Dice Clay,Lauren Holly,Wayne Newton",2484,2455
Dermot Mulroney,"Mandy Moore,Kellan Lutz,James Brolin",2485,2456
Garry Marshall,"Kate Hudson,John Corbett,Joan Cusack",2486,2457
Clare Kilner,"Dermot Mulroney,Debra Messing,Jack Davenport",2487,2458
Paul Weiland,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd",2488,2459
Mark Steven Johnson,"Kristen Bell,Josh Duhamel,Anjelica Huston",2489,2460
Ken Kwapis,"Mandy Moore,John Krasinski,Robin Williams",2490,2461
P.J. Hogan,"Isla Fisher,Hugh Dancy,Krysten Ritter",2491,2462
Thomas Bezucha,"Dermot Mulroney,Sarah Jessica Parker,Claire Danes",2492,2463
"John Lounsbery,Wolfgang Reitherman","Sebastian Cabot,Junius Matthews,Barbara Luddy",2493,2464
"Clyde Geronimi,Wilfred Jackson","Roy Rogers,Trigger,Dennis Day",2494,2465
"James Algar,Gaëtan Brizzi","James Levine,Steve Martin,Leopold Stokowski",2495,2466
"Norman Ferguson,Clyde Geronimi","Aurora Miranda,Carmen Molina,Dora Luz",2496,2467
"Deems Taylor,Hugh Douglas,Julietta Novis,Leopold Stokowski,James Algar,Mickey Mouse,Samuel Armstrong,Ford Beebe,Walt Disney,Norman Ferguson,Jim Handley,Wilfred Jackson,Hamilton Luske,Bill Roberts,Paul Satterfield,T. Hee,Bianca Majolie,Ben Sharpsteen,Norman Wright,Albert Heath,Ford I. Beebe,Sylvia Moberly-Holland,Graham Heid","Leopold Stokowski,Deems Taylor,Corey Burton",2497,2468
"Robert Cormack,Clyde Geronimi","Nelson Eddy,Dinah Shore,Benny Goodman",2498,2469
David Tybor,"Rachel Nord,Nancy Walters,Alicia Bewernitz",2499,2470
"Alfred L. Werker,Hamilton Luske","Robert Benchley,Frances Gifford,Buddy Pepper",2500,2471
Byron Haskin,"Bobby Driscoll,Robert Newton,Basil Sydney",2501,2472
"Harold D. Schuster,Hamilton Luske","Burl Ives,Beulah Bondi,Bobby Driscoll",2502,2473
Marc Webb,"Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend",2503,2474
Danny DeVito,"Danny DeVito,Rhea Perlman,Mara Wilson",2504,2475
Robert Stevenson,"Dean Jones,Michele Lee,David Tomlinson",2505,2476
Vincent McEveety,"Dean Jones,Don Knotts,Julie Sommars",2506,2477
Vincent McEveety,"Charles Martin Smith,Stephen W. Burns,Cloris Leachman",2507,2478
Robert Stevenson,"Helen Hayes,Ken Berry,Stefanie Powers",2508,2479
Rod Daniel,"Charles Grodin,Bonnie Hunt,Nicholle Tom",2509,2480
Duwayne Dunham,"Michael J. Fox,Sally Field,Don Alder",2510,2481
Brian Levant,"Charles Grodin,Bonnie Hunt,Dean Jones",2511,2482
Stephen Herek,"Eddie Murphy,Jeff Goldblum,Kelly Preston",2512,2483
Brad Silberling,"Bill Pullman,Christina Ricci,Cathy Moriarty",2513,2484
Richard Foster,"Eric Roberts,Vivica A. Fox,Lexi Ainsworth",2514,2485
"Bob Clark (III),Bob Clark","Peter Billingsley,Melinda Dillon,Darren McGavin",2515,2486
Cosmo Segurson,"Nic Puehse,Tristan Puehse,Lindsey Shaw",2516,2487
Kevin Smith,"Seth Rogen,Elizabeth Banks,Craig Robinson",2517,2488
Kevin Smith,"Ben Affleck,Joey Lauren Adams,Ethan Suplee",2518,2489
Kevin Smith,"Brian O'Halloran,Jeff Anderson,Rosario Dawson",2519,2490
Kevin Smith,"Ben Affleck,Matt Damon,Linda Fiorentino",2520,2491
Kevin Smith,"Michael Parks,Melissa Leo,John Goodman",2521,2492
Wayne Wang,"Jennifer Lopez,Ralph Fiennes,Natasha Richardson",2522,2493
Kevin Smith,"Shannen Doherty,Jeremy London,Jason Lee",2523,2494
Kevin Smith,"Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti",2524,2495
Nicolas Roeg,"Anjelica Huston,Mai Zetterling,Jasen Fisher",2525,2496
Alex Proyas,"Brandon Lee,Michael Wincott,Rochelle Davis",2526,2497
Hugh Wilson,"Steve Guttenberg,G.W. Bailey,Kim Cattrall",2527,2498
Imani Shakur,"Will Spencer,Arthur Richardson,Raam Weinfeld",2528,2499
Paul Rocha,"Alana Baer,Taisha Monique Clark,Melody Cohen",2529,2500
Doug Bilitch,"Amy Lyndon,Grant McLellan,Dan Glenn",2530,2501
Evan Oppenheimer,"Janeane Garofalo,Ralph Macchio,Oona Laurence",2531,2502
Phil Weinstein,"Angela Bassett,Jeff Bennett,John Goodman",2532,2503
Patricia Rozema,"Abigail Breslin,Stanley Tucci,Joan Cusack",2533,2504
Dylan Baker,"Mark Hapka,Bram Hoover,Stephen Lang",2534,2505
Robert Rodriguez,"Alexa PenaVega,Daryl Sabara,Antonio Banderas",2535,2506
John Robert Moore,"Gator Moore,Derek Moreland,Jeff Moreland",2536,2507
Paul Feig,"Dyllan Christopher,Tyler James Williams,Gia Mantegna",2537,2508
LeRoy McDonald,"Pieter Sypesteyn,Jacob O'Neal,Cynthia Cannon",2538,2509
"Joel Coen,Ethan Coen","William H. Macy,Frances McDormand,Steve Buscemi",2539,2510
Jo Kastner,"Katherine McNamara,Val Kilmer,Jake T. Austin",2540,2511
John R. Leonetti,"Eric Lively,Erica Durance,Dustin Milligan",2541,2512
Thor Freudenthal,"Zachary Gordon,Robert Capron,Rachael Harris",2542,2513
David Bowers,"Zachary Gordon,Devon Bostick,Robert Capron",2543,2514
Thor Freudenthal,"Emma Roberts,Jake T. Austin,Lisa Kudrow",2544,2515
"Jennifer Flackett,Mark Levin","Jodie Foster,Gerard Butler,Abigail Breslin",2545,2516
David Frankel,"Owen Wilson,Jennifer Aniston,Eric Dane",2546,2517
Jon Favreau,"Will Ferrell,James Caan,Bob Newhart",2547,2518
Wayne Wang,"AnnaSophia Robb,Jeff Daniels,Eva Marie Saint",2548,2519
"Charles A. Nichols,Iwao Takamoto","Debbie Reynolds,Henry Gibson,Paul Lynde",2549,2520
Michael O. Sajbel,"Michael Biehn,Brock Pierce,Charles Young",2550,2521
Johnny Gagnon,"James Gagnon,Calvin Reudiger",2551,2522
Rick Stevenson,"Mark Harmon,Harley Jane Kozak,Joshua Jackson",2552,2523
Johnny Gagnon,"James Gagnon,Benjamin Leighton",2553,2524
"Robert Nixon,Fisher Stevens","James Cameron,Michael deGruy,Sylvia Earle",2554,2525
Theresa Demarest,"Colin Baird,Mark Berman,'Tobba' Thorbjorg Valdis Kristjansdottir",2555,2526
Ronald Colby,"Paul Watson,Robert Hunter,Patrick Moore",2556,2527
Peter Brown,"Peter Brown,Robert Hunter,Paul Watson",2557,2528
Martin Campbell,"Daniel Craig,Eva Green,Judi Dench",2558,2529
Werner Herzog,"Werner Herzog,Scott Rowland,Stefan Pashov",2559,2530
Werner Herzog,"Werner Herzog,Jean Clottes,Julien Monney",2560,2531
Andrew Jarecki,"Arnold Friedman,Jesse Friedman,David Friedman",2561,2532
Terrence Malick,"Martin Sheen,Sissy Spacek,Warren Oates",2562,2533
Alan J. Pakula,"Jane Fonda,Donald Sutherland,Charles Cioffi",2563,2534
James Marsh,"Philippe Petit,Jean François Heckel,Jean-Louis Blondeau",2564,2535
"Henry Joost,Ariel Schulman","Yaniv Schulman,Ariel Schulman,Henry Joost",2565,2536
Kurt Kuenne,"Kurt Kuenne,Andrew Bagby,David Bagby",2566,2537
"Heidi Ewing,Rachel Grady","Mike Papantonio,Lou Engle,Becky Fischer",2567,2538
Alex Ross Perry,"Jason Schwartzman,Elisabeth Moss,Jonathan Pryce",2568,2539
Errol Morris,"Randall Adams,David Harris,Gus Rose",2569,2540
"Joe Berlinger,Bruce Sinofsky","Tony Brooks,Diana Davis,Terry Wood",2570,2541
Jenny Stein,,2571,2542
Marisa Miller Wolfson,"Marisa Miller Wolfson,Chloe Davis,Cody Tarlow",2572,2543
Mark Devries,"Steven Best,Richard Dawkins,Gary Francione",2573,2544
Jenny Stein,"Harold Brown,Cheri Ezell-Vandersluis,Howard Lyman",2574,2545
Hugh Wilson,"Brendan Fraser,Sarah Jessica Parker,Alfred Molina",2575,2546
Sidney Lumet,"Jane Fonda,Jeff Bridges,Raul Julia",2576,2547
Shaun Monson,"Casey Affleck,Dianna Agron,Malin Akerman",2577,2548
"Kip Andersen,Keegan Kuhn","Lisa Agabian,Manucher Alemi,Lindsey Allen",2578,2549
Peter Hyams,"Michael Douglas,Hal Holbrook,Yaphet Kotto",2579,2550
Lee Fulkerson,"Lee Fulkerson,Matthew Lederman,Alona Pulde",2580,2551
Michael Moore,"Michael Moore,Thora Birch,William Black",2581,2552
Davis Guggenheim,"Al Gore,Billy West,George Bush",2582,2553
Michael Moore,"Michael Moore,Eddie Vedder,Robert Ellis Orrall",2583,2554
Michael Moore,"Michael Moore,Elaine Bly,Dan Burns",2584,2555
Michael Moore,"Michael Moore,Roger B. Smith,Rhonda Britton",2585,2556
Larry Charles,"Bill Maher,Tal Bachman,Jonathan Boulden",2586,2557
Antonio Campos,"Brady Corbet,Mati Diop,Lila Salet",2587,2558
Noah Baumbach,"Greta Gerwig,Mickey Sumner,Adam Driver",2588,2559
Hal Ashby,"Jane Fonda,Jon Voight,Bruce Dern",2589,2560
Michael Crichton,"Michael Douglas,Rip Torn,Geneviève Bujold",2590,2561
Mike Nichols,"Meryl Streep,Kurt Russell,Cher",2591,2562
"Joe Cross,Kurt Engfehr","Joe Cross,Amy Badberg,Merv Cross",2592,2563
Charles Chaplin,"Charles Chaplin,Paulette Goddard,Jack Oakie",2593,2564
John Cromwell,"Raymond Massey,Gene Lockhart,Ruth Gordon",2594,2565
David Schmoeller,"Chuck Connors,Jocelyn Jones,Jon Van Ness",2595,2566
Mark Rydell,"Katharine Hepburn,Henry Fonda,Jane Fonda",2596,2567
John Waters,"Kathleen Turner,Sam Waterston,Ricki Lake",2597,2568
Richard Blackburn,"Lesley Taplin,Cheryl Smith,William Whitton",2598,2569
Bud Townsend,"Cameron Mitchell,Anne Helm,Scott Brady",2599,2570
S.F. Brownrigg,"Susan Bracken,Larry O'Dwyer,Gene Ross",2600,2571
Greydon Clark,"John Ireland,Yvonne De Carlo,Jack Kruschen",2601,2572
Roger Corman,"William Shatner,Frank Maxwell,Beverly Lunsford",2602,2573
Bud Townsend,"Cathy Lee Crosby,Michael Biehn,Keenan Wynn",2603,2574
"William Dear,Thomas Van Dyke","David Hyry,J. Craig Collicut,Carson Jackson",2604,2575
Alfred Hitchcock,"John Forsythe,Shirley MacLaine,Edmund Gwenn",2605,2576
Griffin Dunne,"Sandra Bullock,Nicole Kidman,Stockard Channing",2606,2577
Alfred Hitchcock,"Tippi Hedren,Sean Connery,Martin Gabel",2607,2578
Bernard McEveety,"Chuck Connors,Michael Rennie,Kathryn Hays",2608,2579
Nick Castle,"Walter Matthau,Mason Gamble,Joan Plowright",2609,2580
Patrick Read Johnson,"Lara Flynn Boyle,Joe Mantegna,Joe Pantoliano",2610,2581
Tim Burton,"Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker",2611,2582
Dan Harris,"Sigourney Weaver,Jeff Daniels,Emile Hirsch",2612,2583
Neil LaBute,"Amy Brenneman,Aaron Eckhart,Ben Stiller",2613,2584
Bronwen Hughes,"Sandra Bullock,Ben Affleck,Maura Tierney",2614,2585
Mel Smith,"Rowan Atkinson,Peter MacNicol,John Mills",2615,2586
Andrew Bergman,"James Caan,Nicolas Cage,Sarah Jessica Parker",2616,2587
John Pasquin,"Tim Allen,Judge Reinhold,Wendy Crewson",2617,2588
Barry Sonnenfeld,"Robin Williams,Cheryl Hines,Kristin Chenoweth",2618,2589
Brian Robbins,"Eddie Murphy,Elizabeth Banks,Gabrielle Union",2619,2590
William Friedkin,"Ellen Burstyn,Max von Sydow,Linda Blair",2620,2591
Steve Carr,"Eddie Murphy,Cedric the Entertainer,Kristen Wilson",2621,2592
Kevin Lima,"Glenn Close,Gérard Depardieu,Ioan Gruffudd",2622,2593
Edgar Wright,"Michael Cera,Mary Elizabeth Winstead,Kieran Culkin",2623,2594
Dennie Gordon,"David Spade,Brittany Daniel,Dennis Miller",2624,2595
William Dear,"John Lithgow,Melinda Dillon,Margaret Langrick",2625,2596
Bob Saget,"Norm MacDonald,Artie Lange,Jack Warden",2626,2597
Stephen Herek,"Angelina Jolie,Edward Burns,Tony Shalhoub",2627,2598
Christopher Guest,"Chris Farley,Matthew Perry,Bokeem Woodbine",2628,2599
Irwin Winkler,"Sandra Bullock,Jeremy Northam,Dennis Miller",2629,2600
Steven Brill,"Adam Sandler,Patricia Arquette,Harvey Keitel",2630,2601
Frank Coraci,"Adam Sandler,Drew Barrymore,Christine Taylor",2631,2602
Steve Barron,"Dan Aykroyd,Jane Curtin,Robert Knott",2632,2603
Ernest R. Dickerson,"Damon Wayans,Adam Sandler,James Caan",2633,2604
Jim Abrahams,"Charlie Sheen,Cary Elwes,Valeria Golino",2634,2605
Mel Brooks,"Mel Brooks,John Candy,Rick Moranis",2635,2606
John Hughes,"Steve Martin,John Candy,Laila Robins",2636,2607
Paul W.S. Anderson,"Christopher Lambert,Robin Shou,Linden Ashby",2637,2608
Roger Vadim,"Rock Hudson,Angie Dickinson,Telly Savalas",2638,2609
"Mike Judge,Mike de Seve","Mike Judge,Bruce Willis,Demi Moore",2639,2610
Tamra Davis,"Dave Chappelle,Guillermo Díaz,Jim Breuer",2640,2611
Trey Parker,"Trey Parker,Dian Bachar,Stephen Blackpool",2641,2612
René Eram,"Corey Feldman,Joel J. Edwards,Diane Nadeau",2642,2613
Michael Apted,"Pierce Brosnan,Sophie Marceau,Robert Carlyle",2643,2614
Lee Tamahori,"Pierce Brosnan,Halle Berry,Rosamund Pike",2644,2615
Martin Campbell,"Pierce Brosnan,Sean Bean,Izabella Scorupco",2645,2616
Todd Phillips,"Luke Wilson,Vince Vaughn,Will Ferrell",2646,2617
Judd Apatow,"Steve Carell,Catherine Keener,Paul Rudd",2647,2618
Judd Apatow,"Seth Rogen,Katherine Heigl,Paul Rudd",2648,2619
Shawn Levy,"Vince Vaughn,Owen Wilson,Rose Byrne",2649,2620
Betty Thomas,"Sandra Bullock,Viggo Mortensen,Dominic West",2650,2621
Paul Bogart,"Anne Bancroft,Matthew Broderick,Harvey Fierstein",2651,2622
D.W. Griffith,"Lillian Gish,Dorothy Gish,Joseph Schildkraut",2652,2623
Phil Traill,"Sandra Bullock,Bradley Cooper,Thomas Haden Church",2653,2624
Mennan Yapo,"Sandra Bullock,Julian McMahon,Amber Valletta",2654,2625
Dean Parisot,"Tim Allen,Sigourney Weaver,Alan Rickman",2655,2626
Todd Phillips,"Zach Galifianakis,Bradley Cooper,Justin Bartha",2656,2627
David Gordon Green,"Seth Rogen,James Franco,Gary Cole",2657,2628
Todd Phillips,"Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan",2658,2629
Matthew Vaughn,"Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz",2659,2630
Edgar Wright,"Simon Pegg,Nick Frost,Kate Ashfield",2660,2631
Edgar Wright,"Simon Pegg,Nick Frost,Martin Freeman",2661,2632
