Release Date,original_index,unique_index
12 July 1991 (USA),2405,1986
13 June 1997 (USA),2406,1987
8 May 1987 (USA),2407,1988
15 March 2002 (USA),2408,836
3 June 2003 (USA),2409,1989
16 June 2006 (USA),2410,884
25 December 2013 (USA),2411,1539
12 December 2008 (USA),2412,1990
5 June 2015 (USA),2413,1991
November 1990 (USA),2414,1992
16 February 2001 (USA),2415,1993
22 April 1988 (USA),2416,1120
14 January 2011 (UK),2417,1994
,2418,47
20 June 1997 (USA),2419,1490
19 October 1999 (USA),2420,1995
October 1988 (USA),2421,1996
11 April 1986 (USA),2422,1997
25 June 1997 (USA),2423,1998
15 December 1974 (USA),2424,1999
25 June 1999 (USA),2425,2000
6 November 1998 (USA),2426,541
11 April 2003 (USA),2427,2001
23 June 2006 (USA),2428,2002
11 February 2011 (USA),2429,880
20 July 2007 (USA),2430,2003
13 February 2004 (USA),2431,2004
28 June 2002 (USA),2432,2005
6 June 2008 (USA),2433,832
25 June 2010 (USA),2434,2006
16 January 1998 (USA),2435,1685
9 February 1996 (USA),2436,1463
11 April 2008 (USA),2437,2007
25 July 1980 (USA),2438,2008
2 September 1988 (USA),2439,2009
15 June 1988 (USA),2440,2010
27 March 1992 (USA),2441,2011
30 March 1994 (USA),2442,937
17 April 1998 (USA),2443,2012
"Jul 1, 1992 Wide",2444,2013
1 March 1930 (USA),2445,2014
1 March 1985 (USA),2446,2015
10 February 2006 (USA),2447,123
15 October 1932 (USA),2448,2016
10 December 1957 (Portugal),2449,2017
8 September 1954 (USA),2450,2018
22 March 1940 (USA),2451,2019
"Aug 3, 1946 Wide",2452,2020
30 October 1921 (USA),2453,2021
25 October 1967 (USA),2454,2022
14 September 1946 (USA),2455,2023
11 June 1964 (USA),2456,2024
19 January 2001 (USA),2457,161
3 September 1993 (USA),2458,2025
9 March 2001 (USA),2459,2026
6 December 2002 (USA),2460,1615
27 August 2013 (USA),2461,2027
11 September 1998 (USA),2462,2028
24 October 2008 (USA),2463,2029
19 December 1967 (USA),2464,2030
9 October 1987 (USA),2465,318
7 January 1947 (USA),2466,2031
3 November 1977 (USA),2467,2032
17 March 1948 (USA),2468,2033
2 May 1947 (USA),2469,2034
21 February 1946 (Sweden),2470,2035
May 1947 (USA),2471,2036
5 March 1943 (USA),2472,1030
January 1945 (USA),2473,2037
14 May 1993 (USA),2474,2038
14 January 1960 (Sweden),2475,2039
23 December 1954 (USA),2476,2040
24 September 1951 (USA),2477,2041
24 November 1933 (USA),2478,2042
22 December 1939 (USA),2479,2043
26 January 1945 (USA),2480,2044
15 June 1962 (USA),2481,2045
March 1987 (USA),2482,2046
4 August 1995 (USA),2483,2047
11 July 1990 (USA),2484,2048
24 June 2011 (Lithuania),2485,2049
28 May 2004 (USA),2486,1101
4 February 2005 (USA),2487,2050
2 May 2008 (USA),2488,2051
29 January 2010 (USA),2489,2052
3 July 2007 (USA),2490,297
13 February 2009 (USA),2491,202
16 December 2005 (USA),2492,2053
11 March 1977 (USA),2493,2054
27 May 1948 (USA),2494,2055
16 June 2000 (USA),2495,1617
4 February 1945 (Brazil),2496,2056
"Nov 13, 1940 Wide",2497,2057
15 August 1946 (USA),2498,2058
16 July 2002 (USA),2499,2059
20 June 1941 (USA),2500,1847
19 July 1950 (USA),2501,2060
19 January 1949 (USA),2502,2061
7 August 2009 (USA),2503,44
2 August 1996 (USA),2504,1182
13 March 1969 (USA),2505,2062
24 June 1977 (USA),2506,1763
25 June 1980 (USA),2507,2063
6 June 1974 (USA),2508,2064
17 December 1993 (USA),2509,2065
12 February 1993 (USA),2510,1751
3 April 1992 (USA),2511,936
9 October 1998 (USA),2512,2066
26 May 1995 (USA),2513,1186
1 October 2013 (USA),2514,2067
"Nov 18, 1983 Wide",2515,2068
8 June 2010 (USA),2516,2069
31 October 2008 (USA),2517,187
4 April 1997 (USA),2518,2070
21 July 2006 (USA),2519,1005
12 November 1999 (USA),2520,2071
30 September 2011 (UK),2521,2072
13 December 2002 (USA),2522,2073
20 October 1995 (USA),2523,1801
4 November 1994 (Italy),2524,2074
24 August 1990 (USA),2525,2075
"Jan 1, 1994 Wide",2526,2076
23 March 1984 (USA),2527,2077
,2528,47
10 September 2015 (Kuwait),2529,2078
,2530,47
26 April 2014 (USA),2531,2079
23 July 2015 (Denmark),2532,2080
2 July 2008 (USA),2533,1098
24 October 2014 (USA),2534,2081
7 August 2002 (USA),2535,2082
13 May 2014 (USA),2536,2083
8 December 2006 (USA),2537,2084
21 June 2010 (USA),2538,2085
5 April 1996 (USA),2539,2086
7 April 2015 (USA),2540,2087
10 August 2006 (Israel),2541,2088
19 March 2010 (USA),2542,1567
25 March 2011 (USA),2543,2089
16 January 2009 (USA),2544,2090
4 April 2008 (USA),2545,2091
25 December 2008 (USA),2546,1222
7 November 2003 (USA),2547,2092
18 February 2005 (USA),2548,742
1 March 1973 (USA),2549,2093
15 October 1997 (USA),2550,2094
2014 (USA),2551,1505
30 August 1995 (USA),2552,2095
31 October 2015 (USA),2553,2096
15 August 2014 (USA),2554,1805
17 August 2013 (USA),2555,2097
30 August 2008 (USA),2556,2098
22 April 2012 (USA),2557,2099
17 November 2006 (USA),2558,149
18 July 2008 (USA),2559,1541
31 August 2011 (France),2560,2100
18 July 2003 (USA),2561,1806
5 January 1974 (Brazil),2562,2101
25 June 1971 (USA),2563,2102
29 August 2008 (USA),2564,2103
1 October 2010 (USA),2565,1961
January 2008 (USA),2566,2104
18 April 2007 (France),2567,2105
21 October 2014 (USA),2568,2106
25 August 1988 (USA),2569,2107
10 June 1996 (USA),2570,2108
28 February 2004 (USA),2571,2109
10 September 2011 (USA),2572,2110
18 September 2013 (USA),2573,2111
26 September 2009 (USA),2574,2112
27 August 1999 (USA),2575,2113
25 December 1986 (USA),2576,2114
12 August 2015 (USA),2577,2115
26 June 2014 (USA),2578,2116
5 August 1983 (USA),2579,1310
16 October 2013 (France),2580,2117
2 October 2009 (USA),2581,385
30 June 2006 (USA),2582,2118
23 September 2008 (USA),2583,2119
10 April 1998 (USA),2584,431
20 December 1989 (USA),2585,2120
3 October 2008 (USA),2586,2121
12 April 2013 (USA),2587,1161
20 June 2013 (Netherlands),2588,2122
15 February 1978 (USA),2589,2123
6 January 1978 (USA),2590,2124
27 January 1984 (USA),2591,164
1 September 2014 (Netherlands),2592,2125
7 March 1941 (USA),2593,2126
19 April 1940 (USA),2594,2127
16 March 1979 (USA),2595,1982
12 February 1982 (USA),2596,479
13 April 1994 (USA),2597,2128
May 1975 (USA),2598,2129
14 May 1969 (USA),2599,2130
3 May 1974 (USA),2600,2131
June 1977 (USA),2601,2132
17 January 1963 (Norway),2602,2133
17 March 1978 (USA),2603,2134
March 1976 (USA),2604,2135
3 October 1955 (USA),2605,2136
16 October 1998 (USA),2606,2137
22 July 1964 (USA),2607,2138
January 1966 (USA),2608,2139
25 June 1993 (USA),2609,2140
1 July 1994 (USA),2610,2141
13 December 1996 (USA),2611,1893
10 November 2005 (Germany),2612,2142
21 August 1998 (USA),2613,26
19 March 1999 (USA),2614,1398
"Nov 7, 1997 Wide",2615,2143
28 August 1992 (USA),2616,705
11 November 1994 (USA),2617,624
28 April 2006 (USA),2618,283
11 July 2008 (USA),2619,912
26 December 1973 (USA),2620,2144
22 June 2001 (USA),2621,2145
22 November 2000 (USA),2622,2146
13 August 2010 (USA),2623,199
11 April 2001 (USA),2624,2147
5 June 1987 (USA),2625,2148
12 June 1998 (USA),2626,2149
26 April 2002 (USA),2627,188
29 May 1998 (USA),2628,2150
28 July 1995 (USA),2629,1408
10 November 2000 (USA),2630,1975
13 February 1998 (USA),2631,2151
23 July 1993 (USA),2632,1525
6 September 1996 (USA),2633,2152
31 July 1991 (USA),2634,2153
24 June 1987 (USA),2635,2154
25 November 1987 (USA),2636,2155
18 August 1995 (USA),2637,2156
12 July 1971 (Sweden),2638,2157
20 December 1996 (USA),2639,360
16 January 1998 (USA),2640,1685
30 August 1996 (USA),2641,1305
26 August 1997 (USA),2642,2158
19 November 1999 (USA),2643,2159
22 November 2002 (USA),2644,2160
17 November 1995 (USA),2645,1885
21 February 2003 (USA),2646,2161
19 August 2005 (USA),2647,337
1 June 2007 (USA),2648,596
7 June 2013 (USA),2649,661
14 April 2000 (USA),2650,2162
14 December 1988 (USA),2651,2163
1922 (Poland),2652,2164
4 September 2009 (USA),2653,1904
16 March 2007 (USA),2654,2165
25 December 1999 (USA),2655,245
5 June 2009 (USA),2656,1649
6 August 2008 (USA),2657,2166
5 November 2010 (USA),2658,769
16 April 2010 (USA),2659,2167
24 September 2004 (USA),2660,2168
20 April 2007 (USA),2661,1959
"Oct 6, 2006 Wide",2662,2169
12 June 2013 (USA),2663,2170
22 June 2007 (USA),2664,1286
10 August 2001 (USA),2665,133
4 July 2001 (USA),2666,1350
24 October 2003 (USA),2667,1964
12 April 2013 (USA),2668,1161
30 July 2004 (USA),2669,445
4 February 2000 (USA),2670,2171
14 April 2006 (USA),2671,2172
1 August 2003 (USA),2672,2173
6 April 2012 (USA),2673,2174
19 May 2000 (USA),2674,1687
12 December 1997 (USA),2675,1237
11 June 1986 (USA),2676,2175
15 February 1985 (USA),2677,2176
22 November 2006 (USA),2678,2177
27 August 2004 (USA),2679,732
16 January 2004 (USA),2680,1875
4 November 2011 (USA),2681,2178
21 October 2011 (USA),2682,2179
18 July 2003 (USA),2683,1806
2 March 2012 (USA),2684,1007
5 August 2005 (USA),2685,719
20 February 2004 (USA),2686,1211
21 March 1986 (USA),2687,2180
15 November 1985 (USA),2688,2181
14 April 2006 (USA),2689,2172
11 March 2011 (USA),2690,131
29 April 2011 (USA),2691,1794
19 September 2008 (USA),2692,1566
10 May 2015 (Germany),2693,2182
10 May 1995 (USA),2694,2183
30 March 2001 (USA),2695,2184
14 November 2003 (USA),2696,1607
1 November 2002 (USA),2697,2185
16 November 2001 (USA),2698,877
5 March 2005 (USA),2699,2186
16 November 1925 (USA),2700,2187
,2701,47
26 January 1925 (USA),2702,2188
8 November 1925 (USA),2703,2189
23 November 1928 (USA),2704,2190
15 April 1989 (USA),2705,2191
20 June 1986 (USA),2706,1757
15 October 2004 (UK),2707,2192
30 September 1988 (Denmark),2708,2193
21 January 2003 (Czech Republic),2709,2194
19 December 2008 (USA),2710,928
7 April 1993 (USA),2711,1865
13 January 1984 (USA),2712,2195
"Aug 18, 1995 Wide",2713,2196
17 June 1994 (USA),2714,2197
24 April 1968 (USA),2715,2198
12 June 2009 (USA),2716,2199
26 November 2003 (USA),2717,2200
2017 (USA),2718,105
"Jul 29, 2005 Wide",2719,2201
11 August 2006 (USA),2720,1495
10 June 2005 (USA),2721,1105
25 July 2003 (USA),2722,16
10 March 2006 (USA),2723,1955
1 November 2013 (USA),2724,1781
22 November 1996 (USA),2725,2202
20 October 2006 (USA),2726,2203
April 2009 (USA),2727,2204
23 July 2010 (USA),2728,1107
5 February 2009 (USA),2729,2205
6 October 2007 (USA),2730,2206
February 2011 (USA),2731,2207
11 March 2011 (USA),2732,131
5 July 2013 (China),2733,2208
1 August 1997 (USA),2734,1477
22 February 2002 (USA),2735,1931
2 April 1982 (USA),2736,2209
12 June 2015 (USA),2737,730
"Jun 3, 2015 Limited",2738,2210
27 February 2015 (USA),2739,2211
9 November 2012 (Germany),2740,2212
1 July 2015 (USA),2741,2213
26 November 1997 (USA),2742,110
3 August 2012 (USA),2743,1219
17 June 1988 (USA),2744,377
21 December 1990 (USA),2745,2214
21 June 1996 (USA),2746,1045
9 December 1988 (USA),2747,2215
29 June 1984 (USA),2748,2216
24 February 2012 (USA),2749,2217
18 June 1993 (USA),2750,1324
24 November 1999 (USA),2751,22
17 November 2000 (USA),2752,1270
25 December 2007 (USA),2753,1684
26 June 2015 (USA),2754,259
5 November 1993 (USA),2755,2218
12 February 2014 (USA),2756,2219
31 October 2013 (Argentina),2757,2220
26 January 2006 (Argentina),2758,2221
15 May 2015 (USA),2759,2222
29 May 2015 (USA),2760,2223
11 January 2008 (USA),2761,2224
5 January 2007 (USA),2762,2225
11 February 1994 (USA),2763,1342
7 July 2006 (South Korea),2764,2226
18 July 2008 (USA),2765,1541
25 October 1991 (USA),2766,412
"Mar 24, 2009 Wide",2767,2227
20 March 1964 (USA),2768,2228
26 September 1997 (USA),2769,1517
15 May 2012 (USA),2770,2229
,2771,47
,2772,47
1 July 1987 (South Africa),2773,2230
14 December 1995 (Germany),2774,2231
23 November 1994 (USA),2775,70
2 July 1993 (USA),2776,2232
1 February 2015 (USA),2777,2233
20 May 1975 (Sweden),2778,2234
15 June 1979 (USA),2779,2235
20 December 2006 (USA),2780,2236
28 May 1982 (USA),2781,2237
27 November 1985 (USA),2782,2238
24 May 1995 (USA),2783,2239
16 November 1990 (USA),2784,873
2 March 1985 (USA),2785,2240
14 October 1992 (USA),2786,2241
5 October 1988 (USA),2787,2242
27 May 1988 (USA),2788,2243
24 January 1992 (Turkey),2789,2244
29 April 1988 (USA),2790,2245
24 October 1997 (USA),2791,2246
,2792,47
7 July 1963 (USA),2793,2247
,2794,47
,2795,47
,2796,47
11 April 1997 (USA),2797,2248
12 February 1999 (USA),2798,531
3 August 1966 (USA),2799,2249
3 August 1990 (USA),2800,2250
13 June 2003 (USA),2801,2251
7 October 2005 (USA),2802,755
23 February 2001 (Spain),2803,2252
23 August 1996 (USA),2804,2253
16 April 1999 (USA),2805,791
"Apr 5, 1996 Wide",2806,2254
12 April 2002 (USA),2807,1601
5 June 2002 (USA),2808,2255
25 December 1977 (USA),2809,2256
28 July 1993 (USA),2810,2257
12 March 2011 (USA),2811,2258
12 June 1981 (USA),2812,134
22 December 1995 (USA),2813,1322
7 February 1974 (USA),2814,2259
1 February 1984 (France),2815,2260
10 November 1968 (USA),2816,2261
23 May 2014 (USA),2817,655
12 July 2013 (USA),2818,839
19 October 1951 (USA),2819,2262
December 1948 (USA),2820,2263
26 June 1981 (USA),2821,2264
19 November 1982 (USA),2822,939
1 July 1976 (USA),2823,2265
10 January 1992 (USA),2824,2266
3 January 1997 (USA),2825,2267
March 2005 (USA),2826,2268
1 December 2006 (USA),2827,2269
6 June 2014 (USA),2828,1080
18 September 1992 (USA),2829,1527
21 December 2001 (USA),2830,982
12 November 1999 (USA),2831,2071
"Mar 9, 1994 Wide",2832,2270
28 April 2000 (USA),2833,1966
18 February 1994 (USA),2834,1429
20 August 2004 (USA),2835,2271
4 November 1988 (USA),2836,2272
13 August 2014 (USA),2837,2273
26 November 2014 (USA),2838,756
8 June 1983 (USA),2839,2274
3 September 1982 (USA),2840,2275
14 December 1979 (USA),2841,2276
20 June 1980 (USA),2842,920
26 June 1981 (USA),2843,2264
29 July 1983 (USA),2844,2277
2 July 1980 (USA),2845,2278
1 December 1989 (USA),2846,2279
24 November 2004 (USA),2847,646
30 May 1999 (USA),2848,2280
28 March 2014 (USA),2849,741
25 December 1997 (USA),2850,273
19 March 1993 (USA),2851,2281
"Mar 7, 1997 Wide",2852,2282
7 January 1994 (USA),2853,1150
14 July 1995 (USA),2854,1428
24 August 2012 (USA),2855,2283
27 October 1994 (Germany),2856,2284
22 December 1995 (USA),2857,1322
27 November 1991 (USA),2858,2285
,2859,47
18 September 1987 (Brazil),2860,2286
10 July 1981 (USA),2861,1319
16 October 1998 (USA),2862,2137
16 August 2002 (USA),2863,2287
19 March 1999 (USA),2864,1398
28 May 1993 (USA),2865,2288
18 August 2000 (USA),2866,2289
26 March 1997 (USA),2867,2290
12 December 1986 (USA),2868,2291
14 February 1997 (USA),2869,2292
26 July 1985 (USA),2870,2293
4 January 1991 (USA),2871,2294
5 September 1980 (USA),2872,2295
8 August 1986 (USA),2873,1090
11 October 1985 (USA),2874,8
2 December 1994 (USA),2875,2296
22 November 1995 (USA),2876,918
16 August 1996 (USA),2877,1914
1 April 1977 (USA),2878,2297
21 August 1992 (USA),2879,2298
April 2010 (USA),2880,619
1 July 2011 (USA),2881,200
15 August 2008 (UK),2882,2299
6 December 2012 (United Arab Emirates),2883,2300
4 April 2003 (USA),2884,584
1 March 2012 (Singapore),2885,2301
31 March 2010 (USA),2886,2302
"Jan 1, 2000 Wide",2887,2303
25 December 1998 (Brazil),2888,2304
17 November 1995 (USA),2889,1885
9 December 1994 (USA),2890,1137
11 September 2012 (USA),2891,2305
7 August 2014 (Kuwait),2892,2306
27 August 2013 (USA),2893,2027
7 September 2012 (UK),2894,2307
16 November 2012 (USA),2895,1856
12 October 2011 (France),2896,2308
4 June 2010 (USA),2897,1349
1 October 1993 (USA),2898,511
17 February 1995 (USA),2899,2309
15 July 1994 (USA),2900,235
29 June 1994 (USA),2901,2310
29 March 2002 (USA),2902,593
23 March 2007 (USA),2903,574
"Jul 27, 1990 Wide",2904,2311
22 August 1997 (USA),2905,315
4 May 2001 (USA),2906,591
28 April 1989 (USA),2907,2312
2002 (Mexico),2908,2313
25 January 2002 (USA),2909,288
6 April 1995 (USA),2910,2314
12 March 2004 (USA),2911,1820
19 August 2011 (USA),2912,2315
26 July 1996 (USA),2913,2316
30 April 2010 (USA),2914,2317
16 July 1997 (USA),2915,2318
27 September 1991 (USA),2916,2319
21 May 1993 (USA),2917,1872
2 October 1992 (USA),2918,559
10 April 1998 (USA),2919,431
28 July 1989 (USA),2920,1443
17 September 2004 (USA),2921,954
26 March 1986 (USA),2922,2320
29 June 1984 (USA),2923,2216
26 June 1987 (USA),2924,2321
9 March 1984 (USA),2925,2322
17 February 1989 (USA),2926,2323
23 September 1981 (USA),2927,2324
9 May 2015 (USA),2928,2325
15 September 2015 (USA),2929,58
2010 (USA),2930,1155
3 February 1933 (USA),2931,2326
17 October 2014 (USA),2932,1785
2004 (USA),2933,2327
"Jul 7, 2003 Wide",2934,2328
7 January 1933 (USA),2935,2329
15 January 2016 (USA),2936,2330
18 September 1974 (Netherlands),2937,2331
2 August 1946 (USA),2938,2332
2 August 1943 (USA),2939,2333
23 February 1930 (USA),2940,2334
24 February 1933 (USA),2941,2335
16 August 1930 (USA),2942,2336
30 October 1998 (USA),2943,2337
12 September 1947 (Mexico),2944,2338
31 January 2003 (USA),2945,856
5 June 2015 (USA),2946,1991
1 August 2001 (USA),2947,2339
2 February 2015 (USA),2948,2340
9 October 2009 (USA),2949,726
4 January 2011 (USA),2950,2341
5 November 2013 (Germany),2951,2342
25 August 2015 (USA),2952,2343
2014 (USA),2953,1505
1 September 2014 (USA),2954,2344
27 May 2015 (USA),2955,2345
18 August 2014 (USA),2956,2346
1 December 2014 (USA),2957,2347
8 November 2014 (USA),2958,2348
17 June 2014 (USA),2959,48
2009 (USA),2960,2349
6 January 2015 (USA),2961,2350
1 October 2013 (USA),2962,2067
25 March 1983 (USA),2963,195
21 October 2005 (USA),2964,1613
6 October 2009 (USA),2965,2351
24 May 1991 (USA),2966,317
22 October 2013 (USA),2967,2352
24 August 2014 (USA),2968,2353
4 November 2014 (USA),2969,2354
6 July 2012 (Brazil),2970,2355
2 June 2000 (USA),2971,2356
30 June 2015 (USA),2972,2357
2014 (USA),2973,1505
15 May 2015 (USA),2974,2222
,2975,47
11 November 2014 (Netherlands),2976,2358
6 March 2015 (USA),2977,1556
6 January 1944 (Australia),2978,2359
1 April 2014 (USA),2979,2360
,2980,47
30 October 2012 (USA),2981,2361
23 October 1987 (USA),2982,2362
8 February 1980 (USA),2983,2363
July 2009 (USA),2984,2364
15 August 2012 (Belgium),2985,2365
29 August 2008 (USA),2986,2103
12 January 2012 (South Korea),2987,2366
20 October 2012 (USA),2988,2367
15 March 2014 (USA),2989,947
9 August 1996 (USA),2990,2368
12 September 1920 (USA),2991,2369
16 December 1953 (France),2992,2370
2 April 1966 (USA),2993,2371
9 June 1948 (USA),2994,2372
19 November 1980 (USA),2995,2373
7 July 2015 (USA),2996,2374
2 June 1947 (USA),2997,2375
"Dec 20, 2013 Wide",2998,2376
29 March 2010 (USA),2999,2377
15 May 2014 (USA),3000,2378
10 October 2008 (USA),3001,280
31 August 2001 (USA),3002,2379
22 February 2007 (Germany),3003,2380
6 February 2009 (UK),3004,2381
27 June 2003 (Spain),3005,2382
20 August 2013 (USA),3006,2383
October 2013 (USA),3007,1419
,3008,47
2 October 2014 (Netherlands),3009,2384
23 April 2010 (Brazil),3010,2385
4 August 2011 (Australia),3011,2386
April 2014 (Canada),3012,2387
22 February 1935 (USA),3013,2388
,3014,47
20 February 1998 (USA),3015,2389
10 June 2005 (USA),3016,1105
2014 (USA),3017,1505
22 September 2011 (Kuwait),3018,2390
April 1999 (USA),3019,2391
April 2010 (USA),3020,619
25 December 1946 (USA),3021,2392
1 July 1931 (USA),3022,2393
28 July 1954 (France),3023,2394
3 July 1948 (USA),3024,2395
7 October 1959 (USA),3025,2396
10 June 1955 (USA),3026,2397
17 April 1953 (Denmark),3027,2398
6 June 1952 (Finland),3028,2399
14 October 1964 (USA),3029,2400
3 March 1962 (USA),3030,2401
14 July 1959 (Denmark),3031,2402
26 December 1951 (Sweden),3032,2403
2 September 1950 (USA),3033,2404
20 April 1959 (Sweden),3034,2405
13 August 1945 (Brazil),3035,2406
8 July 1948 (USA),3036,2407
26 December 1957 (Sweden),3037,2408
11 June 1948 (USA),3038,2409
April 1949 (USA),3039,2410
22 January 1951 (Sweden),3040,2411
1 November 2012 (USA),3041,2412
16 December 2014 (USA),3042,2413
10 May 2012 (USA),3043,2414
24 December 1954 (USA),3044,2415
10 September 2010 (USA),3045,2416
2011 (USA),3046,45
1 July 2010 (USA),3047,2417
8 April 1946 (USA),3048,2418
2 September 1955 (USA),3049,2419
20 March 1998 (USA),3050,2420
28 May 2013 (USA),3051,2421
