Creator,Cast,original_index,unique_index
"Harvey Pekar,Shari Springer Berman,Robert Pulcini","Chris Ambrose,Joey Krajcar,Josh Hutcherson,Cameron Carter,Daniel Tay,Mary Faktor,Paul Giamatti,Harvey Pekar,Shari Springer Berman,Larry John Meyers,Vivienne Benesch,Barbara Brown,Earl Billings,Danny Hoch,James Urbaniak",2255,2240
Aaron Sorkin,"Michael Douglas,Annette Bening,Martin Sheen,Michael J. Fox,Anna Deavere Smith,Samantha Mathis,Shawna Waldron,David Paymer,Anne Haney,Richard Dreyfuss,Nina Siemaszko,Wendie Malick,Beau Billingslea,Gail Strickland,Joshua Malina",2256,2241
"David Lynch,Barry Gifford","Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,Jenna Maetlind,Michael Massee,Robert Blake,Henry Rollins,Michael Shamus Wiles,Mink Stole,Leonard Termo,Ivory Ocean,Jack Kehler,David Byrd,Gene Ross",2257,2242
David Lynch,"Jack Nance,Charlotte Stewart,Allen Joseph,Jeanne Bates,Judith Roberts,Laurel Near,V. Phipps-Wilson,Jack Fisk,Jean Lange,Thomas Coulson,John Monez,Darwin Joston,T. Max Graham,Hal Landon Jr.,Jennifer Chambers Lynch",2258,2243
"Walter Tevis,Richard Price","Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Helen Shaver,John Turturro,Bill Cobbs,Robert Agins,Alvin Anastasia,Randall Arney,Elizabeth Bracco,Vito D'Ambrosio,Ron Dean,Lisa Dodson,Donald A. Feeney,Paul Geier",2259,2244
"Aaron Sorkin,Aaron Sorkin","Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,Kiefer Sutherland,Kevin Pollak,James Marshall,J.T. Walsh,Christopher Guest,J.A. Preston,Matt Craven,Wolfgang Bodison,Xander Berkeley,John M. Jackson,Noah Wyle",2260,2245
"Barry Morrow,Ronald Bass","Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Jack Murdock,Michael D. Roberts,Ralph Seymour,Lucinda Jenney,Bonnie Hunt,Kim Robillard,Beth Grant,Dolan Dougherty,Marshall Dougherty,Patrick Dougherty,John-Michael Dougherty",2261,2246
"Robert Towne,Tom Cruise","Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,Cary Elwes,Michael Rooker,Fred Dalton Thompson,John C. Reilly,J.C. Quinn,Don Simpson,Caroline Williams,Donna W. Scott,Chris Ellis,Peter Appel,Stephen Michael Ayers",2262,2247
Paul Brickman,"Tom Cruise,Rebecca De Mornay,Joe Pantoliano,Richard Masur,Bronson Pinchot,Curtis Armstrong,Nicholas Pryor,Janet Carroll,Shera Danese,Raphael Sbarge,Bruce A. Young,Kevin Anderson,Sarah Partridge,Nathan Davis,Scott Harlan",2263,2248
"Darryl Ponicsan,Robert Mark Kamen","George C. Scott,Timothy Hutton,Ronny Cox,Sean Penn,Tom Cruise,Brendan Ward,Evan Handler,John P. Navin Jr.,Billy Van Zandt,Giancarlo Esposito,Donald Kimmel,Tim Wahrer,Tim Riley,Jeff Rochlin,Rusty Jacobs",2264,2249
Heywood Gould,"Tom Cruise,Bryan Brown,Elisabeth Shue,Lisa Banes,Laurence Luckinbill,Kelly Lynch,Gina Gershon,Ron Dean,Robert Donley,Ellen Foley,Andrea Doven,Chris Owens,Louis Ferreira,John Graham,Richard Thorn",2265,2250
"John Grisham,David Rabe","Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Hal Holbrook,Terry Kinney,Wilford Brimley,Ed Harris,Holly Hunter,David Strathairn,Gary Busey,Steven Hill,Tobin Bell,Barbara Garrick,Jerry Hardin,Paul Calderon",2266,2251
Cameron Crowe,"Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,Kelly Preston,Jerry O'Connell,Jay Mohr,Bonnie Hunt,Regina King,Jonathan Lipnicki,Todd Louiso,Mark Pellington,Jeremy Suarez,Jared Jussim,Benjamin Kimball Smith,Ingrid Beer",2267,2252
Barry L. Levy,"Dennis Quaid,Matthew Fox,Forest Whitaker,Bruce McGill,Édgar Ramírez,Saïd Taghmaoui,Ayelet Zurer,Zoe Saldana,Sigourney Weaver,William Hurt,James Le Gros,Eduardo Noriega,Richard T. Jones,Holt McCallany,Leonardo Nam",2268,2253
"Peter A. Dowling,Billy Ray","Jodie Foster,Peter Sarsgaard,Sean Bean,Kate Beahan,Michael Irby,Assaf Cohen,Erika Christensen,Shane Edelman,Mary Gallagher,Haley Ramm,Forrest Landis,Jana Kolesárová,Brent Sexton,Marlene Lawston,Judith Scott",2269,2254
Richard Wenk,"Bruce Willis,Yasiin Bey,David Morse,Jenna Stern,Casey Sander,Cylk Cozart,David Zayas,Robert Racki,Patrick Garrow,Sasha Roiz,Conrad Pla,Hechter Ubarry,Richard Fitzpatrick,Peter McRobbie,Michael F. Keenan",2270,2255
Jason Smilovic,"Josh Hartnett,Bruce Willis,Lucy Liu,Morgan Freeman,Ben Kingsley,Michael Rubenfeld,Peter Outerbridge,Stanley Tucci,Kevin Chamberlin,Dorian Missick,Mykelti Williamson,Scott Gibson,Daniel Kash,Dmitry Chepovetsky,Sam Jaeger",2271,2256
Martin McDonagh,"Elizabeth Berrington,Rudy Blomme,Olivier Bonjour,Mark Donovan,Ann Elsley,Colin Farrell,Jean-Marc Favorin,Ralph Fiennes,Brendan Gleeson,Eric Godon,Zeljko Ivanek,Sachi Kimura,Anna Madeley,Louis Nummy,Clémence Poésy",2272,2257
"Jacob Brackman,Bob Rafelson","Jack Nicholson,Bruce Dern,Ellen Burstyn,Julia Anne Robinson,Scatman Crothers,Charles LaVine,Arnold Williams,John P. Ryan,Sully Boyar,Josh Mostel,William Pabst,Garry Goodrow,Imogene Bliss,Ann Thomas,Tom Overton",2273,2258
Rich Wilkes,"Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,Michael Roof,Richy Müller,Werner Daehn,Petr Jákl,Jan Pavel Filipensky,Tom Everett,Danny Trejo,Thomas Ian Griffith,Eve,Leila Arcieri,William Hope",2274,2259
"Rich Wilkes,Simon Kinberg","Willem Dafoe,Samuel L. Jackson,Ice Cube,Scott Speedman,Xzibit,Peter Strauss,Michael Roof,Sunny Mabrey,Nona Gaye,John Gleeson Connolly,Ramon De Ocampo,Barry Sigismondi,Michael Don Evans,David Rountree,Ned Schmidtke",2275,2260
,"Kelly McCormick,Tiffany,Jeff Turner",2276,2261
James Westby,"Bill Hader,John Waters,Gus Van Sant,Todd Haynes,Abel Ferrara,Alex Ross Perry,Penelope Spheeris,Nicole Holofcener,Thelma Schoonmaker,Ondi Timoner,Lance Bangs,Ehren McGhehey,Katie Michels,Ted Hope,John Sloss",2277,2262
,"Jack Angstreich,Eric Chadbourne,Bill Heidbreder,Roberta Hill,Harvey Schwartz,Richard Aidala,Tia Bonacore,David Schwartz,Michael Slipp,Audrey Hepburn",2278,2263
"Kirby Dick,Eddie Schmidt","Kimberly Peirce,Jon Lewis,David Ansen,Martin Garbus,Wayne Kramer,Paul Dergarabedian,Kevin Smith,John Waters,Matt Stone,Richard Heffner,Bingham Ray,Joel Federman,Kirby Dick,Jay Rosenzweig,Paul Huebl",2279,2264
"Andrew James,Joshua Ligairi","Ray Lines,Allan Erb,Scott Nybo,Danny Thompson,Robert Perry,David Knowlton,Ezra Taft Benson,Phil Gordon,Neil LaBute,Richard Dutcher,Irwin Winkler,Curtis Hanson,Michael Mann,Marshall Herskovitz,Steven Soderbergh",2280,2265
David Lynch,"Laura Dern,Jeremy Irons,Justin Theroux,Karolina Gruszka,Jan Hencz,Krzysztof Majchrzak,Grace Zabriskie,Ian Abercrombie,Karen Baird,Bellina Logan,Amanda Foreman,Peter J. Lucas,Harry Dean Stanton,Cameron Daddo,Jerry Stahl",2281,2266
James Westby,"Melik Malkasian,Denise Chanterelle DuBois,Loren Hoskins,John Breen,Andrew Harris,Amanda Jackie Warren,Leslie Taylor,Viva Las Vegas,Malice McMunn,Sahara,Cora Benesh,Cara Seymour,Katherine Flynn,Victor Morris,Jacob Pander",2282,2267
James Westby,"Katie O'Grady,John Keyser,Storm Large,Melik Malkasian,Betty Moyer,John Breen,Orianna Herrman,Ritah Parrish,Melinda Chilton,Geno Romo,Art Alexakis,Cora Benesh,Kristin Coleman,Denise Chanterelle DuBois,Derek Estes",2283,2268
Mike Judge,"Jason Bateman,Mila Kunis,Kristen Wiig,Ben Affleck,J.K. Simmons,Clifton Collins Jr.,Dustin Milligan,David Koechner,Beth Grant,T.J. Miller,Javier Gutierrez,Lidia Porto,Gene Simmons,Matt Schulze,Lamberto Gutierrez",2284,2269
Jordan Susman,"Devon Gummersall,Dylan Bruno,Gina Philips,Johnny Whitworth,Katharine Towne,Steve Van Wormer,Sandi Schultz,John Savage,Sabine Singh,Amy Greenspun,Scarlett McAlister,Bo Barron,Marcus Moziek,Todd Terry,Matt Prescott Morton",2285,2270
James Westby,Melik Malkasian,2286,2271
Woody Allen,"Woody Allen,Diane Keaton,Georges Adet,Frank Adu,Edmond Ardisson,Féodor Atkine,Albert Augier,Yves Barsacq,Lloyd Battista,Jack Berard,Eva Betrand,George Birt,Yves Brainville,Gérard Buhr,Brian Coburn",2287,2272
"Hironobu Sakaguchi,Al Reinert","Ming-Na Wen,Alec Baldwin,Ving Rhames,Steve Buscemi,Peri Gilpin,Donald Sutherland,James Woods,Keith David,Jean Simmons,Matt McKenzie,Matt Adler,Steve Alterman,David Arnott,Andrea Baker,Cathy Cavadini",2288,2273
Tom DiCillo,"Johnny Depp,John Densmore,Robby Krieger,Ray Manzarek,Jim Morrison,The Doors,Jimi Hendrix,Jim Ladd",2289,2274
"John Roach,Mary Sweeney","Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,Donald Wiegert,Richard Farnsworth,Tracey Maloney,Dan Flannery,Jennifer Edwards-Hughes,Ed Grennan,Jack Walsh,Max the Wonder Dog,Gil Pearson,Barbara June Patterson,Everett McGill,Anastasia Webb",2290,2275
"Barry Gifford,David Lynch","Nicolas Cage,Laura Dern,Willem Dafoe,J.E. Freeman,Crispin Glover,Diane Ladd,Calvin Lockhart,Isabella Rossellini,Harry Dean Stanton,Grace Zabriskie,Sherilyn Fenn,Marvin Kaplan,William Morgan Sheppard,David Patrick Kelly,Freddie Jones",2291,2276
"Patrick Read Johnson,Charles Edward Pogue","Dennis Quaid,David Thewlis,Pete Postlethwaite,Dina Meyer,Jason Isaacs,Brian Thompson,Lee Oakes,Wolf Christian,Terry O'Neill,Eva Vejmelková,Milan Bahúl,Peter Hric,Sandra Kovacicova,Kyle Cohen,Thom Baker",2292,2277
"Brian Helgeland,Brian Helgeland","Russell Crowe,Cate Blanchett,Max von Sydow,William Hurt,Mark Strong,Oscar Isaac,Danny Huston,Eileen Atkins,Mark Addy,Matthew Macfadyen,Kevin Durand,Scott Grimes,Alan Doyle,Douglas Hodge,Léa Seydoux",2293,2278
"Ronald Bass,Michael Hertzberg","Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,Maury Chaykin,Kevin McNally,Terry O'Neill,Madhav Sharma,David Yip,Tim Potter,Eric Meyers,Aaron Swartz,William Marsh,Tony Xu,Rolf Saxon",2294,2279
"Lorne Cameron,David Hoselton","Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Christopher Villiers,Valentine Pelka,Colin McCormack,Ralph Ineson,John Gielgud,Stuart Bunce,Jane Robbins,Jean Marie Coffey,Paul Kynman,Tom Lucy",2295,2280
"John Norville,Ron Shelton","Kevin Costner,Rene Russo,Don Johnson,Cheech Marin,Linda Hart,Dennis Burkley,Rex Linn,Lou Myers,Richard Lineback,George Perez,Mickey Jones,Michael Milhoan,Gary McCord,Craig Stadler,Peter Jacobsen",2296,2281
"Dan Gordon,Lawrence Kasdan","Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Linden Ashby,Jeff Fahey,Joanna Going,Mark Harmon,Michael Madsen,Catherine O'Hara,Bill Pullman,Isabella Rossellini,Tom Sizemore,JoBeth Williams,Mare Winningham",2297,2282
"David Brin,Eric Roth","Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,James Russo,Daniel von Bargen,Tom Petty,Scott Bairstow,Giovanni Ribisi,Roberta Maxwell,Joe Santos,Ron McLarty,Peggy Lipton,Brian Anthony Wilson,Todd Allen",2298,2283
"Costa-Gavras,Donald Stewart","Jack Lemmon,Sissy Spacek,Melanie Mayron,John Shea,Charles Cioffi,David Clennon,Richard Venture,Jerry Hardin,Richard Bradford,Joe Regalbuto,Keith Szarabajka,John Doolittle,Janice Rule,Ward Costello,Hansford Rowe",2299,2284
"Frank Darabont,Stephen King","Thomas Jane,Marcia Gay Harden,Laurie Holden,Andre Braugher,Toby Jones,William Sadler,Jeffrey DeMunn,Frances Sternhagen,Nathan Gamble,Alexa Davalos,Chris Owen,Sam Witwer,Robert C. Treveiler,David Jensen,Melissa McBride",2300,2285
"Lawrence D. Cohen,Larry Cohen","Sissy Spacek,Piper Laurie,Amy Irving,William Katt,John Travolta,Nancy Allen,Betty Buckley,P.J. Soles,Priscilla Pointer,Sydney Lassick,Stefan Gierasch,Michael Talbott,Doug Cox,Harry Gold,Noelle North",2301,2286
"Huck Botko,Andrew Gurland","Patrick Fabian,Ashley Bell,Iris Bahr,Louis Herthum,Caleb Landry Jones,Tony Bentley,John Wright Jr.,Shanna Forrestall,Justin Shafer,Carol Sutton,Victoria Patenaude,John Wilmot,Becky Fly,Denise Lee,Logan Craig Reid",2302,2287
"Stephen King,Stephen King","Dale Midkiff,Fred Gwynne,Denise Crosby,Brad Greenquist,Michael Lombard,Miko Hughes,Blaze Berdahl,Susan Blommaert,Mara Clark,Kavi Raz,Mary Louise Wilson,Andrew Hubatsek,Liz Davies,Kara Dalke,Matthew August Ferrell",2303,2288
"Stephen King,Tony Gilroy","Kathy Bates,Jennifer Jason Leigh,Judy Parfitt,Christopher Plummer,David Strathairn,Eric Bogosian,John C. Reilly,Ellen Muth,Bob Gunton,Roy Cooper,Wayne Robson,Ruth Marshall,Weldon Allen,Tom Gallant,Kelly Burnett",2304,2289
George Huang,"Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio Del Toro,T.E. Russell,Roy Dotrice,Matthew Flint,Patrick Fischler,Jerry Levine",2305,2290
"Stephen King,Bill Phillips","Keith Gordon,John Stockwell,Alexandra Paul,Robert Prosky,Harry Dean Stanton,Christine Belford,Roberts Blossom,William Ostrander,David Spielberg,Malcolm Danare,Steven Tash,Stuart Charno,Kelly Preston,Marc Poppel,Robert Darnell",2306,2291
"Howard Lindsay,Allan Scott","Fred Astaire,Ginger Rogers,Victor Moore,Helen Broderick,Eric Blore,Betty Furness,Georges Metaxa",2307,2292
"William Shakespeare,Kenneth Branagh","Alessandro Nivola,Alicia Silverstone,Natascha McElhone,Kenneth Branagh,Carmen Ejogo,Matthew Lillard,Adrian Lester,Emily Mortimer,Richard Briers,Geraldine McEwan,Stefania Rocca,Jimmy Yuill,Nathan Lane,Timothy Spall,Anthony O'Donnell",2308,2293
"Manuel Seff,James Seymour","James Cagney,Joan Blondell,Ruby Keeler,Dick Powell,Frank McHugh,Guy Kibbee,Ruth Donnelly,Hugh Herbert,Claire Dodd,Gordon Westcott,Arthur Hohl,Renee Whitney,Barbara Rogers,Paul Porcasi,Philip Faversham",2309,2294
Robert Rodriguez,"Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi,Carlos Gómez,Quentin Tarantino,Tito Larriva,Angel Aviles,Danny Trejo,Abraham Verduzco,Carlos Gallardo,Albert Michel Jr.,David Alvarado,Angela Lanza",2310,2295
Robert Rodriguez,"Rose McGowan,Freddy Rodríguez,Josh Brolin,Marley Shelton,Jeff Fahey,Michael Biehn,Rebel Rodriguez,Bruce Willis,Naveen Andrews,Julio Oscar Mechoso,Fergie,Nicky Katt,Hung Nguyen,Cecilia Conti,Tommy Nix",2311,2296
"Abem Finkel,Harry Chandlee","Gary Cooper,Walter Brennan,Joan Leslie,George Tobias,Stanley Ridges,Margaret Wycherly,Ward Bond,Noah Beery Jr.,June Lockhart,Dickie Moore,Clem Bevans,Howard Da Silva,Charles Trowbridge,Harvey Stephens,David Bruce",2312,2297
"Allison Anders,Alexandre Rockwell","Sammi Davis,Amanda De Cadenet,Valeria Golino,Madonna,Ione Skye,Lili Taylor,Alicia Witt,Jennifer Beals,David Proval,Antonio Banderas,Lana McKissack,Patricia Vonne,Tamlyn Tomita,Danny Verduzco,Salma Hayek",2313,2298
"Robert Rodriguez,Rob Zombie,Edgar Wright,Quentin Tarantino,Jeff Rendell","Kurt Russell,Zoë Bell,Rosario Dawson,Vanessa Ferlito,Sydney Tamiia Poitier,Tracie Thoms,Rose McGowan,Jordan Ladd,Mary Elizabeth Winstead,Quentin Tarantino,Marcy Harriell,Eli Roth,Omar Doom,Michael Bacall,Monica Staggs",2314,2299
"Robert Rodriguez,Álvaro Rodríguez","Danny Trejo,Robert De Niro,Jessica Alba,Steven Seagal,Michelle Rodriguez,Jeff Fahey,Cheech Marin,Don Johnson,Shea Whigham,Lindsay Lohan,Daryl Sabara,Gilbert Trejo,Ara Celi,Tom Savini,Billy Blair",2315,2300
"Robert Kurtzman,Quentin Tarantino","George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Ernest Liu,Salma Hayek,Cheech Marin,Danny Trejo,Tom Savini,Fred Williamson,Michael Parks,Brenda Hillhouse,John Saxon,Marc Lawrence,Kelly Preston",2316,2301
"Quentin Tarantino,Elmore Leonard","Pam Grier,Samuel L. Jackson,Robert Forster,Bridget Fonda,Michael Keaton,Robert De Niro,Michael Bowen,Chris Tucker,LisaGay Hamilton,Tommy 'Tiny' Lister,Hattie Winston,Sid Haig,Aimee Graham,Ellis Williams,Tangie Ambrose",2317,2302
Robert Rodriguez,"Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Eva Mendes,Danny Trejo,Enrique Iglesias,Marco Leonardi,Cheech Marin,Rubén Blades,Willem Dafoe,Gerardo Vigil,Pedro Armendáriz Jr.,Julio Oscar Mechoso,Tito Larriva",2318,2303
"Michael Ondaatje,Anthony Minghella","Ralph Fiennes,Juliette Binoche,Willem Dafoe,Kristin Scott Thomas,Naveen Andrews,Colin Firth,Julian Wadham,Jürgen Prochnow,Kevin Whately,Clive Merrison,Nino Castelnuovo,Hichem Rostom,Peter Rühring,Geordie Johnson,Torri Higginson",2319,2304
"Paul Haggis,Paul Haggis","Karina Arroyave,Dato Bakhtadze,Sandra Bullock,Don Cheadle,Art Chudabala,Sean Cory,Tony Danza,Keith David,Loretta Devine,Matt Dillon,Jennifer Esposito,Ime Etuk,Eddie J. Fernandez,William Fichtner,Howard Fong",2320,2305
"Richard Recco,Demian Lichtenstein","Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,Kevin Pollak,David Arquette,Jon Lovitz,Howie Long,Thomas Haden Church,Bokeem Woodbine,Ice-T,David Kaye,Louis Lombardi,Shawn Michael Howard,Michael Kopsa",2321,2306
John Lee Hancock,"Kevin Costner,Clint Eastwood,Laura Dern,T.J. Lowther,Keith Szarabajka,Leo Burmester,Paul Hewitt,Bradley Whitford,Ray McKinnon,Jennifer Griffin,Leslie Flowers,Belinda Flowers,Darryl Cox,Jay Whiteaker,Taylor Suzanna McBride",2322,2307
"Kenneth Fearing,Robert Garland","Kevin Costner,Gene Hackman,Sean Young,Will Patton,Howard Duff,George Dzundza,Jason Bernard,Iman,Fred Dalton Thompson,Leon Russom,Dennis Burkley,Marshall Bell,Chris D.,Michael Shillo,Nicholas Worth",2323,2308
"Brandon Camp,Mike Thompson","Kevin Costner,Susanna Thompson,Joe Morton,Ron Rifkin,Kathy Bates,Robert Bailey Jr.,Jacob Smith,Jay Thomas,Lisa Banes,Matt Craven,Casey Biggs,Leslie Hope,Peter Hansen,Mary Beth Fisher,Kim Staunton",2324,2309
Ron L. Brinkerhoff,"Kevin Costner,Ashton Kutcher,Sela Ward,Melissa Sagemiller,Clancy Brown,Omari Hardwick,Alex Daniels,Daniel J. Molthen,Andrew Schanno,Adam Pena,Joe Arquette,Gary Billburg,Joshua Mitcheltree,Rusty Tennant,James Barnes",2325,2310
"Jason Richman,Joshua Michael Stern","Kevin Costner,Madeline Carroll,Paula Patton,Kelsey Grammer,Dennis Hopper,Nathan Lane,Stanley Tucci,George Lopez,Judge Reinhold,Charles Esten,Richard Petty,Willie Nelson,Mare Winningham,Mark Moses,Nana Visitor",2326,2311
"Lauran Paine,Craig Storper","Robert Duvall,Kevin Costner,Annette Bening,Michael Gambon,Michael Jeter,Diego Luna,James Russo,Abraham Benrubi,Dean McDermott,Kim Coates,Herb Kohler,Peter MacNeill,Cliff Saunders,Patricia Stutz,Julian Richings",2327,2312
Dana Stevens,"Kevin Costner,Kelly Preston,John C. Reilly,Jena Malone,Brian Cox,Addie Daddio,J.K. Simmons,Vin Scully,Steve Lyons,Carmine Giovinazzo,Bill E. Rogers,Hugh Ross,Domenick Lombardozzi,Arnetia Walker,Larry Joshua",2328,2313
"Tom Clancy,Larry Ferguson","Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,James Earl Jones,Joss Ackland,Richard Jordan,Peter Firth,Tim Curry,Courtney B. Vance,Stellan Skarsgård,Jeffrey Jones,Timothy Carhart,Larry Ferguson,Fred Dalton Thompson",2329,2314
Shane Black,"Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,Tom Atkins,Darlene Love,Traci Wolfe,Jackie Swanson,Damon Hines,Ebonie Smith,Bill Kalmenson,Lycia Naff,Patrick Cameron,Don Gordon,Jimmie F. Skaggs",2330,2315
J.F. Lawton,"Steven Seagal,Tommy Lee Jones,Gary Busey,Erika Eleniak,Colm Meaney,Patrick O'Neal,Andy Romano,Nick Mancuso,Damian Chapa,Troy Evans,David McKnight,Lee Hinton,Glenn Morshower,Leo Alexander,John Rottger",2331,2316
"Roy Huggins,John Pogue","Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano,Daniel Roebuck,Tom Wood,LaTanya Richardson Jackson,Irène Jacob,Kate Nelligan,Patrick Malahide,Rick Snyder,Michael Paul Chan,Johnny Lee Davenport,Donald Li,Marc Vann",2332,2317
"Scott Turow,Frank Pierson","Harrison Ford,Brian Dennehy,Raul Julia,Bonnie Bedelia,Paul Winfield,Greta Scacchi,John Spencer,Joe Grifasi,Tom Mardirosian,Anna Maria Horsford,Sab Shimono,Bradley Whitford,Christine Estabrook,Michael Tolan,Madison Arnold",2333,2318
"William Kelley,Pamela Wallace","Harrison Ford,Kelly McGillis,Josef Sommer,Lukas Haas,Jan Rubes,Alexander Godunov,Danny Glover,Brent Jennings,Patti LuPone,Angus MacInnes,Frederick Rolf,Viggo Mortensen,John Garson,Beverly May,Ed Crowley",2334,2319
"Tom Clancy,W. Peter Iliff","Harrison Ford,Anne Archer,Patrick Bergin,Sean Bean,Thora Birch,James Fox,Samuel L. Jackson,Polly Walker,J.E. Freeman,James Earl Jones,Richard Harris,Alex Norton,Hugh Fraser,David Threlfall,Alun Armstrong",2335,2320
"Tom Clancy,Donald Stewart","Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny,Harris Yulin,Donald Moffat,Miguel Sandoval,Benjamin Bratt,Raymond Cruz,Dean Jones,Thora Birch,Ann Magnuson,Hope Lange,Tom Tammi",2336,2321
Andrew W. Marlowe,"Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,Liesel Matthews,Paul Guilfoyle,Xander Berkeley,William H. Macy,Dean Stockwell,Tom Everett,Jürgen Prochnow,Donna Bullock,Michael Ray Miller,Carl Weintraub,Elester Latham",2337,2322
"J.D. Zeik,J.D. Zeik","Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård,Sean Bean,Skipp Sudduth,Michael Lonsdale,Jan Tríska,Jonathan Pryce,Ron Perkins,Féodor Atkine,Katarina Witt,Bernard Bloch,Dominic Gugliametti,Alan Beckworth",2338,2323
"John D. MacDonald,James R. Webb","Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,Joe Don Baker,Robert Mitchum,Gregory Peck,Martin Balsam,Illeana Douglas,Fred Dalton Thompson,Zully Montero,Craig Henne,Forest Burton,Edgar Allan Poe IV,Rod Ball",2339,2324
"Max Allan Collins,Richard Piers Rayner","Tyler Hoechlin,Rob Maxey,Liam Aiken,Jennifer Jason Leigh,Tom Hanks,Paul Newman,Daniel Craig,Ciarán Hinds,Craig Spidle,Ian Barford,Stephen P. Dunn,Paul Turner,Kathleen Keane,Brendan McKinney,Jackie Moran",2340,2325
"Robert Frost,Dennis Lee","Ryan Reynolds,Willem Dafoe,Emily Watson,Carrie-Anne Moss,Julia Roberts,Ioan Gruffudd,Hayden Panettiere,Shannon Lucio,Cayden Boyd,George Newbern,Chase Ellison,Brooklynn Proulx,Diane Perella,Natalie Karp,John C. Stennfeld",2341,2326
"Betzi Manoogian,Martin Scorsese","Zina Bethune,Harvey Keitel,Anne Collette,Lennard Kuras,Michael Scala,Harry Northup,Tsuai Yu-Lan,Saskia Holleman,Bill Minkin,Philip Carlson,Wendy Russell,Robert Uricola,Susan Wood,Marissa Mathes,Catherine Scorsese",2342,2327
"Ben L. Reitman,Joyce Hooper Corrington","Barbara Hershey,David Carradine,Barry Primus,Bernie Casey,John Carradine,Victor Argo,David Osterhout,Grahame Pratt,'Chicken' Holleman,Harry Northup,Ann Morell,Marianne Dole,Joe Reynolds",2343,2328
"David Brooks,Paul Carafotes","Steven R. McQueen,Joe Mantegna,Michael Rispoli,Louis Gossett Jr.,Laurie Fortier,James Gandolfini,Billy St. John,John Barillaro,Marivel Decker,Jack Kissel,Ken Hudson Campbell,Eric Stonestreet,Kathleen Campbell,Steve Carell,Ian Gomez",2344,2329
Paul Greengrass,"J.J. Johnson,Gary Commock,Polly Adams,Opal Alladin,Starla Benford,Trish Gates,Nancy McDoniel,David Alan Basche,Richard Bekins,Susan Blommaert,Ray Charleson,Christian Clemenson,Liza Colón-Zayas,Lorna Dallas,Denny Dillon",2345,2330
