Language,Genre,original_index,unique_index
English,"Adventure,Family,Fantasy",2467,98
"English,Norwegian,Latin,French","Drama,Family",2468,981
"English,Dutch","Comedy,Drama,Family",2469,982
English,"Drama,Family",2470,260
English,"Drama,Family",2471,260
English,"Biography,Drama,Family",2472,644
English,"Comedy,Drama,Family",2473,297
English,Western,2474,122
"English,Icelandic,French,Italian,Russian","Adventure,Family,Fantasy",2475,983
English,"Adventure,Drama,Family",2476,612
English,"Drama,Family,Musical",2477,258
"English,German","Drama,Family,Romance",2478,984
English,"Animation,Adventure,Family",2479,105
English,"Drama,Family,Sport",2480,680
English,"Comedy,Family",2481,368
English,"Comedy,Fantasy,Horror",2482,204
English,"Comedy,Drama,Family",2483,297
English,"Action,Adventure,Comedy",2484,156
English,Comedy,2485,61
English,"Comedy,Drama,Romance",2486,73
English,"Comedy,Romance",2487,9
English,"Comedy,Romance",2488,9
"English,Italian","Comedy,Romance",2489,357
English,"Comedy,Romance",2490,9
"English,Finnish","Comedy,Romance",2491,985
"English,American Sign Language","Comedy,Drama,Romance",2492,923
English,"Animation,Family,Musical",2493,608
English,"Animation,Family,Music",2494,609
English,"Animation,Family,Fantasy",2495,380
"English,Spanish,Portuguese","Animation,Family,Fantasy",2496,986
English,"Animation,Kids & Family,Musical & Performing Arts,Classics,Science Fiction & Fantasy",2497,987
English,"Animation,Family,Music",2498,609
English,"Drama,Action,Horror",2499,988
English,"Animation,Comedy,Family",2500,20
English,"Adventure,Family",2501,397
English,"Family,Drama",2502,989
"English,French,Swedish","Comedy,Drama,Romance",2503,990
English,"Comedy,Fantasy",2504,196
"English,Cantonese,Spanish","Comedy,Family,Fantasy",2505,991
"English,French","Action,Adventure,Comedy",2506,850
"English,Spanish","Adventure,Comedy,Family",2507,625
English,"Comedy,Family,Fantasy",2508,381
English,"Comedy,Family,Romance",2509,366
English,"Adventure,Comedy,Drama",2510,69
English,"Comedy,Drama,Family",2511,297
English,"Comedy,Drama",2512,10
English,"Comedy,Family,Fantasy",2513,381
English,"Comedy,Drama,Family",2514,297
English,"Drama,Kids & Family,Comedy",2515,992
English,Family,2516,168
English,"Comedy,Romance",2517,9
English,"Comedy,Drama,Romance",2518,73
English,Comedy,2519,61
English,"Adventure,Comedy,Fantasy",2520,777
English,"Action,Crime,Horror",2521,993
"English,French,Spanish","Comedy,Drama,Romance",2522,994
English,"Comedy,Romance",2523,9
English,Comedy,2524,61
English,"Adventure,Comedy,Fantasy",2525,777
English,"Action & Adventure,Science Fiction & Fantasy",2526,407
English,Comedy,2527,61
English,"Adventure,Drama,Family",2528,612
English,Family,2529,168
English,"Comedy,Family",2530,368
English,"Adventure,Family",2531,397
English,"Animation,Family",2532,487
English,"Drama,Family",2533,260
English,"Drama,Family,Sport",2534,680
English,"Action,Adventure,Comedy",2535,156
English,"Adventure,Family,Mystery",2536,995
"English,Spanish","Adventure,Comedy,Family",2537,625
English,"Drama,Family",2538,260
English,"Crime,Drama,Thriller",2539,82
English,"Action,Adventure,Drama",2540,70
English,"Drama,Sci-Fi,Thriller",2541,496
English,"Comedy,Family",2542,368
English,"Comedy,Family",2543,368
English,"Comedy,Family",2544,368
English,"Adventure,Comedy,Family",2545,296
English,"Comedy,Drama,Family",2546,297
English,"Comedy,Family,Fantasy",2547,381
English,"Comedy,Drama,Family",2548,297
English,"Animation,Family,Musical",2549,608
English,"Drama,Family,Sport",2550,680
English,"Short,Drama",2551,722
"English,Dutch","Adventure,Family,Fantasy",2552,996
English,"Short,Drama",2553,722
English,"Documentary,Drama",2554,723
English,Documentary,2555,11
English,Documentary,2556,11
English,Documentary,2557,11
"English,French","Action,Adventure,Thriller",2558,997
"English,Spanish",Documentary,2559,615
"English,German,French","Documentary,History",2560,998
English,"Documentary,Biography",2561,3
"English,Spanish","Crime,Drama",2562,24
English,"Crime,Mystery,Thriller",2563,999
"English,French","Documentary,Biography,History",2564,1000
English,Documentary,2565,11
English,"Documentary,Crime,Drama",2566,335
English,"Documentary,Drama",2567,723
English,"Comedy,Drama",2568,10
English,"Documentary,Crime,Mystery",2569,1001
English,"Documentary,Crime,Mystery",2570,1001
English,Documentary,2571,11
English,"Documentary,Comedy",2572,325
English,"Documentary,Comedy",2573,325
English,Documentary,2574,11
English,"Comedy,Family,Romance",2575,366
"English,French","Crime,Mystery,Romance",2576,1002
English,Documentary,2577,11
English,"Documentary,Adventure,Comedy",2578,1003
English,"Drama,Mystery,Thriller",2579,14
English,Documentary,2580,11
"English,Russian,Spanish",Documentary,2581,1004
English,Documentary,2582,11
English,Documentary,2583,11
English,"Documentary,Comedy,Crime",2584,1005
English,Documentary,2585,11
"English,Hebrew,Arabic,Persian,Spanish","Documentary,Comedy",2586,1006
"English,French",Drama,2587,254
English,"Comedy,Drama",2588,10
English,"Drama,Romance,War",2589,119
English,"Drama,Mystery,Thriller",2590,14
English,"Biography,Drama,Thriller",2591,724
English,Documentary,2592,11
"English,Esperanto","Comedy,Drama,War",2593,1007
English,"Biography,Drama,History",2594,253
English,Horror,2595,53
English,Drama,2596,35
English,"Comedy,Crime,Horror",2597,332
English,Horror,2598,53
English,"Horror,Mystery,Sci-Fi",2599,759
English,"Horror,Thriller",2600,50
English,"Comedy,Horror",2601,52
English,Drama,2602,35
English,"Comedy,Sport",2603,233
English,"Crime,Action,Drama",2604,1008
English,Mystery,2605,76
English,"Comedy,Drama,Fantasy",2606,44
English,"Drama,Thriller",2607,23
English,Western,2608,122
English,"Comedy,Family",2609,368
English,"Adventure,Comedy,Crime",2610,1009
"English,French","Comedy,Sci-Fi",2611,1010
English,"Comedy,Drama",2612,10
English,"Comedy,Drama",2613,10
English,"Comedy,Romance",2614,9
English,Comedy,2615,61
"English,Hawaiian","Comedy,Romance,Thriller",2616,1011
"English,Spanish","Comedy,Drama,Family",2617,1012
English,"Adventure,Comedy,Family",2618,296
English,"Adventure,Comedy,Family",2619,296
"English,Latin,Greek,French,German,Arabic",Horror,2620,1013
English,"Comedy,Family,Fantasy",2621,381
English,"Adventure,Comedy,Family",2622,296
English,"Action,Comedy,Fantasy",2623,1014
English,"Adventure,Comedy,Drama",2624,69
English,"Comedy,Family,Fantasy",2625,381
English,Comedy,2626,61
English,"Comedy,Romance",2627,9
English,"Adventure,Comedy,Western",2628,1015
"English,Spanish","Action,Crime,Drama",2629,141
English,"Comedy,Fantasy",2630,196
English,"Comedy,Romance",2631,9
English,"Comedy,Sci-Fi",2632,482
English,"Action,Comedy,Crime",2633,132
English,"Action,Comedy",2634,627
English,"Adventure,Comedy,Sci-Fi",2635,359
English,Comedy,2636,61
English,"Action,Adventure,Fantasy",2637,190
English,"Comedy,Crime,Mystery",2638,306
"English,Spanish,Hindi","Animation,Adventure,Comedy",2639,1016
"English,Turkish","Comedy,Crime",2640,1017
"English,Japanese","Biography,Comedy,Musical",2641,1018
English,"Horror,Thriller",2642,50
"English,Russian,Spanish","Action,Adventure,Thriller",2643,1019
"English,Korean,Cantonese,Spanish,German,Icelandic,Italian","Action,Adventure,Thriller",2644,1020
"English,Russian,Spanish","Action,Adventure,Sci-Fi",2645,1021
English,Comedy,2646,61
"English,Spanish","Comedy,Romance",2647,152
English,"Comedy,Drama,Romance",2648,73
"English,Tagalog,Cantonese,Mandarin,Spanish",Comedy,2649,1022
English,"Comedy,Drama",2650,10
"English,Hebrew","Comedy,Drama,Romance",2651,1023
English,"Drama,History",2652,64
"English,Spanish","Comedy,Romance",2653,152
English,"Drama,Fantasy,Mystery",2654,1024
English,"Adventure,Comedy,Sci-Fi",2655,359
English,Comedy,2656,61
"English,Cantonese,Korean","Action,Comedy,Crime",2657,1025
"English,Spanish",Comedy,2658,637
English,"Action,Comedy",2659,627
English,"Comedy,Horror",2660,52
English,"Action,Comedy",2661,627
"English,German,French",Drama,2662,1026
"English,Spanish","Comedy,Fantasy",2663,1027
English,Horror,2664,53
English,"Comedy,Romance",2665,9
English,"Comedy,Horror",2666,52
English,Comedy,2667,61
"English,Spanish,Latin",Comedy,2668,1028
"English,Hindi","Adventure,Comedy",2669,1029
English,"Horror,Mystery",2670,91
English,"Comedy,Horror",2671,52
English,"Comedy,Romance",2672,9
English,Comedy,2673,61
English,Comedy,2674,61
English,"Horror,Mystery",2675,91
English,Comedy,2676,61
English,"Comedy,Drama",2677,10
English,"Adventure,Comedy,Music",2678,1030
English,Comedy,2679,61
"English,Spanish","Comedy,Romance",2680,152
"English,Spanish,Chinese","Action,Comedy,Crime",2681,1031
"English,Mandarin,Swiss German,Cantonese,Russian","Action,Adventure,Comedy",2682,1032
"English,French,Japanese","Action,Adventure,Comedy",2683,1033
English,"Comedy,Crime",2684,330
English,Documentary,2685,11
"English,French,German,Italian,Japanese",Comedy,2686,1034
English,"Animation,Family,Fantasy",2687,380
English,"Animation,Adventure,Family",2688,105
English,"Animation,Adventure,Comedy",2689,21
English,"Fantasy,Horror,Mystery",2690,205
English,"Animation,Comedy,Family",2691,20
English,"Animation,Comedy,Family",2692,20
English,Family,2693,168
"English,French","Drama,Family,Fantasy",2694,1035
"English,Spanish","Action,Adventure,Comedy",2695,1036
English,"Animation,Adventure,Comedy",2696,21
English,"Comedy,Family,Fantasy",2697,381
English,"Animation,Drama,Fantasy",2698,1037
"English,Japanese,Spanish","Documentary,Drama",2699,1038
English,"Drama,Romance",2700,57
English,"Documentary,Music",2701,298
English,"Drama,Thriller",2702,23
English,"Action,Comedy,Drama",2703,672
English,"Drama,Romance,Western",2704,1039
English,"Action,Drama,Family",2705,675
English,"Action,Family,Romance",2706,1040
English,"Adventure,Family,Fantasy",2707,98
"Hopi,English,Spanish","Documentary,Music",2708,1041
English,"Documentary,Music",2709,298
English,"Adventure,Animation,Comedy",2710,1042
English,"Comedy,Drama,Family",2711,297
English,"Action,Crime,Thriller",2712,202
English,"Comedy,Kids & Family",2713,453
English,"Comedy,Crime,Family",2714,365
English,"Comedy,Family",2715,368
English,"Comedy,Drama,Family",2716,297
English,"Comedy,Family,Fantasy",2717,381
English,Action,2718,300
"English,Cantonese","Action & Adventure,Kids & Family,Science Fiction & Fantasy,Comedy",2719,1043
English,"Action,Adventure,Family",2720,361
English,"Action,Adventure,Family",2721,361
English,"Action,Adventure,Comedy",2722,156
English,"Comedy,Family,Fantasy",2723,381
English,"Action,Sci-Fi",2724,88
English,"Comedy,Family",2725,368
English,"Adventure,Drama,Family",2726,612
English,Family,2727,168
English,"Adventure,Comedy,Family",2728,296
English,"Adventure,Family,Mystery",2729,995
English,"Adventure,Comedy,Drama",2730,69
English,Documentary,2731,11
English,"Animation,Action,Adventure",2732,97
"Cantonese,English,Mandarin","Action,Drama",2733,1044
English,"Action,Horror",2734,285
English,"Drama,Fantasy,Horror",2735,311
"English,French","Comedy,Music,Musical",2736,1045
English,"Action,Adventure,Sci-Fi",2737,151
English,Comedy,2738,61
"English,Spanish","Comedy,Crime,Drama",2739,1046
"English,German","Action,Adventure,Mystery",2740,1047
English,"Action,Adventure,Sci-Fi",2741,151
English,"Action,Horror,Sci-Fi",2742,275
English,"Action,Adventure,Mystery",2743,534
"English,Russian","Action,Comedy,Crime",2744,682
"English,Spanish","Action,Comedy,Crime",2745,131
English,"Action,Drama,Mystery",2746,1048
English,Comedy,2747,61
English,"Action,Adventure,Fantasy",2748,190
English,"Drama,Mystery,Thriller",2749,14
English,"Action,Adventure,Comedy",2750,156
"English,Latin","Action,Fantasy,Horror",2751,1049
English,"Action,Mystery,Sci-Fi",2752,755
English,"Action,Horror,Sci-Fi",2753,275
English,Comedy,2754,61
"English,Japanese","Action,Crime,Drama",2755,1050
"English,Persian","Action,Sci-Fi,Thriller",2756,1051
English,Comedy,2757,61
English,"Animation,Drama,Family",2758,643
"English,Russian","Action,Adventure,Sci-Fi",2759,526
English,"Action,Drama,Thriller",2760,697
English,"Adventure,Comedy,Drama",2761,69
English,"Animation,Adventure,Comedy",2762,21
English,"Comedy,Drama,Family",2763,297
English,"Animation,Family",2764,487
English,"Animation,Adventure,Comedy",2765,21
English,"Comedy,Drama,Family",2766,297
English,"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy",2767,376
"English,Italian","Comedy,Crime",2768,1052
English,Drama,2769,35
English,"Animation,Family",2770,487
English,"Family,Fantasy,Musical",2771,661
English,Family,2772,168
English,"Family,Sci-Fi",2773,284
English,"Action,Comedy,Family",2774,458
English,"Animation,Adventure,Comedy",2775,21
English,"Comedy,Drama,Romance",2776,73
English,Family,2777,168
English,"Comedy,Drama,Romance",2778,73
"English,Italian","Drama,Sport",2779,1053
"English,Spanish","Drama,Sport",2780,726
English,"Drama,Sport",2781,282
"English,Russian","Drama,Sport",2782,1054
"English,French,Latin,Scottish Gaelic","Biography,Drama,History",2783,1055
"English,Italian","Drama,Sport",2784,1053
English,"Comedy,Fantasy,Horror",2785,204
English,"Comedy,Horror,Sci-Fi",2786,92
English,"Comedy,Horror",2787,52
English,"Comedy,Horror,Sci-Fi",2788,92
English,"Comedy,Horror,Sci-Fi",2789,92
English,"Comedy,Horror,Sci-Fi",2790,92
English,"Comedy,Crime,Fantasy",2791,167
English,"Drama,Family",2792,260
English,"Comedy,Family,Musical",2793,1056
English,"Drama,Family,Fantasy",2794,379
English,"Drama,Family",2795,260
English,"Drama,Family",2796,260
English,"Crime,Drama,Thriller",2797,82
English,"Comedy,Family,Sci-Fi",2798,84
English,"Animation,Action,Adventure",2799,97
English,"Animation,Adventure,Comedy",2800,21
English,"Animation,Adventure,Comedy",2801,21
English,"Comedy,Drama,Romance",2802,73
English,Drama,2803,35
English,"Comedy,Drama,Romance",2804,73
English,,2805,172
English,"Drama,Comedy",2806,314
English,"Comedy,Romance",2807,9
English,Drama,2808,35
English,Comedy,2809,61
English,"Adventure,Comedy,Musical",2810,1057
English,"Comedy,Drama",2811,10
"English,Latin,French",Comedy,2812,1058
"English,German","Comedy,Fantasy,Horror",2813,1059
"English,Yiddish,German","Comedy,Western",2814,1060
"English,Polish",Comedy,2815,1061
"English,German",Comedy,2816,450
English,"Comedy,Romance",2817,9
"English,Spanish",Comedy,2818,637
English,"Comedy,Family,Fantasy",2819,381
English,"Adventure,Family,Drama",2820,689
English,"Comedy,Crime,Family",2821,365
English,"Animation,Family,Musical",2822,608
English,"Adventure,Family,Western",2823,1062
English,"Action,Comedy,Crime",2824,132
English,"Comedy,Musical,Romance",2825,31
English,"Mystery,Thriller",2826,219
English,"Drama,Family",2827,260
English,"Drama,Family,Romance",2828,256
English,"Comedy,Drama,Romance",2829,73
English,"Drama,Romance",2830,57
English,"Comedy,Drama",2831,10
English,"Drama,Comedy",2832,314
English,"Comedy,Drama,Romance",2833,73
English,"Comedy,Drama,Romance",2834,73
"English,Klingon","Comedy,Drama,Romance",2835,1063
English,"Action,Horror,Sci-Fi",2836,275
English,Comedy,2837,61
English,"Comedy,Crime",2838,330
English,Comedy,2839,61
English,"Comedy,Drama",2840,10
English,Comedy,2841,61
English,"Action,Comedy,Crime",2842,132
"English,Russian,Polish","Comedy,War",2843,1064
English,Comedy,2844,61
English,Comedy,2845,61
English,Comedy,2846,61
"English,Spanish","Comedy,Family",2847,1065
English,"Family,Comedy",2848,386
English,"Action,Crime,Drama",2849,27
English,"Family,Comedy,Adventure",2850,1066
English,"Action,Adventure,Comedy",2851,156
English,"Comedy,Kids & Family",2852,453
English,"Comedy,Family,Sport",2853,367
English,"Family,Adventure,Fantasy",2854,1067
English,"Comedy,Family",2855,368
English,"Adventure,Comedy,Family",2856,296
English,"Adventure,Comedy,Drama",2857,69
English,"Comedy,Drama,Family",2858,297
English,Comedy,2859,61
English,"Animation,Adventure,Comedy",2860,21
English,"Action,Sci-Fi",2861,88
English,"Animation,Adventure,Family",2862,105
English,"Animation,Family,Fantasy",2863,380
English,"Animation,Family,Fantasy",2864,380
English,"Family,Animation,Musical",2865,1068
English,"Horror,Sci-Fi,Thriller",2866,655
English,"Animation,Comedy,Family",2867,20
"English,Spanish,German","Comedy,Western",2868,1069
English,Comedy,2869,61
"English,Italian,German,French",Comedy,2870,1070
English,"Crime,Drama,Thriller",2871,82
English,Drama,2872,35
English,"Comedy,Romance",2873,9
English,"Comedy,Romance",2874,9
English,"Biography,Drama,Sport",2875,584
English,"Action,Comedy,Crime",2876,132
"English,Spanish","Action,Drama,Sport",2877,1071
English,"Animation,Comedy,Family",2878,20
English,"Family,Animation,Adventure",2879,1072
English,"Drama,Family",2880,260
English,"Adventure,Comedy,Romance",2881,1073
English,"Comedy,Drama,Romance",2882,73
English,"Action,Comedy",2883,627
English,"Comedy,Drama,Romance",2884,73
"English,French","Comedy,Drama,Romance",2885,354
English,"Drama,Romance",2886,57
English,"Kids & Family,Mystery & Suspense,Comedy",2887,1074
English,"Comedy,Family,Romance",2888,366
English,"Comedy,Family,Romance",2889,366
English,"Action,Adventure,Thriller",2890,25
English,"Animation,Family",2891,487
English,"Animation,Family",2892,487
English,"Animation,Family,Fantasy",2893,380
English,"Drama,Sci-Fi",2894,89
English,"Adventure,Drama,Fantasy",2895,513
English,"Drama,Romance,Sci-Fi",2896,490
English,"Comedy,Music",2897,626
"English,German,Russian","Adventure,Comedy,Family",2898,1075
